tower_schedule_id,max_tower_area_id,opening_story_id,count_start_time,recovery_disable_time,start_time,end_time
"1001","1","7001000","2021/03/02 23:59:59","2021/03/03 5:00:00","2021/02/26 12:00:00","2021/03/03 23:59:59"
"1002","2","7002000","2021/03/27 23:59:59","2021/03/28 5:00:00","2021/03/23 12:00:00","2021/03/28 23:59:59"
"1003","3","7003000","2021/04/21 23:59:59","2021/04/22 5:00:00","2021/04/17 12:00:00","2021/04/22 23:59:59"
"1004","4","7003003","2021/05/15 23:59:59","2021/05/16 5:00:00","2021/05/11 12:00:00","2021/05/16 23:59:59"
"1005","5","7004000","2021/06/09 23:59:59","2021/06/10 5:00:00","2021/06/05 12:00:00","2021/06/10 23:59:59"
"1006","6","7004003","2021/07/07 23:59:59","2021/07/08 5:00:00","2021/07/03 12:00:00","2021/07/08 23:59:59"
"1007","7","7005000","2021/07/31 23:59:59","2021/08/01 5:00:00","2021/07/27 12:00:00","2021/08/01 23:59:59"
"1008","8","7005003","2021/08/24 23:59:59","2021/08/25 5:00:00","2021/08/20 12:00:00","2021/08/25 23:59:59"
"1009","9","7006000","2021/09/22 23:59:59","2021/09/23 5:00:00","2021/09/18 12:00:00","2021/09/23 23:59:59"
"1010","10","7006003","2021/11/03 23:59:59","2021/11/04 5:00:00","2021/10/30 12:00:00","2021/11/04 23:59:59"
"1011","11","7007000","2021/11/24 23:59:59","2021/11/25 5:00:00","2021/11/20 12:00:00","2021/11/25 23:59:59"
"1012","12","7007003","2021/12/29 23:59:59","2021/12/30 5:00:00","2021/12/25 12:00:00","2021/12/30 23:59:59"
"1013","13","7008000","2022/02/03 23:59:59","2022/02/04 5:00:00","2022/01/29 12:00:00","2022/02/04 23:59:59"
"1014","14","7008003","2022/03/05 23:59:59","2022/03/06 5:00:00","2022/03/01 12:00:00","2022/03/06 23:59:59"
"1015","15","7009000","2022/04/05 23:59:59","2022/04/06 5:00:00","2022/04/01 12:00:00","2022/04/06 23:59:59"
"1016","16","7009003","2022/05/02 23:59:59","2022/05/03 5:00:00","2022/04/29 12:00:00","2022/05/03 23:59:59"
"1017","17","7010000","2022/06/02 23:59:59","2022/06/03 5:00:00","2022/05/28 12:00:00","2022/06/03 23:59:59"
"1018","18","7010003","2022/07/05 23:59:59","2022/07/06 5:00:00","2022/06/29 12:00:00","2022/07/06 23:59:59"
"1019","19","7011000","2022/07/26 23:59:59","2022/07/27 5:00:00","2022/07/20 12:00:00","2022/07/27 23:59:59"
"1020","20","7011003","2022/08/22 23:59:59","2022/08/23 5:00:00","2022/08/17 12:00:00","2022/08/23 23:59:59"
"1021","21","7012000","2022/09/13 23:59:59","2022/09/14 5:00:00","2022/09/08 12:00:00","2022/09/14 23:59:59"
"1022","22","7012003","2022/10/18 23:59:59","2022/10/19 5:00:00","2022/10/14 12:00:00","2022/10/19 23:59:59"
"1023","23","7013000","2022/11/18 23:59:59","2022/11/19 5:00:00","2022/11/14 12:00:00","2022/11/19 23:59:59"
"1024","24","7013003","2022/12/19 23:59:59","2022/12/20 5:00:00","2022/12/15 12:00:00","2022/12/20 23:59:59"
"1025","25","7014000","2023/01/20 23:59:59","2023/01/21 5:00:00","2023/01/16 12:00:00","2023/01/21 23:59:59"
"1026","26","7014003","2023/02/18 23:59:59","2023/02/19 5:00:00","2023/02/14 12:00:00","2023/02/19 23:59:59"
"1027","27","7015000","2023/03/17 23:59:59","2023/03/18 5:00:00","2023/03/12 12:00:00","2023/03/18 23:59:59"
"1028","28","7015003","2023/04/15 23:59:59","2023/04/16 5:00:00","2023/04/11 12:00:00","2023/04/16 23:59:59"
"1029","29","7016000","2023/05/16 23:59:59","2023/05/17 5:00:00","2023/05/12 12:00:00","2023/05/17 23:59:59"
"1030","30","7016003","2023/06/16 23:59:59","2023/06/17 5:00:00","2023/06/12 12:00:00","2023/06/17 23:59:59"
"1031","31","7017000","2023/07/14 23:59:59","2023/07/15 5:00:00","2023/07/10 12:00:00","2023/07/15 23:59:59"
"1032","32","7017003","2023/08/13 23:59:59","2023/08/14 5:00:00","2023/08/09 12:00:00","2023/08/14 23:59:59"
"1033","33","7018000","2023/09/13 23:59:59","2023/09/14 5:00:00","2023/09/09 12:00:00","2023/09/14 23:59:59"
"1034","34","7018003","2023/10/15 23:59:59","2023/10/16 5:00:00","2023/10/11 12:00:00","2023/10/16 23:59:59"
"1035","35","7019000","2023/11/13 23:59:59","2023/11/14 5:00:00","2023/11/09 12:00:00","2023/11/14 23:59:59"
"1036","36","7019003","2023/12/14 23:59:59","2023/12/15 5:00:00","2023/12/10 12:00:00","2023/12/15 23:59:59"
"1037","37","7020000","2024/01/14 23:59:59","2024/01/15 5:00:00","2024/01/10 12:00:00","2024/01/15 23:59:59"
"1038","38","7020003","2024/02/14 23:59:59","2024/02/15 5:00:00","2024/02/10 12:00:00","2024/02/15 23:59:59"
"1039","39","7021000","2024/03/16 23:59:59","2024/03/17 5:00:00","2024/03/12 12:00:00","2024/03/17 23:59:59"
