diary_id,contents_type,diary_date,sub_title,forced_release_time,condition_time,condition_story_id,condition_boss_count
"1","0","1","ทำไมถึงกลาย\nเป็นแบบนี้......?","2030/01/01 1:00:00","2022/01/14 5:00:00","5023000","0"
"2","0","2","พูดคำว่าสวัสดี\nออกไปไม่ได้","2030/01/01 1:00:00","2022/01/14 5:00:00","5023001","0"
"3","0","3","ทำไปซะแล้ว!","2030/01/01 1:00:00","2022/01/14 5:00:00","5023002","0"
"4","0","4","คุณยูนิเป็น\nคนแบบนี้","2030/01/01 1:00:00","2022/01/15 5:00:00","5023002","0"
"5","0","5","คุณคุโรเอะเป็น\nคนแบบนี้","2030/01/01 1:00:00","2022/01/15 5:00:00","5023002","0"
"6","0","6","คุณจิเอรุเป็น\nคนแบบนี้","2030/01/01 1:00:00","2022/01/15 5:00:00","5023002","0"
"7","0","7","คุณยูนิ\nผู้เฉลียวฉลาด","2030/01/01 1:00:00","2022/01/16 5:00:00","5023003","0"
"8","0","8","คุณคุโรเอะ\nผู้ใจดี","2030/01/01 1:00:00","2022/01/16 5:00:00","5023003","0"
"9","0","9","คุณจิเอรุ\nผู้น่าหลงใหล","2030/01/01 1:00:00","2022/01/16 5:00:00","5023003","0"
"10","0","10","ฝึกหัด\nคอร์สพิเศษ","2030/01/01 1:00:00","2022/01/17 5:00:00","5023003","0"
"11","0","11","ใกล้เวลา\nคอร์สพิเศษ","2030/01/01 1:00:00","2022/01/17 5:00:00","5023004","0"
"12","0","12","สมแล้วที่เป็น\nหัวหน้ากลุ่ม BB","2030/01/01 1:00:00","2022/01/17 5:00:00","5023005","0"
"13","0","13","แตกตื่นเพราะ\nแมนดราโกร่า","2030/01/01 1:00:00","2022/01/17 5:00:00","5023006","0"
"14","0","14","วันสุดท้าย","2030/01/01 1:00:00","2022/01/28 5:00:00","5023006","1"
"15","1","0","","2030/01/01 1:00:00","2022/01/29 0:00:00","5023000","0"
"16","1","0","","2030/01/01 1:00:00","2022/01/29 0:00:00","5023000","0"
"17","1","0","","2030/01/01 1:00:00","2022/01/29 0:00:00","5023000","0"
