daily_mission_id,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_num,mission_reward_id,system_id,start_time,end_time,min_level,max_level,title_color_id,visible_flag
"11001001","1","200","เคลียร์เควสต์หลัก หรือ เควสต์กิจกรรม 10 ครั้งกันเถอะ","1008","0","0","0","10","11001001","101","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","0","1"
"11001002","1","200","เคลียร์เควสต์หลัก หรือ เควสต์กิจกรรม 20 ครั้งกันเถอะ","1008","0","0","0","20","11001002","101","2018/11/06 5:00:00","2030/04/01 14:59:59","0","0","0","1"
"11003001","2","200","เคลียร์เควสต์หลัก HARD, VERY HARD หรือ เควสต์กิจกรรม HARD 3 ครั้งกันเถอะ","1003","0","0","0","3","11003001","102","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","0","1"
"11004001","7","202","เคลียร์เควสต์ค้นหา 4 ครั้งกันเถอะ","1004","0","0","0","4","11004001","103","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","0","1"
"11005001","9","204","แบทเทิลในดันเจี้ยน 1 ครั้งกันเถอะ","1005","0","0","0","1","11005001","104","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","0","1"
"11005002","15","603","ท้าทายดันเจี้ยน 1 ครั้งกันเถอะ","80000","0","0","0","1","11005002","122","2018/11/06 5:00:00","2030/04/01 14:59:59","0","0","0","1"
"11005003","16","603","เคลียร์ดันเจี้ยน 1 ครั้งกันเถอะ","80003","0","0","0","1","11005003","122","2018/11/06 5:00:00","2030/04/01 14:59:59","0","0","0","1"
"11006001","8","203","เคลียร์การสู้ร่วม 1 ครั้งกันเถอะ","1006","0","0","0","1","11006001","105","2018/03/20 15:00:00","2018/11/06 4:59:59","0","0","0","1"
"11101001","14","208","ท้าทายหอคอยลูน่า 1 ครั้งกันเถอะ","1101","0","0","0","1","11101001","108","2024/09/09 12:00:00","2024/09/15 04:59:59","0","0","0","1"
"13002001","3","401","เปิดนอมอลกาชา 10 ครั้งกันเถอะ","3002","0","0","0","10","13002001","301","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","0","1"
"14001001","11","205","ต่อสู้ในแบทเทิลอารีน่า 1 ครั้งกันเถอะ","4001","0","0","0","1","14001001","401","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","0","1"
"14003001","12","205","ต่อสู้ในปริ้นเซสอารีน่า 1 ครั้งกันเถอะ","4003","0","0","0","1","14003001","402","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","0","1"
"15004001","10","501","ต่อสู้ในแคลนแบทเทิล 1 ครั้งกันเถอะ","5004","0","0","0","1","15004001","107","2024/09/18 05:00:00","2024/09/23 04:59:59","0","0","0","1"
"15005001","13","501","กด Like สมาชิกแคลนกันเถอะ","5005","0","0","0","1","15005001","701","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","0","1"
"16006001","5","301","เพิ่มพลังสกิลของตัวละคร 1 ครั้งกันเถอะ","6006","0","0","0","1","16006001","503","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","0","1"
"16007001","6","304","เพิ่มพลังอุปกรณ์ด้วยการเพิ่ม ★ ให้อุปกรณ์ 1 ดวงกันเถอะ","6007","0","0","0","1","16007001","506","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","0","1"
"18001001","1","106","มาล็อกอินในช่วงเวลา 12:00~04:59 น. กันเถอะ","8001","120000","45959","0","1","18001001","0","2018/03/21 5:00:00","2021/07/02 4:59:59","0","0","0","1"
"18001002","1","106","มาล็อกอินในช่วงเวลา 18:00~04:59 น. กันเถอะ","8001","180000","45959","0","1","18001002","0","2018/03/21 5:00:00","2021/07/02 4:59:59","0","0","0","1"
"18001003","1","106","มาล็อกอินในช่วงเวลา 12:00~04:59 น. กันเถอะ","8001","120000","45959","0","1","18001003","0","2021/07/02 5:00:00","2021/07/12 4:59:59","0","0","0","1"
"18001004","1","106","มาล็อกอินในช่วงเวลา 18:00~04:59 น. กันเถอะ","8001","180000","45959","0","1","18001004","0","2021/07/02 5:00:00","2021/07/12 4:59:59","0","0","0","1"
"18001005","1","106","มาล็อกอินในช่วงเวลา 12:00~04:59 น. กันเถอะ","8001","120000","45959","0","1","18001001","0","2021/07/12 5:00:00","2021/09/18 4:59:59","0","0","0","1"
"18001006","1","106","มาล็อกอินในช่วงเวลา 18:00~04:59 น. กันเถอะ","8001","180000","45959","0","1","18001002","0","2021/07/12 5:00:00","2021/09/18 4:59:59","0","0","0","1"
"18001007","1","106","มาล็อกอินในช่วงเวลา 12:00~04:59 น. กันเถอะ","8001","120000","45959","0","1","18001003","0","2021/09/18 5:00:00","2021/10/03 4:59:59","0","0","0","1"
"18001008","1","106","มาล็อกอินในช่วงเวลา 18:00~04:59 น. กันเถอะ","8001","180000","45959","0","1","18001004","0","2021/09/18 5:00:00","2021/10/03 4:59:59","0","0","0","1"
"18001009","1","106","มาล็อกอินในช่วงเวลา 12:00~04:59 น. กันเถอะ","8001","120000","45959","0","1","18001001","0","2021/10/03 5:00:00","2022/03/18 4:59:59","0","0","0","1"
"18001010","1","106","มาล็อกอินในช่วงเวลา 18:00~04:59 น. กันเถอะ","8001","180000","45959","0","1","18001002","0","2021/10/03 5:00:00","2022/03/18 4:59:59","0","0","0","1"
"18001011","1","106","มาล็อกอินในช่วงเวลา 12:00~04:59 น. กันเถอะ","8001","120000","45959","0","1","18001003","0","2022/03/18 5:00:00","2022/04/04 4:59:59","0","0","0","1"
"18001012","1","106","มาล็อกอินในช่วงเวลา 18:00~04:59 น. กันเถอะ","8001","180000","45959","0","1","18001004","0","2022/03/18 5:00:00","2022/04/04 4:59:59","0","0","0","1"
"18001013","1","106","มาล็อกอินในช่วงเวลา 12:00~04:59 น. กันเถอะ","8001","120000","45959","0","1","18001001","0","2022/04/04 5:00:00","2022/08/24 4:59:59","0","0","0","1"
"18001014","1","106","มาล็อกอินในช่วงเวลา 18:00~04:59 น. กันเถอะ","8001","180000","45959","0","1","18001002","0","2022/04/04 5:00:00","2022/08/24 4:59:59","0","0","0","1"
"18001015","1","106","มาล็อกอินในช่วงเวลา 12:00~04:59 น. กันเถอะ","8001","120000","45959","0","1","18001003","0","2022/08/24 5:00:00","2022/09/03 4:59:59","0","0","0","1"
"18001016","1","106","มาล็อกอินในช่วงเวลา 18:00~04:59 น. กันเถอะ","8001","180000","45959","0","1","18001004","0","2022/08/24 5:00:00","2022/09/03 4:59:59","0","0","0","1"
"18001017","1","106","มาล็อกอินในช่วงเวลา 12:00~04:59 น. กันเถอะ","8001","120000","45959","0","1","18001001","0","2022/09/03 5:00:00","2022/09/19 4:59:59","0","0","0","1"
"18001018","1","106","มาล็อกอินในช่วงเวลา 18:00~04:59 น. กันเถอะ","8001","180000","45959","0","1","18001002","0","2022/09/03 5:00:00","2022/09/19 4:59:59","0","0","0","1"
"18001019","1","106","มาล็อกอินในช่วงเวลา 12:00~04:59 น. กันเถอะ","8001","120000","45959","0","1","18001003","0","2022/09/19 5:00:00","2022/10/02 4:59:59","0","0","0","1"
"18001020","1","106","มาล็อกอินในช่วงเวลา 18:00~04:59 น. กันเถอะ","8001","180000","45959","0","1","18001004","0","2022/09/19 5:00:00","2022/10/02 4:59:59","0","0","0","1"
"18001021","1","106","มาล็อกอินในช่วงเวลา 12:00~04:59 น. กันเถอะ","8001","120000","45959","0","1","18001001","0","2022/10/02 5:00:00","2023/03/18 4:59:59","0","0","0","1"
