mission_id,area,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_value_4,condition_value_5,condition_num,reward_type_1,reward_id_1,reward_num_1,reward_type_2,reward_id_2,reward_num_2,reward_type_3,reward_id_3,reward_num_3,reward_type_4,reward_id_4,reward_num_4,reward_type_5,reward_id_5,reward_num_5,system_id,event_id
"10001","1","이벤트 스토리 전편 제3화를 보자","8008","5035003","0","0","0","0","1","12","94002","2500","2","20002","5","2","23001","5","0","0","0","0","0","0","6001","10062"
"10002","1","이벤트 스토리 전편 엔딩을 보자","8008","5035005","0","0","0","0","1","12","94002","5000","2","20002","5","2","23001","5","0","0","0","0","0","0","6001","10062"
"10003","1","이벤트 전편 HARD 퀘스트 1-1을 3회 클리어하자","9004","10062201","0","0","0","0","3","12","94002","7500","2","20002","5","2","23001","5","0","0","0","0","0","0","6005","10062"
"10004","1","이벤트 전편 HARD 보스를 3회 쓰러뜨리자","9011","1006202","0","0","0","0","3","8","91002","50","2","31126","1","2","20002","5","0","0","0","0","0","0","6007","10062"
"20001","2","이벤트 스토리 후편 제1화를 보자","8008","5036001","0","0","0","0","1","12","94002","10000","2","20002","10","2","23001","5","0","0","0","0","0","0","6003","10063"
"20002","2","토벌증 교환 리셋을 1회 하자","9006","0","0","0","0","0","1","12","94002","12500","2","20002","10","2","23001","5","0","0","0","0","0","0","6002","10063"
"20003","2","이벤트 후편 HARD 퀘스트 1-1을 3회 클리어하자","9004","10063201","0","0","0","0","3","12","94002","15000","2","20002","10","2","23001","5","0","0","0","0","0","0","6005","10063"
"20004","2","이벤트 후편 HARD 보스를 3회 쓰러뜨리자","9011","1006302","0","0","0","0","3","8","91002","75","2","31126","2","2","20002","10","0","0","0","0","0","0","6007","10063"
"30001","3","이벤트 스토리 후편 제3화를 보자","8008","5036003","0","0","0","0","1","12","94002","17500","2","20003","10","2","23001","5","0","0","0","0","0","0","6003","10063"
"30002","3","미오(데레마스)를 ★2로 만들자","6011","112601","0","0","0","0","2","12","94002","20000","2","20003","10","2","23001","5","0","0","0","0","0","0","501","0"
"30003","3","토벌증 교환 리셋을 3회 하자","9006","0","0","0","0","0","3","12","94002","22500","2","20003","10","2","23001","5","0","0","0","0","0","0","6002","10063"
"30004","3","미오(데레마스)를 편성하고 이벤트 후편 HARD 보스를 쓰러뜨리자","10000","1006302","1","112601","0","0","1","8","91002","100","2","31126","2","2","20003","5","0","0","0","0","0","0","6007","10063"
"40001","4","이벤트 스토리 후편 엔딩을 보자","8008","5036005","0","0","0","0","1","12","94002","25000","2","20004","15","2","23001","5","0","0","0","0","0","0","6003","10063"
"40002","4","토벌증 교환 리셋을 5회 하자","9006","0","0","0","0","0","5","12","94002","27500","2","20004","15","2","23001","5","0","0","0","0","0","0","6002","10063"
"40003","4","이벤트 전편 VERY HARD 보스를 쓰러뜨리자","9011","1006203","0","0","0","0","1","12","94002","30000","2","20004","20","2","23001","5","0","0","0","0","0","0","6010","10062"
"40004","4","이벤트 후편 VERY HARD 보스를 쓰러뜨리자","9011","1006303","0","0","0","0","1","8","91002","125","2","31126","4","2","20004","20","0","0","0","0","0","0","6010","10063"
