trial_mission_id,disp_group,description,mission_condition,quest_id,condition_value,condition_num,mission_reward_id
"110001","111","가고일(EASY)을 클리어하자","70000","90110001","0","1","110001"
"110002","112","가고일(NORMAL)을 클리어하자","70000","90110002","0","1","110001"
"110003","113","가고일(HARD)을 클리어하자","70000","90110003","0","1","110001"
"110004","114","가고일(VERY HARD)을 클리어하자","70000","90110004","0","1","110001"
"110005","115","가고일(EXTREME)을 클리어하자","70000","90110005","0","1","110001"
"120001","121","마구스 가고일(EASY)을 클리어하자","70000","90120001","0","1","110001"
"120002","122","마구스 가고일(NORMAL)을 클리어하자","70000","90120002","0","1","110001"
"120003","123","마구스 가고일(HARD)을 클리어하자","70000","90120003","0","1","110001"
"120004","124","마구스 가고일(VERY HARD)을 클리어하자","70000","90120004","0","1","110001"
"120005","125","마구스 가고일(EXTREME)을 클리어하자","70000","90120005","0","1","110001"
"130001","131","가드 가고일(EASY)을 클리어하자","70000","90130001","0","1","110001"
"130002","132","가드 가고일(NORMAL)을 클리어하자","70000","90130002","0","1","110001"
"130003","133","가드 가고일(HARD)을 클리어하자","70000","90130003","0","1","110001"
"130004","134","가드 가고일(VERY HARD)을 클리어하자","70000","90130004","0","1","110001"
"130005","135","가드 가고일(EXTREME)을 클리어하자","70000","90130005","0","1","110001"
"140001","141","가고일 버스트(EASY)를 클리어하자","70000","90140001","0","1","110001"
"140002","142","가고일 버스트(NORMAL)를 클리어하자","70000","90140002","0","1","110001"
"140003","143","가고일 버스트(HARD)를 클리어하자","70000","90140003","0","1","110001"
"140004","144","가고일 버스트(VERY HARD)를 클리어하자","70000","90140004","0","1","110001"
"140005","145","가고일 버스트(EXTREME)를 클리어하자","70000","90140005","0","1","110001"
"150001","151","가고일 마기(EASY)를 클리어하자","70000","90150001","0","1","110001"
"150002","152","가고일 마기(NORMAL)를 클리어하자","70000","90150002","0","1","110001"
"150003","153","가고일 마기(HARD)를 클리어하자","70000","90150003","0","1","110001"
"150004","154","가고일 마기(VERY HARD)를 클리어하자","70000","90150004","0","1","110001"
"150005","155","가고일 마기(EXTREME)를 클리어하자","70000","90150005","0","1","110001"
