reading_id,reading,read_type,panel_id,detail_text,version
"1000100","사과","1","10001","빨갛고 새콤달콤한 과일.","1"
"1000101","과일","1","10001","사람이 먹을 수 있는 열매. 사과는 가을이 제철.","1"
"1000102","선악과","1","10001","지혜의 나무가 된다는 과일. 실은 사과가 아니었다는 설도 있다든가 없다든가.","1"
"1000103","애플티","1","10001","홍차에 사과 향을 더해 향긋한 차. 푸딩과 함께 먹으면 즐거운 오후를 보낼 수 있다.","1"
"1000104","레드","2","10001","「빨강」의 영어 표현. 사과하면 빨강색이지만 초록색 사과도 있다.","1"
"1000200","고릴라","1","10002","강하고 검고 울끈불끈. 바나나를 아주 좋아하는 생물.","1"
"1000201","우오오","1","10002","고릴라의 용맹한 울음소리를 나타낸 의성어.","1"
"1000202","영장류","1","10002","동물을 분류하는 학술적 기준. 인간도 영장류다.","1"
"1000300","나팔","1","10003","특정 금관악기를 하나로 합친 호칭.","1"
"1000301","기상나팔","1","10003","우렁찬 소리로 아침을 깨우는 나팔. 트라우마가 남을 수 있으니 주의.","1"
"1000302","금관악기","1","10003","악기의 분류 중 하나. 또한 「색소폰 연습」 같은 프리코네 읽기는 있을 것 같지만 없음.","1"
"1000400","파인애플","1","10004","따뜻한 지역에서 자라는 노랗고 새콤달콤한 과일.","1"
"1000401","과일","1","10004","사람이 먹을 수 있는 열매. 참고로 파인애플은 땅에서 자란다.","1"
"1000402","다년생 식물","1","10004","1년 이상 자라는 식물 칭하는 말.","1"
"1000403","아나나스","2","10004","「파인애플」의 다른 말.","1"
"1000500","루비","1","10005","보석의 왕녀라고도 불리는 선명한 붉은색의 보석.","1"
"1000501","주얼리","1","10005","「보석」의 영어 표현.","1"
"1000502","보물","2","10005","보석처럼 귀한 가치가 있는 물건.","1"
"1000503","아키노의 브로치","3","10005","「위스타리아 가문」의 영애 「아키노」가 몸에 지니고 있는 아름다운\n브로치.","1"
"1000504","오팔","1","10005","단백석이라고도 불리는 보석. 귀걸이로 만들면 아주 예쁘다.","1"
"1000505","리워드","1","10005","보상으로 받는 보석은 늘 기쁨이 가득.","1"
"1000506","다이아몬드","1","10005","세상에서 가장 단단한 보석. 금강석이라고도 한다. 빨간색도 있다.","1"
"1000600","술잔","1","10006","술을 담는 잔.","1"
"1000601","비어","2","10006","「맥주」의 영어 표현.","1"
"1000602","이터널 저그","3","10006","「유카리」의 전용 장비. 마셔도 마셔도 끝없이 솟아난다.","1"
"1000603","크림 생맥주","1","10006","거품이 부드러운 생맥주. 목 넘김이 일품이다.","1"
"1000604","발포주","1","10006","병을 따면 거품이 일어나는 술 또는 맥아 비율이 낮은 술을 칭하는 말.","1"
"1000605","음료","1","10006","수분 보충, 갈증 해소를 위해 마시는 것.","1"
"1000606","드라이","1","10006","맥주는 드라이한 맛이 일품.","1"
"1000607","보드카","1","10006","감자, 호밀, 또는 혼합곡물 발효를 통해 만든 증류주. 도수가 높다.","1"
"1000700","화살","1","10007","활의 시위에 매겨 먼 곳을 향해 쏘는 무기.","1"
"1000701","보우","1","10007","「활」의 영어 표현.","1"
"1000702","사냥꾼의 도구","2","10007","사냥꾼이 먼 곳에서 사냥감을 노릴 때 쓰는 도구.","1"
"1000703","애기살","1","10007","오랜 옛날 동국의 옆 나라에서 사용했다는 작은 활.","1"
"1000704","발사해","2","10007","신중히 겨냥하고, 발사!","1"
"1000800","노래","2","10008","목소리를 이용한 음악.","1"
"1000801","박자","2","10008","음악의 시간을 구성하는 기본 단위.","1"
"1000802","고려가요","1","10008","동국의 옆 나라에서 민중들 사이에서 널리 전해졌다는 노래.","1"
"1000803","디바","1","10008","뛰어난 여가수 또는 여배우. 노조미야말로 디바가 아닐까.","1"
