command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
"1010001","1","1","1","112511","1500","-140","-190","1.8","0","omp_talk_worry"
"1010002","1","1","1","112411","1500","140","-190","1.8","1","omp_idle_normal"
"1010003","1","31","1","1","0","0","1","1","",""
"1010004","1","93","1","","","","","","",""
"1010005","1","21","vo_omp_7001","vo_omp_7001_000","0","0","","","",""
"1010006","1","11","112511","우즈키, 괜찮아?\n야영이 계속돼서 피곤하지 않아?","10","1","1","","",""
"1010007","1","91","0","","","","","","",""
"1010008","1","3","112511","omp_idle_worry","1","","","0","",""
"1010009","1","3","112411","omp_talk_joy1","1","","","0","",""
"1010010","1","21","vo_omp_7001","vo_omp_7001_001","0","0","","","",""
"1010011","1","11","112411","네, 괜찮아요!\n모두와 함께 여행하는 거\n굉장히 즐거우니까요","10","1","1","","",""
"1010012","1","91","0","","","","","","",""
"1010013","1","3","112411","omp_psn_20","1","","","0","",""
"1010014","1","3","112511","omp_talk_normal","1","","","0","",""
"1010015","1","21","vo_omp_7001","vo_omp_7001_002","0","0","","","",""
"1010016","1","11","112511","그래\n우즈키는 어떤 때라도 즐거워 보여","10","1","1","","",""
"1010017","1","91","0","","","","","","",""
"1010018","1","3","112511","omp_idle_normal","1","","","0","",""
"1010019","1","3","112411","omp_talk_sad","1","","","0","",""
"1010020","1","21","vo_omp_7001","vo_omp_7001_003","0","0","","","",""
"1010021","1","11","112411","혹시…\n린은 즐겁지 않나요? ","10","1","1","","",""
"1010022","1","91","0","","","","","","",""
"1010023","1","3","112411","omp_idle_sad","1","","","0","",""
"1010024","1","3","112511","omp_surprise","0","omp_idle_surprise1","1","0","0.1",""
"1010025","1","21","vo_omp_7001","vo_omp_7001_004","0","0","","","",""
"1010026","1","11","112511","엇? 어째서?\n그렇지 않아\n나도… 엄청 즐거워","10","1","1","","",""
"1010027","1","93","2.5","1","","","","","",""
"1010028","1","3","112511","omp_talk_normal","1","","","0.2","",""
"1010029","1","91","1010026","","","","","","",""
"1010030","1","3","112511","omp_idle_normal","1","","","0","",""
"1010031","1","3","112411","omp_talk_joy2","1","","","0","",""
"1010032","1","21","vo_omp_7001","vo_omp_7001_005","0","0","","","",""
"1010033","1","11","112411","에헤헤♪\n그렇다면 안심하세요!\n린이 즐겁다면\n저도 즐거우니까요!","10","1","1","","",""
"1010034","1","91","0","","","","","","",""
"1010035","1","4","112511","0","1","","","","",""
"1010036","1","3","112411","omp_psn_20","1","","","0","",""
"1010037","1","3","112511","omp_idle_normal","1","","","0","",""
"1010038","1","21","vo_omp_7001","vo_omp_7001_006","0","0","","","",""
"1010039","1","11","112511","걱정한 건 나인데…\n내가 격려 받았어\n우즈키는 역시 굉장해…","10","1","1","","",""
"1010040","1","91","0","","","","","","",""
"1010041","1","93","0.4","","","","","","",""
"1020001","2","1","1","112511","1600","-180","-195","1.8","0","omp_idle_normal"
"1020002","2","1","1","112411","1500","20","-190","1.8","1","omp_talk_normal"
"1020003","2","1","1","112611","1600","220","-205","1.8","1","omp_idle_normal"
"1020004","2","31","1","1","0","0","1","1","",""
"1020005","2","93","1","","","","","","",""
"1020006","2","21","vo_omp_7002","vo_omp_7002_000","0","0","","","",""
"1020007","2","11","112411","페코린느의 마물 요리,\n맛있었죠♪","10","1","1","","",""
"1020008","2","91","0","","","","","","",""
"1020009","2","4","112411","0","","","","","",""
"1020010","2","3","112411","omp_idle_normal","1","","","0","",""
"1020011","2","3","112611","omp_talk_joy1","1","","","0","",""
