id,quest_id,enemy_identify,mode,enemy_id,floor_position_x,floor_position_y,floor_scale,disp_order
"1","320010106","1","0","502001102","43.5","11","0.7","1"
"2","320010106","2","0","502001103","13","67","0.65","3"
"3","320010106","3","0","0","-74","49","0.65","2"
"4","320010107","1","0","502001108","-49","13","0.7","1"
"5","320010107","2","0","502001109","-4","62","0.85","3"
"6","320010107","3","0","0","59","50","0.65","2"
"7","320010108","1","0","0","0","-10","1.05","1"
"8","320010109","1","0","0","-15","-10","1.05","1"
"9","320010110","1","0","0","-85","-45","0.43","1"
"10","320010110","2","0","0","85","-45","0.43","2"
"11","320010206","1","0","502001202","43.5","11","0.7","1"
"12","320010206","2","0","502001203","13","67","0.65","3"
"13","320010206","3","0","0","-74","49","0.65","2"
"14","320010207","1","0","502001208","-49","13","0.7","1"
"15","320010207","2","0","502001209","-4","62","0.85","3"
"16","320010207","3","0","0","59","50","0.65","2"
"17","320010208","1","0","0","0","-10","1.05","1"
"18","320010209","1","0","0","-15","-10","1.05","1"
"19","320010210","1","0","0","-85","-45","0.43","1"
"20","320010210","2","0","0","85","-45","0.43","2"
"21","320010306","1","0","502001302","43.5","11","0.7","1"
"22","320010306","2","0","502001303","13","67","0.65","3"
"23","320010306","3","0","0","-74","49","0.65","2"
"24","320010307","1","0","502001308","-49","13","0.7","1"
"25","320010307","2","0","502001309","-4","62","0.85","3"
"26","320010307","3","0","0","59","50","0.65","2"
"27","320010308","1","0","0","0","-10","1.05","1"
"28","320010309","1","0","0","-15","-10","1.05","1"
"29","320010310","1","0","0","-85","-45","0.43","1"
"30","320010310","2","0","0","85","-45","0.43","2"
"31","320010406","1","0","502001402","43.5","11","0.7","1"
"32","320010406","2","0","502001403","13","67","0.65","3"
"33","320010406","3","0","0","-74","49","0.65","2"
"34","320010407","1","0","502001408","-49","13","0.7","1"
"35","320010407","2","0","502001409","-4","62","0.85","3"
"36","320010407","3","0","0","59","50","0.65","2"
"37","320010408","1","0","0","0","-10","1.05","1"
"38","320010409","1","0","0","-15","-10","1.05","1"
"39","320010410","1","0","0","-85","-45","0.43","1"
"40","320010410","2","0","0","85","-45","0.43","2"
"41","320010506","1","0","502001502","43.5","11","0.7","1"
"42","320010506","2","0","502001503","13","67","0.65","3"
"43","320010506","3","0","0","-74","49","0.65","2"
"44","320010507","1","0","502001508","-49","13","0.7","1"
"45","320010507","2","0","502001509","-4","62","0.85","3"
"46","320010507","3","0","0","59","50","0.65","2"
"47","320010508","1","0","0","0","-10","1.05","1"
"48","320010509","1","0","0","-15","-10","1.05","1"
"49","320010510","1","0","0","-85","-45","0.43","1"
"50","320010510","2","0","0","85","-45","0.43","2"
"51","320020106","1","0","502002102","43.5","11","0.7","1"
"52","320020106","2","0","502002103","13","67","0.65","3"
"53","320020106","3","0","0","-74","49","0.65","2"
"54","320020107","1","0","502002108","-49","13","0.7","1"
