id,priority,reward_type,reward_id,name
"1","1","1","112001","캬루(새해)"
"1","2","1","111801","페코린느(새해)"
"1","3","1","111901","콧코로(새해)"
"1","4","1","115001","네네카(새해)"
"1","5","1","108801","유이(새해)"
"1","6","1","108701","히요리(새해)"
"2","1","1","116401","유니(성학제)"
"2","2","1","121301","쿠루미(무대)"
"2","3","1","121401","미사키(무대)"
"2","4","1","121601","이노리(괴도)"
"2","5","1","122001","시노부(해적)"
"2","6","1","121901","안나(해적)"
"2","7","1","122201","유카리(캠프)"
"2","8","1","122301","밤피"
"3","1","1","122601","유이(여름)"
"3","2","1","122701","쿄우카(여름)"
"3","3","1","123101","마호(탐험가)"
"3","4","1","123201","아야네(탐험가)"
"3","5","1","123701","나나카(할로윈)"
"3","6","1","123901","마츠리(와일드)"
"3","7","1","124201","쥰(크리스마스)"
"4","1","1","121001","페코린느(오버로드)"
"4","2","1","121101","캬루(오버로드)"
"4","3","1","115501","콧코로(의장복)"
"4","4","1","109101","시즈루(발렌타인)"
