dungeon_area_id,clear_count,reward_type_1,reward_id_1,reward_num_1,reward_type_2,reward_id_2,reward_num_2,reward_type_3,reward_id_3,reward_num_3,reward_type_4,reward_id_4,reward_num_4,reward_type_5,reward_id_5,reward_num_5,clear_effect_flag,icon_type
"32001","5","2","90008","500","4","140000","1","4","140001","2","2","90005","10","12","94002","500000","1","1"
"32001","10","8","91002","200","4","140001","2","2","25001","1","12","94002","500000","0","0","0","1","1"
"32001","15","2","90008","500","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32001","20","8","91002","300","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","2"
"32001","25","2","90008","500","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32001","30","8","91002","500","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","3"
"32001","35","2","90008","750","4","140000","1","4","140001","2","2","90005","5","12","94002","1000000","1","3"
"32001","40","2","90008","1000","4","140001","2","2","25001","1","12","94002","1000000","0","0","0","1","4"
"32001","45","2","90008","1250","4","140000","1","4","140001","2","2","90005","5","12","94002","2000000","1","4"
"32001","50","2","90008","1500","4","140001","2","2","25001","1","12","94002","2000000","0","0","0","1","4"
"32002","5","2","90008","500","4","140000","1","4","140001","2","2","90005","10","12","94002","500000","1","1"
"32002","10","8","91002","200","2","21951","1","4","140001","2","2","25001","1","12","94002","500000","1","1"
"32002","15","2","90008","700","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32002","20","8","91002","300","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","2"
"32002","25","2","90008","700","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32002","30","8","91002","500","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","3"
"32002","35","2","90008","1000","4","140000","1","4","140001","2","2","90005","5","12","94002","1000000","1","3"
"32002","40","2","90008","1000","4","140001","2","2","25001","1","12","94002","1000000","0","0","0","1","4"
"32002","45","2","90008","1250","4","140000","1","4","140001","2","2","90005","5","12","94002","2000000","1","4"
"32002","50","2","90008","1500","4","140001","2","2","25001","1","12","94002","2000000","0","0","0","1","4"
"32003","5","2","90008","500","4","140000","1","4","140001","2","2","90005","10","12","94002","500000","1","1"
"32003","10","8","91002","200","2","21951","1","4","140001","2","2","25001","1","12","94002","500000","1","1"
"32003","15","2","90008","700","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32003","20","8","91002","300","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","2"
"32003","25","2","90008","700","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32003","30","8","91002","500","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","3"
"32003","35","2","90008","1000","4","140000","1","4","140001","2","2","90005","5","12","94002","1000000","1","3"
"32003","40","2","90008","1000","4","140001","2","2","25001","1","12","94002","1000000","0","0","0","1","4"
"32003","45","2","90008","1250","4","140000","1","4","140001","2","2","90005","5","12","94002","2000000","1","4"
"32003","50","2","90008","1500","4","140001","2","2","25001","1","12","94002","2000000","0","0","0","1","4"
"32004","5","2","90008","500","4","140000","1","4","140001","2","2","90005","10","12","94002","500000","1","1"
"32004","10","8","91002","200","2","21951","1","4","140001","2","2","25001","1","12","94002","500000","1","1"
"32004","15","2","90008","700","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32004","20","8","91002","300","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","2"
"32004","25","2","90008","700","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32004","30","8","91002","500","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","3"
"32004","35","2","90008","1000","4","140000","1","4","140001","2","2","90005","5","12","94002","1000000","1","3"
"32004","40","2","90008","1000","4","140001","2","2","25001","1","12","94002","1000000","0","0","0","1","4"
"32004","45","2","90008","1250","4","140000","1","4","140001","2","2","90005","5","12","94002","2000000","1","4"
"32004","50","2","90008","1500","4","140001","2","2","25001","1","12","94002","2000000","0","0","0","1","4"
"32005","5","2","90008","500","4","140000","1","4","140001","2","2","90005","10","12","94002","500000","1","1"
"32005","10","8","91002","200","2","21951","1","4","140001","2","2","25001","1","12","94002","500000","1","1"
"32005","15","2","90008","700","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32005","20","8","91002","300","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","2"
"32005","25","2","90008","700","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32005","30","8","91002","500","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","3"
"32005","35","2","90008","1000","4","140000","1","4","140001","2","2","90005","5","12","94002","1000000","1","3"
"32005","40","2","90008","1000","4","140001","2","2","25001","1","12","94002","1000000","0","0","0","1","4"
"32005","45","2","90008","1250","4","140000","1","4","140001","2","2","90005","5","12","94002","2000000","1","4"
"32005","50","2","90008","1500","4","140001","2","2","25001","1","12","94002","2000000","0","0","0","1","4"
"32006","5","2","90008","500","4","140000","1","4","140001","2","2","90005","10","12","94002","500000","1","1"
"32006","10","8","91002","200","2","21951","1","4","140001","2","2","25001","1","12","94002","500000","1","1"
"32006","15","2","90008","700","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32006","20","8","91002","300","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","2"
"32006","25","2","90008","700","4","140000","1","4","140001","2","2","90005","5","12","94002","750000","1","2"
"32006","30","8","91002","500","4","140001","2","2","25001","1","12","94002","750000","0","0","0","1","3"
"32006","35","2","90008","1000","4","140000","1","4","140001","2","2","90005","5","12","94002","1000000","1","3"
"32006","40","2","90008","1000","4","140001","2","2","25001","1","12","94002","1000000","0","0","0","1","4"
"32006","45","2","90008","1250","4","140000","1","4","140001","2","2","90005","5","12","94002","2000000","1","4"
