e3a4ac0cbd5b5d97883a19da213e838bc20fb704585efd84c0e8ba70c20313cc,759e3089b510a563572bdea6f51aaae8b8b332666ea45f1e9c3ce093f3325a12,1a9048baa050c6c8a5ad20caa5e90ac2c69205e7f654c0310d16ab961a823eb0,9208a9476e17a7b6cb78224ae0f9e940d29f54e997f7dc1d410ce09b43587621,d604ec4f95c0b7360a7d875c1d5d52f2e5eca482feb77dfdffc3af154749e8b2,e84cb86e8d590eccd8dc2e61e67bd187c16aa2dd808d1f54fd9f671d0afaa47c,635834d69a96385931c949841a7c38bc3441b7029d544f2c15e8fdb2bfb2873d,a7c774c340fca69ecd706dac0a15f81b77acfbbc090efaa757eb8b217d66940c,71997c7ca8de6fb2cc6e5ae129cbf91ee9c3cf2d9c4d6e27b5ec31ea2970a5ec,4f223bc896388e89692491b85e4f3268e1b48884cbb9b055b6222cc62d4f2ef6,9c65a054856095957f806602c57516c8c2ab90a523da09504a186462dcc3e31f,131adb2a47233f6d05b860a9995ef2b439e581e0c6a29523c32657407284e007,974050fd02746720b550144d676cf2f5a28a25a58a9c8dd3c76b299db47db490,29ccd41cfa3b06d83c8f34e5d567cb501527d5f38015d16a4b34967c3f6505b2,27d7b96754a5e91795f9cc0d8c00092c1f171f5f9efa6423d441a92e11a70dfa,fe24a74cc5c79203350128ccf8117657f904569db22d5f3cc3d5dfe3d3f86642
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1001001"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1001002"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1001003"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1001004"
"2","91002","200","2","25015","90008","10","12","500000","2","25021","94002","50","400","8","1001005"
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1001006"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1001007"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1001008"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1001009"
"2","91002","200","2","25015","90008","10","12","500000","2","25001","94002","10","400","8","1001010"
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1001011"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1001012"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1001013"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1001014"
"2","91002","200","2","25015","90008","10","12","500000","2","25021","94002","50","400","8","1001015"
"2","91002","200","0","0","90008","10","12","500000","2","25021","94002","50","0","8","1001016"
"2","91002","200","0","0","90008","10","12","500000","2","25021","94002","50","0","8","1001017"
"2","91002","200","0","0","90008","10","12","500000","2","25021","94002","50","0","8","1001018"
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1002001"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1002002"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1002003"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1002004"
"2","91002","200","2","25015","90008","10","12","500000","2","25021","94002","50","400","8","1002005"
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1002006"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1002007"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1002008"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1002009"
"2","91002","200","2","25015","90008","10","12","500000","2","25001","94002","10","400","8","1002010"
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1002011"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1002012"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1002013"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1002014"
"2","91002","200","2","25015","90008","10","12","500000","2","25021","94002","50","400","8","1002015"
"2","91002","200","0","0","90008","10","12","500000","2","25021","94002","50","0","8","1002016"
"2","91002","200","0","0","90008","10","12","500000","2","25021","94002","50","0","8","1002017"
"2","91002","200","0","0","90008","10","12","500000","2","25021","94002","50","0","8","1002018"
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1003001"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1003002"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1003003"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1003004"
"2","91002","200","2","25015","90008","10","12","500000","2","25021","94002","50","400","8","1003005"
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1003006"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1003007"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1003008"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1003009"
"2","91002","200","2","25015","90008","10","12","500000","2","25001","94002","10","400","8","1003010"
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1003011"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1003012"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1003013"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1003014"
"2","91002","200","2","25015","90008","10","12","500000","2","25021","94002","50","400","8","1003015"
"2","91002","200","0","0","90008","10","12","500000","2","25021","94002","50","0","8","1003016"
"2","91002","200","0","0","90008","10","12","500000","2","25021","94002","50","0","8","1003017"
"2","91002","200","0","0","90008","10","12","500000","2","25021","94002","50","0","8","1003018"
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1004001"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1004002"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1004003"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1004004"
"2","91002","200","2","25015","90008","10","12","500000","2","25021","94002","50","400","8","1004005"
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1004006"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1004007"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1004008"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1004009"
"2","91002","200","2","25015","90008","10","12","500000","2","25001","94002","10","400","8","1004010"
"2","91002","200","2","25011","90008","10","12","500000","2","25021","94002","50","400","8","1004011"
"2","91002","200","2","25012","90008","10","12","500000","2","25021","94002","50","400","8","1004012"
"2","91002","200","2","25013","90008","10","12","500000","2","25021","94002","50","400","8","1004013"
"2","91002","200","2","25014","90008","10","12","500000","2","25021","94002","50","400","8","1004014"
"2","91002","200","2","25015","90008","10","12","500000","2","25021","94002","50","400","8","1004015"
"2","91002","200","0","0","90008","10","12","500000","2","25021","94002","50","0","8","1004016"
"2","91002","200","0","0","90008","10","12","500000","2","25021","94002","50","0","8","1004017"
