c607ef7e31dc99c55927e1f12df1503258d3e4df6597e70c2584361022941ed8,38a63ac91fd07cdebf49966032f59de36bba3a8b8144fd58f89ba633471faabf,db1e2846c01ea72997043ddbfdf6210f6084fa2d2bbce3f1d5cfba6a027ea6cf,af3dc46076adbb970bd38daf47b02aa76465a91c9e95474bf91e94a666eabae2,9d8588fb6022a878ae1f8b5af1bd2a42a779167d9d4eb2c3d320f39564ea1e54,c1a5e23c04145facaded0fa32dc3cecff64581fd1ed0bf15da2e26340a0c76b0,4d78d38c9de6facd44f81cc68497be37179e3d9280fed1c2bf306e0ec5a02999,d29b90ea37afd5239228822d89a26d0245f85049183e9b55c2ea10f7e39263c4,a4dca37df4957e7681cb1fb47a25c7fdf657a834a864d87dd20802500852bee1,b464a9b9e417e8a7bae80b19043c92f5b32f26400eff7bb8b43596cbd5677691
"500000","0","101","0","0","2","0","220","25021","111"
"500000","0","102","0","0","2","0","220","25021","121"
"500000","0","103","0","0","2","0","220","25021","131"
"500000","0","104","0","0","2","0","220","25021","141"
"500000","0","105","0","0","2","0","220","25021","151"
"500000","0","201","0","0","2","0","220","25021","211"
"500000","0","202","0","0","2","0","220","25021","221"
"500000","0","203","0","0","2","0","220","25021","231"
"500000","0","204","0","0","2","0","220","25021","241"
"500000","0","205","0","0","2","0","220","25021","251"
"500000","0","301","0","0","2","0","220","25021","311"
"500000","0","302","0","0","2","0","220","25021","321"
"500000","0","303","0","0","2","0","220","25021","331"
"500000","0","304","0","0","2","0","220","25021","341"
"500000","0","305","0","0","2","0","220","25021","351"
"500000","0","401","0","0","2","0","220","25021","411"
"500000","0","402","0","0","2","0","220","25021","421"
"500000","0","403","0","0","2","0","220","25021","431"
"500000","0","404","0","0","2","0","220","25021","441"
"500000","0","405","0","0","2","0","220","25021","451"
"500000","0","501","0","0","2","0","220","25021","511"
"500000","0","502","0","0","2","0","220","25021","521"
"500000","0","503","0","0","2","0","220","25021","531"
"500000","0","504","0","0","2","0","220","25021","541"
"500000","0","505","0","0","2","0","220","25021","551"
"500000","0","601","0","0","2","0","220","25021","611"
"500000","0","602","0","0","2","0","220","25021","621"
"500000","0","603","0","0","2","0","220","25021","631"
"500000","0","604","0","0","2","0","220","25021","641"
"500000","0","605","0","0","2","0","220","25021","651"
"500000","0","701","0","0","2","0","220","25021","711"
"500000","0","702","0","0","2","0","220","25021","721"
"500000","0","703","0","0","2","0","220","25021","731"
"500000","0","704","0","0","2","0","220","25021","741"
"500000","0","705","0","0","2","0","220","25021","751"
"500000","0","801","0","0","2","0","1100","25021","811"
"500000","0","901","0","0","2","0","220","25021","911"
"500000","0","902","0","0","2","0","220","25021","921"
"500000","0","903","0","0","2","0","220","25021","931"
"500000","0","904","0","0","2","0","220","25021","941"
"500000","0","905","0","0","2","0","220","25021","951"
"500000","0","1001","0","0","2","0","1100","25021","1011"
"500000","0","1101","0","0","2","0","220","25021","1111"
"500000","0","1102","0","0","2","0","220","25021","1121"
"500000","0","1103","0","0","2","0","220","25021","1131"
"500000","0","1104","0","0","2","0","220","25021","1141"
"500000","0","1105","0","0","2","0","220","25021","1151"
"500000","0","1201","0","0","2","0","220","25021","1211"
"500000","0","1202","0","0","2","0","220","25021","1221"
"500000","0","1203","0","0","2","0","220","25021","1231"
"500000","0","1204","0","0","2","0","220","25021","1241"
"500000","0","1205","0","0","2","0","220","25021","1251"
"500000","0","1301","0","0","2","0","220","25021","1311"
"500000","0","1302","0","0","2","0","220","25021","1321"
"500000","0","1303","0","0","2","0","220","25021","1331"
"500000","0","1304","0","0","2","0","220","25021","1341"
"500000","0","1305","0","0","2","0","220","25021","1351"
"500000","0","1401","0","0","2","0","220","25021","1411"
"500000","0","1402","0","0","2","0","220","25021","1421"
"500000","0","1403","0","0","2","0","220","25021","1431"
"500000","0","1404","0","0","2","0","220","25021","1441"
"500000","0","1405","0","0","2","0","220","25021","1451"
"500000","0","1501","0","0","2","0","220","25021","1511"
"500000","0","1502","0","0","2","0","220","25021","1521"
"500000","0","1503","0","0","2","0","220","25021","1531"
"500000","0","1504","0","0","2","0","220","25021","1541"
"500000","0","1505","0","0","2","0","220","25021","1551"
"500000","0","1601","0","0","2","0","1100","25021","1611"
"500000","0","1701","0","0","2","0","1100","25021","1711"
"500000","0","1801","0","0","2","0","220","25021","1811"
"500000","0","1802","0","0","2","0","220","25021","1821"
"500000","0","1803","0","0","2","0","220","25021","1831"
"500000","0","1804","0","0","2","0","220","25021","1841"
"500000","0","1805","0","0","2","0","220","25021","1851"
"500000","0","1901","0","0","2","0","220","25021","1911"
"500000","0","1902","0","0","2","0","220","25021","1921"
"500000","0","1903","0","0","2","0","220","25021","1931"
"500000","0","1904","0","0","2","0","220","25021","1941"
"500000","0","1905","0","0","2","0","220","25021","1951"
"500000","0","2001","0","0","2","0","220","25021","2011"
"500000","0","2002","0","0","2","0","220","25021","2021"
"500000","0","2003","0","0","2","0","220","25021","2031"
"500000","0","2004","0","0","2","0","220","25021","2041"
"500000","0","2005","0","0","2","0","220","25021","2051"
"500000","0","2101","0","0","2","0","1100","25021","2111"
"500000","0","2201","0","0","2","0","220","25021","2211"
"500000","0","2202","0","0","2","0","220","25021","2221"
"500000","0","2203","0","0","2","0","220","25021","2231"
"500000","0","2204","0","0","2","0","220","25021","2241"
"500000","0","2205","0","0","2","0","220","25021","2251"
"500000","0","2301","0","0","2","0","220","25021","2311"
"500000","0","2302","0","0","2","0","220","25021","2321"
"500000","0","2303","0","0","2","0","220","25021","2331"
"500000","0","2304","0","0","2","0","220","25021","2341"
"500000","0","2305","0","0","2","0","220","25021","2351"
"500000","0","2401","0","0","2","0","220","25021","2411"
"500000","0","2402","0","0","2","0","220","25021","2421"
"500000","0","2403","0","0","2","0","220","25021","2431"
"500000","0","2404","0","0","2","0","220","25021","2441"
"500000","0","2405","0","0","2","0","220","25021","2451"
