1e071e1d73c4904291b84d1a6e368ea9bdc2ffd04f542bde02ad61f59a5de564,51118ad0858046003c9037206f885525b8b8a6377ecfc47a8ea113a113302705,f506f05db3c1815ce4bbe02712067f5a8aea4c71172018ec7ab1f106423c686b,ce7da911fa1769a046ae91d945545cb611764609f710ecbdb210d2d34271d562,a9dc93ea15d015be6e8d25816e99ed9c3fcd418b3f748e47a9fe47324984d6ba,9e6da6ddb0d50d9a1e887febf3d2fc2c8d2ec0e9ec700d486dde18ab187eb6d2,818248bb5b6c38de9953973e5a88891808512a060504cc915f0cf710ceefa736,20e31aa68bb0af87f4fe61098972c8f11f9f7d4143854883de1aa0bc4ff225b1,e972897d2ec3d150f1e602cddd6d1665d7c9bbe807691ff4f2171b12cf3d306d,ecf46b04dc6ad044a8e129e21da3a61c2dcd2fbed349630e423e0ad09c83e7e9,d772b2343b62da705cf9065ac559f5f897c71fe0caae0d9ccaf3149ca67a5c76,ec51c4f438fa3ef81c22db7f1477d135d269f576654006782b3d7165504373e5,19def2e05d727887a5ae634f7ef6e78707f25ead1d824474bb95006396c43527,c2fad0b44d1c15a34acdb64329eb24ba192d83ce557020003c4f97ab1c366a4b,77d3cea2bfca36c132a0cffd0f48ab33c9dfe94f4b9e7da3999c7a32556dd390,bfa1e27cfa71299c0d889dec38060ad9fb4489c4bccd1d90e09ab95594a3719a,7f40a5fb68b9a6524526264c820963eb107375f4224cb689cf24d6f616d5edcb,2f1df9203782e4f1fb1d7ac9506f97bdc568909f9d76298df9abf64bb771eda3,e745c9883ec4662ffdb164300c4c51a06a509b2df7caec59db1992fc58363df1,ce29c31cd0148023eb946de092615371c88dfd7d0dda6aa59a04cf2a162effb5,79aab5cee7fac3f44df67e5366d1216ffc792625078adfc83d0a7407a07a43db,deb8aa66e5fc72ea515f48f44e2b6c89e433b0f9a4b9ca257025becddfda7c32,609da163443f64d23a3513feff4f5f4f77b443dc7d21f7046671e0e679abef59,a92ea5e2fdb8aefe86f9e87174a42cfb3bcee385feec0f6aec5d35d989e60bbf,eed6939b65dd6381401787ee3e4a573c11d92ccdac62ecf60b1b4235209e0bb7,9847081ae95e483b69059e4621740953029049c9792ee7f3158844e84154743e
"81001001","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001002","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001003","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001004","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001005","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001006","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001007","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001008","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001009","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001010","3","100198","bgm_MC131","bgm_MC131","0","-10","0.9","0","0","0","0","0","0","0","0","0","0","0","0","100198","0","-20","60","1","1"
"81001011","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001012","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001013","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001014","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001015","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001016","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001017","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001018","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001019","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001020","3","100198","bgm_MC131","bgm_MC131","0","-20","0.8","0","0","0","0","0","0","0","0","0","0","0","0","100198","0","0","50","0.9","0.9"
"81001021","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001022","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001023","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001024","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001025","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001026","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001027","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001028","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001029","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001030","3","100198","bgm_MC131","bgm_MC131","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","100198","0","0","60","1","1"
"81001031","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001032","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001033","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001034","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001035","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001036","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001037","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001038","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001039","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001040","3","100198","bgm_MC131","bgm_MC131","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","100198","0","0","60","0.9","0.9"
"81001041","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001042","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001043","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001044","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001045","1","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
"81001046","2","100198","bgm_MC131","bgm_MC131","-379","0","0.8","-190","0","0.8","-1","0","0.8","188","0","0.8","377","0","0.8","100198","0","0","0","1","1"
