4990fe9742c396726f8915c9071f016480acc143851d64baf9eb7b29dc4e3624,60498eaa062fe5f662f55dcc065801720e0fc9242b6d9270a89bc26d436e47e5,1ff543bb19967ee6e0b1be149183e91403215e906aa548a6bcf12826e10e7a62,263ade514d16c43d530cfab1809f318bc44109529101332c385588507676cc7e,3de5c42260a6d516a79754a19653e0345fdec73f77c1f871ce21b9602e6427b5,5831c6abb704a94acbf97d1247f3662acc7dd65ba88c92df5b66cbcd7182580b,91797f3c14982ea3f239d469d917980dea14c413b7100b5f4666e342d6247764,9c34d752a0b0c167023dd981dac05052626c4b388a4d0c661405cd5b9e4f9ada,341864897ff907ac6f0248b9b7de58d1425f38fe52ad38aa9cf758e0c1d219e0,175b5bffac07f86ff337eea7055fad24aebab1eab7e8cc6d1b78f6c2cf9b4c22,e843053375a1da56944b1b2638fd375641686f8c1acf7e33618a31410b1c1805,5d6cc090f69c9d8ac5675075b1f929a33025c26187479161764d0523b4e358e6,1c7ec7707b7b02006a8dcaf37a4e69e9f4108639dba6d06ce36c843d33991990,b018931ec6247519620f0c1e5b768cb0909d37dbbec43b24b3eed86b6c4586f0,5302870590b47c5c802bf89b38551ebdf078d46556d896e21b29f975b8ac3560,314958209afe2dd0341cfe47c5fa22b63e0913174ebba5c8c3daa482f6d9c617
"924072001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924072002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924072003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924072101","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924072102","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924072103","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924072104","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924072201","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924072202","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924072203","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924072204","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924072301","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924072302","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924072303","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924072304","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924082001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924082002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924082003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924082101","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924082102","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924082103","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924082104","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924082201","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924082202","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924082203","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924082204","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924082301","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924082302","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924082303","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924082304","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924092001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924092002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924092003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924092101","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924092102","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924092103","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924092104","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924092201","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924092202","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924092203","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924092204","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924092301","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924092302","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924092303","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924092304","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924102001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924102002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924102003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924102101","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924102102","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924102103","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924102104","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924102201","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924102202","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924102203","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924102204","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924102301","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924102302","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924102303","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
"924102304","91002","0","0","0","0","8","0","0","0","0","0","0","0","0","100"
"924112001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924112002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924112003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924112101","25102","0","0","0","0","2","0","0","0","0","0","0","0","0","15"
