72def465eca3ce21e7cc3c3f379d0f215ac28737d77472c20eecf3499634ce60,1a82b28faec31698609748ffce406406e2813d1af233b7bc04a2666b94004013,76c4bccae692ec06d74064eadecd8a06da2d1208213cfce12f711a0a1253146c,45593d5f2079b6baa204be85b161d5a1e1e8b83fdead7fe17354d1e67cf0992a,a0eefcb4d2bc460e50beed6b1020710ee7427b36d9e172970dc88c8f53524902,4a86e792967c7d70c6805c7b666fb7b94b9de230d47cad7c298b7d221a4ca20d,97ca655fa836856bee364c8c1f103fbeece7ade9dad5fb98156c9c5991c1c77f,3e942a299f57b449d2affc67be54faa7c1bc1d5602fa9c4234e82a752e9715af,62ce9184568ba47c50156481878e0677bee036708fcedc461b146989a056a131,f5759fe7f6aa5e5aa08c1d01d0dd246cc086010c4f9379c15b03ba8c5cade0e5,af42f1a784b4fe66d1d6fa1e5e0fe29cdf7442a7f632a5151b5c88da3412b335,ea12297fb031c3708dd2f219f16514bdf6de76de0a8fae6c2c6b91ff1500e618,d07e2235aea999afa18001bad9c431c5926d2049976a3bde4ed2b99f75393f4d,a5bdc9879f4dd9e5cb5056013e5d52adec3de6db70cf60df682ae49a93ab5fcf,9c58756bc74aa5c0f97723b59c8187718ec392802fe102baac2a282afb47f4d7,ddb2f916983fff02f5d9e36d25a9f3da019190f5b81365f7ec8ff45abf2af0f9,2799c990a38b8839fbeee665b42b83765db6f99f0824e7ec99666200ac65dbe2,373c62fb5491d4af87ba070c6aafe883d4be9862c4bd66e1bbcae0a34f68be96,5570f185fad49c81bb9ac74fda347acf3e0713922ff3c15e357ffd7af06e8246,f38797676a8f6aaaaf5f24af889979fa1961bdc831e3cce70ee77680174439aa,390f41318b7853acd4cc264cf051790a9aeb8e3631619e5b047de273c03193af
"100100101","0","1","0","3","30","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","30","単体物理ダメージ+{0}","-1","2.4"
"100100102","0","3","0","3","50","0","0","3","99","0","0","1","1","1","0","","0","","-1","500"
"100100103","0","1","0","3","13.5","0","0","1","99","0","0","1","1","2","0","範囲内の敵に{0}の物理ダメージ","13.5","範囲物理ダメージ+{0}","400","1.08"
"100100201","0","1","0","3","20","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","20","物理ダメージ+{0}","-1","1.6"
"100100301","0","1","0","1","8","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","8","物理ダメージ+{0}","0","0.6"
"100100302","1","10","0","7","1","12","0","10","1","0","0","1","2","1","1","自分の物理攻撃力を{0}アップ","11","物理攻撃力アップ+{0}","0","11"
"100101101","0","1","0","3","60","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","60","単体物理ダメージ+{0}","-1","4.8"
"100101102","0","1","0","3","45","0","0","1","99","0","0","1","1","2","0","範囲内の敵に{0}の物理ダメージ","45","範囲物理ダメージ+{0}","600","3.6"
"100101201","0","1","0","3","20","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","20","単体物理ダメージ+{0}","-1","1.6"
"100101202","0","1","0","3","9","0","0","1","99","0","0","1","1","2","0","範囲内の敵に{0}の物理ダメージ","9","範囲物理ダメージ+{0}","400","0.72"
"100150101","0","90","0","0","1","1","0","2","0","0","0","1","0","0","0","自分の物理攻撃力を{0}アップ","15","物理攻撃力アップ+{0}","0","15"
"100151101","0","90","0","0","1","1","0","2","0","0","0","1","0","0","0","自分の物理攻撃力を{0}アップ","240","物理攻撃力アップ+{0}","0","15"
"100200101","0","4","0","3","1","0.45","0","2","99","0","0","1","2","3","0","味方全体のＨＰを{0}回復","6","ＨＰ回復量+{0}","2160","6"
"100200201","0","1","0","3","15","0","0","2","1","0","0","1","1","1","0","敵単体に{0}の魔法ダメージ","15","魔法ダメージ+{0}","-1","1.2"
"100200301","1","10","0","3","1","12","0","20","99","0","0","1","2","3","1","味方全体の物理防御力を{0}アップ","0.23","物理防御力アップ+{0}","2160","0.23"
"100201101","0","4","0","3","1","0.6","0","2","99","0","0","1","2","3","0","味方全体のＨＰを{0}回復","8","ＨＰ回復量+{0}","2160","8"
"100201102","1","10","0","3","1","18","0","20","99","0","0","1","2","3","1","味方全体の物理防御力を{0}アップ","1.2","物理防御力アップ+{0}","2160","1.2"
"100201103","0","6","0","3","45","0","0","1","99","0","0","1","2","3","0","{0}ダメージ分の物理無効バリアを展開する","45","無効ダメージ量+{0}","2160","18"
"100201104","0","8","0","3","2","0","0","2","99","0","0","1","2","3","1","味方全体の行動速度アップ","0","","2160","18"
"100201201","0","1","0","3","20","0","0","2","1","0","0","1","1","1","0","敵単体に{0}の魔法ダメージ","20","魔法ダメージ+{0}","-1","1.6"
"100201202","1","10","0","3","1","12","0","11","1","0","0","1","1","1","1","敵単体の物理攻撃力を{0}ダウン","7.5","物理攻撃力ダウン+{0}","-1","7.5"
"100250101","0","90","0","0","1","1","0","4","0","0","0","1","0","0","0","自分の魔法攻撃力を{0}アップ","15","魔法攻撃力アップ+{0}","0","15"
"100251101","0","90","0","0","1","1","0","4","0","0","0","1","0","0","0","自分の魔法攻撃力を{0}アップ","15","魔法攻撃力アップ+{0}","0","15"
"100251102","0","90","0","0","1","1","0","5","0","0","0","1","0","0","0","自分の魔法防御力を{0}アップ","30","","0","0"
"100300101","0","1","0","3","60","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","60","物理ダメージ+{0}","-1","4.8"
"100300201","0","1","0","3","20","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","20","物理ダメージ+{0}","-1","1.6"
"100300301","100300303","28","100300302","7","0","0","0","677","1","0","0","1","2","1","0","","0","","0","0"
"100300302","100300305","18","0","3","0.5","0","0","1","1","0","0","1","1","1","0","","0","","4320","1.8"
"100300303","100300306","18","0","3","1","0","0","1","1","0","0","1","1","1","0","","0","","4320","1.8"
"100300304","100300306","28","100300305","7","0","0","0","677","1","0","0","1","2","1","0","","0","","0","0"
"100300305","0","1","0","3","20","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","20","物理ダメージ+{0}","-1","1.6"
"100300306","0","1","0","3","40","0","0","1","1","0","0","1","1","1","0","","40","","-1","3.2"
"100301101","0","1","0","3","120","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","120","物理ダメージ+{0}","-1","9.6"
"100301102","0","35","0","7","1","1","0","0","1","0","0","1","2","1","0","一定時間風の刃を纏う","77","","0","18"
"100301201","100301203","28","100301202","7","1","0","0","677","1","0","0","1","2","1","0","","2","","0","1"
"100301202","0","1","0","3","20","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","20","物理ダメージ+{0}","-1","1.6"
"100301203","0","1","0","3","40","0","0","1","1","0","0","1","1","1","0","","40","","-1","3.2"
"100301204","1","10","0","3","1","12","0","21","1","0","0","1","1","1","1","敵単体の物理防御力を{0}ダウン","0.6","物理防御力ダウン+{0}","-1","0.6"
"100301205","1","10","0","3","1","24","0","21","1","0","0","1","1","1","1","","1.2","","-1","1.2"
"100301301","100301303","28","100301302","7","0","0","0","677","1","0","0","1","2","1","0","","0","","0","0"
"100301302","0","1","0","3","40","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","40","物理ダメージ+{0}","-1","3.2"
"100301303","0","1","0","3","80","0","0","1","1","0","0","1","1","1","0","","80","","-1","6.4"
"100301304","100301306","28","100301305","7","0","0","0","677","1","0","0","1","2","1","0","","0","","0","0"
"100301305","0","1","0","3","40","0","0","1","1","0","0","1","1","1","0","敵単体に{0}の物理ダメージ","40","物理ダメージ+{0}","-1","3.2"
"100301306","0","1","0","3","80","0","0","1","1","0","0","1","1","1","0","","80","","-1","6.4"
"100301307","100301309","28","100301308","7","0","0","0","677","1","0","0","1","2","1","0","","0","","0","0"
"100301308","0","100","0","7","1","0","0","1","1","0","0","1","2","1","0","自分の受ける行動不能を１回まで無効化する","0","","-1","12"
"100301309","0","100","0","7","2","0","0","1","1","0","0","1","2","1","0","","0","","-1","24"
"100301310","10030102","22","0","7","-1","0","0","1","1","0","0","1","2","1","0","","0","","-1","0"
"100350101","0","90","0","0","1","1","0","2","0","0","0","1","0","0","0","自分の物理攻撃力を{0}アップ","15","物理攻撃力アップ+{0}","0","15"
"100351101","0","90","0","0","1","1","0","2","0","0","0","1","0","0","0","自分の物理攻撃力を{0}アップ","15","物理攻撃力アップ+{0}","0","15"
"100351102","0","90","0","0","1","1","0","1","0","0","0","1","0","0","0","自分の最大ＨＰを{0}アップさせる","1125","","0","0"
"100400101","0","7","0","3","0","0","1","1","1","0","0","1","1","2","0","","0","","2160","0"
"100400102","0","1","0","1","20.4","0","0","1","99","0","0","1","1","2","0","範囲内の敵に{0}の物理ダメージ","20.4","物理ダメージ+{0}","300","1.62"
"100400201","0","1","0","3","8","0","1","1","1","0","0","1","1","3","0","敵単体に{0}の物理ダメージ","8","物理ダメージ+{0}","2160","0.6"
"100400202","0","12","0","3","8","0","1","70","1","0","0","1","1","3","0","敵単体を暗闇状態にする","0","暗闇の確定成功Ｌｖ+1","2160","100"
"100400301","0","1","0","14","10","0","0","1","1","0","0","1","1","2","0","敵単体に{0}の物理ダメージ","10","物理ダメージ+{0}","2160","0.8"
"100400302","1","10","0","1","1","99","0","11","1","0","0","1","1","2","1","敵単体の物理攻撃力を{0}ダウン","3.75","物理攻撃力ダウン+{0}","2160","3.75"
"100400303","1","10","0","7","1","99","0","10","1","0","0","1","2","1","1","自分の物理攻撃力を{0}アップ","5.5","物理攻撃力アップ+{0}","0","5.5"
"100401101","0","1","0","3","27","0","0","1","99","0","0","1","1","3","0","敵全体に{0}の物理ダメージ","27","物理ダメージ+{0}","2160","2.16"
"100401102","1","10","0","3","1","18","0","11","99","0","0","1","1","3","0","敵全体の物理攻撃力を{0}ダウン","30","物理攻撃力ダウン+{0}","2160","30"
"100401103","0","10","0","3","1","18","0","61","99","0","0","1","1","3","0","敵全体の物理クリティカルを{0}ダウン","100","物理クリティカルダウン+{0}","2160","1.25"
"100401104","0","10","0","3","2","18","0","111","99","0","0","1","1","3","0","敵全体の物理攻撃クリティカル時のダメージを{0}％ダウン","25","","2160","0"
"100401201","0","1","0","3","20","0","1","1","1","0","0","1","1","3","0","敵単体に{0}の物理ダメージ","20","物理ダメージ+{0}","2160","1.6"
"100401202","0","12","0","3","10","0","1","80","1","0","0","1","1","3","0","敵単体を暗闇状態にする","0","暗闇の確定成功Ｌｖ+1","2160","100"
"100401203","0","7","0","3","0","0","1","1","1","0","0","1","1","3","0","","0","","2160","0"
"100401204","1","10","0","1","1","180","0","11","99","0","0","1","1","2","0","範囲内の敵の物理攻撃力を{0}ダウン","5","物理攻撃力ダウン+{0}","200","5"
"100450101","0","90","0","0","1","1","0","3","0","0","0","1","0","0","0","自分の物理防御力を{0}アップ","2","物理防御力アップ+{0}","0","2"
"100451101","0","90","0","0","1","1","0","3","0","0","0","1","0","0","0","自分の物理防御力を{0}アップ","2","物理防御力アップ+{0}","0","2"
"100451102","0","90","0","0","1","1","0","2","0","0","0","1","0","0","0","自分の物理攻撃力を{0}アップ","225","","0","0"
"100500101","0","2","0","3","100","0","2","3","1","0","0","1","1","1","0","","0","","2160","0"
