8a0ec626e4bbfdd6a87550fc996d5d88979e3a8cb8a89747e4f1b602718a0018,fa3f5416be3414af40b28124335f90458246543fdd66d765ab9361eebf7d2b64,d6d32a5186b6b909e2f49c5d46ec5d7dffe5187f4ba66e0351183cc7ad3edca8,736f2bf0b097ebaa56355203b95e962cd112de58b0c77f69621fd409d86cc2c0,f17987358f317f05e46ace3730894925fd934a43b672f7a860d0e2895b40f81b,e7409413e9e1044d5b0a4e8be98a9542a5a8edf579491dd010a21a3003778960,d1dac206e39508b09e9d42f8a21897e0e4123e8f9d3f54566f139dc1028c3d51,fceb0f3a6a22c516b0a2f61af9a3aabe322e243f1367513a66fe593b81bd83fd,d9b0eedfeecc46ddeeca8ee814afbf0a8eede37c30de4f406b4126df6855fb88
"0","5000","30000","20000","50","0","0","100111","0"
"0","5000","30000","20000","50","0","0","100112","0"
"0","5000","30000","20000","50","0","0","100113","0"
"0","12500","45000","30000","125","0","0","100121","0"
"0","12500","45000","30000","125","0","0","100122","0"
"0","12500","45000","30000","125","0","0","100123","0"
"0","20000","60000","40000","200","0","0","100131","0"
"0","20000","60000","40000","200","0","0","100132","0"
"0","20000","60000","40000","200","0","0","100133","0"
"0","5000","30000","20000","50","0","0","100211","0"
"0","5000","30000","20000","50","0","0","100212","0"
"0","5000","30000","20000","50","0","0","100213","0"
"0","12500","45000","30000","125","0","0","100221","0"
"0","12500","45000","30000","125","0","0","100222","0"
"0","12500","45000","30000","125","0","0","100223","0"
"0","20000","60000","40000","200","0","0","100231","0"
"0","20000","60000","40000","200","0","0","100232","0"
"0","20000","60000","40000","200","0","0","100233","0"
"0","5000","30000","20000","50","0","0","100311","0"
"0","5000","30000","20000","50","0","0","100312","0"
"0","5000","30000","20000","50","0","0","100313","0"
"0","12500","45000","30000","125","0","0","100321","0"
"0","12500","45000","30000","125","0","0","100322","0"
"0","12500","45000","30000","125","0","0","100323","0"
"0","20000","60000","40000","200","0","0","100331","0"
"0","20000","60000","40000","200","0","0","100332","0"
"0","20000","60000","40000","200","0","0","100333","0"
"0","5000","30000","20000","50","0","0","100411","0"
"0","5000","30000","20000","50","0","0","100412","0"
"0","5000","30000","20000","50","0","0","100413","0"
"0","12500","45000","30000","125","0","0","100421","0"
"0","12500","45000","30000","125","0","0","100422","0"
"0","12500","45000","30000","125","0","0","100423","0"
"0","20000","60000","40000","200","0","0","100431","0"
"0","20000","60000","40000","200","0","0","100432","0"
"0","20000","60000","40000","200","0","0","100433","0"
"0","5000","30000","20000","50","0","0","100511","0"
"0","5000","30000","20000","50","0","0","100512","0"
"0","5000","30000","20000","50","0","0","100513","0"
"0","12500","45000","30000","125","0","0","100521","0"
"0","12500","45000","30000","125","0","0","100522","0"
"0","12500","45000","30000","125","0","0","100523","0"
"0","20000","60000","40000","200","0","0","100531","0"
"0","20000","60000","40000","200","0","0","100532","0"
"0","20000","60000","40000","200","0","0","100533","0"
"0","5000","30000","20000","50","0","0","100611","0"
"0","5000","30000","20000","50","0","0","100612","0"
"0","5000","30000","20000","50","0","0","100613","0"
"0","12500","45000","30000","125","0","0","100621","0"
"0","12500","45000","30000","125","0","0","100622","0"
"0","12500","45000","30000","125","0","0","100623","0"
"0","20000","60000","40000","200","0","0","100631","0"
"0","20000","60000","40000","200","0","0","100632","0"
"0","20000","60000","40000","200","0","0","100633","0"
"0","5000","30000","20000","50","0","0","100711","0"
"0","5000","30000","20000","50","0","0","100712","0"
"0","5000","30000","20000","50","0","0","100713","0"
"0","12500","45000","30000","125","0","0","100721","0"
"0","12500","45000","30000","125","0","0","100722","0"
"0","12500","45000","30000","125","0","0","100723","0"
"0","20000","60000","40000","200","0","0","100731","0"
"0","20000","60000","40000","200","0","0","100732","0"
"0","20000","60000","40000","200","0","0","100733","0"
"0","5000","30000","20000","50","0","0","100811","0"
"0","5000","30000","20000","50","0","0","100812","0"
"0","5000","30000","20000","50","0","0","100813","0"
"0","12500","45000","30000","125","0","0","100821","0"
"0","12500","45000","30000","125","0","0","100822","0"
"0","12500","45000","30000","125","0","0","100823","0"
"0","20000","60000","40000","200","0","0","100831","0"
"0","20000","60000","40000","200","0","0","100832","0"
"0","20000","60000","40000","200","0","0","100833","0"
"0","5000","30000","20000","50","0","0","100911","0"
"0","5000","30000","20000","50","0","0","100912","0"
"0","5000","30000","20000","50","0","0","100913","0"
"0","12500","45000","30000","125","0","0","100921","0"
"0","12500","45000","30000","125","0","0","100922","0"
"0","12500","45000","30000","125","0","0","100923","0"
"0","20000","60000","40000","200","0","0","100931","0"
"0","20000","60000","40000","200","0","0","100932","0"
"0","20000","60000","40000","200","0","0","100933","0"
