5293f440bc2c5ead8c504080bcbefdec35a5f8f269d3be45cebfb84f11b93eb5,a0d94800e8f7aacdecbbc663f7b91217ee3a466869e914525d6d46f5e99cb638,ff0e7ecd2a6ea896dae9800932e0dd959c5bea1e20f2f060f788cb837a544dee,cc5ef5d63b055885128f1465741a69b00f845e5b59024fa655215fba40a06647,6d1dc6975aa82f23686f9b5077fc902273647297f3d00f813f8eb318b9f41ad4,15d60172f5d60cde0aab82a02397766b7b621b35a9d6159a5295f594703b0533,958e173468bfe66033f19653e012ec98752d88718f8cbc2f8319b9e5ed70a377,53f7aece0cc1243b245e576497488297bac71befd2693b0a352027786f3bdffa,0fbbe283795bf6106be5e18ffa239317dbf35b020f2fec56432752f9c48f81a9,2052c7ed927d67b090070cdcc3664cda6f4617d3269a01431f2879579fb49672,b0bd89bc7d87799ec7e59d731a28f6d4ef841548a048d06eba7ba65e41829269,0bfad74b151d80cd4a8b4318e1bb85457903fe679465fa5631525488079f0b6e,8652e1ca809613981dc143db4ec619a07aa11b14cee9fcb3b1d3b45dcda773bb,fe8968dd608e019b81df002d3255b401b93f1b576aa23553cda60725db97465b,ace5fb7149813513199985bb4674675b55958b90cd3e5452898735efd7d3dc81
"7","たまには\n協力するのもいいんじゃない？\nあたしも手を貸してあげる","0","2015/12/17 15:00:00","-363","1","キャル","106001","2030/12/17 14:59:59","0","1","7001","1","0","0"
"7","多くの方と協力して\n戦えるようです\n主さまなら、さぞ\nご活躍なさることでしょう","0","2015/12/17 15:00:00","-363","1","コッコロ","105901","2030/12/17 14:59:59","0","1","7002","1","0","0"
"7","たくさんの人と一緒に\n協力バトルです！\nがんばりましょう☆","0","2015/12/17 15:00:00","-363","1","ペコリーヌ","105801","2030/12/17 14:59:59","0","1","7003","1","0","0"
"10","ジュエルを食べ物…\nいえ、貴重品と交換できます！","0","2015/12/17 15:00:00","-363","1","ペコリーヌ","105801","2030/12/17 14:59:59","0","1","10001","1","0","0"
"10","ジュエルはよく考えて\n使うことね\n無駄遣い厳禁！","0","2015/12/17 15:00:00","-363","1","キャル","106001","2030/12/17 14:59:59","0","1","10002","1","0","0"
"10","主さまのジュエルで\n貴重な品々を購入できます\nですが、無駄遣いは\n『めっ』でございますよ","0","2015/12/17 15:00:00","-363","1","コッコロ","105901","2030/12/17 14:59:59","0","1","10003","1","0","0"
"10","ジュエルがあれば\n貴重品と交換できるみたい\n大事に使いましょうね","0","2015/12/17 15:00:00","-363","2","シェフィ","106401","2030/12/17 14:59:59","0","1","10004","1","0","2104010"
"12","特定の条件を達成すると\n報酬がもらえますよ！\nがんばりましょう♪　","0","2015/12/17 15:00:00","-416.5","1","ペコリーヌ","105801","2030/12/17 14:59:59","0","1","12001","1","0","0"
"13","思い出が詰まってるって\nいろいろあったけど\n振り返るのもいいんじゃない？","0","2015/12/17 15:00:00","-363","1","キャル","106001","2030/12/17 14:59:59","0","1","13001","1","0","0"
"13","主さまとの楽しい日々…\nこちらで何度でも\n思い返しましょう♪","0","2015/12/17 15:00:00","-363","1","コッコロ","105901","2030/12/17 14:59:59","0","1","13002","1","0","0"
"13","みんなとの大切な思い出が\nたくさん詰まってるのね\n一緒に振り返って、\n心に刻みたいわ","0","2015/12/17 15:00:00","-363","2","シェフィ","106401","2030/12/17 14:59:59","0","1","13003","1","0","2104010"
"13","女の子との思い出が\nたくさん見られますよ！\nヒューヒュー♪\nモテモテですねー☆","0","2015/12/17 15:00:00","-363","1","ペコリーヌ","105801","2030/12/17 14:59:59","0","1","13004","1","0","0"
"14","育成に必要なアイテムが\n獲得できるクエストです\nわたくし、主さまのために、\n強くなりますよ","0","2015/12/17 15:00:00","-363","1","コッコロ","105901","2030/12/17 14:59:59","0","1","14001","1","0","0"
"14","このクエストを攻略すると、\nアイテムが手に入るらしいわ。\nもっと強くなるために、\n一生懸命がんばるわね！","0","2015/12/17 15:00:00","-363","2","シェフィ","106401","2030/12/17 14:59:59","0","1","14002","1","0","2104010"
"14","このクエストを攻略すれば、\nアイテムがもらえますよ\nたくさん集めて、どんどん\n強くなっちゃいましょう！","0","2015/12/17 15:00:00","-363","1","ペコリーヌ","105801","2030/12/17 14:59:59","0","1","14003","1","0","0"
"14","クエストを攻略すると、\nアイテムが手に入るんだって\nもらえるものは、\nもらっておきましょ！","0","2015/12/17 15:00:00","-363","1","キャル","106001","2030/12/17 14:59:59","0","1","14004","1","0","0"
"15","主さま、旅の準備を整えて\nより充実した冒険をいたし\nましょう","0","2015/12/17 15:00:00","-470","1","コッコロ","105901","2030/12/17 14:59:59","0","1","15001","1","0","0"
"16","ねぇ…クランに加入してみない？\n一人も楽しいけど、みんなと\n一緒も賑やかでいいと思うの","0","2015/12/17 15:00:00","-363","2","シェフィ","106401","2030/12/17 14:59:59","0","1","16001","1","0","2104010"
"16","クランに加入してみませんか？\nみんなといっしょに冒険した方が、\n楽しいですよ！","0","2015/12/17 15:00:00","-363","1","ペコリーヌ","105801","2030/12/17 14:59:59","0","1","16002","1","0","0"
"16","クランに入れるらしいわよ\nせっかくだから入ってみたら？\nけっこう楽しいみたいよ♪","0","2015/12/17 15:00:00","-363","1","キャル","106001","2030/12/17 14:59:59","0","1","16003","1","0","0"
"16","こちらでクランに加入できます\n素敵なクランがたくさんあって、\n目移りしてしまいますね","0","2015/12/17 15:00:00","-363","1","コッコロ","105901","2030/12/17 14:59:59","0","1","16004","1","0","0"
"17"," こちらではクランバトルに\n 参加された仲間のみなさんの\n 活躍を振り返ることができます","0","2015/12/17 15:00:00","-363","1","コッコロ","105901","2030/12/17 14:59:59","0","1","17002","1","0","0"
"25","模擬戦の戦績もアンタが\n気に入ったものがあれば\n記録しておけるのね","0","2015/12/17 15:00:00","-363","1","キャル","106001","2030/12/17 14:59:59","0","1","17004","1","0","0"
"25","主さま、今回のクランバトルでの\nご活躍が記録されています\nバトルの参考にいたしましょう","0","2015/12/17 15:00:00","-363","1","コッコロ","105901","2030/12/17 14:59:59","0","1","17005","1","0","0"
"25","今回のクランバトルの調子は\nどうかしら？\n戦績を見れば、次のバトルに\n活かせるかもしれないわ","0","2015/12/17 15:00:00","-363","2","シェフィ","106401","2030/12/17 14:59:59","0","1","17006","1","0","2104010"
"25","今回のクランバトルでの戦績を\nおさらいできますよ！\n私にも見せてください☆","0","2015/12/17 15:00:00","-363","1","ペコリーヌ","105801","2030/12/17 14:59:59","0","1","17007","1","0","0"
"18","ようこそ！\nこちらでは、\nギルドハウスで流れる音楽の\n変更や購入が出来ますよ","0","2015/12/17 15:00:00","-363","1","カリン","190801","2030/12/17 14:59:59","0","1","18001","1","0","0"
"18","ＢＧＭの変更や購入は、こちらから\nできますよ\n素敵な音楽を、たくさんご用意\nいたしました！","0","2015/12/17 15:00:00","-363","1","カリン","190801","2030/12/17 14:59:59","0","1","18002","2","0","0"
"19","ギルドハウスの\nＢＧＭを変更できますよ\nあなたの好きな曲、\n私にも聴かせてくださいね","0","2015/12/17 15:00:00","-470","1","カリン","190801","2030/12/17 14:59:59","0","1","19001","3","0","0"
"19","こちらでは、ＢＧＭの変更が\nできますよ\nどんな曲に変更しますか？\nふふふ、私も楽しみです♪","0","2015/12/17 15:00:00","-470","1","カリン","190801","2030/12/17 14:59:59","0","1","19002","4","0","0"
"20","こちらでは、ＢＧＭを購入\nすることができますよ\n試聴することもできるので、\nじっくり選んでくださいね","0","2015/12/17 15:00:00","-470","1","カリン","190801","2030/12/17 14:59:59","0","1","20001","5","0","0"
"20","いらっしゃいませ！\nＢＧＭの購入はこちらです\n素敵な曲がたくさんあって、\n目移りしちゃいますね","0","2015/12/17 15:00:00","-470","1","カリン","190801","2030/12/17 14:59:59","0","1","20002","6","0","0"
"21","ここで手に入れたアイテムで\n専用装備を作成できるみたいね\nアイテムが集まったら\nさっそく作ってみましょ！","0","2015/12/17 15:00:00","-363","1","キャル","106001","2030/12/17 14:59:59","0","1","21001","1","0","0"
"21","攻略すると珍しいアイテムが\n手に入りますよ\nこのアイテムで専用装備を\n作成できるようです","0","2015/12/17 15:00:00","-363","1","コッコロ","105901","2030/12/17 14:59:59","0","1","21002","1","0","0"
"21","専用装備が欲しいなら\nこのクエストに挑戦するといいわ\n集めた素材でもっともっと\n強くなりましょう","0","2015/12/17 15:00:00","-363","2","シェフィ","106401","2030/12/17 14:59:59","0","1","21003","1","0","2104010"
"21","専用装備の作成に必要な\nアイテムを獲得できますよ\nたくさん集めてどんどん\n強くなりましょう！","0","2015/12/17 15:00:00","-363","1","ペコリーヌ","105801","2030/12/17 14:59:59","0","1","21004","1","0","0"
"22","投票はこちらです\nあなたが応援したい女の子に\n思いを込めた一票を\nお願いします！","0","2015/12/17 15:00:00","-430","1","カリン","190801","2030/12/17 14:59:59","0","1","22001","1","0","0"
"22","ようこそ！\nあなたが思いを寄せるのは\nどの女の子ですか？\n応援してあげてくださいね！","0","2015/12/17 15:00:00","-430","1","カリン","190801","2030/12/17 14:59:59","0","1","22002","2","0","0"
"23","たくさんの投票、\nありがとうございました\n結果発表を楽しみに\n待っていてくださいね！","0","2015/12/17 15:00:00","-430","1","カリン","190801","2030/12/17 14:59:59","0","1","23001","3","0","0"
"23","ただ今、人気投票の\n集計中です\n結果が出るまでもう少しだけ\nお待ちくださいね","0","2015/12/17 15:00:00","-430","1","カリン","190801","2030/12/17 14:59:59","0","1","23002","4","0","0"
"24","あなた様が手伝ってくださった\nチョコレートケーキ\n美味しくないはずがありませんわ","4.08","2019/01/31 12:00:00","-385","1","エリコ（バレンタイン）","109001","2030/12/17 14:59:59","8","2","24001","1","10011","0"
"24","このような失敗、あなた様が\nするはずありません\nもう一度挑戦してみましょう","5","2019/01/31 12:00:00","-385","1","エリコ（バレンタイン）","109001","2030/12/17 14:59:59","8","2","24002","2","10011","0"
"24","あなた様のために\n作っているケーキを\nあなた様に手伝っていただく……\nことになるなんて……クスクス","10.11","2019/01/31 12:00:00","-385","1","エリコ（バレンタイン）","109001","2030/12/17 14:59:59","8","2","24003","3","10011","0"
