96240ec82e62de77675443213d410b444e0742cf9eef0c44d99c922259bed4d6,2f7950034fa0203e59c9736fc3410ff7e5cb2ee896661bc71beccc2df8662ffd,83fa269b984cb0ae02bea3a9808b6475b757a6d8217da04d4bbd991bfc63e1e1,f179f2bc716e2d44e0a47252c56898e18a8db27557241129d06e5817e1cb16fa,ed6d6ea5f309161d15ad6decdb84e9f9a5f995b6bb2eb39bbf9d5c2db0e5288a,8fca267e9a0e3f1543551af38bb51b39c5b33c1355f09f0178e3c53885fe4290,c9336e46c34596575ab14ac4c99c4efe2e5208618a52c6781c89d6e77d76b8fb,6b9e205493993004f6efb0bcf790ba43b08e42558c44c9651ee914985bbf6c5a,6486bae9def868341549810eb1e8862ef506f725a62aa093acb84b7dffbb628a,214ac70dead68158a7888e941b175d539c0252eec10e70fedc3528e2c42921b3,d8fc60b926df05ae9078815a4351ce781aec44d86eb9eec8764af76fb1221c06,d31cb6197fbaea4688b8b951e57dc40ab65a07a69700a4b9e6574ca09e749cb2,7aa8bfecaed5c234e198548745b08433f9f9ed70ada008fb9c42fc8b009aee0c,f055dd8eaa4813f1b30703fed848e2e8f995a3dc12c354fd8d65f440dfcf5766,1c523a1c9d026cecc21a67998a1dff86ae95948b4cb09a5af0bfcc9614db2096,891c831fa902b678d94d87043185afdde1bcb1ce608235148c15b432eec575c7,eaf9c95631f3f9590b4c8838aaf7da4f727f04c35cb779c4e5914aac9470bff4,a2512c1ab3d59d27ae624d0419f2a12d47cf2ba1cbd3d6b26f68388b6b6b2636
"10","0","0","91002","1","0","0","0","0","0","0","0","0","0","8","0","50","1"
"100","0","0","91002","2","0","0","0","0","0","0","0","0","0","8","0","10","11"
"200","0","0","91002","3","0","0","0","0","0","0","0","0","0","8","0","5","101"
"500","0","0","91002","4","0","0","0","0","0","0","0","0","0","8","0","3","201"
"1000","0","0","91002","5","0","0","0","0","0","0","0","0","0","8","0","2","501"
"2000","0","0","91002","6","0","0","0","0","0","0","0","0","0","8","0","2","1001"
"3999","0","0","91002","7","0","0","0","0","0","0","0","0","0","8","0","1","2001"
"4000","0","0","91002","8","0","0","0","0","0","0","0","0","0","8","0","50","4000"
"4100","0","0","91002","9","0","0","0","0","0","0","0","0","0","8","0","50","4100"
"4200","0","0","91002","10","0","0","0","0","0","0","0","0","0","8","0","50","4200"
"4300","0","0","91002","11","0","0","0","0","0","0","0","0","0","8","0","50","4300"
"4400","0","0","91002","12","0","0","0","0","0","0","0","0","0","8","0","50","4400"
"4500","0","0","91002","13","0","0","0","0","0","0","0","0","0","8","0","50","4500"
"4600","0","0","91002","14","0","0","0","0","0","0","0","0","0","8","0","50","4600"
"4700","0","0","91002","15","0","0","0","0","0","0","0","0","0","8","0","50","4700"
"4800","0","0","91002","16","0","0","0","0","0","0","0","0","0","8","0","50","4800"
"4900","0","0","91002","17","0","0","0","0","0","0","0","0","0","8","0","50","4900"
"5000","0","0","91002","18","0","0","0","0","0","0","0","0","0","8","0","50","5000"
"5100","0","0","91002","19","0","0","0","0","0","0","0","0","0","8","0","50","5100"
"5200","0","0","91002","20","0","0","0","0","0","0","0","0","0","8","0","50","5200"
"5300","0","0","91002","21","0","0","0","0","0","0","0","0","0","8","0","50","5300"
"5400","0","0","91002","22","0","0","0","0","0","0","0","0","0","8","0","50","5400"
"5500","0","0","91002","23","0","0","0","0","0","0","0","0","0","8","0","50","5500"
"5600","0","0","91002","24","0","0","0","0","0","0","0","0","0","8","0","50","5600"
"5700","0","0","91002","25","0","0","0","0","0","0","0","0","0","8","0","50","5700"
"5800","0","0","91002","26","0","0","0","0","0","0","0","0","0","8","0","50","5800"
"5900","0","0","91002","27","0","0","0","0","0","0","0","0","0","8","0","50","5900"
"6000","0","0","91002","28","0","0","0","0","0","0","0","0","0","8","0","50","6000"
"6100","0","0","91002","29","0","0","0","0","0","0","0","0","0","8","0","50","6100"
"6200","0","0","91002","30","0","0","0","0","0","0","0","0","0","8","0","50","6200"
"6300","0","0","91002","31","0","0","0","0","0","0","0","0","0","8","0","50","6300"
"6400","0","0","91002","32","0","0","0","0","0","0","0","0","0","8","0","50","6400"
"6500","0","0","91002","33","0","0","0","0","0","0","0","0","0","8","0","50","6500"
"6600","0","0","91002","34","0","0","0","0","0","0","0","0","0","8","0","50","6600"
"6700","0","0","91002","35","0","0","0","0","0","0","0","0","0","8","0","50","6700"
"6800","0","0","91002","36","0","0","0","0","0","0","0","0","0","8","0","50","6800"
"6900","0","0","91002","37","0","0","0","0","0","0","0","0","0","8","0","50","6900"
"7000","0","0","91002","38","0","0","0","0","0","0","0","0","0","8","0","50","7000"
"7100","0","0","91002","39","0","0","0","0","0","0","0","0","0","8","0","50","7100"
"7200","0","0","91002","40","0","0","0","0","0","0","0","0","0","8","0","50","7200"
"7300","0","0","91002","41","0","0","0","0","0","0","0","0","0","8","0","50","7300"
"7400","0","0","91002","42","0","0","0","0","0","0","0","0","0","8","0","50","7400"
"7500","0","0","91002","43","0","0","0","0","0","0","0","0","0","8","0","50","7500"
"7600","0","0","91002","44","0","0","0","0","0","0","0","0","0","8","0","50","7600"
"7700","0","0","91002","45","0","0","0","0","0","0","0","0","0","8","0","50","7700"
"7800","0","0","91002","46","0","0","0","0","0","0","0","0","0","8","0","50","7800"
"7900","0","0","91002","47","0","0","0","0","0","0","0","0","0","8","0","50","7900"
"8000","0","0","91002","48","0","0","0","0","0","0","0","0","0","8","0","50","8000"
