37b0686e04fc33b877451579041f7516118c3bdeab94933dd029ef0f1646f979,b533170a240560effa8ea34eaeb9ebba57b8a15543bc3569e07e30ab8223b1a0,af2cd9541e2c799928c292ec578b1d2b71078044b516c6a90231457a29ce0970,fd37a9ffb0a3dfb631ad48659408c869c88020138cf65d41b2499fdcfac2d50f,c3bcade11e202a8c2cbc9fe907b42617798730e91765a5fc28ff3637b4c9c659,da1ce209a6ed5645ba82a025e679e75594f86c636083fb677ee46e3401aff971,40735c36a6b405ff77347916580899cc75f3b825d21a1b1073ea6757a4c11ab8,33040b19e2a5f1054f48653c5539bd7a5c127ef6a3cc2cd0c0442e199dbf6a9e,89b8568689340f317b80d8a728cecb6d8fa4ee859c4d1928f357a8734f3f6325,dbc161310bbc477b34ff7519c3e35de790830d5de9d510dc6fcd775f64448524,386924366a1b348e98cbf27db7f392358bc8b0939b0e230e649fc220ac0225a7,bfd7fec0d02c0b5abfd86896e14aaffeffb97d8c230ca11244406f37b4438864,03d327e3b2a413207d1b1c409964bfac4839b3bde3800beb98f9f398e6b49a25,eed1545f366c937ad3d504ad9ceaeac0bd0e23d367dec34fdde9422c38382b1a,eb17a63f124a06c10d6f76bd5acc0fcaab2abd3233bba8f8983e3dc42c7d1f19,4c7cd1117c08f088eb9d9bc86a91cef824beec02101abb5d940c74762c5c39e0,cf64294e2d4c08c9a031ffc37ca541a9b33ca3ed89d26a53c9eef325c12d95ae,515b4b94ea1cbe42f76e5e3ded4782ee8b2f5564bfbb2b83f4f10326e8f87f5d,a7de2217d78cb83f329782e477291dc73921c60aa5eb1159b020e6a144848c1a,18989109cf8cfb9714c9b50c8a531a1a34aa440eb52fdebcf36d55544e435c0a,c407b52cc65e6753c4b2064d8371856b6e21c2cdb186dd74360cb96c136e38e2,bb47750b3e5b3a32c4c3733555eac0d5b30a4c3616cdd457babbcbed9b6f1645,028d1911c5ac38bb5e1aa1e1cdb859b0d12b26ce6fc075b1bf86140cc9cc5f38,409555a3f84ed7af0bcd8089d8bb608e51727633a6f6ba2f45c1d486a2829b4f,6a0dc4f8e2a71f8a78711bdcd6bf394c29db27e2d9d637388737d5af075d67cb,adfc09d5716391dad5504d119a503193a587f1b1b9f889feb99254c3dd74459d,26b81f34ffbd8dc3999ba0821d34e960697a31d9eae385b681413e512b6c6ba7,1e5b59525ed197beb09ff4fb1329b9bca80629931ebd155df3c55c452f6a7262
"1001","1","50","180301","100303","100101","100305","106001","0","110301","90","100003","180301","100101","100101","100203","0","0","128801","2024/06/05 12:00:00","1","100101","1001001","0","100101","105401","14","100101"
"1001","1","50","123701","100204","100201","100101","106001","0","123701","90","100003","101801","100201","100201","100203","0","0","110301","2024/06/05 12:00:00","2","100201","1001002","0","100201","124501","13","100201"
"1001","1","50","104001","100101","100301","100102","104001","0","106901","90","100003","110301","100301","100301","100304","0","0","105401","2024/06/05 12:00:00","3","100301","1001003","0","100301","117301","20","100301"
"1001","1","50","101801","100302","100401","100304","129001","0","123001","90","100003","101401","100402","100402","100202","0","0","103401","2024/06/05 12:00:00","4","100401","1001004","0","100401","101801","14","100401"
"1001","1","50","103001","100101","100501","100102","111001","0","102601","90","100003","102801","100501","100501","100303","0","0","104901","2024/06/05 12:00:00","5","100501","1001005","0","100501","103001","13","100501"
"1001","1","50","100801","100302","100601","100304","100801","0","106001","90","100003","123001","100601","100601","100202","0","0","106501","2024/06/05 12:00:00","6","100602","1001006","0","100601","110301","14","100601"
"1001","1","50","105501","100203","100701","100101","108301","0","106001","90","100003","105501","100701","100701","100202","0","2","128301","2024/06/05 12:00:00","7","100701","1001007","0","100701","103401","13","100702"
"1001","1","50","105201","100101","100801","100102","123001","0","112201","90","100003","101801","100802","100801","100303","0","7","105201","2024/06/05 12:00:00","8","100801","1001008","0","100801","105301","14","100801"
"1001","1","50","113401","100302","100901","100304","124501","0","110301","90","100003","113401","100901","100901","100202","0","11","100701","2024/06/05 12:00:00","9","100901","1001009","0","100901","108901","20","100901"
"1001","2","50","100901","100101","101002","100102","115001","0","100901","90","100003","124101","101005","101002","100303","0","1","106601","2024/06/05 12:00:00","10","101005","1001010","8","101001","103401","13","101002"
"1001","2","50","117501","100303","101105","100305","121301","0","106901","90","100003","110301","101105","101106","100203","0","16","105401","2024/06/05 12:00:00","11","101105","1001011","18","101101","117501","14","101102"
"1001","2","50","117301","100205","101206","100101","129001","0","123001","90","100003","117301","101206","101206","100203","0","3","108901","2024/06/05 12:00:00","12","101205","1001012","10","101201","126101","13","101202"
"1001","2","50","118501","100101","101306","100102","129001","0","118501","90","100003","106001","101306","101306","100303","0","6","101401","2024/06/06 12:00:00","13","101301","1001013","11","101301","123001","14","101302"
"1001","2","50","126101","100303","101402","100305","123001","0","105501","90","100003","126101","101406","101402","100203","0","7","103401","2024/06/06 12:00:00","14","101406","1001014","12","101401","105301","13","101402"
"1001","2","50","108301","100205","101502","100101","108301","0","123001","90","100003","106901","101504","101506","100203","0","2","100501","2024/06/06 12:00:00","15","101506","1001015","9","101501","103401","14","101502"
"1001","3","50","101401","100303","101605","100101","129001","18","118501","90","100003","123001","101606","101606","100203","0","14","101401","2024/06/07 12:00:00","16","101606","1001016","17","101601","112201","13","101602"
"1001","3","50","129001","100303","101702","100101","129001","16","123001","90","100003","101401","101706","101706","100203","0","14","108901","2024/06/07 12:00:00","17","101702","1001017","15","101701","100501","13","101702"
"1001","3","50","120001","100303","101805","100101","129001","0","105501","90","100003","103401","101806","101802","100203","0","14","120001","2024/06/07 12:00:00","18","101802","1001018","19","101801","123301","13","101805"
"1002","1","50","105801","100303","100101","100305","111801","0","107501","90","100003","121001","100101","100101","100203","0","0","105801","2024/07/09 12:00:00","1","100101","1002001","0","100101","180401","14","100101"
"1002","1","50","106001","100205","100201","100101","127201","0","106001","90","100003","180601","100201","100201","100203","0","0","121101","2024/07/09 12:00:00","2","100201","1002002","0","100201","112001","13","100201"
"1002","1","50","105901","100101","100301","100102","125301","0","180501","90","100003","107601","100301","100301","100304","0","0","111901","2024/07/09 12:00:00","3","100301","1002003","0","100301","105901","20","100301"
"1002","1","50","111401","100302","100401","100304","111401","0","101201","90","100003","110301","100401","100401","100202","0","0","104601","2024/07/09 12:00:00","4","100401","1002004","0","100401","103401","14","100401"
"1002","1","50","105401","100101","100501","100102","100801","0","129001","90","100003","106001","100501","100502","100303","0","0","105401","2024/07/09 12:00:00","5","100501","1002005","0","100501","103401","13","100501"
"1002","1","50","106601","100302","100601","100304","100801","0","129001","90","100003","112201","100601","100602","100202","0","0","106601","2024/07/09 12:00:00","6","100601","1002006","0","100601","101101","14","100601"
"1002","1","50","104501","100205","100701","100101","123001","0","103401","90","100003","100501","100702","100701","100202","0","1","104501","2024/07/09 12:00:00","7","100701","1002007","0","100701","108901","13","100701"
"1002","1","50","103401","100101","100801","100102","108301","0","123001","90","100003","101401","100801","100802","100303","0","2","103401","2024/07/09 12:00:00","8","100801","1002008","0","100801","105501","14","100801"
"1002","1","50","100901","100302","100902","100303","129001","0","100901","90","100003","103401","100902","100902","100202","0","3","108901","2024/07/09 12:00:00","9","100902","1002009","0","100901","128801","20","100901"
"1002","2","50","128801","100101","101006","100102","129001","0","123001","90","100003","126101","101006","101006","100302","0","6","100701","2024/07/09 12:00:00","10","101006","1002010","0","101001","128801","13","101002"
"1002","2","50","102201","100302","101102","100303","112201","0","102201","90","100003","103401","101105","101102","100202","0","7","105201","2024/07/09 12:00:00","11","101102","1002011","0","101101","106601","14","101102"
"1002","2","50","112201","100205","101205","100101","100801","0","129001","90","100003","123001","101202","101206","100202","0","8","129601","2024/07/09 12:00:00","12","101206","1002012","1","101201","112201","20","101206"
"1002","2","50","123301","100101","101305","100102","108301","0","101101","90","100003","123501","101304","101301","100302","0","9","100501","2024/07/10 12:00:00","13","101305","1002013","2","101301","123301","14","101302"
"1002","2","50","123001","100301","101406","100303","129001","0","118501","90","100003","106001","101406","101406","100203","0","10","101401","2024/07/10 12:00:00","14","101401","1002014","3","101401","123001","13","101402"
"1002","2","50","129001","100205","101502","100101","129001","0","130801","90","100003","105501","101506","101506","100202","0","19","120001","2024/07/10 12:00:00","15","101502","1002015","0","101501","103401","14","101505"
"1002","3","50","126101","100302","111602","100101","123001","0","105501","90","100003","126101","111606","111602","100305","0","15","103401","2024/07/11 12:00:00","16","111606","1002016","0","111601","105301","13","111602"
"1002","3","50","129601","100303","111701","100101","129001","0","110301","90","100003","129601","111706","111704","100203","0","16","120001","2024/07/11 12:00:00","17","111706","1002017","0","111701","104901","14","111705"
"1002","3","50","108901","100302","111806","100101","100801","0","129001","90","100003","126101","111802","111806","100203","0","17","108901","2024/07/11 12:00:00","18","111806","1002018","19","111801","130901","13","111802"
"1003","1","50","105801","100303","100101","100305","127201","0","106001","90","100003","105901","100101","100101","100203","0","0","105801","2024/08/10 12:00:00","1","100101","1003001","0","100101","106401","13","100101"
"1003","1","50","100101","100205","100201","100101","100201","0","122401","90","100003","122501","100201","100201","100203","0","0","100101","2024/08/10 12:00:00","2","100201","1003002","0","100201","100301","14","100201"
"1003","1","50","104401","100101","100301","100102","102201","0","100601","90","100003","104401","100301","100301","100304","0","0","100701","2024/08/10 12:00:00","3","100301","1003003","0","100301","103101","13","100301"
"1003","1","50","105601","100302","100401","100304","101301","0","105101","90","100003","100901","100401","100401","100202","0","0","105601","2024/08/10 12:00:00","4","100401","1003004","0","100401","102701","14","100401"
"1003","1","50","105301","100101","100501","100102","100801","0","105501","90","100003","103001","100501","100501","100303","0","0","104501","2024/08/10 12:00:00","5","100501","1003005","0","100501","105301","13","100501"
"1003","1","50","118201","100302","100602","100304","118101","0","131201","90","100003","118201","100602","100602","100202","0","0","123301","2024/08/10 12:00:00","6","100602","1003006","0","100601","126901","14","100601"
"1003","1","50","105201","100205","100701","100101","112201","0","102201","90","100003","103401","100701","100701","100202","0","14","105201","2024/08/10 12:00:00","7","100701","1003007","0","100701","106601","13","100701"
"1003","1","50","103401","100101","100801","100102","180601","0","123001","90","100003","112201","100801","100802","100303","0","14","103401","2024/08/10 12:00:00","8","100801","1003008","0","100801","115001","13","100801"
"1003","1","50","120001","100302","100901","100303","101601","0","105501","90","100003","103401","100901","100901","100202","0","14","120001","2024/08/10 12:00:00","9","100901","1003009","20","100901","119201","13","100901"
"1003","2","50","126101","100101","101002","100102","123001","0","105501","90","100003","126101","101006","101002","100302","0","1","103401","2024/08/10 12:00:00","10","101006","1003010","0","101001","105301","8","101002"
"1003","2","50","123001","100302","101102","100303","129001","0","123001","90","100003","129601","101106","101106","100202","0","2","108901","2024/08/10 12:00:00","11","101106","1003011","0","101101","105501","9","101102"
"1003","2","50","108301","100205","101206","100101","108301","0","131001","90","100003","110301","101204","101206","100202","0","3","100501","2024/08/10 12:00:00","12","101204","1003012","0","101201","127901","10","101202"
"1003","2","50","101101","100101","101302","100102","129001","0","101101","90","100003","129701","101306","101301","100302","0","5","120001","2024/08/11 12:00:00","13","101306","1003013","6","101301","103401","4","101305"
"1003","2","50","128801","100301","101402","100303","106001","0","110301","90","100003","180301","101401","101404","100203","0","7","128801","2024/08/11 12:00:00","14","101405","1003014","11","101401","105401","6","101406"
