2b778961a3bf1257769eb7f4d8f3573c9bb5bb38d3a1abc2636dfdd2f51b78b3,d6753aa542348547e923fc0e74cd4d756d1db69e03eb4590acde0e72af3287a0,a4441485f4684434689fab1e413d76c457e6d2e8827478b1697a92c5bfee6175,ead5431ffb9ba593f09ad944e29cdb8d539ae720871fb3d75d0a7b951b2e0454,168e90cc32ac0085279f52fc13adfa57cd868e0b09158eba159709b15173ce22,70c4c435e030ed844908c12133510dd623ac3f8e93ac2c3c977fb4a1ba7ce2b2,1c8973f0a5a75468edc9773621fd14aa57ef385c41eae957b9f01ea9c2c58a47,c17ad8bc946ed1eea4da7f97058da8bc0955e0d0207a95f5541d4121a55a8133,4d8f107f23cb102b938c9f9631fc36742d8c086030b0b6c5a57945b506045bd0,c5b8f92b9afea7d876f476cb2a19554509c426dba9eb0e87e0cbd63d724c4ae0,cea4dda1b24ebeb1663ea0dcf03990cb6d186bde97c62931f94f174cc7c995d5,3b86d5aa6e54bb73dd01955d01427ede30dc3744ccd0b820332d4e583e72a932,5b632e0b4200aa3bf9f53971ca94471e104dabd0800bee13bd2fa0513f264f3f,03b00f7a32d15e4c9072dc578df2a6d36ac8595052603c031c5f0381ad3c365a
"10046","401","102301","2","0","0","24","0","24001","2","アヤネ","2030/12/17 14:59:59","2020/07/31 12:00:00","やったね、ぷうきち！\nこれならお兄ちゃんたちの\nお手本になれたよね！"
"10046","402","102301","1","0","2.21","24","0","24002","2","アヤネ","2030/12/17 14:59:59","2020/07/31 12:00:00","私たちの勝ちだね！\nぷうきちと一緒なら\nどんなボールでも\nホームランを打ってみせるよ！"
"10046","403","102301","2","0","0","24","0","24003","2","アヤネ","2030/12/17 14:59:59","2020/07/31 12:00:00","やったやったぁ！\nお兄ちゃん、見ててくれた？\n私、すっごくがんばったよ！"
"10046","701","192201","2","0","1.99","24","0","24004","1","アサヒ","2030/12/17 14:59:59","2020/07/31 12:00:00","特訓の成果が出たみたいだ！\nもっと練習を重ねて\nこの調子で上達していこう！"
"10046","702","192201","1","0","2.21","24","0","24005","2","アサヒ","2030/12/17 14:59:59","2020/07/31 12:00:00","よし、いい感じだ！\nキャプテンとしての仕事は\nきっちり果たせそうだよ"
"10046","703","192201","2","0","3.33","24","0","24006","1","アサヒ","2030/12/17 14:59:59","2020/07/31 12:00:00","試合に向けて\nいい感覚を掴めた気がするよ！\nこのまま一気に全国大会だ！"
"10046","801","192301","2","0","0","24","0","24007","2","部員３","2030/12/17 14:59:59","2020/07/31 12:00:00","このくらい余裕だ\nオレたちは全国大会を\n目指してるんだからな"
"10046","802","192301","1","0","2.68","24","0","24008","2","部員３","2030/12/17 14:59:59","2020/07/31 12:00:00","オレだって\nビーチベースボール選手だ\nどんな球だろうが\n全部スタンドまで飛ばしてやる"
"10046","803","192301","2","0","0","24","0","24009","2","部員３","2030/12/17 14:59:59","2020/07/31 12:00:00","いい感じだ\nこれなら試合でも活躍できそうだ\n大暴れしてやる！"
"10046","501","192501","1","0","0","24","0","24010","1","","2030/12/17 14:59:59","2020/07/31 12:00:00","やった！"
