4a25689df72d8a2e332b38802f8b06529e5b1e962735586b47357aaac55aadf1,8338a1ed9eb955b2c23aa9b0015b9e02db0b0b557ec50e241fb4b24442fe1d82,e1631293143cd7b23a641160cbbb9db9b9d209233df85298f8ab219fa3d8d4c0,6a415ae4a9612760ce7cea7d0d66da2dbdfaae027e85c7a5cb17f2a9aa59d206,211a97bccc0a936364e0e6c5839d41d826f662259990ba2bb19ce98898f0a514,a091686ea598320ba5186abd31b0315db9a4db9f3d7c491422f0823c8bdc2666,78f95f939e05b94c5fc992fd4f41af2883d3e5282525b8e355d3dbfc30b75376,78b299d5146aa2b90aa346266ea93ac3070ea24373badbaf900073373fcbc5f6,932e026bc1e7ced8c46054c3207089a91bee0a478f2f73ccf3a7f439e9cb9df9,214a9567ce8ab46aa1c3152b34c5eb158acffc7cb776bc107c3b6bd659f24260,08194d42aca0a784763cc9cb72fa5d8ddfcbbba8d84ece6a1dbb9e2c54adb4e2,6675564c161212a09f7bcf67275f55535d27c771e9a4fc68f23027799994eca0,721a9f68868dd65af6fdadbd200a81a1a0d6d13693ee93705d70fd91b46e4985,4c77b89babea65012ee77358d8ffe01988d5616402d3aa6bd6af2aee4495279e,c0bc5e931cadecfaed8eb4d1858e28e823b253975d4efefb6b48152a447129c2,cf39dbae9c0ae817f34f7b333c05e3778e55e4138200054324f1cc465de7f341,deb7ceca01b99639979df83c8a7b57d82de1eb1fbc8827e00368ebb3f02d0d43,10fbffebfb9d00de576c4e5f3b1e631df2397dc5baeb4fe868533e002c5da8e3,3b85be55cf839b0d32288647e8971129e7ad7a62519aba33481980d5d6052eab
"0","0","1","0","0","16","0","0","2","0","100101","0","0","1","10","0","65","75","0"
"0","0","3","0","0","68","0","0","3","0","100101","0","0","2","30","0","185","125","0"
"0","0","7","0","0","158","0","0","4","0","100101","3","0","4","60","0","420","260","0"
"0","0","12","0","0","293","0","0","5","0","100101","7","0","7","100","0","810","420","0"
"0","0","17","0","0","486","0","3","6","0","100101","11","0","11","130","0","1340","630","0"
"0","0","26","0","0","731","0","6","7","0","100101","17","0","15","155","0","1660","1235","0"
"0","0","35","10","0","1030","0","9","8","0","100101","24","0","15","180","9","2290","1795","0"
"0","0","46","40","0","1459","0","9","9","5","100101","27","0","16","205","23","2540","1795","0"
"0","0","51","100","0","1941","0","9","10","10","100101","35","10","16","205","37","2740","1795","0"
"0","0","55","158","3","2439","0","9","11","15","100101","44","20","16","205","37","3100","1795","0"
"0","0","66","198","36","2871","0","9","12","15","100101","46","20","18","205","37","3470","2045","0"
"0","0","79","251","56","3345","0","9","13","15","100101","54","20","18","230","37","3720","2045","0"
"0","0","97","328","56","3840","0","9","14","15","100101","68","20","20","255","37","3880","2045","0"
"0","0","111","448","56","4412","0","9","15","15","100101","82","20","20","255","37","3880","2045","0"
"0","0","124","586","59","5015","0","9","16","15","100101","94","20","20","255","37","3880","2045","0"
"0","0","142","711","62","5656","0","9","17","15","100101","103","20","20","255","37","3930","2045","0"
"0","0","157","856","62","6351","0","9","18","15","100101","119","20","20","255","37","3980","2045","0"
"0","0","173","984","62","7154","0","9","19","15","100101","135","20","20","255","37","4075","2045","0"
"0","0","203","1065","62","8017","0","9","20","15","100101","147","20","20","255","37","4270","2045","0"
"0","0","232","1160","62","8971","0","9","21","15","100101","157","20","20","255","37","4580","2045","0"
"0","0","259","1262","62","10078","0","9","22","15","100101","176","20","20","255","37","4790","2045","0"
"0","0","287","1343","62","11352","0","9","23","15","100101","199","20","20","255","37","4880","2045","0"
"0","0","308","1416","62","12783","0","9","24","15","100101","221","20","20","255","37","4970","2045","0"
"0","0","331","1471","62","14334","0","9","25","15","100101","247","20","20","255","37","5230","2045","0"
"0","0","359","1495","62","15835","0","9","26","15","100101","280","20","20","255","37","6835","2045","0"
"0","0","387","1513","62","17449","0","9","27","15","100101","313","20","20","255","37","8440","2045","0"
"0","0","400","1538","62","19454","0","9","28","15","100101","326","20","20","255","37","9225","2045","0"
"0","0","415","1571","62","21599","0","9","29","15","100101","341","20","20","255","37","10010","2045","0"
"0","0","440","1614","62","23844","0","9","30","15","100101","366","20","20","255","37","10270","2045","0"
"0","0","450","1657","62","26318","0","9","31","15","100101","376","20","20","255","37","10795","2045","0"
"0","0","450","1690","62","28948","0","9","32","15","100101","376","20","20","255","37","11845","2045","0"
"0","0","461","1729","62","31669","0","9","33","15","100101","387","20","20","255","37","12370","2045","0"
"0","0","483","1775","62","34498","0","9","34","15","100101","409","20","20","255","37","12370","2045","0"
"0","0","505","1821","62","37455","0","9","35","15","100101","431","20","20","255","37","12370","2045","0"
"0","0","528","1867","62","40512","0","9","36","15","100101","454","20","20","255","37","12370","2045","0"
"0","0","552","1913","62","43669","0","9","37","15","100101","478","20","20","255","37","12370","2045","0"
"0","0","576","1959","62","46929","0","9","38","15","100101","502","20","20","255","37","12370","2045","0"
"0","0","600","2005","62","50287","0","9","39","15","100101","526","20","20","255","37","12370","2045","0"
"0","0","624","2051","62","53771","0","9","40","15","100101","550","20","20","255","37","12370","2045","0"
"0","0","649","2097","62","57410","0","9","41","15","100101","575","20","20","255","37","12370","2045","0"
"0","0","675","2143","62","61184","0","9","42","15","100101","601","20","20","255","37","12370","2045","0"
"0","23","1","0","0","0","0","0","2","0","100201","2","0","0","0","0","55","75","0"
"0","81","1","0","0","0","0","0","3","0","100201","8","0","0","0","0","150","125","0"
"0","172","4","0","0","0","0","0","4","0","100201","17","10","0","5","0","325","175","0"
"0","349","4","0","0","0","0","0","5","0","100201","33","10","0","15","0","505","175","0"
"0","522","12","0","0","0","0","0","6","0","100201","52","25","0","15","0","1035","175","0"
"0","790","14","0","0","0","0","0","7","0","100201","66","30","0","85","0","1395","175","0"
"0","1089","19","0","0","0","0","0","8","0","100201","88","75","0","85","4","1675","175","0"
