1b6873c7aef0641330a0211a2de29f6ce182f769af9a6a0e0a5f9fa3ed43815a,11a6a70d00aca29750d8e5795d41bd9605be4ccb8cdb706b64837791cc4e0d1a,f42ab3990a849a04a1745a57e97419c4698a1e3b423b3d2d7fb145e9db9e2bb2,2992743c473c7d4e5029244ab296a080f90a9007f59cf42332c345742eacb2b4,60829bcda2cf86612a72ed9750a8479fafc82b6a0ce7976af9aa82dab3676bed,246e618c66b4677e0e7c32d7f0729bace8ab3fe9e37a7d2d9577bfde424bb89b,3aac62d3700c17e726838b69b56041db62bb4a4fc18c6f5cf8d20064fbbf6c2e,d7fb594f1484a0822444318fcb7d1e1708d1d446bc728f819e868adfbf38e51e,2e1509c3b199ac4eb97eb373f666c0d4f30123fd3a80d0b026aa3367d7595039,148d771f547db02e977cb807b1c2cb84dc91a9ab42b46cc851b715e4ed00e578,800b6984d0384e25a6f8090e4f3221d930d8de77736ac2ff73240bbde2b62dc3,3da7918d7400d592a3b51fd566468878644fc76b26f8861b92cff164c8231d0c,c5308d8215304cd4badfaf93df152c8e542aaf889140d1b5f9545ae8f490f7e1,7a607c71de00bfdc629482520c7257ac41f0a4c0de4315ba9da8eabae8b11785
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11001010","201","2015/04/01 15:00:00","0","51001001","0"
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11002012","201","2015/04/01 15:00:00","0","51001002","0"
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11003012","201","2015/04/01 15:00:00","0","51001003","0"
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11004013","201","2015/04/01 15:00:00","0","51001004","0"
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11005013","201","2015/04/01 15:00:00","0","51001005","0"
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11006014","201","2015/04/01 15:00:00","0","51001006","0"
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11007014","201","2015/04/01 15:00:00","0","51001007","0"
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11008015","201","2015/04/01 15:00:00","0","51001008","0"
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11009015","201","2015/04/01 15:00:00","0","51001009","0"
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11010017","201","2015/04/01 15:00:00","0","51001010","0"
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11011017","201","2015/04/01 15:00:00","0","51001011","0"
"101","0","1001","2030/04/01 14:59:59","0","402001","","1","11012017","201","2015/04/01 15:00:00","0","51001012","0"
