b2e595af6ffd4ed4464ca5fd375d9e6ed6f843341c4cc2dcec531012a905ba5c,14aa72669349e740973ea793bce787da8cd9745b4f2fd5abda0903b4921b495c,eb61309bf69421c2e7f9f51d7e8e10f0c62c00775e190ec51d7a66025c312342,8d95d6bd3bafc1897c9f440c372bde810883d46ce38c76f0480cb9aa2727f795,e29c0cf343c57fc80c59d2e945102348e61f7872b11e42e028fd127db0d1d1e3,c7f9d6b573dc06208c8d0cf3240e756e5d5ba39f7c9057925139f1c908a341bc,318988c3236ad44c57e9b62f96fd2c59f67ba79af395c415ee7ea16f60500176,6b3491f77a94c6540ed3b14948427fc6c704cd65ed47be4f446f855cc3c6bd4c,a451c14b175b7f105df57139b28324f3b8a4d969a7ee2adf1f3f43d25c3d118f,0a924d5afe2125d29149cdaeeefd353dbc8f9a72799b126faaa85f12de2547fe,0d39b81a4ea413f443a96d0e12017940ad213a4e9970650672917d3cc665f1c2,92527f5ecaf3b556951c679cd0e429d9812f219f5ba14555deacd0f5ae553d33,7075300739867be9a2d5d38f4501618741ad2acf3772336e8f44041fd12a7609,e9275c2dedf8f8fcb6e01039807ba5ca230bf94df101d274e8158b05d6172568,156ce31baf496731bc20d3f571ff77ce263cd10877beb239e0651ae1711d836e,d9c42103380596329e9763487d81e9e227e70e1cf8b7da814d01ce5bb3904c4f,e9f4bf40381980058095a3e5661e428a91c0d05eaed2940be74931b02fa89f5e,e427af8aae7677fab133bc0d5e663dd63811de36d148146f7b5980d972827deb
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10000","0","0","1"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10000","0","0","2"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10000","0","0","3"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10000","0","0","4"
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10001","0","0","5"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10001","0","0","6"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10001","0","0","7"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10001","0","0","8"
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10002","0","0","9"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10002","0","0","10"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10002","0","0","11"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10002","0","0","12"
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10003","0","0","13"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10003","0","0","14"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10003","0","0","15"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10003","0","0","16"
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10004","0","0","17"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10004","0","0","18"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10004","0","0","19"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10004","0","0","20"
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10005","0","0","21"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10005","0","0","22"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10005","0","0","23"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10005","0","0","24"
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10006","0","0","25"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10006","0","0","26"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10006","0","0","27"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10006","0","0","28"
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10007","0","0","29"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10007","0","0","30"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10007","0","0","31"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10007","0","0","32"
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10008","0","0","33"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10008","0","0","34"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10008","0","0","35"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10008","0","0","36"
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10009","0","0","37"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10009","0","0","38"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10009","0","0","39"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10009","0","0","40"
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10010","0","0","41"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10010","0","0","42"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10010","0","0","43"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10010","0","0","44"
"8","0","1","0","0","0","0","91002","0","0","0","0","500","0","10011","0","0","45"
"8","0","2","0","0","0","0","91002","0","0","0","0","400","0","10011","0","0","46"
"8","0","3","0","0","0","0","91002","0","0","0","0","300","0","10011","0","0","47"
"8","0","4","0","0","0","0","91002","0","0","0","0","250","0","10011","0","0","48"
