53a4deba53d6d9ea08dd1ae3b989e62a6d447de683ec1a6986ca3dab8b646430,d2989693a53e8d588362221183b7e58b08ae6cb8b75f8c9566812a2b5e9df78f,f81fd21d0537165ff540990c145bce1b74d015025019ce79b5f0abdcb21c86fb,3d9fc02281eb6e7b634b00fc7a2c4b2c410bb9fee77c19606a4ed9701b18ef7d,623fbe90cef5608fe79b4d1790f3dd65c2f22f42d2439d7cae5e96c0ded0dc25,1dd6832e965ae6f4cea4fdee6162739932e4195300064d332d7256cd57fecfaf,573fec246af257e51a0e8ce838568df0ee1d7492a4f2eea0b23fff930d76eb1c,1bc168a7aa82bee0d3044940827ca66af539d107fe9296c546eb64fb395e0dd1,9f9e3e06d6bf750a71403eb134f1ef80643cf9ad33b242b160d96b997d394f5e,b945eeef48b21415bdbb411d94340b618ae2190d3ea58e044a79ce978e27f27e
"575","32","1003","1","10590","1002","1001","1","1100001","1"
"575","32","1006","1","10590","1005","1004","1","1100002","1"
"575","32","1009","1","10590","1008","1007","2","1100003","1"
"500","33","1012","1","11820","1011","1010","1","1100004","1"
"500","33","1015","1","11820","1014","1013","1","1100005","1"
"500","33","1018","1","11820","1017","1016","2","1100006","1"
"500","33","1021","1","11820","1020","1019","4","1100007","1"
"375","35","1024","1","13050","1023","1022","1","1100008","1"
"375","35","1027","1","13050","1026","1025","1","1100009","1"
"375","35","1030","1","13050","1029","1028","6","1100010","1"
"575","34","2003","1","10590","2002","2001","1","1200001","2"
"575","34","2006","1","10590","2005","2004","1","1200002","2"
"575","34","2009","1","10590","2008","2007","1","1200003","2"
"575","34","2012","1","10590","2011","2010","1","1200004","2"
"575","34","2015","1","10590","2014","2013","2","1200005","2"
"575","34","2018","1","10590","2017","2016","4","1200006","2"
"575","34","2021","1","10590","2020","2019","6","1200007","2"
"500","35","2024","1","11820","2023","2022","1","1200008","2"
"500","35","2027","1","11820","2026","2025","1","1200009","2"
"500","35","2030","1","11820","2029","2028","1","1200010","2"
"500","35","2033","1","11820","2032","2031","1","1200011","2"
"500","35","2036","1","11820","2035","2034","4","1200012","2"
"500","35","2039","1","11820","2038","2037","6","1200013","2"
"375","38","2042","1","13050","2041","2040","1","1200014","2"
"375","38","2045","1","13050","2044","2043","1","1200015","2"
"375","38","2048","1","13050","2047","2046","1","1200016","2"
"375","38","2051","1","13050","2050","2049","1","1200017","2"
"375","38","2054","1","13050","2053","2052","2","1200018","2"
"375","38","2057","1","13050","2056","2055","4","1200019","2"
"375","38","2060","1","13050","2059","2058","6","1200020","2"
"575","37","3003","1","10590","3002","3001","1","1300001","3"
"575","37","3006","1","10590","3005","3004","1","1300002","3"
"575","37","3009","1","10590","3008","3007","1","1300003","3"
"575","37","3012","1","10590","3011","3010","1","1300004","3"
"575","37","3015","1","10590","3014","3013","1","1300005","3"
"575","37","3018","1","10590","3017","3016","1","1300006","3"
"575","37","3021","1","10590","3020","3019","2","1300007","3"
"575","37","3024","1","10590","3023","3022","2","1300008","3"
"575","37","3027","1","10590","3026","3025","4","1300009","3"
"575","37","3030","1","10590","3029","3028","6","1300010","3"
"500","38","3033","1","11820","3032","3031","1","1300011","3"
"500","38","3036","1","11820","3035","3034","1","1300012","3"
"500","38","3039","1","11820","3038","3037","1","1300013","3"
"500","38","3042","1","11820","3041","3040","1","1300014","3"
"500","38","3045","1","11820","3044","3043","1","1300015","3"
"500","38","3048","1","11820","3047","3046","1","1300016","3"
"500","38","3051","1","11820","3050","3049","2","1300017","3"
"500","38","3054","1","11820","3053","3052","4","1300018","3"
"500","38","3057","1","11820","3056","3055","4","1300019","3"
"500","38","3060","1","11820","3059","3058","6","1300020","3"
"375","40","3063","1","13050","3062","3061","1","1300021","3"
"375","40","3066","1","13050","3065","3064","1","1300022","3"
"375","40","3069","1","13050","3068","3067","1","1300023","3"
"375","40","3072","1","13050","3071","3070","1","1300024","3"
"375","40","3075","1","13050","3074","3073","1","1300025","3"
"375","40","3078","1","13050","3077","3076","1","1300026","3"
"375","40","3081","1","13050","3080","3079","2","1300027","3"
"375","40","3084","1","13050","3083","3082","4","1300028","3"
"375","40","3087","1","13050","3086","3085","6","1300029","3"
"375","40","3090","1","13050","3089","3088","6","1300030","3"
"700","29","4003","2","9360","4002","4001","3","2100001","1"
"700","29","4006","2","9360","4005","4004","5","2100002","1"
"700","29","4009","2","9360","4008","4007","7","2100003","1"
"700","29","4012","2","9360","4011","4010","3","2100004","1"
"700","29","4015","2","9360","4014","4013","5","2100005","1"
"700","29","4018","2","9360","4017","4016","7","2100006","1"
"575","30","4021","2","10590","4020","4019","3","2100007","1"
"575","30","4024","2","10590","4023","4022","5","2100008","1"
"575","30","4027","2","10590","4026","4025","7","2100009","1"
"575","30","4030","2","10590","4029","4028","3","2100010","1"
"700","33","5003","2","9360","5002","5001","3","2200001","2"
"700","33","5006","2","9360","5005","5004","5","2200002","2"
"700","33","5009","2","9360","5008","5007","7","2200003","2"
"700","33","5012","2","9360","5011","5010","3","2200004","2"
"700","33","5015","2","9360","5014","5013","5","2200005","2"
"700","33","5018","2","9360","5017","5016","7","2200006","2"
"700","33","5021","2","9360","5020","5019","3","2200007","2"
"700","33","5024","2","9360","5023","5022","5","2200008","2"
"700","33","5027","2","9360","5026","5025","7","2200009","2"
"700","33","5030","2","9360","5029","5028","3","2200010","2"
"700","33","5033","2","9360","5032","5031","5","2200011","2"
"700","33","5036","2","9360","5035","5034","7","2200012","2"
"575","34","5039","2","10590","5038","5037","3","2200013","2"
"575","34","5042","2","10590","5041","5040","5","2200014","2"
"575","34","5045","2","10590","5044","5043","7","2200015","2"
"575","34","5048","2","10590","5047","5046","3","2200016","2"
"575","34","5051","2","10590","5050","5049","5","2200017","2"
"575","34","5054","2","10590","5053","5052","7","2200018","2"
"575","34","5057","2","10590","5056","5055","5","2200019","2"
"575","34","5060","2","10590","5059","5058","7","2200020","2"
"700","33","6003","2","9360","6002","6001","3","2300001","3"
"700","33","6006","2","9360","6005","6004","5","2300002","3"
"700","33","6009","2","9360","6008","6007","7","2300003","3"
"700","33","6012","2","9360","6011","6010","3","2300004","3"
"700","33","6015","2","9360","6014","6013","5","2300005","3"
"700","33","6018","2","9360","6017","6016","7","2300006","3"
"700","33","6021","2","9360","6020","6019","3","2300007","3"
"700","33","6024","2","9360","6023","6022","5","2300008","3"
"700","33","6027","2","9360","6026","6025","7","2300009","3"
"700","33","6030","2","9360","6029","6028","3","2300010","3"
"700","33","6033","2","9360","6032","6031","5","2300011","3"
"700","33","6036","2","9360","6035","6034","7","2300012","3"
"700","33","6039","2","9360","6038","6037","3","2300013","3"
"700","33","6042","2","9360","6041","6040","5","2300014","3"
"700","33","6045","2","9360","6044","6043","7","2300015","3"
"700","33","6048","2","9360","6047","6046","3","2300016","3"
"700","33","6051","2","9360","6050","6049","5","2300017","3"
"700","33","6054","2","9360","6053","6052","7","2300018","3"
"575","34","6057","2","10590","6056","6055","3","2300019","3"
"575","34","6060","2","10590","6059","6058","5","2300020","3"
"575","34","6063","2","10590","6062","6061","7","2300021","3"
"575","34","6066","2","10590","6065","6064","3","2300022","3"
"575","34","6069","2","10590","6068","6067","5","2300023","3"
"575","34","6072","2","10590","6071","6070","7","2300024","3"
"575","34","6075","2","10590","6074","6073","3","2300025","3"
"575","34","6078","2","10590","6077","6076","5","2300026","3"
"575","34","6081","2","10590","6080","6079","7","2300027","3"
"575","34","6084","2","10590","6083","6082","3","2300028","3"
"575","34","6087","2","10590","6086","6085","5","2300029","3"
"575","34","6090","2","10590","6089","6088","7","2300030","3"
"340","39","7003","3","14280","7002","7001","1","3100001","1"
"340","39","7006","3","14280","7005","7004","1","3100002","1"
"340","39","7009","3","14280","7008","7007","1","3100003","1"
"340","39","7012","3","14280","7011","7010","1","3100004","1"
"340","39","7015","3","14280","7014","7013","1","3100005","1"
"340","39","7018","3","14280","7017","7016","1","3100006","1"
"375","36","7021","3","13050","7020","7019","1","3100007","1"
"375","36","7024","3","13050","7023","7022","1","3100008","1"
"375","36","7027","3","13050","7026","7025","1","3100009","1"
"375","36","7030","3","13050","7029","7028","1","3100010","1"
"340","41","8003","3","14280","8002","8001","1","3200001","2"
"340","41","8006","3","14280","8005","8004","1","3200002","2"
"340","41","8009","3","14280","8008","8007","1","3200003","2"
"340","41","8012","3","14280","8011","8010","1","3200004","2"
"340","41","8015","3","14280","8014","8013","1","3200005","2"
"340","41","8018","3","14280","8017","8016","1","3200006","2"
"340","41","8021","3","14280","8020","8019","1","3200007","2"
"340","41","8024","3","14280","8023","8022","1","3200008","2"
"340","41","8027","3","14280","8026","8025","1","3200009","2"
"340","41","8030","3","14280","8029","8028","1","3200010","2"
"340","41","8033","3","14280","8032","8031","1","3200011","2"
"340","41","8036","3","14280","8035","8034","1","3200012","2"
"375","38","8039","3","13050","8038","8037","1","3200013","2"
"375","38","8042","3","13050","8041","8040","1","3200014","2"
"375","38","8045","3","13050","8044","8043","1","3200015","2"
"375","38","8048","3","13050","8047","8046","1","3200016","2"
"375","38","8051","3","13050","8050","8049","1","3200017","2"
"375","38","8054","3","13050","8053","8052","1","3200018","2"
"375","38","8057","3","13050","8056","8055","1","3200019","2"
"375","38","8060","3","13050","8059","8058","1","3200020","2"
"340","40","9003","3","14280","9002","9001","1","3300001","3"
"340","40","9006","3","14280","9005","9004","1","3300002","3"
"340","40","9009","3","14280","9008","9007","1","3300003","3"
"340","40","9012","3","14280","9011","9010","1","3300004","3"
"340","40","9015","3","14280","9014","9013","1","3300005","3"
"340","40","9018","3","14280","9017","9016","1","3300006","3"
"340","40","9021","3","14280","9020","9019","1","3300007","3"
"340","40","9024","3","14280","9023","9022","1","3300008","3"
"340","40","9027","3","14280","9026","9025","1","3300009","3"
"340","40","9030","3","14280","9029","9028","1","3300010","3"
"340","40","9033","3","14280","9032","9031","1","3300011","3"
"340","40","9036","3","14280","9035","9034","1","3300012","3"
"340","40","9039","3","14280","9038","9037","1","3300013","3"
"340","40","9042","3","14280","9041","9040","1","3300014","3"
"340","40","9045","3","14280","9044","9043","1","3300015","3"
"340","40","9048","3","14280","9047","9046","1","3300016","3"
"340","40","9051","3","14280","9050","9049","1","3300017","3"
"340","40","9054","3","14280","9053","9052","1","3300018","3"
"375","39","9057","3","13050","9056","9055","1","3300019","3"
"375","39","9060","3","13050","9059","9058","1","3300020","3"
"375","39","9063","3","13050","9062","9061","1","3300021","3"
"375","39","9066","3","13050","9065","9064","1","3300022","3"
"375","39","9069","3","13050","9068","9067","1","3300023","3"
"375","39","9072","3","13050","9071","9070","1","3300024","3"
"375","39","9075","3","13050","9074","9073","1","3300025","3"
"375","39","9078","3","13050","9077","9076","1","3300026","3"
"375","39","9081","3","13050","9080","9079","1","3300027","3"
"375","39","9084","3","13050","9083","9082","1","3300028","3"
"375","39","9087","3","13050","9086","9085","1","3300029","3"
"375","39","9090","3","13050","9089","9088","1","3300030","3"
