76f82f07f70d61b66370b5281562f55499930c791ea9cf294f7e7a3a145cab63,0ebb65e49ee766d0b18eab8f96202f8ef7ce5b3778fa9a76a852733f04465765,842f38bb4f68262880138e419e3fce399421ec1166b5fd1a0bcb033a0de05515,a42563f3a5fa39802521a6f93713e73e79d874f178c9eaf2db47a6ec7146d476,fedd6e085c9e3fde7460016674b6b004984bc368f9cb233e87c09c7a8cb1c49a,80dc2217de563ae8f69be25a7b2a0e7d1d010e3a4ef5aec06ff74b8ff6853a83
"-1480","11","2816","1","1","-1480"
"-1400","21","2816","1","1","-1302"
"-1302","31","2816","1","1","-1263"
"-1263","41","2816","1","1","-1224"
"-1224","51","2816","1","1","-1185"
"-1185","61","2816","1","1","-1146"
"-1146","71","2816","1","1","-1146"
"-1146","81","2816","1","1","-1146"
"-1146","91","2816","1","1","-1107"
"-1107","101","2816","1","1","-1068"
"-1068","111","2816","1","1","-1029"
"-1029","121","2816","1","1","-1029"
"-1029","131","2816","1","1","-1029"
"-1029","141","2816","1","1","-1029"
"-1029","151","2816","1","1","-988"
"-988","161","2816","1","1","-947"
"-947","171","2816","1","1","-906"
"-906","181","2816","1","1","-865"
"-865","191","2816","1","1","-865"
"-865","201","2816","1","1","-865"
"-865","211","2816","1","1","-824"
"-824","221","2816","1","1","-783"
"-783","231","2816","1","1","-742"
"-742","241","2816","1","1","-701"
"-701","251","2816","1","1","-660"
"-660","261","2816","1","1","-619"
"-619","271","2816","1","1","-619"
"-619","281","2816","1","1","-619"
"-619","291","2816","1","1","-619"
"-619","301","2816","1","1","-578"
"-578","311","2816","1","1","-537"
"-537","321","2816","1","1","-496"
"-496","331","2816","1","1","-496"
"-496","341","2816","1","1","-496"
"-496","351","2816","1","1","-496"
"-496","361","2816","1","1","-455"
"-455","371","2816","1","1","-414"
"-414","381","2816","1","1","-373"
"-373","391","2816","1","1","-332"
"-332","401","2816","1","1","-332"
"-332","411","2816","1","1","-332"
"-332","421","2816","1","1","-200"
"-1246","431","2816","2","2","-1181"
"-1181","441","2816","2","2","-1152"
"-1152","451","2816","2","2","-1152"
"-1152","461","2816","2","2","-1123"
"-1123","471","2816","2","2","-1094"
"-1094","481","2816","2","2","-1094"
"-1094","491","2816","2","2","-1065"
"-1065","501","2816","2","2","-1065"
"-1065","511","2816","2","2","-1036"
"-1036","521","2816","2","2","-1036"
"-1036","531","2816","2","2","-1007"
"-1007","541","2816","2","2","-978"
"-978","551","2816","2","2","-978"
"-978","561","2816","2","2","-949"
"-949","571","2816","2","2","-920"
"-920","581","2816","2","2","-891"
"-891","591","2816","2","2","-862"
"-862","601","2816","2","2","-862"
"-862","611","2816","2","2","-862"
"-862","621","2816","2","2","-862"
"-862","631","2816","2","2","-833"
"-833","641","2816","2","2","-804"
"-804","651","2816","2","2","-775"
"-775","661","2816","2","2","-746"
"-746","671","2816","2","2","-717"
"-717","681","2816","2","2","-688"
"-688","691","2816","2","2","-659"
"-659","701","2816","2","2","-630"
"-630","711","2816","2","2","-601"
"-601","721","2816","2","2","-572"
"-572","731","2816","2","2","-543"
"-543","741","2816","2","2","-514"
"-514","751","2816","2","2","-449"
"-1226","761","2816","2","3","-1153"
"-1153","771","2816","2","3","-1115"
"-1115","781","2816","2","3","-1115"
"-1115","791","2816","2","3","-1077"
"-1077","801","2816","2","3","-1077"
"-1077","811","2816","2","3","-1039"
"-1039","821","2816","2","3","-1001"
"-1001","831","2816","2","3","-1001"
"-1001","841","2816","2","3","-963"
"-963","851","2816","2","3","-963"
"-963","861","2816","2","3","-963"
"-963","871","2816","2","3","-925"
"-925","881","2816","2","3","-887"
"-887","891","2816","2","3","-887"
"-887","901","2816","2","3","-887"
"-887","911","2816","2","3","-849"
"-849","921","2816","2","3","-811"
"-811","931","2816","2","3","-773"
"-773","941","2816","2","3","-735"
"-735","951","2816","2","3","-697"
"-697","961","2816","2","3","-659"
"-659","971","2816","2","3","-621"
"-621","981","2816","2","3","-583"
"-583","991","2816","2","3","-583"
"-583","1001","2816","2","3","-583"
"-583","1011","2816","2","3","-583"
"-583","1021","2816","2","3","-545"
"-545","1031","2816","2","3","-507"
"-507","1041","2816","2","3","-507"
"-507","1051","2816","2","3","-507"
"-507","1061","2816","2","3","-434"
"-1220","1071","2816","2","4","-1137"
"-1137","1081","2816","2","4","-1096"
"-1096","1091","2816","2","4","-1096"
"-1096","1101","2816","2","4","-1096"
"-1096","1111","2816","2","4","-1096"
"-1096","1121","2816","2","4","-1096"
"-1096","1131","2816","2","4","-1055"
"-1055","1141","2816","2","4","-1014"
"-1014","1151","2816","2","4","-1014"
"-1014","1161","2816","2","4","-1014"
"-1014","1171","2816","2","4","-1014"
"-1014","1181","2816","2","4","-973"
"-973","1191","2816","2","4","-932"
"-932","1201","2816","2","4","-891"
"-891","1211","2816","2","4","-891"
"-891","1221","2816","2","4","-891"
"-891","1231","2816","2","4","-891"
"-891","1241","2816","2","4","-850"
"-850","1251","2816","2","4","-809"
"-809","1261","2816","2","4","-809"
"-809","1271","2816","2","4","-809"
"-809","1281","2816","2","4","-768"
"-768","1291","2816","2","4","-727"
"-727","1301","2816","2","4","-686"
"-686","1311","2816","2","4","-686"
"-686","1321","2816","2","4","-645"
"-645","1331","2816","2","4","-604"
"-604","1341","2816","2","4","-563"
"-563","1351","2816","2","4","-522"
"-522","1361","2816","2","4","-439"
"-1230","1371","2816","2","5","-1166"
"-1166","1381","2816","2","5","-1129"
"-1129","1391","2816","2","5","-1129"
"-1129","1401","2816","2","5","-1129"
"-1129","1411","2816","2","5","-1129"
"-1129","1421","2816","2","5","-1092"
"-1092","1431","2816","2","5","-1092"
"-1092","1441","2816","2","5","-1055"
"-1055","1451","2816","2","5","-1018"
"-1018","1461","2816","2","5","-981"
"-981","1471","2816","2","5","-981"
"-981","1481","2816","2","5","-944"
"-944","1491","2816","2","5","-907"
"-907","1501","2816","2","5","-870"
"-870","1511","2816","2","5","-833"
"-833","1521","2816","2","5","-796"
"-796","1531","2816","2","5","-759"
"-759","1541","2816","2","5","-722"
"-722","1551","2816","2","5","-722"
"-722","1561","2816","2","5","-722"
"-722","1571","2816","2","5","-685"
"-685","1581","2816","2","5","-648"
"-648","1591","2816","2","5","-611"
"-611","1601","2816","2","5","-574"
"-574","1611","2816","2","5","-574"
"-574","1621","2816","2","5","-537"
"-537","1631","2816","2","5","-500"
"-500","1641","2816","2","5","-500"
"-500","1651","2816","2","5","-500"
"-500","1661","2816","2","5","-500"
"-500","1671","2816","2","5","-436"
"-1230","1681","2816","2","6","-1115"
"-1115","1691","2816","2","6","-1035"
"-1035","1701","2816","2","6","-955"
"-955","1711","2816","2","6","-875"
"-875","1721","2816","2","6","-795"
"-795","1731","2816","2","6","-715"
"-715","1741","2816","2","6","-715"
"-715","1751","2816","2","6","-635"
"-635","1761","2816","2","6","-635"
"-635","1771","2816","2","6","-635"
"-635","1781","2816","2","6","-635"
"-635","1782","2816","2","6","-635"
"-635","1791","2816","2","6","-555"
"-555","1801","2816","2","6","-440"
"-1225","1811","2816","2","7","-1225"
"-1225","1821","2816","2","7","-1135"
"-1135","1831","2816","2","7","-1080"
"-1080","1841","2816","2","7","-1025"
"-1025","1851","2816","2","7","-970"
"-970","1861","2816","2","7","-915"
"-915","1871","2816","2","7","-860"
"-860","1881","2816","2","7","-860"
"-860","1891","2816","2","7","-805"
"-805","1901","2816","2","7","-750"
"-750","1911","2816","2","7","-695"
"-695","1921","2816","2","7","-695"
"-695","1931","2816","2","7","-640"
"-640","1941","2816","2","7","-640"
"-640","1951","2816","2","7","-585"
"-585","1961","2816","2","7","-530"
"-530","1971","2816","2","7","-440"
"-440","1981","2816","2","7","-440"
"-1480","1991","2816","1","8","-1380"
"-1380","2001","2816","1","8","-1380"
"-1380","2011","2816","1","8","-1325"
"-1325","2021","2816","1","8","-1270"
"-1270","2031","2816","1","8","-1270"
"-1270","2041","2816","1","8","-1215"
"-1215","2051","2816","1","8","-1215"
"-1215","2061","2816","1","8","-1160"
"-1160","2071","2816","1","8","-1105"
"-1105","2081","2816","1","8","-1050"
"-1050","2091","2816","1","8","-995"
"-995","2101","2816","1","8","-995"
"-995","2111","2816","1","8","-940"
"-940","2121","2816","1","8","-885"
"-885","2131","2816","1","8","-885"
"-885","2141","2816","1","8","-830"
"-830","2151","2816","1","8","-775"
"-775","2161","2816","1","8","-720"
"-720","2171","2816","1","8","-720"
"-720","2181","2816","1","8","-665"
"-665","2191","2816","1","8","-610"
"-610","2201","2816","1","8","-610"
"-610","2211","2816","1","8","-555"
"-555","2221","2816","1","8","-500"
"-500","2231","2816","1","8","-445"
"-445","2241","2816","1","8","-390"
"-390","2251","2816","1","8","-335"
"-335","2261","2816","1","8","-280"
"-280","2271","2816","1","8","-280"
"-280","2281","2816","1","8","-230"
"-1240","2291","2816","2","9","-1192"
"-1192","2301","2816","2","9","-1148"
"-1148","2311","2816","2","9","-1105"
"-1105","2321","2816","2","9","-1105"
"-1105","2331","2816","2","9","-1062"
"-1062","2341","2816","2","9","-1019"
"-1019","2351","2816","2","9","-976"
"-976","2361","2816","2","9","-976"
"-976","2371","2816","2","9","-976"
"-976","2381","2816","2","9","-976"
"-976","2391","2816","2","9","-934"
"-934","2401","2816","2","9","-892"
"-892","2411","2816","2","9","-892"
"-892","2421","2816","2","9","-892"
"-892","2431","2816","2","9","-850"
"-850","2441","2816","2","9","-808"
"-808","2451","2816","2","9","-766"
"-766","2461","2816","2","9","-766"
"-766","2471","2816","2","9","-766"
"-766","2481","2816","2","9","-766"
"-766","2491","2816","2","9","-766"
"-766","2501","2816","2","9","-724"
"-724","2511","2816","2","9","-682"
"-682","2521","2816","2","9","-682"
"-682","2531","2816","2","9","-682"
"-682","2541","2816","2","9","-640"
"-640","2551","2816","2","9","-598"
"-598","2561","2816","2","9","-556"
"-556","2571","2816","2","9","-514"
"-514","2581","2816","2","9","-472"
"-472","2591","2816","2","9","-430"
"-1440","2601","2816","1","10","-1440"
"-1440","2611","2816","1","10","-1440"
"-1440","2621","2816","1","10","-1440"
"-1440","2622","2816","1","10","-1440"
"-1440","2623","2816","1","10","-1440"
"-1440","2631","2816","1","10","-1373"
"-1373","2641","2816","1","10","-1308"
"-1308","2651","2816","1","10","-1244"
"-1244","2661","2816","1","10","-1181"
"-1181","2671","2816","1","10","-1118"
"-1118","2681","2816","1","10","-1055"
"-1055","2691","2816","1","10","-992"
"-992","2701","2816","1","10","-992"
"-992","2711","2816","1","10","-929"
"-929","2721","2816","1","10","-866"
"-866","2731","2816","1","10","-803"
"-803","2741","2816","1","10","-740"
"-740","2751","2816","1","10","-677"
"-677","2761","2816","1","10","-614"
"-614","2771","2816","1","10","-551"
"-551","2781","2816","1","10","-551"
"-551","2791","2816","1","10","-551"
"-551","2801","2816","1","10","-551"
"-551","2811","2816","1","10","-551"
"-551","2821","2816","1","10","-551"
"-551","2831","2816","1","10","-551"
"-551","2841","2816","1","10","-551"
"-551","2851","2816","1","10","-488"
"-488","2861","2816","1","10","-425"
"-425","2871","2816","1","10","-361"
"-361","2881","2816","1","10","-296"
"-296","2891","2816","1","10","-230"
"-1240","2901","2816","2","11","-1240"
"-1240","2911","2816","2","11","-1203"
"-1203","2921","2816","2","11","-1168"
"-1168","2931","2816","2","11","-1133"
"-1133","2941","2816","2","11","-1098"
"-1098","2951","2816","2","11","-1063"
"-1063","2961","2816","2","11","-1028"
"-1028","2971","2816","2","11","-993"
"-993","2981","2816","2","11","-958"
"-958","2991","2816","2","11","-923"
"-923","3001","2816","2","11","-888"
"-888","3011","2816","2","11","-888"
"-888","3021","2816","2","11","-853"
"-853","3031","2816","2","11","-853"
"-853","3041","2816","2","11","-818"
"-818","3051","2816","2","11","-783"
"-783","3061","2816","2","11","-748"
"-748","3071","2816","2","11","-713"
"-713","3081","2816","2","11","-678"
"-678","3091","2816","2","11","-643"
"-643","3101","2816","2","11","-608"
"-608","3111","2816","2","11","-608"
"-608","3121","2816","2","11","-573"
"-573","3131","2816","2","11","-573"
"-573","3141","2816","2","11","-573"
"-573","3151","2816","2","11","-573"
"-573","3161","2816","2","11","-538"
"-538","3171","2816","2","11","-538"
"-538","3181","2816","2","11","-503"
"-503","3191","2816","2","11","-468"
"-468","3201","2816","2","11","-430"
"-1240","3211","2816","2","12","-1240"
"-1240","3221","2816","2","12","-1240"
"-1240","3231","2816","2","12","-1240"
"-1240","3241","2816","2","12","-1194"
"-1194","3251","2816","2","12","-1150"
"-1150","3261","2816","2","12","-1108"
"-1108","3271","2816","2","12","-1066"
"-1066","3281","2816","2","12","-1024"
"-1024","3291","2816","2","12","-982"
"-982","3301","2816","2","12","-940"
"-940","3311","2816","2","12","-898"
"-898","3321","2816","2","12","-898"
"-898","3331","2816","2","12","-856"
"-856","3341","2816","2","12","-814"
"-814","3351","2816","2","12","-772"
"-772","3361","2816","2","12","-730"
"-730","3371","2816","2","12","-688"
"-688","3381","2816","2","12","-688"
"-688","3391","2816","2","12","-688"
"-688","3401","2816","2","12","-646"
"-646","3411","2816","2","12","-604"
"-604","3421","2816","2","12","-562"
"-562","3431","2816","2","12","-562"
"-562","3441","2816","2","12","-562"
"-562","3451","2816","2","12","-519"
"-519","3461","2816","2","12","-519"
"-519","3471","2816","2","12","-519"
"-519","3481","2816","2","12","-475"
"-475","3491","2816","2","12","-475"
"-475","3501","2816","2","12","-475"
"-475","3511","2816","2","12","-430"
"-1240","3521","2816","2","13","-1190"
"-1190","3531","2816","2","13","-1190"
"-1190","3541","2816","2","13","-1190"
"-1190","3551","2816","2","13","-1190"
"-1190","3561","2816","2","13","-1190"
"-1190","3571","2816","2","13","-1190"
"-1190","3581","2816","2","13","-1190"
"-1190","3591","2816","2","13","-1141"
"-1141","3601","2816","2","13","-1094"
"-1094","3611","2816","2","13","-1047"
"-1047","3621","2816","2","13","-1000"
"-1000","3631","2816","2","13","-953"
"-953","3641","2816","2","13","-906"
"-906","3651","2816","2","13","-859"
"-859","3661","2816","2","13","-812"
"-812","3671","2816","2","13","-765"
"-765","3681","2816","2","13","-718"
"-718","3691","2816","2","13","-718"
"-718","3701","2816","2","13","-718"
"-718","3711","2816","2","13","-671"
"-671","3721","2816","2","13","-624"
"-624","3731","2816","2","13","-577"
"-577","3741","2816","2","13","-577"
"-577","3751","2816","2","13","-577"
"-577","3761","2816","2","13","-529"
"-529","3771","2816","2","13","-480"
"-480","3781","2816","2","13","-430"
"-430","3791","2816","2","13","-430"
"-1440","3801","2816","1","14","-1440"
"-1440","3811","2816","1","14","-1440"
"-1440","3821","2816","1","14","-1440"
"-1440","3831","2816","1","14","-1362"
"-1362","3841","2816","1","14","-1285"
"-1285","3851","2816","1","14","-1209"
"-1209","3861","2816","1","14","-1209"
"-1209","3871","2816","1","14","-1134"
"-1134","3881","2816","1","14","-1059"
"-1059","3891","2816","1","14","-1059"
"-1059","3901","2816","1","14","-984"
"-984","3911","2816","1","14","-984"
"-984","3921","2816","1","14","-984"
"-984","3931","2816","1","14","-984"
"-984","3941","2816","1","14","-984"
"-984","3951","2816","1","14","-984"
"-984","3961","2816","1","14","-984"
"-984","3971","2816","1","14","-984"
"-984","3981","2816","1","14","-909"
"-909","3991","2816","1","14","-834"
"-834","4001","2816","1","14","-759"
"-759","4011","2816","1","14","-684"
"-684","4021","2816","1","14","-684"
"-684","4031","2816","1","14","-684"
"-684","4041","2816","1","14","-609"
"-609","4051","2816","1","14","-534"
"-534","4061","2816","1","14","-459"
"-459","4071","2816","1","14","-384"
"-384","4081","2816","1","14","-308"
"-308","4091","2816","1","14","-230"
"-200","4092","2816","1","1","-200"
