fed9242c4b26518bd920b10e93fdf713bce0ac7383e764a449de91493bc7f92b,256ec14c44472e4198acfaf3381193e43fb7934f354687f8cb69f55705226d3e,8e83678fe80f29a51eb07540c4e364175c2346f1400ede22baa8194742a3788b,09ed0e4cad33f5b6dae8d0af31b189c0fd495b047f735993f6dafffde5005dba,b415b111afa33a924cc9fea5b774a8ac53686127f7df541ee208c1418752472d,148514b54cae18a861d4d0520639e3481306ae90928f354634daaed5381e8835,44856e44ec8962ac6a64aedb4d2217b52bc86b1f23c5a46cb3f08f260c034f76,b17cec4e7c148ae375f3fcd9c7b90d015e5aad93cbd42215a529a46e919ac4ff,8504f0350315ba314c58422d5f1995c243693bd09bf790e99abe0f3e1cd1a593,7fd54419df0fce9e16839ce7bd1ad51465fa242ede291b9ce4d1135e2ff909aa
"101","220","0","0","2","111","0","25021","0","500000"
"102","220","0","0","2","121","0","25021","0","500000"
"103","220","0","0","2","131","0","25021","0","500000"
"104","220","0","0","2","141","0","25021","0","500000"
"105","220","0","0","2","151","0","25021","0","500000"
"201","220","0","0","2","211","0","25021","0","500000"
"202","220","0","0","2","221","0","25021","0","500000"
"203","220","0","0","2","231","0","25021","0","500000"
"204","220","0","0","2","241","0","25021","0","500000"
"205","220","0","0","2","251","0","25021","0","500000"
"301","220","0","0","2","311","0","25021","0","500000"
"302","220","0","0","2","321","0","25021","0","500000"
"303","220","0","0","2","331","0","25021","0","500000"
"304","220","0","0","2","341","0","25021","0","500000"
"305","220","0","0","2","351","0","25021","0","500000"
"401","220","0","0","2","411","0","25021","0","500000"
"402","220","0","0","2","421","0","25021","0","500000"
"403","220","0","0","2","431","0","25021","0","500000"
"404","220","0","0","2","441","0","25021","0","500000"
"405","220","0","0","2","451","0","25021","0","500000"
"501","220","0","0","2","511","0","25021","0","500000"
"502","220","0","0","2","521","0","25021","0","500000"
"503","220","0","0","2","531","0","25021","0","500000"
"504","220","0","0","2","541","0","25021","0","500000"
"505","220","0","0","2","551","0","25021","0","500000"
"601","220","0","0","2","611","0","25021","0","500000"
"602","220","0","0","2","621","0","25021","0","500000"
"603","220","0","0","2","631","0","25021","0","500000"
"604","220","0","0","2","641","0","25021","0","500000"
"605","220","0","0","2","651","0","25021","0","500000"
"701","220","0","0","2","711","0","25021","0","500000"
"702","220","0","0","2","721","0","25021","0","500000"
"703","220","0","0","2","731","0","25021","0","500000"
"704","220","0","0","2","741","0","25021","0","500000"
"705","220","0","0","2","751","0","25021","0","500000"
"801","1100","0","0","2","811","0","25021","0","500000"
"901","220","0","0","2","911","0","25021","0","500000"
"902","220","0","0","2","921","0","25021","0","500000"
"903","220","0","0","2","931","0","25021","0","500000"
"904","220","0","0","2","941","0","25021","0","500000"
"905","220","0","0","2","951","0","25021","0","500000"
"1001","1100","0","0","2","1011","0","25021","0","500000"
"1101","220","0","0","2","1111","0","25021","0","500000"
"1102","220","0","0","2","1121","0","25021","0","500000"
"1103","220","0","0","2","1131","0","25021","0","500000"
"1104","220","0","0","2","1141","0","25021","0","500000"
"1105","220","0","0","2","1151","0","25021","0","500000"
"1201","220","0","0","2","1211","0","25021","0","500000"
"1202","220","0","0","2","1221","0","25021","0","500000"
"1203","220","0","0","2","1231","0","25021","0","500000"
"1204","220","0","0","2","1241","0","25021","0","500000"
"1205","220","0","0","2","1251","0","25021","0","500000"
