2b37485e61f5025978ee101906c7fb248680a1ab7d8c9060f081df4557bae3c7,68cbd5dea6a5a9c6f03b2f359aab65cad6b19ef474ff039d0477724a8f04f9ac,bddd9d5a6aa1b01823f4bef987ad7a0cf2c9e606fa643d2bed44e6c1891dd6a6,dc6e94b15b87773ca88e9a3b695df7f03dff2902cea9a380c28c5702ab4fc9b6,4894444fd0bd8dd27322a6dc170aa19a286d0158b899901f0ecfd8484b39ded4,b2f33fa517a2ea8269237f28d9c166539decf78ba844e037db7a23c240dbed4f,65c5509a32d4668ddee047e9ff1132d3adc3533401a285863e0b3bcb4f113440,7facbc8491052fbc124818577c301153cd54e5cf72bd111f62402523f865497c,c0df0fed524ccf68487626708a6a45b92498c9935639047b7129365a7f1edc9b,3e21863d924d2fc661935c8aedc6cf3285dbac49241ce5188928497e134b9c13,5cee4cf6c055383701d3afdef3dacb80f53b25f1183c718f61c77bae2fea3b78,5f486b5fbe6ece030dcf66897ccc1aeb6b6e0d7482fdf6c6d3058c3d388a4127,a5d1ba04260c367093bcf11d9b69ab110319b9472dd764b1a440cd0bbcc26410,ce3bb347534abc1158203ed6bdb8da80bdc54051b083531a88716c9678cf7152,92acd069c6f0a79f511cf2d3b43f2d7463dd5a8d633a13312ad0bfa83ab9a1c5
"雲海の山脈","200010","0","4003002","195","400","10","400","31001","11002012","501010001","1","雲をつらぬく山脈","45","4003001"
"密林の大樹","200020","0","4003004","-110","300","10","300","31002","11005013","501010002","1","深い森の奥に存在する1本の大樹","30","4003003"
"断崖の遺跡","200030","0","4003006","-570","200","10","200","31003","11007014","501010003","1","断崖絶壁で発見された遺跡","-190","4003005"
"蒼海の孤塔","200040","0","4003008","750","100","10","100","31004","11011017","501010004","1","大海原にそびえる謎の巨塔","-30","4003007"
"毒瘴の闇稜","200050","0","4003010","465","100","10","100","31005","11014014","501010005","1","瘴気渦巻く常闇の孤峰","20","4003009"
"緑竜の骸嶺","200060","0","4003012","360","100","10","100","31006","11026014","501010006","1","厳峰に佇む竜の寝床","90","4003011"
"天上の浮城","200070","0","4003014","130","100","10","100","31007","11035014","501010007","1","天空の番人が静かに眠る聖城","90","4003013"
"砂瀑の底都","200080","0","4003018","-50","100","10","100","31008","11047014","501010008","1","砂の大瀑布が落ちゆく果ての都","120","4003017"
"紺碧の王砦","200090","0","4003020","-360","100","10","100","31009","11057014","501010009","1","紺碧の底に君臨する海王の城砦","70","4003019"
"四彩の霊峰","0","0","4003022","0","0","10","100","31010","11062014","501010010","1","四季彩りし霊狐の仙境","0","4003021"
"スペシャルダンジョン","0","31006","4003016","0","100","10","100","32001","0","0","1","期間限定ダンジョンの踏破に挑戦","0","4003015"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32002","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32003","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32004","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32005","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32006","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32007","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32008","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32009","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32010","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32011","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32012","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32013","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
"スペシャルダンジョン","0","31006","0","0","100","10","100","32014","0","0","1","期間限定ダンジョンの踏破に挑戦","0","0"
