3014cb888b13af5011253d3b486e8a23173dbed77999a34fd69f78c6c15d4d82,3e22803d5b8de2ad01001e8e56685e31d69d62b825bd6b0322dc72becbf97292,0e5a115dd6bb74f4230af91e2038071f400fff30a5f7593a839823f09a9706e1,066d71ec373bd37e22d9138436274f284770b205bc0b6a8c4e52e5a01610b56b,8e166310e1fd88e989fb2aa7d57a716ca6bff760dfd545c92a783e0d074b450e,61fcfcc2cb087c7b8af2a99941f9edb3a275c18b4340e1e776792acadb6ad8ff,87fed455da35492b4c917b8a8290da58f8dea0f445f8c5fc089144f5a750947d,c5f6cff38bf0bdaa06f63652a279c4a9b1659a79c3e71cd76c2606de766f653a,f1de50ff5189754a1ace4ef84698d7a54212eb0d3953d9ad4c86f4ad78cef4db,d227de5492af4f21513754ef85e971b87502e4cbc8f3a59a3435b4b663fa53a7,936ae1d8b1cd84e6df781b746e7b4814e3f49969032a6ff3689085e9b1e60e1e,11d5515919bd1ba2daf0eaf67bb1227bffb5e12f7282b889dcf38078db4d5ad8
"0","1","11041","4","0","0","2","1","0","104","0","101"
"0","2","10141","2","0","1","3","2","0","14","0","201"
"0","3","11031","2","0","2","2","3","0","103","0","301"
"0","4","11021","1","0","3","1","4","0","102","0","401"
"0","5","11041","4","0","4","2","5","0","104","0","501"
"0","6","10011","1","0","5","3","6","0","1","0","601"
"0","7","11011","3","0","6","4","7","0","101","0","701"
"0","8","11001","1","0","7","3","8","0","100","0","801"
"0","9","11041","4","0","8","2","9","0","104","0","901"
"0","10","10011","2","0","9","3","10","0","1","0","1001"
"0","11","10511","1","0","10","4","11","0","51","0","1101"
"0","12","10521","2","0","11","3","12","0","52","0","1201"
"0","13","11041","4","0","12","2","13","0","104","0","1301"
"0","14","11031","1","0","13","1","14","0","103","0","1401"
"0","15","11021","1","0","14","2","15","0","102","0","1501"
"0","16","10011","1","0","15","3","16","0","1","0","1601"
"0","17","11041","4","0","16","2","17","0","104","0","1701"
"0","18","10501","2","0","17","3","18","0","50","0","1801"
"0","19","11011","3","0","18","4","19","0","101","0","1901"
"0","20","11001","2","0","19","3","20","0","100","0","2001"
"0","21","11041","4","0","20","2","21","0","104","0","2101"
"0","22","10011","3","0","21","1","22","0","1","0","2201"
"0","23","11001","2","0","22","3","23","0","100","0","2301"
"0","24","11011","2","0","23","2","24","0","101","0","2401"
"0","25","11041","4","0","24","3","25","0","104","0","2501"
"0","26","10501","3","0","25","4","26","0","50","0","2601"
"0","27","10521","3","0","26","3","27","0","52","0","2701"
"0","28","10501","1","0","27","1","28","0","50","0","2801"
"0","29","11041","4","0","28","2","29","0","104","0","2901"
"0","30","10511","3","0","29","1","30","0","51","0","3001"
"0","31","11001","2","0","30","2","31","0","100","0","3101"
"0","32","11011","1","0","31","3","32","0","101","0","3201"
"0","33","11041","4","0","32","4","33","0","104","0","3301"
"0","34","11001","3","0","33","3","34","0","100","0","3401"
"0","35","11041","4","0","34","2","35","0","104","0","3501"
"0","36","11031","2","0","35","3","36","0","103","0","3601"
"0","37","11021","1","0","36","2","37","0","102","0","3701"
"0","38","10501","2","0","37","1","38","0","50","0","3801"
"0","39","11021","3","0","38","3","39","0","102","0","3901"
"0","40","11041","4","0","39","4","40","0","104","0","4001"
"0","41","11001","1","0","40","3","41","0","100","0","4101"
"0","42","10521","3","0","41","2","42","0","52","0","4201"
"0","43","11041","4","0","42","1","43","0","104","0","4301"
"0","44","11031","1","0","43","2","44","0","103","0","4401"
"0","45","11041","4","0","44","1","45","0","104","0","4501"
"0","46","11011","3","0","45","3","46","0","101","0","4601"
"0","47","11021","1","0","46","4","47","0","102","0","4701"
"0","48","11041","4","0","47","2","48","0","104","0","4801"
"0","49","11031","2","0","48","3","49","0","103","0","4901"
"0","50","11041","4","0","49","2","50","0","104","0","5001"
"0","51","11011","2","0","50","1","51","0","101","0","5101"
"0","52","11021","3","0","51","2","52","0","102","0","5201"
"0","53","11041","4","0","52","3","53","0","104","0","5301"
"0","54","10521","1","0","53","4","54","0","52","0","5401"
"0","55","11031","3","0","54","3","55","0","103","0","5501"
"0","56","11041","4","0","55","4","56","0","104","0","5601"
"0","57","11001","1","0","56","2","57","0","100","0","5701"
"0","58","11011","3","0","57","3","58","0","101","0","5801"
"0","59","11031","2","0","58","4","59","0","103","0","5901"
"0","60","11041","4","0","59","3","60","0","104","0","6001"
"0","61","11021","1","0","60","1","61","0","102","0","6101"
"0","62","10501","3","0","61","2","62","0","50","0","6201"
"0","63","11041","4","0","62","1","63","0","104","0","6301"
"0","64","11031","2","0","63","2","64","0","103","0","6401"
"0","65","11021","1","0","64","3","65","0","102","0","6501"
"0","66","11041","4","0","65","2","66","0","104","0","6601"
"0","67","10521","1","0","66","3","67","0","52","0","6701"
"0","68","11021","2","0","67","2","68","0","102","0","6801"
"0","69","11041","4","0","68","4","69","0","104","0","6901"
"0","70","11031","2","0","69","3","70","0","103","0","7001"
"0","71","11011","3","0","70","2","71","0","101","0","7101"
"0","72","11001","2","0","71","3","72","0","100","0","7201"
"0","73","11041","4","0","72","1","73","0","104","0","7301"
"0","74","11031","1","0","73","1","74","0","103","0","7401"
"0","75","11021","3","0","74","3","75","0","102","0","7501"
"0","76","10501","1","0","75","4","76","0","50","0","7601"
"0","77","11041","4","0","76","3","77","0","104","0","7701"
"0","78","11011","2","0","77","2","78","0","101","0","7801"
"0","79","11001","3","0","78","3","79","0","100","0","7901"
"0","80","11041","4","0","79","2","80","0","104","0","8001"
"0","81","10521","3","0","80","1","81","0","52","0","8101"
"0","82","11011","1","0","81","2","82","0","101","0","8201"
"0","83","10501","3","0","82","4","83","0","50","0","8301"
