1a4da4990308269006b67ff60f25f105c049ba3a1d10438b510e4e4452776937,e5a5ac17b5d1bb86d123327385e25c975a18081e7ab76fa3c915d3e0a67d0119,6903758b6a5e932b79f0e53a4501ff58eba1b6febe3b651395a442a6bcf1287b,88e08fb2593d705833393e1358095d54a1f190b9db5bab6d7538d7fddb2c1c4d,a8b0ecfa33e13ea26d43faddd73c9149856c1799e8600072a48c9caf91869208,dd2be91224da983c416bf7750bcce0539ea012313f1fdad27b69a478b0b6a13b,8d0a2a812f456407745c89cb7de022aed39842334c12639783dbffeaa4392e33,08d19824520addfb8fdf80e39203769a1d3ee6c9a8a80899babc32dc31917b87,6e863594785e1a36a488b4428f5f2f92a4eb9fcbdac436852f3ea102d4d40112,73871197ae45d477866379d61eeb599860f6c396b6d4296c68131c876fc098c5,9e39fe1238f61cb13ffeb9695a8196da1b7b551bc1ecc7c8b1778a894588524e,c943e9e1f240575cda060a3c9de7cbc82261aed2b55f2a66b01bcf67f5aef2d5,69b9f07a542b9d650d956e62b681b8c6b31be317866ce1979e47aa3cbcee73ed,48171c1cafda99d028c524f9c1fa4bb8165932a30eaea2a7ddd10f7239f65d1d,555bbfcb1c64b1bf833b8f4e6f3ec70bfeb47697e2ccdfb7053bd3edc4f4d7d8,597ab290f0de6bef4612d17ecbe1e1e8076e2be3aa4192e78275bc6cd1369bb6
"0","0","0","0","0","0","2","80000","0","0","0","26202","0","0","0","275000001"
"0","0","0","0","0","0","2","85000","0","0","0","26202","0","0","0","275000002"
"0","0","0","0","0","0","2","90000","0","0","0","26202","0","0","0","275000003"
"0","0","0","0","0","0","2","95000","0","0","0","26202","0","0","0","275000004"
"0","0","0","0","0","0","2","100000","0","0","0","26202","0","0","0","275000005"
"0","0","0","0","0","0","2","105000","0","0","0","26202","0","0","0","275000006"
"0","0","0","0","0","0","2","110000","0","0","0","26202","0","0","0","275000007"
"0","0","0","0","0","0","2","115000","0","0","0","26202","0","0","0","275000008"
"0","0","0","0","0","0","2","120000","0","0","0","26202","0","0","0","275000009"
"0","0","0","0","0","0","2","125000","0","0","0","26202","0","0","0","275000010"
"0","0","0","0","0","0","2","130000","0","0","0","26202","0","0","0","275000011"
"0","0","0","0","0","0","2","135000","0","0","0","26202","0","0","0","275000012"
"0","0","400","18","4109501","0","2","50000","0","90013","2","26202","1","0","0","276010001"
"0","0","425","0","0","0","2","50000","0","90013","2","26202","0","0","0","276010002"
"0","0","450","0","0","0","2","50000","0","90013","2","26202","0","0","0","276010003"
"0","0","475","0","0","0","2","100000","0","90013","2","26202","0","0","0","276010004"
"0","0","500","2","26203","0","2","100000","0","90013","2","26202","1","0","0","276010005"
"0","0","400","18","4101501","0","2","50000","0","90013","2","26202","1","0","0","276020001"
"0","0","425","0","0","0","2","50000","0","90013","2","26202","0","0","0","276020002"
"0","0","450","0","0","0","2","50000","0","90013","2","26202","0","0","0","276020003"
"0","0","475","0","0","0","2","100000","0","90013","2","26202","0","0","0","276020004"
"0","0","500","2","26203","0","2","100000","0","90013","2","26202","1","0","0","276020005"
