acae93e7e7d733b639b0213c3b39c7330c9f8e4df313490dd0efcd6a918a41c3,8b6c24041439ef964c33700b5d0fb92e9e18f7ecf7fc4c6ba1ca0d33e63ec027,cef0cec5643a96078c3a8658b1db2342f10a7db331d569bf4dddc7bbbbba6e5f,b0c30c1d653e1ce962ee5c5a936c5a6001019f61fbf163fe58c13a4260f778bb,76df6ec5d89b020774e246e255881815a98010b75012eb664fcf6a3137214e9f,b00c19eaab1f18b45695a6136674dfb2ba65fb6894119eec716f9c5bc35898c4,90f654e19a3c3d9990816930d10bbb530fa6f3443cea64e309bfd20849e0ffe5,7a1d9174fbb9e1186fc9ee697fd5e0c489727895a048e74a5a099ece3816a32e,5c4a3c9176b0893f7cc6b06a03b369b95401857bb04d228ed759b79e09b393cd,1f59e56f21b9b73f9c928a2894723bf00cacf21ef76e0fc11411e2111005960a,d546d57ed01a5c4aaa2dbc7b854dbbfe1de3aaa0ccdc35836782d1328ea130be,d355c9480518ca6b8d853ca0c8d4ca795e802da5738d9cc9c7e75eb8dc1cf1b5,8296583b0bb6897255216e312f001d344aaae1f415c5a0cdb6d2279c2895152d,f41052919bc32c516381a563be7e59a4e65bfaedb34480cbb66325a700863bdd,08b98b39b8d3ef0e7dcdfd4fe207a52dbb3ec5f439df2c822cbcfc6e202b48ea,cec4583110e3e55d0b2a6f70ccdc0cd1357f53ebbecbf9099c6e7496bbc6fa09
"10001","0","タルグム地方","bgm_M32","1","2018/04/19 14:59:59","0","0","0","0","201","bgm_M32","2018/03/31 15:00:00","0","0","10001101"
"10001","0","タルグム地方","bgm_M32","1","2018/04/19 14:59:59","0","0","0","0","201","bgm_M32","2018/03/31 15:00:00","0","0","10001201"
"10002","0","マシーナ地方","bgm_M98_2","1","2018/05/21 14:59:59","0","0","0","0","201","bgm_M98","2018/04/30 12:00:00","0","0","10002101"
"10002","0","マシーナ地方","bgm_M98_2","1","2018/05/21 14:59:59","0","0","0","0","201","bgm_M98","2018/04/30 12:00:00","0","0","10002201"
"10003","0","ランドソル郊外","bgm_M106","1","2018/06/19 14:59:59","0","0","0","0","201","bgm_M106","2018/05/31 12:00:00","0","0","10003101"
"10003","0","ランドソル郊外","bgm_M106","1","2018/06/19 14:59:59","0","0","0","0","201","bgm_M106","2018/05/31 12:00:00","0","0","10003201"
"10004","0","タパスビーチ周辺","bgm_M112","1","2018/07/19 14:59:59","0","0","0","0","201","bgm_M112","2018/06/30 12:00:00","0","0","10004101"
"10004","0","タパスビーチ周辺","bgm_M112","1","2018/07/19 14:59:59","0","0","0","0","201","bgm_M112","2018/06/30 12:00:00","0","0","10004201"
"10005","0","イルシオンの孤島","bgm_M121","1","2018/08/19 14:59:59","0","0","0","0","201","bgm_M121","2018/07/31 12:00:00","0","0","10005101"
"10005","0","イルシオンの孤島","bgm_M121","1","2018/08/19 14:59:59","0","0","0","0","201","bgm_M121","2018/07/31 12:00:00","0","0","10005201"
"10006","0","王都ランドソル","bgm_M128","1","2018/09/18 14:59:59","0","0","0","0","201","bgm_M128","2018/08/31 12:00:00","0","0","10006101"
"10006","0","王都ランドソル","bgm_M128","1","2018/09/18 14:59:59","0","0","0","0","201","bgm_M128","2018/08/31 12:00:00","0","0","10006201"
"10007","0","ランドソル郊外","bgm_M135","1","2018/10/18 14:59:59","0","0","0","0","201","bgm_M135","2018/09/30 12:00:00","1","0","10007101"
"10007","0","霊界","bgm_M29","1","2018/10/18 14:59:59","0","80","1","202","201","bgm_M29","2018/09/30 12:00:00","2","208","10007102"
"10007","1","ランドソル中央部","bgm_M135","1","2018/10/18 14:59:59","0","0","1","202","201","bgm_M135","2018/09/30 12:00:00","3","209","10007103"
"10007","1","ランドソル郊外","bgm_M135","1","2018/10/18 14:59:59","0","0","0","0","201","bgm_M135","2018/09/30 12:00:00","1","0","10007201"
"10008","0","ランドソル近郊","bgm_M162","1","2018/11/14 14:59:59","35","0","0","0","201","bgm_M162","2018/10/31 12:00:00","0","0","10008101"
"10008","0","ランドソル近郊","bgm_M162","1","2018/11/14 14:59:59","0","0","0","0","201","bgm_M162","2018/10/31 12:00:00","0","0","10008201"
"10009","11","サレンディア救護院","bgm_M171","1","2018/12/14 14:59:59","110","0","0","0","201","bgm_M171","2018/11/30 12:00:00","1","0","10009101"
"10009","0","王都ランドソル","bgm_M171","1","2018/12/14 14:59:59","0","0","0","0","201","bgm_M171","2018/11/30 12:00:00","1","0","10009201"
"10010","0","神殿への参道","bgm_M182","1","2019/01/14 14:59:59","1","180","0","0","201","bgm_M182","2018/12/31 12:00:00","1","0","10010101"
"10010","0","神殿への参道","bgm_M182","1","2019/01/14 14:59:59","0","0","0","0","201","bgm_M182","2018/12/31 12:00:00","1","0","10010201"
"10011","0","王都ランドソル","bgm_M189","1","2019/02/14 14:59:59","0","0","0","0","201","bgm_M189","2019/01/31 12:00:00","1","0","10011101"
"10011","0","キッチンスタジアム","bgm_M189","1","2019/02/14 14:59:59","110","0","0","0","201","bgm_M189","2019/01/31 12:00:00","2","0","10011102"
"10011","0","キッチンスタジアム","bgm_M189","1","2019/02/14 14:59:59","0","0","0","0","201","bgm_M189","2019/01/31 12:00:00","1","0","10011201"
"10012","0","王都ランドソル","bgm_M206","1","2019/03/14 14:59:59","115","0","0","0","201","bgm_M206","2019/02/28 12:00:00","1","0","10012101"
"10012","0","王都ランドソル","bgm_M206","1","2019/03/14 14:59:59","0","0","0","0","201","bgm_M206","2019/02/28 12:00:00","1","0","10012201"
"10013","0","ガストロス山","bgm_M215","1","2019/04/12 20:59:59","110","0","0","0","201","bgm_M215","2019/03/31 12:00:00","1","0","10013101"
"10013","11","光の裂け目","bgm_M215","1","2019/04/12 20:59:59","0","0","1","202","201","bgm_M215","2019/03/31 12:00:00","2","208","10013102"
"10013","0","光の裂け目","bgm_M215","1","2019/04/12 20:59:59","0","0","0","0","201","bgm_M215","2019/03/31 12:00:00","1","0","10013201"
"10014","0","タルグム地方","bgm_M32","1","2019/04/22 20:59:59","0","0","0","0","201","bgm_M32","2019/04/15 12:00:00","1","0","10014101"
"10014","0","タルグム地方","bgm_M32","1","2019/04/22 20:59:59","0","0","0","0","201","bgm_M32","2019/04/15 12:00:00","0","0","10014201"
"10015","0","オーエド町","bgm_M223","1","2019/05/12 20:59:59","120","0","0","0","201","bgm_M223","2019/04/30 12:00:00","1","0","10015101"
"10015","0","オーエド町","bgm_M223","1","2019/05/12 20:59:59","0","0","0","0","201","bgm_M223","2019/04/30 12:00:00","1","0","10015201"
"10016","0","マシーナ地方","bgm_M98_2","1","2019/05/22 20:59:59","0","0","0","0","201","bgm_M98","2019/05/15 12:00:00","0","0","10016101"
"10016","0","マシーナ地方","bgm_M98_2","1","2019/05/22 20:59:59","0","0","0","0","201","bgm_M98","2019/05/15 12:00:00","0","0","10016201"
"10017","0","ランドソル近郊","bgm_M228","1","2019/06/14 20:59:59","70","0","0","0","201","bgm_M228","2019/05/31 12:00:00","1","0","10017101"
"10017","0","郊外の村","bgm_M228","1","2019/06/14 20:59:59","0","0","0","0","201","bgm_M228","2019/05/31 12:00:00","2","0","10017102"
"10017","0","郊外の村","bgm_M228","1","2019/06/14 20:59:59","0","0","0","0","201","bgm_M228","2019/05/31 12:00:00","1","0","10017201"
"10018","0","ランドソル郊外","bgm_M106","1","2019/06/22 20:59:59","0","0","0","0","201","bgm_M106","2019/06/15 12:00:00","0","0","10018101"
"10018","0","ランドソル郊外","bgm_M106","1","2019/06/22 20:59:59","0","0","0","0","201","bgm_M106","2019/06/15 12:00:00","0","0","10018201"
"10019","12","サンレインビーチ","bgm_M237","1","2019/07/14 20:59:59","100","0","0","0","201","bgm_M237","2019/06/30 12:00:00","1","0","10019101"
