f337b3f690538beb0552cdead6e2aacce85c6335720309cf6e0ed9a34c1d663f,86f58e62ac6800a441731d8913266f7cfc4e2a5e1386cec4109e2e2f36c752ba,fb644af768ce11467672f035d0b79c6b34024e454fe81fbb2c1e330f32a387b2,96f06267013dc022ed1b8e4cbd4a938c8fa17023fb4ef8223bf2bb94ac6f54db,c2588a5a31d9a8ffcd93d661b752ce2abf4214c6b3a3566bec1d98ca4d93df34,a868d323156302dca4c190ae7d6b03ebf96c539dc644ceb61b0ea6271da7b065,711071bfbd613d33003d5435e2feab32b1019e356855195b8087c66c45e8214d,6fc78290e70b800b7f7c2b6ac6908519b2e4c9f81d4d6310bbccf9e0a02e6078,11521c55d1077ed5367bc55e51c920edbe048949532f54fd82d0243ab3c4be77,c5d4803bb1176766cb5ed49c9e9024401708d52e91cfc521a9c94dcd5130cbaf
"0","0","0","パグ","バク","1","2110001","0","バグ","ハグ"
"0","0","0","手首","テクニック","1","2110003","0","テクノロジー","テイク"
"0","0","0","ゆきやけ","ふぶき","1","2110005","0","なだれ","じひびき"
"0","0","0","大理石","化石","1","2110006","0","磁石","黒曜石"
"0","0","0","ミスト","リバー","1","2110007","0","オーシャン","ガルフ"
"0","0","0","カットマーク","ラットマーク","1","2110008","0","アットマーク","バットマーク"
"0","0","0","建物の中の場所","太陽があたらない場所","1","2110010","0","太陽の日があたる場所","いつもすずしい場所"
"0","0","0","バレンタインデート","ダブルデート","1","2110011","0","アップデート","ハッピーデート"
"0","0","0","バリケード","ブルドーザー","1","2110012","0","ブリザード","オブリガード"
"0","0","0","火星","月","1","2110014","0","太陽","地球"
"0","0","0","新幹線","放物線","1","2110016","0","地平線","電話線"
"0","0","0","青歴史","白歴史","1","2110018","0","黒歴史","赤歴史"
"0","0","0","みそ","みりん","1","2110019","0","しょうゆ","お酢"
"0","0","0","顔","お腹","1","2110021","0","背中","手のひら"
"0","0","0","看板","ガラス板","1","2110022","0","鉄板","ベニヤ板"
"0","0","0","エンコード","プレスコード","1","2110023","0","ドレスコード","バーコード"
"0","0","0","まくおとし","だるまおとし","1","2110024","0","こけらおとし","やくおとし"
"0","0","0","ライン","コイル","1","2110025","0","コイン","ライス"
"0","0","0","パラソル","パラレル","1","2110026","0","アパレル","ナチュラル"
"0","0","0","薄塗り","ぼかし","1","2110028","0","透かし","上塗り"
"0","0","0","胃薬","風邪薬","1","2110031","0","目薬","塗り薬"
"0","0","0","石の上","のれん","1","2110032","0","ぬか","馬の耳"
"0","0","0","豆腐","なみだ","1","2110034","0","金棒","カナブン"
"0","0","0","サイダー","レモネード","1","2110035","0","水","コーラ"
"0","0","0","四度","一度","1","2110036","0","三度","二度"
"0","0","0","メガネ","髪の毛","1","2110037","0","たんこぶ","手ぬぐい"
"0","0","0","天国","光","1","2110038","0","闇","極楽"
"0","0","0","あんみつ","団子","1","2110039","0","ぼた餅","ようかん"
"0","0","0","あぶ","はえ","1","2110040","0","はち","か"
"0","0","0","猫","猿","1","2110041","0","馬","羊"
"0","0","0","土","風","1","2110042","0","水","火"
"0","0","0","水","寒","1","2110043","0","冷","氷"
"0","0","0","脇","韓","1","2110044","0","朝","散"
"0","0","0","生卵","生麦","1","2110045","0","生姜","生米"
"0","0","0","占星","先生","1","2110046","0","宣誓","先制"
"0","0","0","気性","気象","1","2110047","0","起床","希少"
"0","0","0","未","非","1","2110049","0","不","無"
"0","0","0","未","不","1","2110050","0","非","無"
"0","0","0","未","不","1","2110051","0","無","非"
"0","0","0","無","不","1","2110052","0","未","非"
"0","0","0","有名無実","馬耳東風","1","2110053","0","三日坊主","一日千秋"
"0","0","0","きつね","ねこ","1","2110054","0","たぬき","いぬ"
"0","0","0","あしのうら","くつひも","1","2110056","0","たび","てぶくろ"
"0","0","0","万 ","十","1","2110058","0","百","千"
"0","0","0","七","九","1","2110060","0","十","八"
"0","0","0","ハイテンション","ジャッジメント","1","2111001","0","ハッピーエンド","アジテーション"
"0","0","0","夢はスーパースター☆☆★","ちぇる～ん☆","1","2111002","0","どるるるる～ん★","やばいですね★"
"0","0","0","二つの角を頭部に持つ","獣の耳と尻尾がある","1","2111003","0","尖った長い耳","最も人口が多い"
"0","0","0","キャォン","クォン","1","2111004","0","カォン","パォン"
"0","0","0","教育","輝く","1","2111005","0","成長","高価"
"0","0","0","金","銅","1","2120002","0","銀","鉄"
"0","0","0","モツ","ラバー","1","2120004","0","レバー","ハツ"
"0","0","0","ストレス","タケウマ","1","2120005","0","トラウマ","バシャウマ"
"0","0","0","雷雨","秒雨","1","2120006","0","時雨","分雨"
"0","0","0","金","銀","1","2120009","0","鉄","銅"
"0","0","0","大白柱","大赤柱","1","2120011","0","大黒柱","大青柱"
"0","0","0","電灯","電車","1","2120012","0","電報","電源"
"0","0","0","みそ","しょうゆ","1","2120013","0","みりん","お酢"
"0","0","0","こいめ","ですぎ","1","2120014","0","でがらし","しぶみ"
"0","0","0","じょうず","うわて","1","2120016","0","かみて","じょうしゅ"
"0","0","0","よるせき","よりせき","1","2120017","0","よせ","よせき"
"0","0","0","レールウェイ","ロングウェイ","1","2120018","0","フリーウェイ","フライアウェイ"
"0","0","0","念仏","釘","1","2120021","0","かすがい","腕押し"
"0","0","0","尻","眉","1","2120022","0","爪","鼻"
"0","0","0","かすがい","小判","1","2120023","0","論語","念仏"
"0","0","0","巾着","とっくり","1","2120025","0","ひょうたん","花瓶"
"0","0","0","虎","馬","1","2120026","0","雀","牛"
"0","0","0","一兆一億","一鳥一石","1","2120027","0","一朝一夕","一長一短"
"0","0","0","8つ","2つ","1","2120028","0","4つ","6つ"
"0","0","0","harro","hallo","1","2120029","0","hello","herro"
"0","0","0","日進月歩","不言実行","1","2120031","0","優柔不断","一進一退"
"0","0","0","月曜日","木曜日","1","2120033","0","金曜日","日曜日"
"0","0","0","火曜日","金曜日","1","2120034","0","水曜日","木曜日"
"0","0","0","ダイビングメッセージ","ダビングメッセージ","1","2120035","0","ダイイングメッセージ","ダンシングメッセージ"
"0","0","0","獅子","牛","1","2120036","0","馬","犬"
"0","0","0","キッチン","川","1","2120037","0","トイレ","クローゼット"
"0","0","0","こころみる","かんがえる","1","2120038","0","かんがみる","かいまみる"
"0","0","0","二百万","三百万","1","2120039","0","八百万","五百万"
"0","0","0","猪","熊","1","2120042","0","蛇","猿"
"0","0","0","すべて正しい","瀕死","1","2120045","0","一死","状態"
"0","0","0","すべて正しい","人物","1","2120046","0","不信","追跡"
"0","0","0","すべて正しい","紙幣","1","2120047","0","硬化","両替"
"0","0","0","さんしゃさんよう","はちめんろっぴ","1","2120048","0","きゅうしいっしょう","しぶんごれつ"
"0","0","0","いちもうだじん","ひゃっぱちひゃくちゅう","1","2120049","0","せんざいいちぐう","しめんそか"
"0","0","0","測る","謀る","1","2120050","0","図る","計る"
"0","0","0","付く","着く","1","2120051","0","就く","突く"
"0","0","0","白","赤","1","2120053","0","青","黒"
