49e3421d61de9edfdab39dfdc71db296afb53276ad6bc8360941fe6d306ecfda,9d48665236627951f43810aa7f1b41c5a24de875d7c6fee380765ab88168ee22,d503548470e34cd7289038e45b2d268c1f26565cff2876862135aa02251481b5,20d170bfdea786868a851e9aaccd83cf604b7747ac73491876d08f5f3648627b,d5a8fbb977d346f4dd0997e9673ce85830acd8da7a0ca5236cf79fb0352e6935
"-1","1006001","301","1006201","1006001"
"-1","1006011","301","1006211","1006011"
"-1","1007002","301","1007202","1007002"
"-1","1007011","301","1007211","1007011"
"-1","1007012","301","1007212","1007012"
"-1","1008003","261","1008203","1008003"
"-1","1018003","261","1018203","1018003"
"-1","1018011","261","1018211","1018011"
"-1","1018012","261","1018212","1018012"
"-1","1022012","261","1022212","1022012"
"-1","1026011","301","1026211","1026011"
"-1","1028003","261","1028203","1028003"
"-1","1034003","261","1034203","1034003"
"-1","1037003","261","1037203","1037003"
"-1","1038002","261","1038202","1038002"
"-1","1038003","261","1038203","1038003"
"-1","1038012","261","1038212","1038012"
"-1","1045002","301","1045202","1045002"
"-1","1045012","301","1045212","1045012"
"-1","1046003","261","1046203","1046003"
"-1","1056002","301","1056202","1056002"
"-1","1056012","301","1056212","1056012"
"-1","1057003","261","1057203","1057003"
"-1","1063003","261","1063203","1063003"
"-1","1067003","261","1067203","1067003"
"-1","1071001","301","1071201","1071001"
"-1","1071011","301","1071211","1071011"
"-1","1071012","261","1071212","1071012"
"-1","1079002","261","1079202","1079002"
"-1","1079012","261","1079212","1079012"
"-1","1082002","261","1082202","1082002"
"-1","1082012","261","1082212","1082012"
"-1","1083012","261","1083212","1083012"
"-1","1084003","261","1084203","1084003"
"-1","1084013","261","1084213","1084013"
"-1","1085012","261","1085212","1085012"
"-1","1089002","301","1089202","1089002"
"-1","1089012","301","1089212","1089012"
"-1","1091002","261","1091202","1091002"
"-1","1091012","261","1091212","1091012"
"-1","1103002","261","1103202","1103002"
"-1","1103012","261","1103212","1103012"
"-1","1106002","261","1106202","1106002"
"-1","1106012","261","1106212","1106012"
"-1","1110002","261","1110202","1110002"
"-1","1110012","261","1110212","1110012"
"-1","1114002","261","1114202","1114002"
"-1","1114012","261","1114212","1114012"
"-1","1118012","261","1118212","1118012"
"-1","1119002","301","1119202","1119002"
"-1","1119012","301","1119212","1119012"
"-1","1122001","261","1122201","1122001"
"-1","1122002","261","1122202","1122002"
"-1","1122012","261","1122212","1122012"
"-1","1124002","261","1124202","1124002"
"-1","1124012","261","1124212","1124012"
"-1","1125002","301","1125202","1125002"
"-1","1125012","301","1125212","1125012"
"-1","1126012","261","1126212","1126012"
"-1","1129002","261","1129202","1129002"
"-1","1129012","261","1129212","1129012"
"-1","1134002","261","1134202","1134002"
"-1","1134012","261","1134212","1134012"
"-1","1137012","261","1137212","1137012"
"-1","1138001","261","1138201","1138001"
"-1","1139003","301","1139203","1139003"
"-1","1141012","261","1141212","1141012"
"-1","1146002","261","1146202","1146002"
"-1","1146012","261","1146212","1146012"
"-1","1150002","261","1150202","1150002"
"-1","1150012","261","1150212","1150012"
"-1","1155003","261","1155203","1155003"
"-1","1156003","261","1156203","1156003"
"-1","1158003","261","1158203","1158003"
"-1","1158101","261","1158201","1158101"
"-1","1158111","261","1158211","1158111"
"-1","1160003","261","1160203","1160003"
"-1","1164003","261","1164203","1164003"
"-1","1166003","261","1166203","1166003"
"-1","1168003","261","1168203","1168003"
"-1","1170003","261","1170203","1170003"
"-1","1172003","261","1172203","1172003"
"-1","1176003","261","1176203","1176003"
"-1","1179003","261","1179203","1179003"
"-1","1190003","261","1190203","1190003"
"-1","1209003","261","1209203","1209003"
"-1","1211001","261","1211201","1211001"
"-1","1211002","261","1211202","1211002"
"-1","1211012","261","1211212","1211012"
"-1","1213002","261","1213202","1213002"
"-1","1215003","261","1215203","1215003"
"-1","1701003","261","1701203","1701003"
"-1","1802002","261","1802202","1802002"
"-1","1802012","261","1802212","1802012"
"-1","1807002","261","1807202","1807002"
"-1","1807012","261","1807212","1807012"
