7163ad2e2aec394033f25416ebcda5e9d93e3d3df85cf1b62a505f12d4afdb6b,cf706cf1bc3d21b3949d2aa4b0fc787609b862345a0c3c60b8edb98c9f17a9ac,0c002f6913b0f709701aa751bc76ec574411214f8eeb224b6d53e09c3f52ae41,6c574e7ee94548acd94a5e7aad9e9186f18d9cb612716a03d1d807c90cf892a5,f3eefbac9618192865d00b9c9799a7b51911cf443fc8245e09891190b2c6d98d,dcd564677c29a54348b667083a2682ffe0e85d1352dc70a7552e137248cc1e53,6eb22cfda6f92de4efcf35a471af40376fd4b88ceb2ea8bfbb3d3d7675a20fdd,ed660eb435219c01c400156863ce8d7458f6b0e5ab5aa66827a783608f499c19,58fb6f8539e1ee5a45121180d3fc46da2d1faec484e3fe4c06b6bad7b1c3b017,0a69f62912a9399e9120b62b70f5149ec5c7bf3e7449dd1de5a68ef974f380a4,285e81d08f8f188d4058d851f2866044aaf83f9d04f34f131f7f48dc8da6017b,c9544f8e7466631b4dec075effe3ac6fbf29f7e7cf574bb2b7fecb8a1973ecfe,4236d646c3a4e4028f0f7244f17494e05bd6a4c1f2f579b80d2d2f038ecb7061,02f1a46ca7b3c30e33deec12ddc8810557440a9f25ab6b0dc649693966bc3a37,c68281b9a9a688470b4d5000cb4b8c8b4d7280ab40fe3a4933d3fdd4d24b372f,60a71ff00c7720081139dcb65af3b9264fb86223e28791159378dff7e72c6f1d,7ec1fcc7ac3473598a5ed48506021b7c2ec265f1c9b4865219f9eff064d4246f,cf6a479829841d94bb6cc5975ee89798d7eef9103c3bb9f5c18d2da8c19abc9a
"2019/04/01 7:59:59","480","bgm_M220","1001","2019/04/01","1001001","王都滅亡までのカウントダウン　～04/01 23：59","ロボリマ来襲！","500000000001","1","1","1000000000000","4004101","0","0","100584","1","bgm_M220"
"2019/04/01 12:59:59","300","bgm_M220","1001","2019/04/01 8:00:00","1001002","王都滅亡までのカウントダウン　～04/01 23：59","ロボリマ来襲！","300000000001","2","1","500000000000","4004102","0","0","100584","2","bgm_M220"
"2019/04/01 17:59:59","300","bgm_M220","1001","2019/04/01 13:00:00","1001003","王都滅亡までのカウントダウン　～04/01 23：59","ロボリマ来襲！","100000000001","3","1","300000000000","4004103","0","0","100584","3","bgm_M220"
"2019/04/01 19:59:59","120","bgm_M220","1001","2019/04/01 18:00:00","1001001","王都滅亡までのカウントダウン　～04/01 23：59","ロボリマ来襲！","50000000001","4","1","100000000000","4004104","0","0","100584","1","bgm_M220"
"2019/04/01 23:59:59","240","bgm_M220","1001","2019/04/01 20:00:00","1001002","王都滅亡までのカウントダウン　～04/01 23：59","ロボリマ来襲！","0","5","1","50000000000","0","0","0","100584","2","bgm_M220"
"2019/04/01 7:59:59","480","bgm_M220","1001","2019/04/01","1001004","王都滅亡までのカウントダウン　～04/01 23：59","ロボリマ来襲！","0","8","1","0","4004109","0","0","100584","1","bgm_M220"
"2019/04/01 12:59:59","300","bgm_M220","1001","2019/04/01 8:00:00","1001005","王都滅亡までのカウントダウン　～04/01 23：59","ロボリマ来襲！","0","9","1","0","0","0","0","100584","2","bgm_M220"
"2019/04/01 17:59:59","300","bgm_M220","1001","2019/04/01 13:00:00","1001006","王都滅亡までのカウントダウン　～04/01 23：59","ロボリマ来襲！","0","10","1","0","0","0","0","100584","3","bgm_M220"
"2019/04/01 20:59:59","180","bgm_M220","1001","2019/04/01 18:00:00","1001004","王都滅亡までのカウントダウン　～04/01 23：59","ロボリマ来襲！","0","11","1","0","0","0","0","100584","1","bgm_M220"
"2019/04/01 23:59:59","180","bgm_M220","1001","2019/04/01 21:00:00","1001005","王都滅亡までのカウントダウン　～04/01 23：59","ロボリマ来襲！","0","12","1","0","0","0","0","100584","2","bgm_M220"
"2020/04/01 7:59:59","480","bgm_M220","1002","2020/04/01","1002001","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","1250000000001","15","1","2500000000000","4004101","0","0","100584","1","bgm_M220"
"2020/04/01 12:59:59","300","bgm_M220","1002","2020/04/01 8:00:00","1002002","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","750000000001","16","1","1250000000000","4004102","0","0","100584","2","bgm_M220"
"2020/04/01 17:59:59","300","bgm_M220","1002","2020/04/01 13:00:00","1002003","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","250000000001","17","1","750000000000","4004103","0","0","100584","3","bgm_M220"
"2020/04/01 19:59:59","120","bgm_M220","1002","2020/04/01 18:00:00","1002001","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","125000000001","18","1","250000000000","4004104","0","0","100584","1","bgm_M220"
"2020/04/01 23:59:59","240","bgm_M220","1002","2020/04/01 20:00:00","1002002","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","0","19","1","125000000000","0","0","0","100584","2","bgm_M220"
"2020/04/01 7:59:59","480","bgm_M220","1002","2020/04/01","1002004","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","0","22","1","0","4004109","0","0","100584","1","bgm_M220"
"2020/04/01 12:59:59","300","bgm_M220","1002","2020/04/01 8:00:00","1002005","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","0","23","1","0","0","0","0","100584","2","bgm_M220"
"2020/04/01 17:59:59","300","bgm_M220","1002","2020/04/01 13:00:00","1002006","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","0","24","1","0","0","0","0","100584","3","bgm_M220"
"2020/04/01 20:59:59","180","bgm_M220","1002","2020/04/01 18:00:00","1002004","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","0","25","1","0","0","0","0","100584","1","bgm_M220"
"2020/04/01 21:59:59","60","bgm_M220","1002","2020/04/01 21:00:00","1002005","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","0","26","1","0","0","0","0","100584","2","bgm_M220"
"2020/04/01 22:59:59","60","bgm_M220","1002","2020/04/01 22:00:00","1002006","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","0","27","1","0","0","0","0","100584","3","bgm_M220"
"2020/04/01 23:59:59","60","bgm_M220","1002","2020/04/01 23:00:00","1002004","バトル オブ ランドソル 巨影復活　～04/01 23：59","巨影復活","0","28","1","0","0","0","0","100584","1","bgm_M220"
