4a833534dceb4190e623d11dbc413e2eca247181ebbd3783bf3a163a5f2421bc,d38166bcd097992a0f51204f9e418eaf6bbbd4be1306f4419f97b411ef3fda8c,702a86b3fc632d0239c27dc4d07ba53cae710bfb4251df044a620baf3781c92b,eb8152e11ab3aca6537ae44ecd138403917d5425ea847d07a7d8b85fcbd11992,f632a40711023cf41f8ba02034ff255e1f76f89704bcdc5d5bc572939161bee4,8f50611cb9219b5306e7c31a97d3badd81d9c7509785cf341cb9ed75e1e6f287
"0","0","0","750000011","0","750000101"
"0","0","0","750000021","0","750000201"
"0","0","0","750000031","0","750000301"
"0","0","0","750000041","0","750000401"
"0","0","0","750000051","0","750000501"
"0","0","0","750000061","0","750000601"
"0","0","0","750000071","0","750000701"
"0","0","0","750000081","0","750000801"
"0","0","0","750000091","0","750000901"
"0","0","0","750000101","0","750001001"
"0","0","0","750000111","0","750001101"
"0","0","0","750000121","0","750001201"
"0","0","0","760100011","0","760100101"
"0","0","0","760100021","0","760100201"
"0","0","0","760100031","0","760100301"
"0","0","0","760100041","0","760100401"
"0","0","0","760100051","0","760100501"
"0","0","0","760200011","0","760200101"
"0","0","0","760200021","0","760200201"
"0","0","0","760200031","0","760200301"
"0","0","0","760200041","0","760200401"
"0","0","0","760200051","0","760200501"
