e51eeb0aa6410ce42414c08cc1d7a43a75376848cd33fd3fee7f56f9176cb633,c937881234815f8c1570493df76dca579aedd779bdcd4add662bd0a8564926eb,7289689cc301f15fa65410b184c003443c968cca35f7d5d5b3c9a31c6369fb3e,12bf5cb6f5ea8f37699d912f7cb763e89ca363f9520b41c76a469acddd23c0c0,4e1106baeb81b440755ee5d98f638965a8779e93d820b54f1fe6933857ca22bc,a712be4536c57aca6f7ee38a2b2137158c72b8443229975d531f104752f178ff,234c1c4fd2caa8f334d7903d59dd8cb59fb0a706c3376c34e9e24818f0591e4b,fd4c754c2af178e171771cc072e8d781663216449de10fad92d719812074b514,a2b203d56cf92f70b718aa4c4098c1e7107924e30c0a32d48813008965e55075,6ec00ecd4cbf41b04b8f88493834f7a7de32633ed779f535448935eec8f74b49,cca470c9dacaf1ba868dad8a0415dfdc52ef9caca67de310a70ac7aed64565cc,7c0e76f34f5386584c5401ba53bae0bde187b1da94595a22e8f6b91b8ab20b01
"0","99999999","0","全対象のキャラから1人選んで仲間にできる。","0","0","全対象のセレクトサイン","1","1","0","11000000","0"
"999","3600","0","プリンセスフェスのキャラから1人選んで仲間にできる。","0","0","プリンセスフェスのセレクトサイン","1","1","0","11000999","0"
"0","2800","0","アタッカーロールのキャラから1人選んで仲間にできる。","1","0","アタッカーロールのセレクトサイン","1","1","0","11001000","0"
"0","2800","0","ブレイカーロールのキャラから1人選んで仲間にできる。","2","0","ブレイカーロールのセレクトサイン","1","1","0","11002000","0"
"0","2800","0","バッファーロールのキャラから1人選んで仲間にできる。","3","0","バッファーロールのセレクトサイン","1","1","0","11003000","0"
"0","2800","0","デバッファーロールのキャラから1人選んで仲間にできる。","4","0","デバッファーロールのセレクトサイン","1","1","0","11004000","0"
"0","2800","0","ブースターロールのキャラから1人選んで仲間にできる。","5","0","ブースターロールのセレクトサイン","1","1","0","11005000","0"
"0","2800","0","ヒーラーロールのキャラから1人選んで仲間にできる。","6","0","ヒーラーロールのセレクトサイン","1","1","0","11006000","0"
"0","2800","0","タンクロールのキャラから1人選んで仲間にできる。","7","0","タンクロールのセレクトサイン","1","1","0","11007000","0"
"0","2800","0","ジャマーロールのキャラから1人選んで仲間にできる。","8","0","ジャマーロールのセレクトサイン","1","1","0","11008000","0"
"0","99999999","1","【美食殿】のキャラから3人選んで仲間にできる。","0","1","【美食殿】のセレクトサイン","1","3","0","13000001","0"
"0","99999999","2","【トゥインクルウィッシュ】のキャラから3人選んで仲間にできる。","0","1","【トゥインクルウィッシュ】のセレクトサイン","1","3","0","13000002","0"
"0","99999999","3","【ラビリンス】のキャラから3人選んで仲間にできる。","0","1","【ラビリンス】のセレクトサイン","1","3","0","13000003","0"
"0","99999999","4","【カルミナ】のキャラから3人選んで仲間にできる。","0","1","【カルミナ】のセレクトサイン","1","3","0","13000004","0"
"0","99999999","5","【リトルリリカル】のキャラから3人選んで仲間にできる。","0","1","【リトルリリカル】のセレクトサイン","1","3","0","13000005","0"
"0","99999999","6","【フォレスティエ】のキャラから3人選んで仲間にできる。","0","1","【フォレスティエ】のセレクトサイン","1","3","0","13000006","0"
"0","99999999","7","【悪魔偽王国軍（ディアボロス）】のキャラから3人選んで仲間にできる。","0","1","【悪魔偽王国軍（ディアボロス）】のセレクトサイン","1","3","0","13000007","0"
"0","99999999","8","【王宮騎士団（NIGHTMARE）】のキャラから3人選んで仲間にできる。","0","1","【王宮騎士団（NIGHTMARE）】のセレクトサイン","1","3","0","13000008","0"
"0","99999999","9","【サレンディア救護院】のキャラから3人選んで仲間にできる。","0","1","【サレンディア救護院】のセレクトサイン","1","3","0","13000009","0"
"0","99999999","10","【自警団（カォン）】のキャラから3人選んで仲間にできる。","0","1","【自警団（カォン）】のセレクトサイン","1","3","0","13000010","0"
"0","99999999","11","【牧場（エリザベスパーク）】のキャラから3人選んで仲間にできる。","0","1","【牧場（エリザベスパーク）】のセレクトサイン","1","3","0","13000011","0"
"0","99999999","12","【メルクリウス財団】のキャラから3人選んで仲間にできる。","0","1","【メルクリウス財団】のセレクトサイン","1","3","0","13000012","0"
"0","99999999","13","【トワイライトキャラバン】のキャラから3人選んで仲間にできる。","0","1","【トワイライトキャラバン】のセレクトサイン","1","3","0","13000013","0"
"0","99999999","14","【ルーセント学院】のキャラから3人選んで仲間にできる。","0","1","【ルーセント学院】のセレクトサイン","1","3","0","13000014","0"
"0","99999999","15","【ヴァイスフリューゲル ランドソル支部】のキャラから3人選んで仲間にできる。","0","1","【ヴァイスフリューゲル ランドソル支部】のセレクトサイン","1","3","0","13000015","0"
"0","99999999","16","【聖テレサ女学院（なかよし部）】のキャラから3人選んで仲間にできる。","0","1","【聖テレサ女学院（なかよし部）】のセレクトサイン","1","3","0","13000016","0"
"0","99999999","17","【ドラゴンズネスト】のキャラから3人選んで仲間にできる。","0","1","【ドラゴンズネスト】のセレクトサイン","1","3","0","13000017","0"
"0","99999999","0","","0","0","バトル報酬ランダムサイン","2","1","0","21000000","0"
"0","99999999","0","全対象のキャラからランダムに1人仲間にできる。","0","0","全対象のランダムサイン","3","1","0","31000000","0"
"999","1800","0","プリンセスフェスのキャラからランダムに1人仲間にできる。","0","0","プリンセスフェスのランダムサイン","3","1","0","31000999","0"
"0","1200","0","アタッカーロールのキャラからランダムに1人仲間にできる。","1","0","アタッカーロールのランダムサイン","3","1","0","31001000","0"
"0","1200","0","ブレイカーロールのキャラからランダムに1人仲間にできる。","2","0","ブレイカーロールのランダムサイン","3","1","0","31002000","0"
"0","1200","0","バッファーロールのキャラからランダムに1人仲間にできる。","3","0","バッファーロールのランダムサイン","3","1","0","31003000","0"
"0","1200","0","デバッファーロールのキャラからランダムに1人仲間にできる。","4","0","デバッファーロールのランダムサイン","3","1","0","31004000","0"
"0","1200","0","ブースターロールのキャラからランダムに1人仲間にできる。","5","0","ブースターロールのランダムサイン","3","1","0","31005000","0"
"0","1200","0","ヒーラーロールのキャラからランダムに1人仲間にできる。","6","0","ヒーラーロールのランダムサイン","3","1","0","31006000","0"
"0","1200","0","タンクロールのキャラからランダムに1人仲間にできる。","7","0","タンクロールのランダムサイン","3","1","0","31007000","0"
"0","1200","0","ジャマーロールのキャラからランダムに1人仲間にできる。","8","0","ジャマーロールのランダムサイン","3","1","0","31008000","0"
"40005","99999999","0","ラビリスタを仲間にできる。","0","0","ラビリスタサイン","3","1","0","31040005","0"
"40006","99999999","0","ジュンを仲間にできる。","0","0","ジュンサイン","3","1","0","31040006","0"
"0","1200","0","火属性のキャラからランダムに1人仲間にできる。","0","0","火属性のランダムサイン","3","1","1","31100000","0"
"0","1200","0","水属性のキャラからランダムに1人仲間にできる。","0","0","水属性のランダムサイン","3","1","2","31200000","0"
"0","1200","0","風属性のキャラからランダムに1人仲間にできる。","0","0","風属性のランダムサイン","3","1","3","31300000","0"
"0","1200","0","光属性のキャラからランダムに1人仲間にできる。","0","0","光属性のランダムサイン","3","1","4","31400000","0"
"0","1200","0","闇属性のキャラからランダムに1人仲間にできる。","0","0","闇属性のランダムサイン","3","1","5","31500000","0"
