0015fc41fff6b8ccca009b65cb77b975cc33a262d7abcce0e2040525baf748d2,4efe027b7fefa02860064cb99db1516b99842ff22e7c35d904884ca7afbbc938,16fbda27e27cad93013f263146a38560d562b25e31389d207532443d009727d7,25bd1ed362770956f85aedf73239369239aab315df4ae024c82d5108786ee13a,8d3ea38ba4cce8457621d6de93653d9bef15a4e065320f2f9accb0d8405be981,fb52feceb6552e4d82ba8ae2113c6709d137c030c4ba8c753c9f66a55487dd3d,5c747f2a961c56d91f9771a4443ce8f328519846830ead06cc66ba63574bbed2,ddb02aefbd5ac646594e7586e263ac4a51172acf4d37c83d7407ff19e426ef0f,555f0bdafa8e0b30e7adfdbee0004ee67ac5ea7dccb791c0d85639306641958f,d3c5b7fde8df46e4ab2a8401a0522dcda6ce8e507dfa3614c6966c19b7c4d443,54b48e17691f24bb3ddade91540fa80cdf175ceb9f9ff2c1f280ea03e6e0834f,08bdc1da9fee6c5a81a005c182b42da0ddda17197d10cea6c2e6798f8b02cf7f,4af5d5545fcc188ba92f10517fd6bdf61d782e8929e1aeb0a1964dde0f8dcb0d,79d675f89a3001a416fe76c3fda84c52ff643e1f6dcb2df61064fcbe3041e99b,cbb0e4258263d1a86c440840410e2c5c19191a857224069f8115610b15d3f4f6,e0f1ee21d94ed0c7abcf056202e0536e18627a1151d30b8a66c2d73d38e7b636
"1","140000","30","0","8","0","0","0","0","91002","0","110001","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","110002","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","110003","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","110004","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","110005","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","120001","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","120002","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","120003","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","120004","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","120005","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","130001","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","130002","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","130003","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","130004","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","130005","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","140001","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","140002","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","140003","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","140004","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","140005","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","150001","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","150002","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","150003","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","150004","4","0","0","0"
"1","140000","30","0","8","0","0","0","0","91002","0","150005","4","0","0","0"
