238f6f9da133a8b477b29ec033ede911a6192f6ff938c7e0f7c812c13d5f7332,996a2d9492e05bc5aa9d6b0a18b05f7c1cfc8bfc3ed4dd008ff94fd328fad836,f50f929dc51a102805ac929267e6ac2ef196d7382d2028c64f37cdeffd9bffb7,43d39713d1037b3b283d44168cdedf636b0ffa5cc2dd0411721a54920c9b836c,4158cd62a39a44012bd3f21fc75ba420b3c89c85a7f6b19b856eb140af399eec,5b636aefdde80ccb3170c00127843380474f71f44712e851d4facd6cab946074,4b9587bb23985f7e04d15c3dc66f4762a9974094ff94304fa53c780511d965ee,1fb97042a6e475da6c33aea437ac0d6bae74d3d7e30f823672e8f98093d09a42,93d5d8282ea3578b1a3c7385ce59cd399ddad08efeb3e236421fe18bb60d153b
"90001","0","30000","1","90043","10000","10","12000","1"
"90002","0","30000","2","90047","10000","20","24000","2"
"90002","0","30000","3","90047","10000","20","24000","3"
"90002","0","30000","4","90047","10000","20","24000","4"
"90002","0","30000","5","90047","10000","20","24000","5"
"90002","0","30000","6","90047","10000","20","24000","6"
"90002","0","30000","7","90047","10000","20","24000","7"
"90002","0","30000","8","90047","10000","20","24000","8"
"90002","0","30000","9","90047","10000","20","24000","9"
"90002","0","30000","10","90047","10000","20","24000","10"
"90003","90011","30000","11","90051","10000","40","48000","11"
"90003","90011","30000","12","90051","10000","40","48000","12"
"90003","90011","30000","13","90051","10000","40","48000","13"
"90003","90011","30000","14","90051","10000","40","48000","14"
"90003","90011","30000","15","90051","10000","40","48000","15"
"90003","90011","30000","16","90051","10000","40","48000","16"
"90003","90011","30000","17","90051","10000","40","48000","17"
"90003","90011","30000","18","90051","10000","40","48000","18"
"90003","90011","30000","19","90051","10000","40","48000","19"
"90003","90011","30000","20","90051","10000","40","48000","20"
"90004","90015","30000","21","90055","10000","60","72000","21"
"90004","90015","30000","22","90055","10000","60","72000","22"
"90004","90015","30000","23","90055","10000","60","72000","23"
"90004","90015","30000","24","90055","10000","60","72000","24"
"90004","90015","30000","25","90055","10000","60","72000","25"
"90004","90015","30000","26","90055","10000","60","72000","26"
"90004","90015","30000","27","90055","10000","60","72000","27"
"90004","90015","30000","28","90055","10000","60","72000","28"
"90004","90015","30000","29","90055","10000","60","72000","29"
"90004","90015","30000","30","90055","10000","60","72000","30"
"90005","90015","30000","31","90059","10000","80","96000","31"
"90005","90015","30000","32","90059","10000","80","96000","32"
"90005","90015","30000","33","90059","10000","80","96000","33"
"90005","90015","30000","34","90059","10000","80","96000","34"
"90005","90015","30000","35","90059","10000","80","96000","35"
"90005","90015","30000","36","90059","10000","80","96000","36"
"90005","90015","30000","37","90059","10000","80","96000","37"
"90005","90015","30000","38","90059","10000","80","96000","38"
"90005","90015","30000","39","90059","10000","80","96000","39"
"90005","90015","30000","40","90059","10000","80","96000","40"
"90005","90017","30000","41","90063","10000","120","144000","41"
"90005","90017","30000","42","90063","10000","120","144000","42"
"90005","90017","30000","43","90063","10000","120","144000","43"
"90005","90017","30000","44","90063","10000","120","144000","44"
"90005","90017","30000","45","90063","10000","120","144000","45"
"90005","90017","30000","46","90063","10000","120","144000","46"
"90005","90017","30000","47","90063","10000","120","144000","47"
"90005","90017","30000","48","90063","10000","120","144000","48"
"90005","90017","30000","49","90063","10000","120","144000","49"
"90005","90017","30000","50","90063","10000","120","144000","50"
"90006","90019","30000","51","90067","10000","150","180000","51"
"90006","90019","30000","52","90067","10000","150","180000","52"
"90006","90019","30000","53","90067","10000","150","180000","53"
"90006","90019","30000","54","90067","10000","150","180000","54"
"90006","90019","30000","55","90067","10000","150","180000","55"
"90006","90019","30000","56","90067","10000","150","180000","56"
"90006","90019","30000","57","90067","10000","150","180000","57"
"90006","90019","30000","58","90067","10000","150","180000","58"
"90006","90019","30000","59","90067","10000","150","180000","59"
"90006","90019","30000","60","90067","10000","150","180000","60"
"90007","90021","30000","61","90071","10000","180","216000","61"
"90007","90021","30000","62","90071","10000","180","216000","62"
"90007","90021","30000","63","90071","10000","180","216000","63"
"90007","90021","30000","64","90071","10000","180","216000","64"
"90007","90021","30000","65","90071","10000","180","216000","65"
"90007","90021","30000","66","90071","10000","180","216000","66"
"90007","90021","30000","67","90071","10000","180","216000","67"
"90007","90021","30000","68","90071","10000","180","216000","68"
"90007","90021","30000","69","90071","10000","180","216000","69"
"90007","90021","30000","70","90071","10000","180","216000","70"
