d28c3b1288124f6d9894f43c1d4fec7bc6ee5e16a781b05bfcb6b458c21c44ec,be5a3a6019b9d572fbd770cb4d2b4e2f05df0e330af8ce3bc948a5fa605172f0,4059fdcc9d919b05bc2dd532b609fffbabcbb9d2e260afb03ab287ec0571bfab,7688568e0f5c76f213f34f667994e18a30971160981c019c57213a57e2b4c516,6e89f1f03f318a38f3d9ffe2605949c0b43ea7911364e463c5d52e5fb9071756,bdc7728919d2768cf9770e0bb2641a50a0407ba6e0548634cdaca1b9d132341a,63701a9f287a18b4f9a62868758faf0870941c23f4be0140bd8f3e7694677d92,f1ef9670b43de3eb139e5431cda427a1c5e03400c0940b9f439dddaf88def7f2,cde1f774cdaeaae57445f0d45914ee575514ee088e9c707093d65ffa3a1c60db,a197d56681e4c7f73b3707ceb78721cab76b099d48b9820f6b08aa80fe0d88e0,41dcacc95cb5176bdfefd0b281af154a880339d50df6c9faf56eb95060fe0c20,9f4390da03dc7f5b072e3724b0f9af9120c0185c95f00113b5fea19233a849c8,9458eb100f748af2f9c5eca4ca582602f97b35df51e3b73d8454387a0845a1ee,720e582949746a92acdb452d9057c42a9e9c56ad0c241db58f1e90644487a6da,b3d55556976f7c523696b4238716e0e606c27e45360b2147ffdd500dce3cc787,61f4ed03b149982ce1c61b6ea4b24e6fb2a672ac3bb889fc260861ebde192e1b,2f2f938edf101b75a504e552469054e69fc826ecdd01e97945e15780baac8e38,13d875b3dd34884c6588ae530a8dc7195521f9dfa78c7055e85165a58659960b,b8853383208f7084cdd0ad02a023c65e167d02a7652933c506bd3c0b576e60ec,5ad84000b99ad507b22aa9a4cb5c30cebfb5ab0f73c39bc44eb906e72ca37d3c,0e4f7c7ebfef4c596fa8bb2a8020fda7cee283564fd9e696c7de50c12055fb9c
"0","0","剣","0","0","0","101011","0","0","0","アイアンブレード","1","0","0","0","0","0","0","0","0","0"
"0","0","短剣","0","0","0","101071","0","0","0","キラーペンシル","1","0","0","0","0","0","0","0","0","0"
"0","0","ナックル","0","0","0","101101","0","0","0","ウッドグリップ","1","0","0","0","0","0","0","0","0","0"
"0","0","弓","0","0","0","101131","0","0","0","狩人の弓","1","0","0","0","0","0","0","0","0","0"
"0","0","槍","0","0","0","101161","0","0","0","鋼の槍","1","0","0","0","0","0","0","0","0","0"
"0","0","斧","0","0","0","101191","0","0","0","片手斧","1","0","0","0","0","0","0","0","0","0"
"0","0","回復杖","0","0","0","101251","0","0","0","香木の杖","1","0","0","0","0","0","0","0","0","0"
"0","0","軽装鎧","0","0","0","101281","0","0","0","革のサロペット","1","0","0","0","0","0","0","0","0","0"
"0","0","魔法服","0","0","0","101371","0","0","0","旅立ちのローブ","1","0","0","0","0","0","0","0","0","0"
"0","0","盾","0","0","0","101401","0","0","0","木の盾","1","0","0","0","0","0","0","0","0","0"
"0","0","靴","0","0","0","101431","0","0","0","革のブーツ","1","0","0","0","0","0","0","0","0","0"
"0","0","魔法帽子","0","0","0","101521","0","0","0","おしゃれなベレー","1","0","0","0","0","0","0","0","0","0"
"0","0","攻撃アクセサリ","0","0","0","101551","0","0","0","やる気のブレスレット","1","0","0","0","0","0","0","0","0","0"
"0","0","防御アクセサリ","0","0","0","101581","0","0","0","御守りペンダント","1","0","0","0","0","0","0","0","0","0"
"0","0","魔法アクセサリ","0","0","0","101611","0","0","0","気合のブレスレット","1","0","0","0","0","0","0","0","0","0"
"13","30","剣","0","0","0","102011","0","0","0","ギアブレード","2","0","0","0","0","0","0","0","0","0"
"27","60","剣","0","0","0","102013","0","0","0","ブルーブラッド","2","0","0","0","0","0","0","0","0","0"
"27","0","剣","0","0","0","102014","0","1","1","オーロラの剣","2","0","0","0","0","0","0","0","0","0"
"30","35","刀","0","0","0","102041","0","0","0","クレセントソード","2","0","0","0","0","0","0","0","0","0"
"13","0","短剣","0","0","0","102071","0","0","0","コマンドナイフ","2","0","5","0","0","0","0","0","0","0"
"27","0","ナックル","0","0","0","102101","0","0","0","レザーナックル","2","0","10","0","0","0","0","0","0","0"
"27","0","弓","0","0","0","102131","0","0","1","クリスタルボウ","2","0","0","0","0","0","0","0","0","0"
"12","0","槍","0","0","0","102162","0","1","0","トライデント","2","0","0","0","0","0","0","0","0","0"
"20","0","槍","0","0","0","102163","0","3","0","フレイムスピア","2","0","0","0","0","0","0","0","0","0"
"16","0","斧","0","0","0","102191","0","0","0","メタルアックス","2","0","0","0","0","0","0","0","0","0"
"34","0","斧","0","0","0","102192","0","0","0","ハイメタルアックス","2","0","0","0","0","0","0","0","0","0"
"0","0","攻撃杖","0","0","16","102221","0","0","0","グリーンロッド","2","0","0","0","0","0","0","0","0","0"
"0","0","攻撃杖","0","0","34","102222","0","0","0","リトルドラゴンロッド","2","0","0","0","0","0","0","0","0","0"
"0","0","回復杖","0","0","13","102251","0","0","1","医者いらずの杖","2","0","0","0","0","0","0","0","0","0"
"0","0","回復杖","0","0","27","102252","0","0","1","ユニコーンの慈愛","2","0","0","0","0","0","0","0","0","0"
"5","90","軽装鎧","0","0","0","102281","0","0","0","智慧の衣","2","0","0","0","0","0","0","0","0","0"
"7","150","軽装鎧","0","0","0","102282","0","1","1","ライトプレート","2","0","0","0","0","0","0","0","0","0"
"0","95","重装鎧","0","0","0","102311","0","1","0","スケイルメイル","2","0","0","0","0","0","0","0","0","0"
"0","180","重装鎧","0","0","0","102312","0","2","1","ハイメタルプレート","2","0","0","0","0","0","0","0","0","0"
"6","90","服","0","0","0","102341","0","0","0","フォークロアクロース","2","0","0","0","0","0","0","0","0","0"
"7","120","服","0","0","0","102342","110","1","1","忍び装束","2","0","0","0","0","0","0","0","0","0"
"0","65","魔法服","0","0","4","102371","0","0","1","春色ローブ","2","0","0","0","0","0","0","0","0","0"
"0","120","魔法服","0","0","7","102372","0","1","2","ノルディックローブ","2","0","0","0","0","0","0","0","0","0"
"7","135","盾","0","0","0","102401","0","3","0","タワーシールド","2","0","0","0","0","0","0","0","0","0"
"2","30","靴","0","0","0","102431","0","1","0","クラウンブーツ","2","1","0","0","0","0","0","0","0","0"
"3","60","靴","0","0","0","102432","0","2","1","ハンティングブーツ","2","2","0","0","0","0","0","0","0","0"
"0","30","魔法靴","0","0","8","102461","0","0","1","ウィッチブーツ","2","0","0","0","0","0","0","0","0","0"
"3","90","兜","0","0","0","102491","0","1","0","かわいいキャスケット","2","0","0","0","0","0","0","0","0","0"
"0","90","兜","0","0","0","102493","0","1","1","レギオンヘルム","2","0","0","0","0","0","0","0","0","0"
"0","0","魔法帽子","10","0","7","102521","0","1","3","修道女のフード","2","0","0","0","0","0","0","0","0","0"
"11","0","攻撃アクセサリ","0","0","0","102551","30","0","0","勇気の宝珠","2","0","5","0","0","0","0","0","0","0"
"20","0","攻撃アクセサリ","5","0","0","102552","0","1","0","スパイクバングル","2","0","10","0","0","0","0","0","0","0"
"0","55","防御アクセサリ","0","0","0","102581","25","1","1","仁愛の宝珠","2","0","0","0","0","0","0","0","0","0"
"0","120","防御アクセサリ","0","0","0","102582","0","2","2","勝利のミサンガ","2","0","0","0","0","0","0","0","0","0"
