02789776e23bdf23360a3b7c97fa062dd0a3aa519b322132b8e22b3fc9be948b,894cef01c2e99234376aa781759c02ae9cafdf6c2e9258bc63caf7383cffb7ca,345a6494f2c056f958df33701f424b46e1339686ef76d50152c1deb3253b5510,690a0b278ca4c87bd6502a27f33dd4189bc5113e948ef7b9255434cff98caad8,dd89a6320a16b2b1f3698ecfec644b4621ff39ff63d324c35bdf6d52cabd6a7c,5a2aa7539eb67d4147a5894a3207bb7f86f4c271f405cbe1a4572c7ced7b2b13,d2419e6384bffe86f6c5efab96b34297d5341b1a3d9ceff0fd7f1c6d219ae58a,fae6688a6b83ede857bb4fa0697b7fa39147be2c02e6e91341b88da9551d23eb,4094c4fab560eca9a13e50a17e8d110b8e79c3e1999434de7de611553208d204,e9fdd36b67a075bbb5bd850efac307209b06c8e1f72d09a5587c33bc9bf0eb5a
"1","1","0","0","0","0","2018/01/01 15:00:00","2018/02/28 14:59:59","302","10000"
"1","1","0","0","0","0","2018/02/28 15:00:00","2018/03/15 14:59:59","302","10001"
"1","1","0","0","0","0","2018/03/15 15:00:00","2018/03/31 14:59:59","302","10002"
"1","1","0","0","0","0","2018/03/31 15:00:00","2018/04/16 14:59:59","302","10003"
"1","1","0","0","0","0","2018/04/16 15:00:00","2018/04/30 11:59:59","302","10004"
"1","1","0","0","0","0","2018/04/30 12:00:00","2018/05/15 14:59:59","302","10005"
"2","1","0","0","0","0","2018/05/15 15:00:00","2018/05/31 11:59:59","302","10006"
"2","1","0","0","0","0","2018/05/31 12:00:00","2018/06/15 14:59:59","302","10007"
"1","1","0","0","0","0","2018/06/15 15:00:00","2018/06/30 11:59:59","302","10008"
"1","1","0","0","0","0","2018/06/30 12:00:00","2018/07/17 14:59:59","302","10009"
"1","1","0","0","0","0","2018/07/17 15:00:00","2018/07/31 11:59:59","302","10010"
"1","1","0","0","0","0","2018/07/31 12:00:00","2018/08/21 14:59:59","302","10011"
"2","1","0","0","0","0","2018/08/21 15:00:00","2018/08/31 11:59:59","302","10012"
"2","1","0","0","0","0","2018/08/31 12:00:00","2018/09/18 14:59:59","302","10013"
"1","1","0","0","0","0","2018/09/18 15:00:00","2018/09/30 11:59:59","302","10014"
"1","1","0","0","0","0","2018/09/30 12:00:00","2018/10/18 14:59:59","302","10015"
"1","1","0","0","0","0","2018/10/18 15:00:00","2018/10/31 11:59:59","302","10016"
"1","1","0","0","0","0","2018/11/03 19:00:00","2018/11/19 14:59:59","302","10017"
"1","1","0","0","0","0","2018/11/19 15:00:00","2018/11/30 11:59:59","302","10018"
"1","1","0","0","0","0","2018/11/30 12:00:00","2018/12/19 14:59:59","302","10019"
"1","1","0","0","0","0","2018/12/19 15:00:00","2018/12/31 11:59:59","302","10020"
"1","1","0","0","0","0","2019/01/03 19:00:00","2019/01/18 14:59:59","302","10021"
"1","1","0","0","0","0","2019/01/18 15:00:00","2019/01/31 11:59:59","302","10022"
"1","1","0","0","0","0","2019/01/31 12:00:00","2019/02/15 22:59:59","302","10023"
"1","1","0","0","0","0","2019/02/28 12:00:00","2019/03/19 14:59:59","302","10024"
"1","1","0","0","0","0","2019/03/19 15:00:00","2019/03/26 14:59:59","302","10025"
"1","1","0","0","0","0","2019/03/26 15:00:00","2019/03/31 11:59:59","302","10026"
"1","1","0","0","0","0","2019/03/31 12:00:00","2019/04/19 14:59:59","302","10027"
"1","1","0","0","0","0","2019/04/19 15:00:00","2019/04/30 11:59:59","302","10028"
"1","1","0","0","0","0","2019/05/07 15:00:00","2019/05/14 14:59:59","302","10029"
"1","1","0","0","0","0","2019/05/14 15:00:00","2019/05/17 14:59:59","302","10030"
"1","1","0","0","0","0","2019/05/17 15:00:00","2019/05/31 11:59:59","302","10031"
"1","1","0","0","0","0","2019/05/31 12:00:00","2019/06/15 11:59:59","302","10032"
"1","1","0","0","0","0","2019/06/15 12:00:00","2019/06/18 14:59:59","302","10033"
"1","1","0","0","0","0","2019/06/18 15:00:00","2019/06/30 11:59:59","302","10034"
"1","1","0","0","0","0","2019/06/30 12:00:00","2019/07/13 11:59:59","302","10035"
"1","1","0","0","90001","0","2020/07/27 12:00:00","2020/07/31 11:59:59","302","10036"
"1","1","0","0","0","0","2019/07/18 15:00:00","2019/07/31 11:59:59","302","10037"
"1","1","0","0","0","0","2019/07/31 12:00:00","2019/08/10 11:59:59","302","10038"
"1","1","0","0","90002","0","2020/08/26 12:00:00","2020/08/31 11:59:59","302","10039"
"1","1","0","0","0","0","2019/08/15 15:00:00","2019/08/26 11:59:59","302","10040"
"1","1","0","0","0","0","2019/08/26 12:00:00","2019/08/31 11:59:59","302","10041"
"4","1","0","0","0","0","2019/09/03 21:00:00","2019/09/12 11:59:59","302","10042"
"4","1","0","0","90003","0","2019/09/12 12:00:00","2019/09/16 14:59:59","302","10043"
"4","1","0","0","0","0","2019/09/16 15:00:00","2019/09/29 11:59:59","302","10044"
"4","1","0","0","0","0","2019/09/30 12:00:00","2019/10/11 11:59:59","302","10045"
"4","1","0","0","90004","0","2019/10/11 12:00:00","2019/10/16 14:59:59","302","10046"
"4","1","0","0","0","0","2019/10/16 15:00:00","2019/10/31 11:59:59","302","10047"
"4","1","0","0","0","0","2019/10/31 12:00:00","2019/11/11 11:59:59","302","10048"
"4","1","0","0","0","0","2019/11/11 12:00:00","2019/11/15 14:59:59","302","10049"
"4","1","0","0","0","0","2019/11/15 15:00:00","2019/11/30 11:59:59","302","10050"
"4","1","0","0","0","0","2019/11/30 12:00:00","2019/12/11 11:59:59","302","10051"
"4","1","0","0","90005","0","2019/12/11 12:00:00","2019/12/20 14:59:59","302","10052"
"4","1","0","0","0","0","2019/12/20 15:00:00","2019/12/31 11:59:59","302","10053"
"4","1","0","0","0","0","2020/01/03 19:00:00","2020/01/10 11:59:59","302","10054"
"4","1","0","0","90006","0","2020/01/10 12:00:00","2020/01/16 14:59:59","302","10055"
"4","1","0","0","0","0","2020/01/16 15:00:00","2020/01/31 11:59:59","302","10056"
"4","1","0","0","0","0","2020/01/31 12:00:00","2020/02/10 11:59:59","302","10057"
"4","1","0","0","0","0","2020/02/10 12:00:00","2020/02/15 14:59:59","302","10058"
