9cebbca1b73163a041fd6fc669d75e55a5493c2f7bf6c2f1d2c3a8adca57f354,fe972cc21195791d24b46d927056cd8c1acd33ec93d2519ebbd4c838e3d69c64,fc36e7b83086da87e4ecacef7ee80f2a334af000dd4f88edd1b8c92bab9b2e17,438ee0fd8f95d1f4f9f68422d0b045f82ca207552832bbbe288d86840041a79e,94f8b51382d5b785a6abb430669bf485bc02a9d9f27b4ac63f2f00d812cadd8f,7c07d07573b2d1323fd27a65917170fb3ec4d2c4483b73cc613ff0b41877ddcf,5ac37d918256f93949050682242ce7ff14b5d3da6d827aa118c238543570f709,61b4c1f747dd85d177313f3ba9b2f37fbac7658440143b9563193a04c0d4a85d,117168dec44bbf1d83116378edb95fff79553c92dfad547146e47b9b4218dd90,699a2355563c7d46af80745aa7d1def5217270b4d32cdd1a2859b96b1c802ce4
"111","101","220","2","0","0","25021","0","500000","0"
"121","102","220","2","0","0","25021","0","500000","0"
"131","103","220","2","0","0","25021","0","500000","0"
"141","104","220","2","0","0","25021","0","500000","0"
"151","105","220","2","0","0","25021","0","500000","0"
"211","201","220","2","0","0","25021","0","500000","0"
"221","202","220","2","0","0","25021","0","500000","0"
"231","203","220","2","0","0","25021","0","500000","0"
"241","204","220","2","0","0","25021","0","500000","0"
"251","205","220","2","0","0","25021","0","500000","0"
"311","301","220","2","0","0","25021","0","500000","0"
"321","302","220","2","0","0","25021","0","500000","0"
"331","303","220","2","0","0","25021","0","500000","0"
"341","304","220","2","0","0","25021","0","500000","0"
"351","305","220","2","0","0","25021","0","500000","0"
"411","401","220","2","0","0","25021","0","500000","0"
"421","402","220","2","0","0","25021","0","500000","0"
"431","403","220","2","0","0","25021","0","500000","0"
"441","404","220","2","0","0","25021","0","500000","0"
"451","405","220","2","0","0","25021","0","500000","0"
"511","501","220","2","0","0","25021","0","500000","0"
"521","502","220","2","0","0","25021","0","500000","0"
"531","503","220","2","0","0","25021","0","500000","0"
"541","504","220","2","0","0","25021","0","500000","0"
"551","505","220","2","0","0","25021","0","500000","0"
"611","601","220","2","0","0","25021","0","500000","0"
"621","602","220","2","0","0","25021","0","500000","0"
"631","603","220","2","0","0","25021","0","500000","0"
"641","604","220","2","0","0","25021","0","500000","0"
"651","605","220","2","0","0","25021","0","500000","0"
"711","701","220","2","0","0","25021","0","500000","0"
"721","702","220","2","0","0","25021","0","500000","0"
"731","703","220","2","0","0","25021","0","500000","0"
"741","704","220","2","0","0","25021","0","500000","0"
"751","705","220","2","0","0","25021","0","500000","0"
"811","801","1100","2","0","0","25021","0","500000","0"
"911","901","220","2","0","0","25021","0","500000","0"
"921","902","220","2","0","0","25021","0","500000","0"
"931","903","220","2","0","0","25021","0","500000","0"
"941","904","220","2","0","0","25021","0","500000","0"
"951","905","220","2","0","0","25021","0","500000","0"
"1011","1001","1100","2","0","0","25021","0","500000","0"
"1111","1101","220","2","0","0","25021","0","500000","0"
"1121","1102","220","2","0","0","25021","0","500000","0"
"1131","1103","220","2","0","0","25021","0","500000","0"
"1141","1104","220","2","0","0","25021","0","500000","0"
"1151","1105","220","2","0","0","25021","0","500000","0"
"1211","1201","220","2","0","0","25021","0","500000","0"
"1221","1202","220","2","0","0","25021","0","500000","0"
"1231","1203","220","2","0","0","25021","0","500000","0"
"1241","1204","220","2","0","0","25021","0","500000","0"
"1251","1205","220","2","0","0","25021","0","500000","0"
"1311","1301","220","2","0","0","25021","0","500000","0"
"1321","1302","220","2","0","0","25021","0","500000","0"
"1331","1303","220","2","0","0","25021","0","500000","0"
"1341","1304","220","2","0","0","25021","0","500000","0"
"1351","1305","220","2","0","0","25021","0","500000","0"
"1411","1401","220","2","0","0","25021","0","500000","0"
"1421","1402","220","2","0","0","25021","0","500000","0"
"1431","1403","220","2","0","0","25021","0","500000","0"
"1441","1404","220","2","0","0","25021","0","500000","0"
"1451","1405","220","2","0","0","25021","0","500000","0"
"1511","1501","220","2","0","0","25021","0","500000","0"
"1521","1502","220","2","0","0","25021","0","500000","0"
"1531","1503","220","2","0","0","25021","0","500000","0"
"1541","1504","220","2","0","0","25021","0","500000","0"
"1551","1505","220","2","0","0","25021","0","500000","0"
"1611","1601","1100","2","0","0","25021","0","500000","0"
"1711","1701","1100","2","0","0","25021","0","500000","0"
"1811","1801","220","2","0","0","25021","0","500000","0"
"1821","1802","220","2","0","0","25021","0","500000","0"
"1831","1803","220","2","0","0","25021","0","500000","0"
"1841","1804","220","2","0","0","25021","0","500000","0"
"1851","1805","220","2","0","0","25021","0","500000","0"
"1911","1901","220","2","0","0","25021","0","500000","0"
"1921","1902","220","2","0","0","25021","0","500000","0"
"1931","1903","220","2","0","0","25021","0","500000","0"
"1941","1904","220","2","0","0","25021","0","500000","0"
"1951","1905","220","2","0","0","25021","0","500000","0"
"2011","2001","220","2","0","0","25021","0","500000","0"
"2021","2002","220","2","0","0","25021","0","500000","0"
"2031","2003","220","2","0","0","25021","0","500000","0"
"2041","2004","220","2","0","0","25021","0","500000","0"
"2051","2005","220","2","0","0","25021","0","500000","0"
"2111","2101","1100","2","0","0","25021","0","500000","0"
"2211","2201","220","2","0","0","25021","0","500000","0"
"2221","2202","220","2","0","0","25021","0","500000","0"
"2231","2203","220","2","0","0","25021","0","500000","0"
"2241","2204","220","2","0","0","25021","0","500000","0"
"2251","2205","220","2","0","0","25021","0","500000","0"
"2311","2301","220","2","0","0","25021","0","500000","0"
"2321","2302","220","2","0","0","25021","0","500000","0"
"2331","2303","220","2","0","0","25021","0","500000","0"
"2341","2304","220","2","0","0","25021","0","500000","0"
"2351","2305","220","2","0","0","25021","0","500000","0"
"2411","2401","220","2","0","0","25021","0","500000","0"
"2421","2402","220","2","0","0","25021","0","500000","0"
"2431","2403","220","2","0","0","25021","0","500000","0"
"2441","2404","220","2","0","0","25021","0","500000","0"
"2451","2405","220","2","0","0","25021","0","500000","0"
"2511","2501","220","2","0","0","25021","0","500000","0"
"2521","2502","220","2","0","0","25021","0","500000","0"
"2531","2503","220","2","0","0","25021","0","500000","0"
"2541","2504","220","2","0","0","25021","0","500000","0"
"2551","2505","220","2","0","0","25021","0","500000","0"
"2611","2601","470","2","0","0","25021","0","510000","0"
"2621","2602","470","2","0","0","25021","0","510000","0"
"2631","2603","470","2","0","0","25021","0","510000","0"
"2711","2701","280","2","0","0","25021","0","510000","0"
"2721","2702","280","2","0","0","25021","0","510000","0"
"2731","2703","280","2","0","0","25021","0","510000","0"
"2741","2704","280","2","0","0","25021","0","510000","0"
"2751","2705","280","2","0","0","25021","0","510000","0"
"2811","2801","280","2","0","0","25021","0","510000","0"
"2821","2802","280","2","0","0","25021","0","510000","0"
"2831","2803","280","2","0","0","25021","0","510000","0"
"2841","2804","280","2","0","0","25021","0","510000","0"
"2851","2805","280","2","0","0","25021","0","510000","0"
"2911","2901","280","2","0","0","25021","0","510000","0"
"2921","2902","280","2","0","0","25021","0","510000","0"
"2931","2903","280","2","0","0","25021","0","510000","0"
"2941","2904","280","2","0","0","25021","0","510000","0"
"2951","2905","280","2","0","0","25021","0","510000","0"
"3011","3001","280","2","0","0","25021","0","510000","0"
"3021","3002","280","2","0","0","25021","0","510000","0"
"3031","3003","280","2","0","0","25021","0","510000","0"
"3041","3004","280","2","0","0","25021","0","510000","0"
"3051","3005","280","2","0","0","25021","0","510000","0"
"3111","3101","280","2","0","0","25021","0","510000","0"
"3121","3102","280","2","0","0","25021","0","510000","0"
"3131","3103","280","2","0","0","25021","0","510000","0"
"3141","3104","280","2","0","0","25021","0","510000","0"
"3151","3105","280","2","0","0","25021","0","510000","0"
"3211","3201","280","2","0","0","25021","0","510000","0"
"3221","3202","280","2","0","0","25021","0","510000","0"
"3231","3203","280","2","0","0","25021","0","510000","0"
