e6a53d43d9ec814b4ac6e28b03ba96f08cb9760c348daec6b05ada0930e59b0a,6f89dc7066210117cbd162663f0ab502dc496935dda77a2ccdec38144afb100d,0a49d5550bb5f2a35678365d77e9063d7b28393c3c14fdddf2fb01d73f3381cc,2a21d73879cfaefc764498c6d0f0e3e9d148a4337c1a7927d314b3b9b21e9450,585a1f5de702ef1b00a8fa52ea122c29178347f328e4014ca00bd0788319d797,78f5576b10008cc2732d9d6faa0ced63fb7b3557e3af957adf3737985c9840e6,a4f8e5cc027b545858c8e5757f08ec6b2448a473ce046931f6ac0c7e59f70174,a6df994cf965e0d46cb4a54bd366fda9b6045cb0bd54ff55a28ef35630229f85,75b75480f7723d46a30cfc914bc52e5f77d134457d88ab484ab32b99496e54a0,48107b68199f844aee9f3b1efb701158583992833f58a449823839ed33ee521c
"5000000","0","0","3","25101","2","111","101","0","0"
"5000000","0","0","3","25101","2","211","201","0","0"
"5500000","0","0","2","25101","2","311","301","0","0"
"5500000","0","0","2","25101","2","411","401","0","0"
"6000000","0","0","3","25101","2","511","501","0","0"
"6000000","0","0","2","25101","2","611","601","0","0"
"6500000","0","0","2","25101","2","711","701","0","0"
"6500000","0","0","2","25101","2","811","801","0","0"
"7000000","0","0","3","25101","2","911","901","0","0"
"7000000","0","0","2","25101","2","1011","1001","0","0"
"7500000","0","0","2","25101","2","1111","1101","1112","0"
"7500000","0","0","2","25101","2","1211","1201","1212","0"
"8000000","0","0","3","25101","2","1311","1301","0","0"
"8000000","0","0","2","25101","2","1411","1401","0","0"
"8500000","0","0","2","25101","2","1511","1501","0","0"
"8500000","0","0","2","25101","2","1611","1601","0","0"
"9000000","0","0","3","25101","2","1711","1701","0","0"
"9000000","0","0","2","25101","2","1811","1801","1812","0"
"9500000","0","0","2","25101","2","1911","1901","0","0"
"9500000","0","0","2","25101","2","2011","2001","0","0"
"10000000","0","0","3","25101","2","2111","2101","0","0"
"10000000","0","0","2","25101","2","2211","2201","0","0"
"10500000","0","0","2","25101","2","2311","2301","0","0"
"10500000","0","0","2","25101","2","2411","2401","0","0"
"11000000","0","0","3","25101","2","2511","2501","0","0"
"11000000","0","0","2","25101","2","2611","2601","2612","0"
"11500000","0","0","2","25101","2","2711","2701","2712","0"
"11500000","0","0","2","25101","2","2811","2801","2812","0"
"12000000","0","0","3","25101","2","2911","2901","0","0"
"12000000","0","0","2","25101","2","3011","3001","3012","0"
"12500000","0","0","2","25101","2","3111","3101","0","0"
"12500000","0","0","2","25101","2","3211","3201","0","0"
"13000000","0","0","3","25101","2","3311","3301","0","0"
"13000000","0","0","3","25101","2","3411","3401","0","0"
"13500000","0","0","3","25101","2","3511","3501","0","0"
"13500000","0","0","3","25101","2","3611","3601","0","0"
"13500000","0","0","3","25101","2","3711","3701","0","0"
"14000000","0","0","3","25101","2","3811","3801","3812","0"
"14000000","0","0","3","25101","2","3911","3901","0","0"
"14000000","0","0","3","25101","2","4011","4001","0","0"
"14500000","0","0","3","25101","2","4111","4101","0","0"
"14500000","0","0","3","25101","2","4211","4201","4212","0"
"14500000","0","0","3","25101","2","4311","4301","0","0"
"15000000","0","0","3","25101","2","4411","4401","0","0"
"15000000","0","0","3","25101","2","4511","4501","0","0"
"15000000","0","0","3","25101","2","4611","4601","0","0"
"15500000","0","0","3","25101","2","4711","4701","0","0"
"15500000","0","0","3","25101","2","4811","4801","0","0"
"15500000","0","0","3","25101","2","4911","4901","0","0"
"16000000","0","0","3","25101","2","5011","5001","0","0"
"16000000","0","0","3","25101","2","5111","5101","0","0"
"16000000","0","0","3","25101","2","5211","5201","0","0"
"16500000","0","0","3","25101","2","5311","5301","0","0"
"16500000","0","0","3","25101","2","5411","5401","5412","0"
"16500000","0","0","3","25101","2","5511","5501","0","0"
"17000000","0","0","3","25101","2","5611","5601","0","0"
"17000000","0","0","3","25101","2","5711","5701","0","0"
"17000000","0","0","3","25101","2","5811","5801","0","0"
"17500000","0","0","3","25101","2","5911","5901","0","0"
"17500000","0","0","3","25101","2","6011","6001","0","0"
"17500000","0","0","3","25101","2","6111","6101","0","0"
"18000000","0","0","3","25101","2","6211","6201","6212","0"
"18000000","0","0","3","25101","2","6311","6301","0","0"
"18000000","0","0","3","25101","2","6411","6401","0","0"
"18500000","0","0","3","25101","2","6511","6501","0","0"
"18500000","0","0","3","25101","2","6611","6601","0","0"
