cea95a30603acaa7679b5d8e595c6cd75410c14414f3983aa2af56cf418fb5b2,f038f7c49a57a537c4e8c79789ebe6ff1987868a165f83cd74ad056376094120,c76f819ed833e0bc6d22ca593381a48b14f95fc198872036b025d535a42ab4da,147b53a7efb4f6beaf8b585a4752731958fb61cfc14ae69776ca1cce9506b08f,99f6f895e8afd0b3d9646815d01144d30c005f79ee21dad7dfb7dc4731e5e90f,a2d95797c1b91a527380d2ca27cd937af67fdc9964df9a392cccab2f3e4d69f6,3a56bdafd9bade93a729144f95f2c316dc886484bca5f012f12f5399d879cef4,d5efdfa383cffd079cef19ffda411449cd55579bd34b7e92ddef83097ecec850,b11d49b5a1507ba6f34d4969f69c62c399dd2d981e05ecf5c2ad4e027626ccb9,24b6a3939408540894a8a5059b5473f45d06487b3aa348c2a50b89b3c28aad74
"1","1001","10590","1002","1","1100001","575","1","32","1003"
"1","1004","10590","1005","1","1100002","575","1","32","1006"
"1","1007","10590","1008","1","1100003","575","2","32","1009"
"1","1010","11820","1011","1","1100004","500","1","33","1012"
"1","1013","11820","1014","1","1100005","500","1","33","1015"
"1","1016","11820","1017","1","1100006","500","2","33","1018"
"1","1019","11820","1020","1","1100007","500","4","33","1021"
"1","1022","13050","1023","1","1100008","375","1","35","1024"
"1","1025","13050","1026","1","1100009","375","1","35","1027"
"1","1028","13050","1029","1","1100010","375","6","35","1030"
"1","2001","10590","2002","2","1200001","575","1","34","2003"
"1","2004","10590","2005","2","1200002","575","1","34","2006"
"1","2007","10590","2008","2","1200003","575","1","34","2009"
"1","2010","10590","2011","2","1200004","575","1","34","2012"
"1","2013","10590","2014","2","1200005","575","2","34","2015"
"1","2016","10590","2017","2","1200006","575","4","34","2018"
"1","2019","10590","2020","2","1200007","575","6","34","2021"
"1","2022","11820","2023","2","1200008","500","1","35","2024"
"1","2025","11820","2026","2","1200009","500","1","35","2027"
"1","2028","11820","2029","2","1200010","500","1","35","2030"
"1","2031","11820","2032","2","1200011","500","1","35","2033"
"1","2034","11820","2035","2","1200012","500","4","35","2036"
"1","2037","11820","2038","2","1200013","500","6","35","2039"
"1","2040","13050","2041","2","1200014","375","1","38","2042"
"1","2043","13050","2044","2","1200015","375","1","38","2045"
"1","2046","13050","2047","2","1200016","375","1","38","2048"
"1","2049","13050","2050","2","1200017","375","1","38","2051"
"1","2052","13050","2053","2","1200018","375","2","38","2054"
"1","2055","13050","2056","2","1200019","375","4","38","2057"
"1","2058","13050","2059","2","1200020","375","6","38","2060"
"1","3001","10590","3002","3","1300001","575","1","37","3003"
"1","3004","10590","3005","3","1300002","575","1","37","3006"
"1","3007","10590","3008","3","1300003","575","1","37","3009"
"1","3010","10590","3011","3","1300004","575","1","37","3012"
"1","3013","10590","3014","3","1300005","575","1","37","3015"
"1","3016","10590","3017","3","1300006","575","1","37","3018"
"1","3019","10590","3020","3","1300007","575","2","37","3021"
"1","3022","10590","3023","3","1300008","575","2","37","3024"
"1","3025","10590","3026","3","1300009","575","4","37","3027"
"1","3028","10590","3029","3","1300010","575","6","37","3030"
"1","3031","11820","3032","3","1300011","500","1","38","3033"
"1","3034","11820","3035","3","1300012","500","1","38","3036"
"1","3037","11820","3038","3","1300013","500","1","38","3039"
"1","3040","11820","3041","3","1300014","500","1","38","3042"
"1","3043","11820","3044","3","1300015","500","1","38","3045"
"1","3046","11820","3047","3","1300016","500","1","38","3048"
"1","3049","11820","3050","3","1300017","500","2","38","3051"
"1","3052","11820","3053","3","1300018","500","4","38","3054"
"1","3055","11820","3056","3","1300019","500","4","38","3057"
"1","3058","11820","3059","3","1300020","500","6","38","3060"
"1","3061","13050","3062","3","1300021","375","1","40","3063"
"1","3064","13050","3065","3","1300022","375","1","40","3066"
"1","3067","13050","3068","3","1300023","375","1","40","3069"
"1","3070","13050","3071","3","1300024","375","1","40","3072"
"1","3073","13050","3074","3","1300025","375","1","40","3075"
"1","3076","13050","3077","3","1300026","375","1","40","3078"
"1","3079","13050","3080","3","1300027","375","2","40","3081"
"1","3082","13050","3083","3","1300028","375","4","40","3084"
"1","3085","13050","3086","3","1300029","375","6","40","3087"
"1","3088","13050","3089","3","1300030","375","6","40","3090"
"2","4001","9360","4002","1","2100001","700","3","29","4003"
"2","4004","9360","4005","1","2100002","700","5","29","4006"
"2","4007","9360","4008","1","2100003","700","7","29","4009"
"2","4010","9360","4011","1","2100004","700","3","29","4012"
"2","4013","9360","4014","1","2100005","700","5","29","4015"
"2","4016","9360","4017","1","2100006","700","7","29","4018"
"2","4019","10590","4020","1","2100007","575","3","30","4021"
"2","4022","10590","4023","1","2100008","575","5","30","4024"
"2","4025","10590","4026","1","2100009","575","7","30","4027"
"2","4028","10590","4029","1","2100010","575","3","30","4030"
"2","5001","9360","5002","2","2200001","700","3","33","5003"
"2","5004","9360","5005","2","2200002","700","5","33","5006"
"2","5007","9360","5008","2","2200003","700","7","33","5009"
"2","5010","9360","5011","2","2200004","700","3","33","5012"
"2","5013","9360","5014","2","2200005","700","5","33","5015"
"2","5016","9360","5017","2","2200006","700","7","33","5018"
"2","5019","9360","5020","2","2200007","700","3","33","5021"
"2","5022","9360","5023","2","2200008","700","5","33","5024"
"2","5025","9360","5026","2","2200009","700","7","33","5027"
"2","5028","9360","5029","2","2200010","700","3","33","5030"
"2","5031","9360","5032","2","2200011","700","5","33","5033"
"2","5034","9360","5035","2","2200012","700","7","33","5036"
"2","5037","10590","5038","2","2200013","575","3","34","5039"
"2","5040","10590","5041","2","2200014","575","5","34","5042"
"2","5043","10590","5044","2","2200015","575","7","34","5045"
"2","5046","10590","5047","2","2200016","575","3","34","5048"
"2","5049","10590","5050","2","2200017","575","5","34","5051"
"2","5052","10590","5053","2","2200018","575","7","34","5054"
"2","5055","10590","5056","2","2200019","575","5","34","5057"
"2","5058","10590","5059","2","2200020","575","7","34","5060"
"2","6001","9360","6002","3","2300001","700","3","33","6003"
"2","6004","9360","6005","3","2300002","700","5","33","6006"
"2","6007","9360","6008","3","2300003","700","7","33","6009"
"2","6010","9360","6011","3","2300004","700","3","33","6012"
"2","6013","9360","6014","3","2300005","700","5","33","6015"
"2","6016","9360","6017","3","2300006","700","7","33","6018"
"2","6019","9360","6020","3","2300007","700","3","33","6021"
"2","6022","9360","6023","3","2300008","700","5","33","6024"
"2","6025","9360","6026","3","2300009","700","7","33","6027"
"2","6028","9360","6029","3","2300010","700","3","33","6030"
"2","6031","9360","6032","3","2300011","700","5","33","6033"
"2","6034","9360","6035","3","2300012","700","7","33","6036"
"2","6037","9360","6038","3","2300013","700","3","33","6039"
"2","6040","9360","6041","3","2300014","700","5","33","6042"
"2","6043","9360","6044","3","2300015","700","7","33","6045"
"2","6046","9360","6047","3","2300016","700","3","33","6048"
"2","6049","9360","6050","3","2300017","700","5","33","6051"
"2","6052","9360","6053","3","2300018","700","7","33","6054"
"2","6055","10590","6056","3","2300019","575","3","34","6057"
"2","6058","10590","6059","3","2300020","575","5","34","6060"
"2","6061","10590","6062","3","2300021","575","7","34","6063"
"2","6064","10590","6065","3","2300022","575","3","34","6066"
"2","6067","10590","6068","3","2300023","575","5","34","6069"
"2","6070","10590","6071","3","2300024","575","7","34","6072"
"2","6073","10590","6074","3","2300025","575","3","34","6075"
"2","6076","10590","6077","3","2300026","575","5","34","6078"
"2","6079","10590","6080","3","2300027","575","7","34","6081"
"2","6082","10590","6083","3","2300028","575","3","34","6084"
"2","6085","10590","6086","3","2300029","575","5","34","6087"
"2","6088","10590","6089","3","2300030","575","7","34","6090"
"3","7001","14280","7002","1","3100001","340","1","39","7003"
"3","7004","14280","7005","1","3100002","340","1","39","7006"
"3","7007","14280","7008","1","3100003","340","1","39","7009"
"3","7010","14280","7011","1","3100004","340","1","39","7012"
"3","7013","14280","7014","1","3100005","340","1","39","7015"
"3","7016","14280","7017","1","3100006","340","1","39","7018"
"3","7019","13050","7020","1","3100007","375","1","36","7021"
"3","7022","13050","7023","1","3100008","375","1","36","7024"
"3","7025","13050","7026","1","3100009","375","1","36","7027"
"3","7028","13050","7029","1","3100010","375","1","36","7030"
"3","8001","14280","8002","2","3200001","340","1","41","8003"
"3","8004","14280","8005","2","3200002","340","1","41","8006"
"3","8007","14280","8008","2","3200003","340","1","41","8009"
"3","8010","14280","8011","2","3200004","340","1","41","8012"
"3","8013","14280","8014","2","3200005","340","1","41","8015"
"3","8016","14280","8017","2","3200006","340","1","41","8018"
"3","8019","14280","8020","2","3200007","340","1","41","8021"
"3","8022","14280","8023","2","3200008","340","1","41","8024"
"3","8025","14280","8026","2","3200009","340","1","41","8027"
"3","8028","14280","8029","2","3200010","340","1","41","8030"
"3","8031","14280","8032","2","3200011","340","1","41","8033"
"3","8034","14280","8035","2","3200012","340","1","41","8036"
"3","8037","13050","8038","2","3200013","375","1","38","8039"
"3","8040","13050","8041","2","3200014","375","1","38","8042"
"3","8043","13050","8044","2","3200015","375","1","38","8045"
"3","8046","13050","8047","2","3200016","375","1","38","8048"
"3","8049","13050","8050","2","3200017","375","1","38","8051"
"3","8052","13050","8053","2","3200018","375","1","38","8054"
"3","8055","13050","8056","2","3200019","375","1","38","8057"
"3","8058","13050","8059","2","3200020","375","1","38","8060"
"3","9001","14280","9002","3","3300001","340","1","40","9003"
"3","9004","14280","9005","3","3300002","340","1","40","9006"
"3","9007","14280","9008","3","3300003","340","1","40","9009"
"3","9010","14280","9011","3","3300004","340","1","40","9012"
"3","9013","14280","9014","3","3300005","340","1","40","9015"
"3","9016","14280","9017","3","3300006","340","1","40","9018"
"3","9019","14280","9020","3","3300007","340","1","40","9021"
"3","9022","14280","9023","3","3300008","340","1","40","9024"
"3","9025","14280","9026","3","3300009","340","1","40","9027"
"3","9028","14280","9029","3","3300010","340","1","40","9030"
"3","9031","14280","9032","3","3300011","340","1","40","9033"
"3","9034","14280","9035","3","3300012","340","1","40","9036"
"3","9037","14280","9038","3","3300013","340","1","40","9039"
"3","9040","14280","9041","3","3300014","340","1","40","9042"
"3","9043","14280","9044","3","3300015","340","1","40","9045"
"3","9046","14280","9047","3","3300016","340","1","40","9048"
"3","9049","14280","9050","3","3300017","340","1","40","9051"
"3","9052","14280","9053","3","3300018","340","1","40","9054"
"3","9055","13050","9056","3","3300019","375","1","39","9057"
"3","9058","13050","9059","3","3300020","375","1","39","9060"
"3","9061","13050","9062","3","3300021","375","1","39","9063"
"3","9064","13050","9065","3","3300022","375","1","39","9066"
"3","9067","13050","9068","3","3300023","375","1","39","9069"
"3","9070","13050","9071","3","3300024","375","1","39","9072"
"3","9073","13050","9074","3","3300025","375","1","39","9075"
"3","9076","13050","9077","3","3300026","375","1","39","9078"
"3","9079","13050","9080","3","3300027","375","1","39","9081"
"3","9082","13050","9083","3","3300028","375","1","39","9084"
"3","9085","13050","9086","3","3300029","375","1","39","9087"
"3","9088","13050","9089","3","3300030","375","1","39","9090"
