bd1bac6629dfe3935e905e656d3e02ea04bb9f65a479cff247aedadaae0508b9,ca933389e6d584e119930886d337389e92aee4136fb90140df254b24360c3fc6,1136dd2a099bc41cbb71520694d7eb3c5a741ad14b174a66b7640a4a687afd8b,9835b776f825cceee1042259095d741bde6e9a618aa7a0bbf73c3456f6880c03,1cc02a5647ab89ca9a18a414e0d6321466bf33e232eb4f923adcbf7cf981103f,b76a5aba41914a6aa33bae942b67690988b92c2ffc6486268a87ba6e7e0f7aa1,a08ee0ee8dbd64de69e7dcbbe05e29e0ece2b59a7e842e6d2684576daddd46b9,2c1f6ef97897e3fb1704f3036820f81a435ddadf7c199ed494bc1b50b9b749c1,1192a528387826c89f80f6d5c7c17fab150c92d96d3006cdd9813e5f9a65e43a,e8c3e0e5d3c10fc495ee63f03db519d6aecf634b9eb74415bc28eab67ac26545,5c125f0e7baede5095ffe1a56efe5f6e6613cd7d2838b7bc081426ce959e1772,796757738ff3910e438ca5a8ac4c092a092d23d40bd48751d87e155951674332,8d30df4e91d77303ebe320c251919ddb86f6d6f567d2865cc8b32e55833d2e4b,a86f47a277264229be084626a3676ba66cf1b02928d971537d200ba74ddb5d41,8cbede69f670fc0e2c304bcc87aac6ce88d5c3a977db1634324c92ea38e03677
"100584","800100101","bgm_M220","0","90","1001001","100000","100584","2","bgm_M220","？？？","-75","-30","1","350"
"100584","800100102","bgm_M220","0","90","1001002","100000","100584","2","bgm_M220","？？？","-75","-30","1","350"
"100584","800100103","bgm_M220","0","90","1001003","100000","100584","2","bgm_M220","？？？","-75","-30","1","350"
"100584","800100101","bgm_M221","0","90","1001004","100000","100584","2","bgm_M221","？？？","-75","-30","1","350"
"100584","800100102","bgm_M221","0","90","1001005","100000","100584","2","bgm_M221","？？？","-75","-30","1","350"
"100584","800100103","bgm_M221","0","90","1001006","100000","100584","2","bgm_M221","？？？","-75","-30","1","350"
"100584","800100201","bgm_M220","0","90","1002001","100000","100584","2","bgm_M220","？？？","-75","-30","1","350"
"100584","800100202","bgm_M220","0","90","1002002","100000","100584","2","bgm_M220","？？？","-75","-30","1","350"
"100584","800100203","bgm_M220","0","90","1002003","100000","100584","2","bgm_M220","？？？","-75","-30","1","350"
"100584","800100201","bgm_M221","0","90","1002004","100000","100584","2","bgm_M221","？？？","-75","-30","1","350"
"100584","800100202","bgm_M221","0","90","1002005","100000","100584","2","bgm_M221","？？？","-75","-30","1","350"
"100584","800100203","bgm_M221","0","90","1002006","100000","100584","2","bgm_M221","？？？","-75","-30","1","350"
