2e949414f163b549a8d79cd912e6e5d733b9ce2c79c736ae593b5f721e9c4a51,2274ce793280dbbb355666519280bf6b939c80168ca680f0149eb2eeedcf5f0e,5577d74014c670bc6ae5b4d471a4fcd8c05649a296ba1c61c89aa6a06968a26c,c5b9bcee0def78640aac6411b271da013370e925f3c3443f329c57c52a7794ee,5adc13eba1b445cff1ed376964205e4eb990ed211ca49274a7bfb6949fec730b,719a8d6d99e9fbd773cec81b0f53566cbff619440f70a66050f97b246ab6cd0c,9716da007ea36805091f96a68e4f831693b198e7d40284b37a62c0780483aa6e,3e93cabdad79341865d8d4b16fd6667c5edf3dc096fd5fc01b991e962ad99c64,e25fdfdf34d4d93b7cad272bff0d073167c47da869e30ea1e4b0c44e681b28d2,751d12903e4c847f63502976b740c630669e3d9892b8a6e45c4ab0e3c4948145,86b2a5b40d677ff992a6381d1a0b9560676fe85022b626909942b9badf8ae36a,b1c852784c6b1ae732462fb049a017d888ecc3d3160a6ad55bb4177f4d0e5b02,1a347611896d0863d0d3dfe899249fcbc649f8d352fe2b31d0bf26906bc664e6
"0","1","0","10010001","0","0","57","0","10010484","0","0","1","0"
"0","1","1","10010099","0","0","59","0","10010100","0","0","2","10010674"
"0","1","10001","10010100","0","0","58","0","10010101","0","0","11","10010099"
"0","1","0","10010101","0","0","57","0","10010102","0","0","12","10010100"
"0","1","1","10010102","0","0","56","0","10010103","0","0","2","10010101"
"0","1","2","10010103","0","0","55","0","10010104","0","0","2","10010102"
"0","1","0","10010104","0","0","54","0","10010105","0","0","4","10010103"
"0","1","1","10010105","0","0","53","0","10010106","0","0","3","10010104"
"0","1","0","10010106","0","0","52","0","10010107","0","0","12","10010105"
"0","1","0","10010107","0","0","51","0","10010559","0","0","5","10010106"
"0","1","2","10010110","0","0","48","0","10010111","0","0","2","10010560"
"0","1","0","10010111","0","0","47","0","10010561","0","0","6","10010110"
"0","1","3","10010113","0","0","45","0","10010114","0","0","2","10010561"
"0","1","10001","10010114","0","0","44","0","10010562","0","0","11","10010113"
"0","1","0","10010116","0","0","42","0","10010117","0","0","4","10010562"
"0","1","0","10010117","0","0","41","0","10010118","0","0","6","10010116"
"0","1","3","10010118","0","0","40","0","10010563","0","0","3","10010117"
"0","1","10001","10010119","0","0","49","0","10010120","0","0","11","10010559"
"0","1","0","10010120","0","0","48","0","10010121","0","0","4","10010119"
"0","1","3","10010121","0","0","47","0","10010565","0","0","2","10010120"
"0","1","2","10010123","0","0","45","0","10010566","0","0","2","10010565"
"0","1","10003","10010125","0","0","43","0","10010126","0","0","7","10010566"
"0","1","0","10010126","0","0","42","0","10010127","0","0","4","10010125"
"0","1","10001","10010127","0","0","41","0","10010128","0","0","7","10010126"
"0","1","2","10010128","0","0","40","0","10010563","0","0","2","10010127"
"0","1","10001","10010130","0","0","38","0","10010131","0","0","7","10010563"
"0","1","0","10010131","0","0","37","0","10010132","0","0","6","10010130"
"0","1","10001","10010132","0","0","36","0","10010701","10010702","0","11","10010131"
"0","1","0","10010153","0","0","34","0","10010705","0","0","12","10010701"
"0","1","5","10010158","0","0","29","0","10010161","0","0","14","10010708"
"0","1","0","10010161","0","0","28","0","10010162","0","0","4","10010158"
"0","1","2","10010162","0","0","27","0","10010163","0","0","2","10010161"
"0","1","1","10010163","0","0","26","0","10010164","0","0","3","10010162"
"0","1","3","10010164","0","0","25","0","10010165","0","0","14","10010163"
"0","1","10001","10010165","0","0","24","0","10010166","0","0","11","10010164"
"0","1","0","10010166","0","0","23","0","10010167","0","0","12","10010165"
"0","1","2","10010167","0","0","22","0","10010568","0","0","3","10010166"
"0","1","10002","10010169","0","0","20","0","10010570","0","0","7","10010568"
"0","1","2","10010173","0","0","18","0","10010174","0","0","3","10010570"
"0","1","10001","10010174","0","0","17","0","10010175","0","0","7","10010173"
"0","1","0","10010175","0","0","16","0","10010176","0","0","4","10010174"
"0","1","1","10010176","0","0","15","0","10010177","0","0","2","10010175"
"0","1","2","10010177","0","0","14","0","10010178","0","0","2","10010176"
"0","1","2","10010178","0","0","13","0","10010179","0","0","3","10010177"
"0","1","0","10010179","0","0","12","0","10010180","0","0","12","10010178"
"0","1","0","10010180","0","0","11","0","10010181","0","0","6","10010179"
"0","1","0","10010181","0","0","10","0","10010182","0","0","4","10010180"
"0","1","2","10010182","0","0","9","0","10010183","0","0","2","10010181"
"0","1","3","10010183","0","0","8","0","10010184","0","0","2","10010182"
"0","1","3","10010184","0","0","7","0","10010555","0","0","14","10010183"
"0","1","1","10010186","0","0","3","0","10010187","0","0","14","10010558"
"0","1","3","10010187","0","0","2","0","10010188","0","0","3","10010186"
"0","1","2","10010188","0","0","1","0","10010189","0","0","2","10010187"
"0","1","0","10010189","0","0","0","0","10010190","0","0","13","10010188"
"0","1","0","10010190","0","0","60","0","10010191","0","0","12","10010189"
"0","1","0","10010191","0","0","59","0","10010192","0","0","6","10010190"
"0","1","1","10010192","0","0","58","0","10010193","0","0","3","10010191"
"0","1","10001","10010193","0","0","57","0","10010194","0","0","7","10010192"
"0","1","0","10010194","0","0","56","0","10010195","0","0","5","10010193"
"0","1","2","10010195","0","0","55","0","10010196","0","0","3","10010194"
"0","1","10001","10010196","0","0","54","0","10010197","0","0","11","10010195"
"0","1","0","10010197","0","0","53","0","10010198","0","0","4","10010196"
"0","1","1","10010198","0","0","52","0","10010199","0","0","2","10010197"
"0","1","2","10010199","0","0","51","0","10010200","0","0","14","10010198"
"0","1","1","10010200","0","0","50","0","10010201","0","0","2","10010199"
"0","1","1","10010201","0","0","49","0","10010214","10010716","0","3","10010200"
"0","1","0","10010214","0","0","48","0","10010215","0","0","4","10010201"
"0","1","0","10010215","0","0","47","0","10010710","0","0","12","10010214"
"0","1","10001","10010218","0","0","44","0","10010219","0","0","11","10010711"
"0","1","2","10010219","0","0","43","0","10010220","0","0","2","10010218"
"0","1","0","10010220","0","0","42","0","10010221","0","0","4","10010219"
"0","1","2","10010221","0","0","41","0","10010222","0","0","3","10010220"
"0","1","1","10010222","0","0","40","0","10010223","0","0","2","10010221"
"0","1","2","10010223","0","0","39","0","10010224","0","0","2","10010222"
"0","1","0","10010224","0","0","38","0","10010225","0","0","4","10010223"
"0","1","10002","10010225","0","0","37","0","10010226","0","0","7","10010224"
"0","1","10001","10010226","0","0","36","0","10010227","0","0","11","10010225"
"0","1","4","10010227","0","0","35","0","10010228","0","0","14","10010226"
"0","1","0","10010228","0","0","34","0","10010229","0","0","5","10010227"
"0","1","1","10010229","0","0","33","0","10010230","0","0","2","10010228"
"0","1","3","10010230","0","0","32","0","10010231","0","0","14","10010229"
"0","1","0","10010231","0","0","31","0","10010232","0","0","4","10010230"
"0","1","10001","10010232","0","0","30","0","10010233","0","0","7","10010231"
"0","1","0","10010233","0","0","29","0","10010234","10010236","0","6","10010232"
"0","1","10001","10010234","0","0","28","0","10010573","0","0","7","10010233"
"0","1","3","10010236","0","0","28","0","10010237","0","0","2","10010233"
"0","1","2","10010237","0","0","27","0","10010574","0","0","3","10010236"
"0","1","3","10010239","0","0","25","0","10010240","0","0","3","10010574"
"0","1","3","10010240","0","0","24","0","10010241","0","0","2","10010239"
