70c46a46df46cc7872fa868c5bda5e20e86110ffaa92822b81912197d6ec48a2,7effe89b72059943cf1214cf1ab4a52f6a303b4b07f0ac3152656e7c1b1d960c,6baf8ba5c266cc0114f9525c74063ab7ab9553fffcff8da97d30678d071d1d08,46dc991fad5dce078873759d554367b2ac406e71eab582182a641429f8a8cd77,57db98d4acad47348b3bb911dfd0b1e150dd6717385c4aeb35579803891dadce,4db96d915311dabe3ee654a8158c0e77edd8290b692d62be6d430104a3c52ae7,c64e6da9c0f2bdf6e1c36391674b4f9a2a3c8c10a0d9d6a7138d3c3eb6899a30,b9cbd0f6ef8e987aa47f0d497d20a393c4174cb5c4a439d465751f337b53dc60,f10eb6f57ab4cbc8fb5eb6762c40dac3410cad21dcafe810b2a9ff571c875b5c,8586b007046a5647d2682fd6844f585e027d041b7497b1f2c4138df6c5f8d1ea,403036e2782baac2e19f0c920bc46dccdf5f02b901e96725938f65895852386c,98dbbbefc7e9f52b675b14ae23965434b83e70ba2a805bf3cecc58e93530283a,f043059b6e33f5ff6319a3bce38a5501ae062f2d39b67797d3de143d3c0e5a17,03c2c2a72d3d989a066e2550e241a794647cc44b59a22e8f019254301663f112,47c74942270ed0289699aee576b703ca00a1f0c22b3b48166d23d3455b052a84,31ca3fff3a2066b22d32fb74d6842573b7d9e2029144d221edec7f6c9dcd4b28,5895f390ccdabb7d3c98bc37adfa8c0d7c6910b024ded9708ee6455c3e51d58d,b39af2c64f5e08909ea9ee86bdefb4a970f37d149ab44335dfa567073369190a,32e8b96da8838f1cc94b16ee9c1175bfa71e9e5c1c4a69dd6b8108c503bc37b6,ec9db82b7ebc2499f775c79456f16ccb0bacf9d6f38bd2ee7b2058fd845d400b
"5","1","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1001201","1"
"4","2","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1001201","2"
"3","3","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1001201","4"
"1","4","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1001201","11"
"5","5","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1001202","1"
"4","6","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1001202","2"
"3","7","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1001202","4"
"1","8","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1001202","11"
"5","9","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1001203","1"
"4","10","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1001203","2"
"3","11","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1001203","4"
"1","12","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1001203","11"
"5","13","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1001204","1"
"4","14","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1001204","2"
"3","15","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1001204","4"
"1","16","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1001204","11"
"10","17","0","0","0","0","90006","0","3100104","2","2","0","0","40","1","0","0","20003","1001205","1"
"8","18","0","0","0","0","90006","0","3100103","2","2","0","0","30","3","0","0","20003","1001205","2"
"6","19","0","0","0","0","90006","0","3100102","2","2","0","0","20","10","0","0","20003","1001205","4"
"2","20","0","0","0","0","90006","0","3100101","2","2","0","0","10","30","0","0","20003","1001205","11"
"4","21","0","0","0","0","90006","0","3100104","2","2","0","0","5","1","0","0","20003","1001206","1"
"3","22","0","0","0","0","90006","0","3100103","2","2","0","0","4","3","0","0","20003","1001206","2"
"2","23","0","0","0","0","90006","0","3100102","2","2","0","0","3","10","0","0","20003","1001206","4"
"1","24","0","0","0","0","90006","0","3100101","2","2","0","0","2","30","0","0","20003","1001206","11"
"4","25","0","0","0","0","90006","0","3100104","2","2","0","0","5","1","0","0","20003","1001207","1"
"3","26","0","0","0","0","90006","0","3100103","2","2","0","0","4","3","0","0","20003","1001207","2"
"2","27","0","0","0","0","90006","0","3100102","2","2","0","0","3","10","0","0","20003","1001207","4"
"1","28","0","0","0","0","90006","0","3100101","2","2","0","0","2","30","0","0","20003","1001207","11"
"4","29","0","0","0","0","90006","0","3100104","2","2","0","0","5","1","0","0","20003","1001208","1"
"3","30","0","0","0","0","90006","0","3100103","2","2","0","0","4","3","0","0","20003","1001208","2"
"2","31","0","0","0","0","90006","0","3100102","2","2","0","0","3","10","0","0","20003","1001208","4"
"1","32","0","0","0","0","90006","0","3100101","2","2","0","0","2","30","0","0","20003","1001208","11"
"4","33","0","0","0","0","90006","0","3100104","2","2","0","0","5","1","0","0","20003","1001209","1"
"3","34","0","0","0","0","90006","0","3100103","2","2","0","0","4","3","0","0","20003","1001209","2"
"2","35","0","0","0","0","90006","0","3100102","2","2","0","0","3","10","0","0","20003","1001209","4"
"1","36","0","0","0","0","90006","0","3100101","2","2","0","0","2","30","0","0","20003","1001209","11"
"4","37","0","0","0","0","90006","0","3100104","2","2","0","0","5","1","0","0","20003","1001210","1"
"3","38","0","0","0","0","90006","0","3100103","2","2","0","0","4","3","0","0","20003","1001210","2"
"2","39","0","0","0","0","90006","0","3100102","2","2","0","0","3","10","0","0","20003","1001210","4"
"1","40","0","0","0","0","90006","0","3100101","2","2","0","0","2","30","0","0","20003","1001210","11"
"5","41","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1002201","1"
"4","42","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1002201","2"
"3","43","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1002201","4"
"1","44","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1002201","11"
"5","45","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1002202","1"
"4","46","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1002202","2"
"3","47","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1002202","4"
"1","48","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1002202","11"
"5","49","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1002203","1"
"4","50","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1002203","2"
"3","51","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1002203","4"
"1","52","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1002203","11"
"5","53","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1002204","1"
"4","54","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1002204","2"
"3","55","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1002204","4"
"1","56","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1002204","11"
"10","57","0","0","0","0","90006","0","3100104","2","2","0","0","40","1","0","0","20003","1002205","1"
"8","58","0","0","0","0","90006","0","3100103","2","2","0","0","30","3","0","0","20003","1002205","2"
"6","59","0","0","0","0","90006","0","3100102","2","2","0","0","20","10","0","0","20003","1002205","4"
"2","60","0","0","0","0","90006","0","3100101","2","2","0","0","10","30","0","0","20003","1002205","11"
"4","61","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1002206","1"
"3","62","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1002206","2"
"2","63","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1002206","4"
"1","64","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1002206","11"
"4","65","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1002207","1"
"3","66","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1002207","2"
"2","67","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1002207","4"
"1","68","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1002207","11"
"4","69","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1002208","1"
"3","70","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1002208","2"
"2","71","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1002208","4"
"1","72","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1002208","11"
"4","73","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1002209","1"
"3","74","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1002209","2"
"2","75","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1002209","4"
"1","76","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1002209","11"
"4","77","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1002210","1"
"3","78","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1002210","2"
"2","79","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1002210","4"
"1","80","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1002210","11"
"5","81","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1003201","1"
"4","82","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1003201","2"
"3","83","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1003201","4"
"1","84","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1003201","11"
"5","85","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1003202","1"
"4","86","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1003202","2"
"3","87","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1003202","4"
"1","88","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1003202","11"
"5","89","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1003203","1"
"4","90","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1003203","2"
"3","91","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1003203","4"
"1","92","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1003203","11"
"5","93","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1003204","1"
"4","94","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1003204","2"
"3","95","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1003204","4"
"1","96","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1003204","11"
"10","97","0","0","0","0","90006","0","3100104","2","2","0","0","40","1","0","0","20003","1003205","1"
"8","98","0","0","0","0","90006","0","3100103","2","2","0","0","30","3","0","0","20003","1003205","2"
"6","99","0","0","0","0","90006","0","3100102","2","2","0","0","20","10","0","0","20003","1003205","4"
"2","100","0","0","0","0","90006","0","3100101","2","2","0","0","10","30","0","0","20003","1003205","11"
"4","101","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1003206","1"
"3","102","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1003206","2"
"2","103","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1003206","4"
"1","104","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1003206","11"
"4","105","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1003207","1"
"3","106","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1003207","2"
"2","107","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1003207","4"
"1","108","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1003207","11"
"4","109","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1003208","1"
"3","110","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1003208","2"
"2","111","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1003208","4"
"1","112","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1003208","11"
"4","113","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1003209","1"
"3","114","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1003209","2"
"2","115","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1003209","4"
"1","116","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1003209","11"
"4","117","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1003210","1"
"3","118","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1003210","2"
"2","119","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1003210","4"
"1","120","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1003210","11"
"5","121","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1004201","1"
"4","122","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1004201","2"
"3","123","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1004201","4"
"1","124","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1004201","11"
"5","125","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1004202","1"
"4","126","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1004202","2"
"3","127","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1004202","4"
"1","128","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1004202","11"
"5","129","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1004203","1"
"4","130","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1004203","2"
"3","131","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1004203","4"
"1","132","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1004203","11"
"5","133","0","0","0","0","90006","0","3100104","2","2","0","0","20","1","0","0","20003","1004204","1"
"4","134","0","0","0","0","90006","0","3100103","2","2","0","0","15","3","0","0","20003","1004204","2"
"3","135","0","0","0","0","90006","0","3100102","2","2","0","0","10","10","0","0","20003","1004204","4"
"1","136","0","0","0","0","90006","0","3100101","2","2","0","0","5","30","0","0","20003","1004204","11"
"10","137","0","0","0","0","90006","0","3100104","2","2","0","0","40","1","0","0","20003","1004205","1"
"8","138","0","0","0","0","90006","0","3100103","2","2","0","0","30","3","0","0","20003","1004205","2"
"6","139","0","0","0","0","90006","0","3100102","2","2","0","0","20","10","0","0","20003","1004205","4"
"2","140","0","0","0","0","90006","0","3100101","2","2","0","0","10","30","0","0","20003","1004205","11"
"4","141","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1004206","1"
"3","142","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1004206","2"
"2","143","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1004206","4"
"1","144","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1004206","11"
"4","145","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1004207","1"
"3","146","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1004207","2"
"2","147","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1004207","4"
"1","148","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1004207","11"
"4","149","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1004208","1"
"3","150","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1004208","2"
"2","151","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1004208","4"
"1","152","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1004208","11"
"4","153","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1004209","1"
"3","154","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1004209","2"
"2","155","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1004209","4"
"1","156","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1004209","11"
"4","157","0","0","0","0","90006","0","3100104","2","2","0","0","10","1","0","0","20003","1004210","1"
"3","158","0","0","0","0","90006","0","3100103","2","2","0","0","8","3","0","0","20003","1004210","2"
"2","159","0","0","0","0","90006","0","3100102","2","2","0","0","6","10","0","0","20003","1004210","4"
"1","160","0","0","0","0","90006","0","3100101","2","2","0","0","4","30","0","0","20003","1004210","11"
