21ffd297ef43aa4ae42d2259dc56ece11219ea7486d6d2b80cdab5b2e4ad7e08,a50b0c0edb2b70844c9286ac3d3f6020a927f73d415081229cd3cc84cad0efbe,5ae96cf52644722cacdde1956e91650fba4929d63f3493051bd810e07adbd950,e4cfbf71439df35f5041f28dfcd3ebd5100ed5600594c770ae7ea0145c1e2356,01356af8a5bcd73297c717ff48842ff3dee281a65d1acb5b4763acb1a91a9b6e,45e3ee122a103a9c859eb8db90d09efd7b4eb4e8fa5dabe79cf7b0cf02cfc53a,0ddba333446cd16f11d42dc643497341f0d2bf3ea6455602cd5b7bf187969818,9653de418783bd658e5d89f74d5cda4bdc5ff911e2fbe07b8fa5e8bcf1bd5348,9765507fdad142eee490461ab3b391ea41e472d934131b63a27b76e538b95463,8056526ae0d552fcd8088bcb92ebadd58ecae53c8ec1cba7f1708393ab40d552,0d6827913f977a8fd3465d95ace0144d3131ee9d9e72ae0cececaa7d2e8e8405,f022ea4ff40f3943594b814e1fe8e51390f8746d488ce020558d94d6847608ff,ea95d2455391620613089b70c0bf51f3729211667b09517a762fd7aad121b003,1c237acbc581a7e107ba5371e196df59289d0851e4986287cab0931c0adb6c2b,46f730c4a90f2a4373925f43440e354f30bb777f81567aac4476276baf06d0f0,7052a152a3eac64f5c3804f245e87049d877510f1b3d5ca05c1feb9f835020de,4919c2376a69b0465cd1bad90e011638119d6c1ddf15b6f6158482387f07eff8,317c2185e078644010b7d3d32111d8c5ee829ab560da5e143a16e3ea3dd25b8c,ca744f948e13636326d8729a6d05d975af276eae33d611e8e38865b7640923ab,7bf354e8d8372b28fc5e582b680d1d579569bc1abb14f76dd034f194c93204d8,343e648ad7687030222b77054181f61089fb8738dfad7a473d81d316432b3e25,2fee1239ae00deefc1cf93568b68563f3e465b092a2dde0973b802aeb066686a,e74b34906602601d5095e526f22d7616768aebb0fd603ae75c1a48676c7ccb74,53860b0139e6c4404316a0e0c861f3994d2e2de0587b0e488f53e7a80c7415cd,7a63ef93decdf0534be9496f152988fe1c8ecddc2e528a11b1df88a04c1746a2,bea9736cf3c9deb40c88c02bdaf8e992e35d0e4bd8905c09141172eb29b24b5e,4845bc2c3608f1d5c0f1f150f8afbd1a6f9bda894d86058d0790bf69bee0615b,26a7dc3c18347bc9773b4d2cb1f9e01f6e5f16557832d48ac2ff59d5ae816947,c5c15b85de3d39e538ec1b81d69663a47d94e1ee4d749dd0623d01d2e4842e86,602fadd54d29eaa4f9abb223ab0b65f7efc7519aac4eadc51cd7ad5963e80216,dce26ad14a5e534e5a55e35ca016db3159e8e9efd965be546fdd6fe1eb43b438,7ee6bf5767099f9aafde5686e789f7025b6d8e2322ea88fc2f612997c3158ce6,f3409818516bc1884dacb06275ae9f812ea4989dacb559311df0259e9bb4373d,2b76ea49f6391720c9691387fa187ef88deb6a3e9f70c2da2b569fdb1f3f2014,429bd24de4cd0188fc29f5fd3130748b1be023b5d710208679be3dfecfde2da5,60dd2d407e1e290b5325465c8a8739791e2d877b0e6e39d4e8244e2148592592,95bf081509e6c3c52b33a46c22dc5fa6b99778b6dfd53729e25d2c491621176c,3b226a5c40d7dfa11631d492b6f151f496810633a89fe38a4438c315adb74808,a837cb6e751701dc930121dcf683bbd0239ee2c94ce27994804d8d75604006c3,fdd695ff3267464c702ff0101774c3d481f5400ac8871e606c5e4017b9039206,9242696ea80887f644a14f86d9947e117099743c710a47781cf2b2095644eb7c,0b62e2bba3f16227843362a61d8b3c2a2ab0bd03fef30b31b8a673632b17296c
"1","71","30","51","200000001","1","71","21","0","0","0","11536","71","10","1150","1","710000101","0","10","0","0","0","0","0","0","0","0","0","0","1","ヒヨリのシャドウ","71","0","0","0","31","0","0","0","600101","0","0"
"1","71","30","51","200000001","1","71","52","0","0","0","13553","71","10","0","1","710000102","0","10","0","0","0","792","0","0","0","0","0","0","1","インプ","71","0","0","0","35","0","0","0","203200","0","0"
"1","71","30","51","200000001","1","71","48","0","0","0","11969","71","10","0","1","710000103","0","10","0","0","0","600","0","0","0","0","0","0","1","バットケイブ","71","0","0","0","35","0","0","0","202500","0","0"
"1","71","30","51","200000001","1","71","57","0","0","0","12917","71","10","1047","1","710000104","0","10","0","0","0","0","0","0","0","0","0","0","1","ゴーレム","71","0","0","0","300","0","0","0","201200","0","0"
"1","71","30","51","200000001","1","71","35","0","0","0","10383","71","10","729","1","710000105","0","10","0","0","0","0","0","0","0","0","0","0","1","コボルト","71","0","0","0","40","0","0","0","201100","0","0"
"1","72","30","52","200000001","1","72","20","0","0","0","13844","72","10","1150","1","710000201","0","10","0","0","0","0","0","0","0","0","0","0","1","レイのシャドウ","72","0","0","0","32","0","0","0","600301","0","0"
"1","72","30","52","200000001","1","72","31","0","0","0","16614","72","10","897","1","710000202","0","10","0","0","0","0","0","0","0","0","0","0","1","ナッツシューター","72","0","0","0","40","0","0","0","203700","0","0"
"1","72","30","52","200000001","1","72","35","0","0","0","17787","72","10","673","1","710000203","0","10","0","0","0","0","0","0","0","0","0","0","1","ドリルモール","72","0","0","0","48","0","0","0","203500","0","0"
"1","72","30","52","200000001","1","72","35","0","0","0","25070","72","10","1310","1","710000204","0","10","0","0","0","0","0","0","0","0","0","0","1","オーク","72","0","0","0","48","0","0","0","203800","0","0"
"1","72","30","52","200000001","1","72","44","0","0","0","14842","72","10","0","1","710000205","0","10","0","0","0","973","0","0","0","0","0","0","1","ケイブスネイル","72","0","0","0","31","0","0","0","202600","0","0"
"1","73","30","53","200000001","1","73","21","0","0","0","14709","73","10","1169","1","710000301","0","10","0","0","0","0","0","0","0","0","0","0","1","クルミのシャドウ","73","0","0","0","34","0","0","0","602101","0","0"
"1","73","30","53","200000001","1","73","40","0","0","0","8081","73","10","853","1","710000302","0","10","0","0","0","0","0","0","0","0","0","0","1","ゴブリンガード","73","0","0","0","300","0","0","0","203300","0","0"
"1","73","30","53","200000001","1","73","35","0","0","0","20072","73","10","1193","1","710000303","0","10","0","0","0","0","0","0","0","0","0","0","1","ロックリザード","73","0","0","0","53","0","0","0","202901","0","0"
"1","73","30","53","200000001","1","73","53","0","0","0","16153","73","10","1125","1","710000304","0","10","0","0","0","0","0","0","0","0","0","0","1","ハーミットナイト","73","0","0","0","66","0","0","0","202700","0","0"
"1","73","30","53","200000001","1","73","49","0","0","0","14384","73","10","0","1","710000305","0","10","0","0","0","856","0","0","0","0","0","0","1","コドモオオトカゲ","73","0","0","0","36","0","0","0","203100","0","0"
"1","74","30","54","200000001","1","74","22","0","0","0","14709","74","10","1169","1","710000401","0","10","0","0","0","0","0","0","0","0","0","0","1","ミソギのシャドウ","74","0","0","0","33","0","0","0","600401","0","0"
"1","74","30","54","200000001","1","74","58","0","0","0","18818","74","10","1246","1","710000402","0","10","0","0","0","0","0","0","0","0","0","0","1","ゴーレム","74","0","0","0","300","0","0","0","201200","0","0"
"1","74","30","54","200000001","1","74","36","0","0","0","12818","74","10","816","1","710000403","0","10","0","0","0","0","0","0","0","0","0","0","1","ウキキー","74","0","0","0","40","0","0","0","200100","0","0"
"1","74","30","54","200000001","1","74","49","0","0","0","18979","74","10","0","1","710000404","0","10","0","0","0","926","0","0","0","0","0","0","1","ウイングロップ","74","0","0","0","36","0","0","0","202200","0","0"
"1","74","30","54","200000001","1","74","49","0","0","0","18979","74","10","0","1","710000405","0","10","0","0","0","926","0","0","0","0","0","0","1","スカルフレイム","74","0","0","0","36","0","0","0","201000","0","0"
"1","75","30","55","200000001","1","75","36","0","0","0","11681","75","10","0","1","710000501","0","10","0","0","0","1090","0","0","0","0","0","0","1","ミサキのシャドウ","75","0","0","0","22","0","0","0","605001","0","0"
