906f75c179da6507fbe2624f89ce1f84dd9d5bf1f8edfdd16320cda9b1abe0d1,092b5a53c7ada137bc34ef44a2cbff367d81440bbe95c996e7a2fced92be370c,7a1b4dd6fe1acd260b88f03caeaf1c8946b76330dbdaef1da8f6277dceb843a0,e90a95dea01c2d27a3463f6e2e9a32bc3cc9a4d5e77edaf94ded5c99fa2d128b,60b39c9b9414986589b235e0b6d2a8e1e17428075a5ffcf6f58fa87503f42ac2
"2024/10/15 15:00:00","750000011","90","75000001","275000001"
"2024/10/15 15:00:00","750000021","90","75000002","275000002"
"2024/10/15 15:00:00","750000031","90","75000003","275000003"
"2024/10/15 15:00:00","750000041","90","75000004","275000004"
"2024/10/15 15:00:00","750000051","90","75000005","275000005"
"2024/10/15 15:00:00","750000061","90","75000006","275000006"
"2024/10/15 15:00:00","750000071","90","75000007","275000007"
"2024/10/15 15:00:00","750000081","90","75000008","275000008"
"2025/02/10 12:00:00","750000091","90","75000009","275000009"
"2025/02/10 12:00:00","750000101","90","75000010","275000010"
"2025/02/10 12:00:00","750000111","90","75000011","275000011"
"2025/02/10 12:00:00","750000121","90","75000012","275000012"
