2e084abea6b39f62a6891f9dd0ed8dd56eeaa7f4ac73a890ba0b69677bc148cc,dd62f8fdeb764acc8f42753bc31cad13182d9afc72a8861751f5b5db47350b5f,db08a0075270e7dbc149ecb772fd2bdaa1f0d8251cb696be79e1e00682b21bdc,00087d80980c85d0694e778359f9c77996e44a24c826fe53e9bd77c6eacc4f37,e3dff93b4ba66f1cc54ab5f17079cdb3e0ef272bb3b37440950cde740e4bbf67,9e04d53f22e48927d1bb8a7b1cdb34c664c78f2e4e76e93f3096ffb9518fb633,45412dbd2e2c6dc79b28177d4eff3dc0668a12cfa0ec7f15bc5b35c818ad5742,56cf58e608146609863e9bd7878c6348959ce32a4a07e4df65d0bf73480b4887,7c4cde8c384b0bcd90e06173086574b8876a627714f183dca368a454e3cfb7c6,449f49b60620d2208dc45d562d914547565c1e972997eee088acc028b513645e
"10000","90043","1","10","12000","30000","0","0","90001","1"
"10000","90047","2","20","24000","30000","0","0","90002","2"
"10000","90047","3","20","24000","30000","0","0","90002","3"
"10000","90047","4","20","24000","30000","0","0","90002","4"
"10000","90047","5","20","24000","30000","0","0","90002","5"
"10000","90047","6","20","24000","30000","0","0","90002","6"
"10000","90047","7","20","24000","30000","0","0","90002","7"
"10000","90047","8","20","24000","30000","0","0","90002","8"
"10000","90047","9","20","24000","30000","0","0","90002","9"
"10000","90047","10","20","24000","30000","0","1","90002","10"
"10000","90051","11","40","48000","30000","90011","2","90003","11"
"10000","90051","12","40","48000","30000","90011","3","90003","12"
"10000","90051","13","40","48000","30000","90011","4","90003","13"
"10000","90051","14","40","48000","30000","90011","5","90003","14"
"10000","90051","15","40","48000","30000","90011","6","90003","15"
"10000","90051","16","40","48000","30000","90011","7","90003","16"
"10000","90051","17","40","48000","30000","90011","8","90003","17"
"10000","90051","18","40","48000","30000","90011","9","90003","18"
"10000","90051","19","40","48000","30000","90011","10","90003","19"
"10000","90051","20","40","48000","30000","90011","11","90003","20"
"10000","90055","21","60","72000","30000","90015","12","90004","21"
"10000","90055","22","60","72000","30000","90015","13","90004","22"
"10000","90055","23","60","72000","30000","90015","14","90004","23"
"10000","90055","24","60","72000","30000","90015","15","90004","24"
"10000","90055","25","60","72000","30000","90015","16","90004","25"
"10000","90055","26","60","72000","30000","90015","17","90004","26"
"10000","90055","27","60","72000","30000","90015","18","90004","27"
"10000","90055","28","60","72000","30000","90015","19","90004","28"
"10000","90055","29","60","72000","30000","90015","20","90004","29"
"10000","90055","30","60","72000","30000","90015","21","90004","30"
"10000","90059","31","80","96000","30000","90015","22","90005","31"
"10000","90059","32","80","96000","30000","90015","23","90005","32"
"10000","90059","33","80","96000","30000","90015","24","90005","33"
"10000","90059","34","80","96000","30000","90015","25","90005","34"
"10000","90059","35","80","96000","30000","90015","26","90005","35"
"10000","90059","36","80","96000","30000","90015","27","90005","36"
"10000","90059","37","80","96000","30000","90015","28","90005","37"
"10000","90059","38","80","96000","30000","90015","29","90005","38"
"10000","90059","39","80","96000","30000","90015","30","90005","39"
"10000","90059","40","80","96000","30000","90015","31","90005","40"
"10000","90063","41","120","144000","30000","90017","33","90005","41"
"10000","90063","42","120","144000","30000","90017","35","90005","42"
"10000","90063","43","120","144000","30000","90017","37","90005","43"
"10000","90063","44","120","144000","30000","90017","39","90005","44"
"10000","90063","45","120","144000","30000","90017","41","90005","45"
"10000","90063","46","120","144000","30000","90017","43","90005","46"
"10000","90063","47","120","144000","30000","90017","45","90005","47"
"10000","90063","48","120","144000","30000","90017","47","90005","48"
"10000","90063","49","120","144000","30000","90017","49","90005","49"
"10000","90063","50","120","144000","30000","90017","51","90005","50"
"10000","90067","51","150","180000","30000","90019","53","90006","51"
"10000","90067","52","150","180000","30000","90019","55","90006","52"
"10000","90067","53","150","180000","30000","90019","57","90006","53"
"10000","90067","54","150","180000","30000","90019","59","90006","54"
"10000","90067","55","150","180000","30000","90019","61","90006","55"
"10000","90067","56","150","180000","30000","90019","63","90006","56"
"10000","90067","57","150","180000","30000","90019","65","90006","57"
"10000","90067","58","150","180000","30000","90019","67","90006","58"
"10000","90067","59","150","180000","30000","90019","69","90006","59"
"10000","90067","60","150","180000","30000","90019","71","90006","60"
"10000","90071","61","180","216000","30000","90021","74","90007","61"
"10000","90071","62","180","216000","30000","90021","77","90007","62"
"10000","90071","63","180","216000","30000","90021","80","90007","63"
"10000","90071","64","180","216000","30000","90021","83","90007","64"
"10000","90071","65","180","216000","30000","90021","86","90007","65"
"10000","90071","66","180","216000","30000","90021","89","90007","66"
"10000","90071","67","180","216000","30000","90021","92","90007","67"
"10000","90071","68","180","216000","30000","90021","95","90007","68"
"10000","90071","69","180","216000","30000","90021","98","90007","69"
"10000","90071","70","180","216000","30000","90021","101","90007","70"
