9dde1bf3d9672aa0fa44d68138d03114b9c5c485debaacd13551c2efc394cd04,57eef3760b581263c111de627f382b44f91ac0abcf4b7b5d9e32449db379fee1,b8d8040519a01a17c1ebacdc90b56d20b83b2acfff23f7b263542f809799629e,cd8567424fa2c463f96dfacf1db180c83720649c6780383d43929741670d02db,008eef3edd02461cd6f14faa60169bab716d0be6672e5d171abbe40559c21278,fb5268e5fe01653615391f05c7bf422a8fd1a71269fe64b6dae4ba4e4ae3bd3f
"1","10011001","101011","6","4","60000001"
"1","10011001","101071","6","4","60000002"
"1","10011001","101101","6","4","60000003"
"1","10011001","101131","7","4","60000004"
"1","10011001","101161","6","4","60000005"
"1","10011001","101191","6","4","60000006"
"1","10011001","101251","7","4","60000007"
"1","10011001","101281","7","4","60000008"
"1","10011001","101371","7","4","60000009"
"1","10011001","101401","7","4","60000010"
"1","10011001","101431","7","4","60000011"
"1","10011001","101521","7","4","60000012"
"1","10011001","101551","7","4","60000013"
"1","10011001","101581","7","4","60000014"
"1","10011001","101611","7","4","60000015"
"1","10011002","102011","2","4","60000016"
"1","10011002","102013","2","4","60000017"
"1","10011002","102014","2","4","60000018"
"1","10011002","102041","2","4","60000019"
"1","10011002","102071","2","4","60000020"
"1","10011002","102101","2","4","60000021"
"1","10011002","102131","2","4","60000022"
"1","10011002","102162","2","4","60000023"
"1","10011002","102163","2","4","60000024"
"1","10011002","102191","2","4","60000025"
"1","10011002","102192","2","4","60000026"
"1","10011002","102221","2","4","60000027"
"1","10011002","102222","2","4","60000028"
"1","10011002","102251","2","4","60000029"
"1","10011002","102252","3","4","60000030"
"1","10011002","102281","3","4","60000031"
"1","10011002","102461","3","4","60000032"
"1","10011002","102551","3","4","60000033"
"1","10011002","102552","3","4","60000034"
"1","10011002","102581","3","4","60000035"
"1","10011002","102582","3","4","60000036"
"1","10011002","102611","3","4","60000037"
"1","10011002","102612","3","4","60000038"
"1","10011002","122282","3","4","60000039"
"1","10011002","122311","3","4","60000040"
"1","10011002","122312","3","4","60000041"
"1","10011002","122341","3","4","60000042"
"1","10011002","122342","3","4","60000043"
"1","10011002","122371","3","4","60000044"
"1","10011002","122372","3","4","60000045"
"1","10011002","122401","3","4","60000046"
"1","10011002","122431","3","4","60000047"
"1","10011002","122432","3","4","60000048"
"1","10011002","122491","3","4","60000049"
"1","10011002","122493","3","4","60000050"
"1","10011002","122521","3","4","60000051"
"1","10011002","122613","3","4","60000052"
"1","10011002","122614","3","4","60000053"
"1","10011003","113011","2","4","60000054"
"1","10011003","113012","2","4","60000055"
"1","10011003","113013","2","4","60000056"
"1","10011003","113071","2","4","60000057"
"1","10011003","113101","2","4","60000058"
