ae8dfe7657963b41c1b935a332309a6223d4643d98e1c4f7c8a2d1aea89ef648,b6da362d51a388263c8a468693b0e04d613901025ec98713bd398538fc89bb5d,a59d9cb25727b6e3f81cfdb22aec6492df37867ffe140d7cc9cdab436cb671c1,2e787df6bc2791fc3993f533e18032e71299d2a7c20f65c1be6743a6e0cd87f9,8e1d6e700ab778a446378f86c398794aa281b8e5064ed8326b80af1fff45f951,97cd0bda13fb70cb651d85b627079e5be2ebfc7c10ba18f73670efbecf5177a3,54ea06c740ba252c56f2f80b0da13aa5f2cba8de8f0b8a2d725447b27aafa1a3,dd3b8ab4f5592d5f71db9c1788ac5b489d7bd4bc62fd06b4ccfcb30aa5f1929e,2297aac2c32b3427f7b0ffc5a4be92a0b4e077c484b2144ff65af60876162c4f,c8585fd44a35b8bd775d24941100479f44a1366539905c731d79e9563f6638a7,2a43841aad2435988ab2117e8788a5d3408895c12590814dd16d1898fcbc0176,f5067e23a7ef89da127f8d1c984412976f6cc13099e2dea312aaf7486459578d,5df63f679c984ecfa2a92bbb3fad721bafb2ad63c4f269c00b2674461be801a1,f6ae02b153bf259f6ff3b57695f0fddce03e71be70a0f16ef53c25347861e790,7b3160f0bfff5f159994c354823bcddf1064b3cbeb721dc7e2cf341eed96ca0b,7b2952c004eecc0644ab25ef74add1e26aed74d688477efc7f8d3d2af501a128,24d6f35d8ab24def82a76e4678f419b69b11feb7f57f2d93e81730189c1e28cb,c5583c05d8f77410034cf16a8fe5ac5ffa0ce0510ea2a8b7699539d4c8b280e4
"10","0","0","0","0","0","0","1","91002","0","0","0","0","50","8","0","0","1"
"100","0","0","0","0","0","0","2","91002","0","0","0","0","10","8","0","0","11"
"200","0","0","0","0","0","0","3","91002","0","0","0","0","5","8","0","0","101"
"500","0","0","0","0","0","0","4","91002","0","0","0","0","3","8","0","0","201"
"1000","0","0","0","0","0","0","5","91002","0","0","0","0","2","8","0","0","501"
"2000","0","0","0","0","0","0","6","91002","0","0","0","0","2","8","0","0","1001"
"3999","0","0","0","0","0","0","7","91002","0","0","0","0","1","8","0","0","2001"
"4000","0","0","0","0","0","0","8","91002","0","0","0","0","50","8","0","0","4000"
"4100","0","0","0","0","0","0","9","91002","0","0","0","0","50","8","0","0","4100"
"4200","0","0","0","0","0","0","10","91002","0","0","0","0","50","8","0","0","4200"
"4300","0","0","0","0","0","0","11","91002","0","0","0","0","50","8","0","0","4300"
"4400","0","0","0","0","0","0","12","91002","0","0","0","0","50","8","0","0","4400"
"4500","0","0","0","0","0","0","13","91002","0","0","0","0","50","8","0","0","4500"
"4600","0","0","0","0","0","0","14","91002","0","0","0","0","50","8","0","0","4600"
"4700","0","0","0","0","0","0","15","91002","0","0","0","0","50","8","0","0","4700"
"4800","0","0","0","0","0","0","16","91002","0","0","0","0","50","8","0","0","4800"
"4900","0","0","0","0","0","0","17","91002","0","0","0","0","50","8","0","0","4900"
"5000","0","0","0","0","0","0","18","91002","0","0","0","0","50","8","0","0","5000"
"5100","0","0","0","0","0","0","19","91002","0","0","0","0","50","8","0","0","5100"
"5200","0","0","0","0","0","0","20","91002","0","0","0","0","50","8","0","0","5200"
"5300","0","0","0","0","0","0","21","91002","0","0","0","0","50","8","0","0","5300"
"5400","0","0","0","0","0","0","22","91002","0","0","0","0","50","8","0","0","5400"
"5500","0","0","0","0","0","0","23","91002","0","0","0","0","50","8","0","0","5500"
"5600","0","0","0","0","0","0","24","91002","0","0","0","0","50","8","0","0","5600"
"5700","0","0","0","0","0","0","25","91002","0","0","0","0","50","8","0","0","5700"
"5800","0","0","0","0","0","0","26","91002","0","0","0","0","50","8","0","0","5800"
"5900","0","0","0","0","0","0","27","91002","0","0","0","0","50","8","0","0","5900"
"6000","0","0","0","0","0","0","28","91002","0","0","0","0","50","8","0","0","6000"
"6100","0","0","0","0","0","0","29","91002","0","0","0","0","50","8","0","0","6100"
"6200","0","0","0","0","0","0","30","91002","0","0","0","0","50","8","0","0","6200"
"6300","0","0","0","0","0","0","31","91002","0","0","0","0","50","8","0","0","6300"
"6400","0","0","0","0","0","0","32","91002","0","0","0","0","50","8","0","0","6400"
"6500","0","0","0","0","0","0","33","91002","0","0","0","0","50","8","0","0","6500"
"6600","0","0","0","0","0","0","34","91002","0","0","0","0","50","8","0","0","6600"
"6700","0","0","0","0","0","0","35","91002","0","0","0","0","50","8","0","0","6700"
"6800","0","0","0","0","0","0","36","91002","0","0","0","0","50","8","0","0","6800"
"6900","0","0","0","0","0","0","37","91002","0","0","0","0","50","8","0","0","6900"
"7000","0","0","0","0","0","0","38","91002","0","0","0","0","50","8","0","0","7000"
"7100","0","0","0","0","0","0","39","91002","0","0","0","0","50","8","0","0","7100"
"7200","0","0","0","0","0","0","40","91002","0","0","0","0","50","8","0","0","7200"
"7300","0","0","0","0","0","0","41","91002","0","0","0","0","50","8","0","0","7300"
"7400","0","0","0","0","0","0","42","91002","0","0","0","0","50","8","0","0","7400"
"7500","0","0","0","0","0","0","43","91002","0","0","0","0","50","8","0","0","7500"
"7600","0","0","0","0","0","0","44","91002","0","0","0","0","50","8","0","0","7600"
"7700","0","0","0","0","0","0","45","91002","0","0","0","0","50","8","0","0","7700"
"7800","0","0","0","0","0","0","46","91002","0","0","0","0","50","8","0","0","7800"
"7900","0","0","0","0","0","0","47","91002","0","0","0","0","50","8","0","0","7900"
"8000","0","0","0","0","0","0","48","91002","0","0","0","0","50","8","0","0","8000"
"8100","0","0","0","0","0","0","49","91002","0","0","0","0","15","8","0","0","8100"
"8200","0","0","0","0","0","0","50","91002","0","0","0","0","15","8","0","0","8200"
"8300","0","0","0","0","0","0","51","91002","0","0","0","0","15","8","0","0","8300"
"8400","0","0","0","0","0","0","52","91002","0","0","0","0","15","8","0","0","8400"
"8500","0","0","0","0","0","0","53","91002","0","0","0","0","15","8","0","0","8500"
"8600","0","0","0","0","0","0","54","91002","0","0","0","0","15","8","0","0","8600"
"8700","0","0","0","0","0","0","55","91002","0","0","0","0","15","8","0","0","8700"
"8800","0","0","0","0","0","0","56","91002","0","0","0","0","15","8","0","0","8800"
"8900","0","0","0","0","0","0","57","91002","0","0","0","0","15","8","0","0","8900"
"9000","0","0","0","0","0","0","58","91002","0","0","0","0","15","8","0","0","9000"
"9100","0","0","0","0","0","0","59","91002","0","0","0","0","15","8","0","0","9100"
"9200","0","0","0","0","0","0","60","91002","0","0","0","0","15","8","0","0","9200"
"9300","0","0","0","0","0","0","61","91002","0","0","0","0","15","8","0","0","9300"
"9400","0","0","0","0","0","0","62","91002","0","0","0","0","15","8","0","0","9400"
"9500","0","0","0","0","0","0","63","91002","0","0","0","0","15","8","0","0","9500"
"9600","0","0","0","0","0","0","64","91002","0","0","0","0","15","8","0","0","9600"
"9700","0","0","0","0","0","0","65","91002","0","0","0","0","15","8","0","0","9700"
"9800","0","0","0","0","0","0","66","91002","0","0","0","0","15","8","0","0","9800"
"9900","0","0","0","0","0","0","67","91002","0","0","0","0","15","8","0","0","9900"
"10000","0","0","0","0","0","0","68","91002","0","0","0","0","15","8","0","0","10000"
"10100","0","0","0","0","0","0","69","91002","0","0","0","0","15","8","0","0","10100"
"10200","0","0","0","0","0","0","70","91002","0","0","0","0","15","8","0","0","10200"
"10300","0","0","0","0","0","0","71","91002","0","0","0","0","15","8","0","0","10300"
"10400","0","0","0","0","0","0","72","91002","0","0","0","0","15","8","0","0","10400"
"10500","0","0","0","0","0","0","73","91002","0","0","0","0","15","8","0","0","10500"
"10600","0","0","0","0","0","0","74","91002","0","0","0","0","15","8","0","0","10600"
"10700","0","0","0","0","0","0","75","91002","0","0","0","0","15","8","0","0","10700"
"10800","0","0","0","0","0","0","76","91002","0","0","0","0","15","8","0","0","10800"
"10900","0","0","0","0","0","0","77","91002","0","0","0","0","15","8","0","0","10900"
"11000","0","0","0","0","0","0","78","91002","0","0","0","0","15","8","0","0","11000"
"11100","0","0","0","0","0","0","79","91002","0","0","0","0","15","8","0","0","11100"
"11200","0","0","0","0","0","0","80","91002","0","0","0","0","15","8","0","0","11200"
"11300","0","0","0","0","0","0","81","91002","0","0","0","0","15","8","0","0","11300"
"11400","0","0","0","0","0","0","82","91002","0","0","0","0","15","8","0","0","11400"
"11500","0","0","0","0","0","0","83","91002","0","0","0","0","15","8","0","0","11500"
"11600","0","0","0","0","0","0","84","91002","0","0","0","0","15","8","0","0","11600"
"11700","0","0","0","0","0","0","85","91002","0","0","0","0","15","8","0","0","11700"
"11800","0","0","0","0","0","0","86","91002","0","0","0","0","15","8","0","0","11800"
"11900","0","0","0","0","0","0","87","91002","0","0","0","0","15","8","0","0","11900"
"12000","0","0","0","0","0","0","88","91002","0","0","0","0","15","8","0","0","12000"
"12100","0","0","0","0","0","0","89","91002","0","0","0","0","15","8","0","0","12100"
"12200","0","0","0","0","0","0","90","91002","0","0","0","0","15","8","0","0","12200"
"12300","0","0","0","0","0","0","91","91002","0","0","0","0","15","8","0","0","12300"
"12400","0","0","0","0","0","0","92","91002","0","0","0","0","15","8","0","0","12400"
"12500","0","0","0","0","0","0","93","91002","0","0","0","0","15","8","0","0","12500"
"12600","0","0","0","0","0","0","94","91002","0","0","0","0","15","8","0","0","12600"
"12700","0","0","0","0","0","0","95","91002","0","0","0","0","15","8","0","0","12700"
"12800","0","0","0","0","0","0","96","91002","0","0","0","0","15","8","0","0","12800"
"12900","0","0","0","0","0","0","97","91002","0","0","0","0","15","8","0","0","12900"
"13000","0","0","0","0","0","0","98","91002","0","0","0","0","15","8","0","0","13000"
"13100","0","0","0","0","0","0","99","91002","0","0","0","0","15","8","0","0","13100"
"13200","0","0","0","0","0","0","100","91002","0","0","0","0","15","8","0","0","13200"
"13300","0","0","0","0","0","0","101","91002","0","0","0","0","15","8","0","0","13300"
"13400","0","0","0","0","0","0","102","91002","0","0","0","0","15","8","0","0","13400"
"13500","0","0","0","0","0","0","103","91002","0","0","0","0","15","8","0","0","13500"
"13600","0","0","0","0","0","0","104","91002","0","0","0","0","15","8","0","0","13600"
"13700","0","0","0","0","0","0","105","91002","0","0","0","0","15","8","0","0","13700"
"13800","0","0","0","0","0","0","106","91002","0","0","0","0","15","8","0","0","13800"
"13900","0","0","0","0","0","0","107","91002","0","0","0","0","15","8","0","0","13900"
"14000","0","0","0","0","0","0","108","91002","0","0","0","0","15","8","0","0","14000"
"14100","0","0","0","0","0","0","109","91002","0","0","0","0","15","8","0","0","14100"
"14200","0","0","0","0","0","0","110","91002","0","0","0","0","15","8","0","0","14200"
"14300","0","0","0","0","0","0","111","91002","0","0","0","0","15","8","0","0","14300"
"14400","0","0","0","0","0","0","112","91002","0","0","0","0","15","8","0","0","14400"
"14500","0","0","0","0","0","0","113","91002","0","0","0","0","15","8","0","0","14500"
"14600","0","0","0","0","0","0","114","91002","0","0","0","0","15","8","0","0","14600"
"14700","0","0","0","0","0","0","115","91002","0","0","0","0","15","8","0","0","14700"
"14800","0","0","0","0","0","0","116","91002","0","0","0","0","15","8","0","0","14800"
"14900","0","0","0","0","0","0","117","91002","0","0","0","0","15","8","0","0","14900"
"15000","0","0","0","0","0","0","118","91002","0","0","0","0","15","8","0","0","15000"
