9843ef4ec07fa00dc1949e1f07de0369c7fc4324ededbea2630a6c299020a0ce,4b925a0ad6ddd4d47109ff43ad53202aa1f464e7a80c36a122ff37217854e366,845cbe885e496109c6ff8086241518a614b75dd4accc17c7d13bc0e1317cb621,b352d0a94e20ad0146dc80fb0467759eea3a85101357fce1fc7a52f8051c87ee,4cc16bc36143bbc38c1a753a660bc3bc4a4e1a296b3b584462584468b440a06d,a0730848c4c5cda17d0e44aa3be7544770c07946fea73b7392016384cdb70ae3,ba6612ddf5af3203d9f465d946c2f9ee21d11064d81eb04b78f2848f30c40990,546750d8974a3fd6b8c90299c0d6c7992ff4e9572fea9dc96e72408663f19bb3,397616bf935028dc8dce5816e330ada991b541f48f0dd271cb8b89e9a5ba751c,d90cff97d44b4f0f619209b6c5989428313f3622a7335d7699e6c96a3fd675f1,260f06ce84aaffc4e8f61f5744372c6c16d2d59afa9d110c3daea30ec048bc6b
"0","0","0","0","0","0","0","100701","0","1001","0"
"0","0","0","0","0","0","0","100301","0","1010","0"
"0","0","0","0","0","0","0","101001","0","1011","0"
"0","0","0","0","0","0","0","101201","0","1012","0"
"0","0","0","0","0","0","0","101301","0","1013","0"
"0","0","0","0","0","0","0","101401","0","1014","0"
"0","0","0","0","0","0","0","101801","0","1015","0"
"0","0","0","0","0","0","0","102001","0","1016","0"
"0","0","0","0","0","0","0","102201","0","1017","0"
"0","0","0","0","0","0","0","102801","0","1018","0"
"0","0","0","0","0","0","0","103301","0","1019","0"
"0","0","0","0","0","0","0","103601","0","1020","0"
"0","0","0","0","0","0","0","104801","0","1021","0"
"0","0","0","0","0","0","0","106101","0","1022","0"
"0","0","0","0","0","0","0","107101","0","1023","0"
"0","0","0","0","0","0","0","101201","0","1099","0"
"0","0","0","0","0","0","0","106501","0","1100","0"
"0","0","0","0","0","0","0","102301","0","1101","101501"
"0","0","0","0","0","0","0","106501","0","1102","101501"
"0","105901","0","100101","100301","100201","0","105801","0","1164","106001"
"0","0","0","0","0","0","0","111401","0","1174","0"
"0","0","0","0","0","0","0","106401","0","1192","0"
"0","0","0","0","0","0","0","105701","0","1225","0"
"0","0","0","0","0","0","0","106701","0","1240","0"
"0","0","0","0","0","0","0","105801","0","1255","0"
"0","0","0","0","0","0","0","102001","0","1261","0"
"0","0","0","0","0","0","0","104301","0","1262","0"
"0","0","0","0","0","0","0","103101","0","1263","0"
"0","0","0","0","0","0","0","102701","0","1264","0"
"0","0","0","0","0","0","0","101701","0","1265","0"
"0","0","0","0","0","0","0","111401","0","1266","0"
"0","0","0","0","0","0","0","101201","0","2128","103801"
"0","105901","0","0","0","0","0","105801","0","2129","106001"
"0","103701","0","0","0","100501","0","104701","0","2130","107101"
"0","0","0","0","0","0","0","101401","0","2135","104301"
"0","104501","0","0","105301","105501","0","103001","0","2137","100801"
"0","105001","0","0","0","0","0","101601","0","2139","101801"
"0","107101","0","0","0","0","0","104401","0","2143","102901"
"0","100101","0","0","0","106701","0","101101","0","2148","106601"
"0","0","0","0","0","0","0","102201","0","2149","100601"
"0","103801","0","0","0","101401","0","105301","0","2151","103701"
"0","0","0","0","0","0","0","102801","0","2154","103201"
"0","0","0","0","0","0","0","105201","0","2157","0"
"0","0","0","0","0","0","0","104901","0","2162","102701"
"0","105401","0","0","0","0","0","102901","0","2163","104201"
"0","0","0","0","0","0","0","100801","0","2164","105101"
"0","101601","0","0","0","0","0","101701","0","2167","103001"
"0","0","0","0","0","0","0","100601","0","2211","102201"
"0","0","0","0","0","0","0","106001","0","2229","0"
"0","0","0","0","0","0","0","106001","0","2230","0"
"0","0","0","0","0","0","0","105801","0","2231","0"
"0","0","0","0","0","0","0","103001","0","2238","105601"
"0","0","0","0","0","0","0","101701","0","2268","0"
"0","0","0","0","0","0","0","105101","0","2279","100801"
"0","103801","0","0","0","101401","0","105301","0","2280","103701"
"0","104501","0","0","0","0","0","104901","0","2281","101801"
"0","106501","0","0","0","0","0","106701","0","2282","106601"
"0","101601","0","0","0","0","0","101801","0","2283","105001"
"0","104201","0","0","0","0","0","102301","0","2284","102101"
"0","0","0","0","0","0","0","111401","0","2286","0"
"0","0","0","0","0","0","0","104001","0","2287","0"
"0","0","0","0","0","0","0","103601","0","2288","0"
"0","0","0","0","0","0","0","102101","0","2289","0"
"0","0","0","0","0","0","0","100901","0","3002","0"
"0","0","0","0","0","0","0","103601","0","3016","0"
"0","101101","0","0","0","0","0","102701","0","3086","104901"
"0","0","0","0","0","0","0","104501","0","3087","0"
"0","0","0","0","0","0","0","101701","0","3088","0"
"0","0","0","0","0","0","0","106501","0","3089","106601"
