c297a23c1705cbcd9e98dd55a1de8b7d1567cf9b813048b3a292d00a232534d0,d6a07d1ce3e836b88995f56cda04c686d11d070ad5af2fe6b209f9643856e17d,b51b924685aa2267909045bc97da5f4b0c9407a43be446ce91c7732aad60ad71,beb3f82a8a5252e461b8ebad17554dacd20ac09883819bf24441af4ae8d84790,994eb77511bbb54bfe1ebb9a15629b82086355884fb6638c8adaf0e3bbaefdca,b40bad5139fb1240c8ffa48c2c6b40179a12a240e9fc80122ee5f96cf7d12a1b,37a7f27b355e75f99ef64ba9f996735b4b979def9a06bd1bafebeb7db276d733,ece0f1065bf833f1c3af45a4b7b09ee77786611efbfee95a3b1601e8f7892b79,615b9216fd60c84bd7643c3ec524b04be22d8ba9b9ffa54a862dcc3646d08bf0,63b46d26c425b4a6870e450d757a5c091a32bfdc02e166e2d38999c16295b568,f11195f074b5602d6026d03435c5bc00fe3639caa4807534d14421371ae287d3
"2021/08/17 12:00:00","2021/08/24 11:59:59","1000","10000101","1回バトルしよう","0","10","10000101","7000","0","1"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1000","10000102","5回バトルしよう","0","10","10000102","7000","0","5"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1000","10000103","10回バトルしよう","0","10","10000103","7000","0","10"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1000","10000104","15回バトルしよう","0","10","10000104","7000","0","15"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1000","10000105","20回バトルしよう","0","10","10000105","7000","0","20"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1000","10000106","25回バトルしよう","0","10","10000106","7000","0","25"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1000","10000107","30回バトルしよう","0","10","10000107","7000","0","30"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1000","10000108","35回バトルしよう","0","10","10000108","7000","0","35"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1000","10000109","40回バトルしよう","0","10","10000109","7000","0","40"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1005","10050501","ミソラに累積300万ダメージ与えよう","1005","50","10050501","7001","0","3000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1005","10050502","ミソラに累積900万ダメージ与えよう","1005","50","10050502","7001","0","9000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1005","10050503","ミソラに累積1500万ダメージ与えよう","1005","50","10050503","7001","0","15000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1005","10050511","ミソラに1度のバトルで100万ダメージ与えよう","1005","51","10050511","7002","1000000","1"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1005","10050512","ミソラに1度のバトルで300万ダメージ与えよう","1005","51","10050512","7002","3000000","1"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1006","10060601","ランファに累積500万ダメージ与えよう","1006","60","10060601","7001","0","5000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1006","10060602","ランファに累積1500万ダメージ与えよう","1006","60","10060602","7001","0","15000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1006","10060603","ランファに累積2400万ダメージ与えよう","1006","60","10060603","7001","0","24000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1006","10060611","ランファに1度のバトルで200万ダメージ与えよう","1006","61","10060611","7002","2000000","1"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1006","10060612","ランファに1度のバトルで500万ダメージ与えよう","1006","61","10060612","7002","5000000","1"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1007","10070701","アゾールドに累積300万ダメージ与えよう","1007","70","10070701","7001","0","3000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1007","10070702","アゾールドに累積900万ダメージ与えよう","1007","70","10070702","7001","0","9000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1007","10070703","アゾールドに累積1500万ダメージ与えよう","1007","70","10070703","7001","0","15000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1007","10070711","アゾールドに1度のバトルで100万ダメージ与えよう","1007","71","10070711","7002","1000000","1"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1007","10070712","アゾールドに1度のバトルで300万ダメージ与えよう","1007","71","10070712","7002","3000000","1"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1008","10080801","カリザに累積500万ダメージ与えよう","1008","80","10080801","7001","0","5000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1008","10080802","カリザに累積1500万ダメージ与えよう","1008","80","10080802","7001","0","15000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1008","10080803","カリザに累積2400万ダメージ与えよう","1008","80","10080803","7001","0","24000000"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1008","10080811","カリザに1度のバトルで200万ダメージ与えよう","1008","81","10080811","7002","2000000","1"
"2021/08/17 12:00:00","2021/08/24 11:59:59","1008","10080812","カリザに1度のバトルで500万ダメージ与えよう","1008","81","10080812","7002","5000000","1"
