47384f7b1608c463eee75490eaf36895deee019c7a8cd47d972193f4549dcb61,b14d82abd4bf7da9de8e076e7a81ab8b78b4c84177493603d5ea58065c67136d,9ee2cb9fde9c12e557d61b85abdcf1b199a9f7551bce2ca84e7afd5c76c5cd9b,5818c5678e8a3635be8a7c82b30f63cc05a692a112f7b8caad3bb7b4ccefdc53,740cdf3ab47ec0b2635edc1c095240529ba4a2cbb8e1ffeb0979163560d20cdc,b26b6572c31b88244e49ed65ba8d2b46e42d72fa1e4bf2885f98653d45882493,57475c82ccf5d3a13b20626ef9eca3659a5a81f51ef004564b6211c49b0f2a58,38bdf39fd03e966d9757481ee6384400b7b93ec2670dc796d5b13706802c80f4
"0","0","0","0","0","1","1","0"
"0","0","0","0","0","2","2","0"
"0","0","0","0","0","3","3","0"
"0","0","0","0","0","4","4","0"
"0","0","0","0","0","5","5","0"
"0","0","0","0","0","6","6","0"
"0","0","0","0","0","7","7","0"
"0","0","0","0","0","8","8","0"
"1","0","0","0","0","0","9","0"
"0","0","0","1","0","0","10","0"
"0","0","0","0","0","11","11","0"
"0","0","0","0","0","12","12","0"
"0","0","1","0","0","0","13","0"
"0","0","0","0","0","0","14","0"
"0","0","0","0","0","0","15","0"
"0","0","0","0","1","0","16","0"
"0","10056","0","0","0","0","17","0"
"0","0","0","0","0","0","18","0"
"0","0","0","0","0","19","19","0"
"0","10061","0","0","0","0","20","0"
"0","0","0","0","0","0","21","0"
"0","0","0","0","0","0","22","0"
"0","0","0","0","0","0","23","23"
"0","0","0","0","0","0","24","0"
"0","0","0","0","0","25","25","0"
"0","10088","0","0","0","0","26","0"
"0","10102","0","0","0","0","27","0"
"0","0","0","0","0","28","28","0"
"0","30001","0","0","0","0","29","0"
"0","0","0","0","0","30","30","0"
