023342bfb1e30a745bc26760fd35404b4fd767db754b764c2ec2246786317c90,e07c630421794986b2172eee68c98e362552ae391b2bef177d01afc23cc7f77a,bce04ce24968cc0ce1e2494417857a4baea424e149a21148a516f45e117d7dd4,082d64c527a499617d054a3b9e4a902aa0cb8dc401f0ce4e3acaeacf1b05bbca,c0abbdcf55bec943801803a4dee5509facfbbdae8dd4d51e05788af9e2bbbc18,9480c52d77a34d455275dfb17bd3eba29a77ba258e7e38fdac543be542d74b3c,5e008513214125d5bce48d3e52e9b30678977344a856cbdddd42ae2cdba15441,29a6c12b039f6f8c6eb69d6906faa32bc91b8073c011b4983c69599eae732e6f,8844d23f548ce15f40ceda2dd11d0cfdd1674009684c732cfb651b8c6ca8cc2c,f567f47cc935307ba40063d4698101a3b315c541c8aab739ed81555838bed851,745399dc9a69e1e20b7204eeb0c0ad1f2b9b5a698d00e6ca37e94d9371121ed9,92f8f4ee96d8f2758036556d5ca6a56f65d300b093ef8d5d0568b1063060a9a8,c3c796ce472b84a39d52b72d5fd614e2fe5d848191189d7e5857aedff8e1d04e,bdef8c517475513dddfc4afad3c3d5835aaafd39ae3a3b076e33b9debd0853aa,6bdab1f9fb189b53df0015622b19b9d796ff7080df5586c9634f41ee649a9cc4,fbb385c1ba163b5ac55ae5f05cb0f53a760df2ba4db6dfbe767a5046dc9ef732,b619416096969477e724f79a3288b197073cd9867ec2d4f634cbfa7476dbd23c,c8cb8f6cd013ef31b3e8f8f0f848eca1f6abab9909e47a90d21dd32728e4e82c,c85a4aede475ee01ac9cb0246668b167324208362b0fae1012466fb0db8e8088
"2","0","2","10","0","25021","1000","2","25015","92407","200","25014","1000","2","abyss_reward_icon_masterpieces_piece","25102","1000000000","240701","0"
"2","0","2","300","0","25011","1000","2","25013","92407","1000","25012","1000","2","abyss_reward_icon_astralshard","25021","2000000000","240702","0"
"2","0","2","10","0","25021","1000","2","25015","92407","500","25014","1000","2","abyss_reward_icon_masterpieces_piece","25102","3000000000","240703","0"
"2","0","2","500","0","25011","1000","2","25013","92407","1000","25012","1000","2","abyss_reward_icon_astralshard","25021","4000000000","240704","0"
"2","0","2","10","0","25021","1000","2","25015","92407","1000","25014","1000","2","abyss_reward_icon_masterpieces_piece","25102","5000000000","240705","0"
"2","0","2","1000","0","25011","1000","2","25013","92407","1000","25012","1000","2","abyss_reward_icon_astralshard","25021","6000000000","240706","0"
"2","0","2","10","0","25021","3000","2","25015","92407","1000","25014","3000","2","abyss_reward_icon_masterpieces_piece","25102","7000000000","240707","0"
"2","0","2","1000","0","25011","3000","2","25013","92407","3000","25012","3000","2","abyss_reward_icon_astralshard","25021","8000000000","240708","0"
"2","0","2","10","0","25021","3000","2","25015","92407","1000","25014","3000","2","abyss_reward_icon_masterpieces_piece","25102","9000000000","240709","0"
"2","0","2","10","0","25021","3000","2","25012","92407","1000","25011","3000","2","abyss_reward_icon_masterpieces_piece","25102","10000000000","240710","0"
"2","0","2","10","0","25021","3000","2","25015","92407","1000","25013","3000","2","abyss_reward_icon_masterpieces_piece","25102","12000000000","240711","0"
"2","0","2","1000","0","25011","3000","2","25014","92407","3000","25012","3000","2","abyss_reward_icon_astralshard","25021","16000000000","240712","0"
"2","0","2","1000","0","25013","3000","2","25015","92407","3000","25014","3000","2","abyss_reward_icon_astralshard","25021","20000000000","240713","0"
"2","0","2","1000","0","25011","3000","2","25013","92407","3000","25012","3000","2","abyss_reward_icon_astralshard","25021","25000000000","240714","0"
"0","0","2","10","0","0","0","0","0","92407","0","0","0","0","abyss_reward_icon_hiseki","90005","30000000000","240715","0"
"0","0","2","20","0","0","0","0","0","92407","0","0","0","0","abyss_reward_icon_hiseki","90005","35000000000","240716","0"
"0","0","2","30","0","0","0","0","0","92407","0","0","0","0","abyss_reward_icon_hiseki","90005","40000000000","240717","0"
"0","0","2","50","0","0","0","0","0","92407","0","0","0","0","abyss_reward_icon_hiseki","90005","50000000000","240718","0"
"2","0","2","10","0","25021","1000","2","25015","92408","200","25014","1000","2","abyss_reward_icon_masterpieces_piece","25102","1000000000","240801","0"
"2","0","2","300","0","25011","1000","2","25013","92408","1000","25012","1000","2","abyss_reward_icon_astralshard","25021","2000000000","240802","0"
"2","0","2","10","0","25021","1000","2","25015","92408","500","25014","1000","2","abyss_reward_icon_masterpieces_piece","25102","3000000000","240803","0"
"2","0","2","500","0","25011","1000","2","25013","92408","1000","25012","1000","2","abyss_reward_icon_astralshard","25021","4000000000","240804","0"
"2","0","2","10","0","25021","1000","2","25015","92408","1000","25014","1000","2","abyss_reward_icon_masterpieces_piece","25102","5000000000","240805","0"
"2","0","2","1000","0","25011","1000","2","25013","92408","1000","25012","1000","2","abyss_reward_icon_astralshard","25021","6000000000","240806","0"
"2","0","2","10","0","25021","3000","2","25015","92408","1000","25014","3000","2","abyss_reward_icon_masterpieces_piece","25102","7000000000","240807","0"
"2","0","2","1000","0","25011","3000","2","25013","92408","3000","25012","3000","2","abyss_reward_icon_astralshard","25021","8000000000","240808","0"
"2","0","2","10","0","25021","3000","2","25015","92408","1000","25014","3000","2","abyss_reward_icon_masterpieces_piece","25102","9000000000","240809","0"
"2","0","2","10","0","25021","3000","2","25012","92408","1000","25011","3000","2","abyss_reward_icon_masterpieces_piece","25102","10000000000","240810","0"
"2","0","2","10","0","25021","3000","2","25015","92408","1000","25013","3000","2","abyss_reward_icon_masterpieces_piece","25102","12000000000","240811","0"
"2","0","2","1000","0","25011","3000","2","25014","92408","3000","25012","3000","2","abyss_reward_icon_astralshard","25021","16000000000","240812","0"
"2","0","2","1000","0","25013","3000","2","25015","92408","3000","25014","3000","2","abyss_reward_icon_astralshard","25021","20000000000","240813","0"
"2","0","2","1000","0","25011","3000","2","25013","92408","3000","25012","3000","2","abyss_reward_icon_astralshard","25021","25000000000","240814","0"
"0","0","2","10","0","0","0","0","0","92408","0","0","0","0","abyss_reward_icon_hiseki","90005","30000000000","240815","0"
"0","0","2","20","0","0","0","0","0","92408","0","0","0","0","abyss_reward_icon_hiseki","90005","35000000000","240816","0"
"0","0","2","30","0","0","0","0","0","92408","0","0","0","0","abyss_reward_icon_hiseki","90005","40000000000","240817","0"
"0","0","2","50","0","0","0","0","0","92408","0","0","0","0","abyss_reward_icon_hiseki","90005","50000000000","240818","0"
"2","0","2","10","0","25021","1000","2","25015","92409","200","25014","1000","2","abyss_reward_icon_masterpieces_piece","25102","1000000000","240901","0"
"2","0","2","300","0","25011","1000","2","25013","92409","1000","25012","1000","2","abyss_reward_icon_astralshard","25021","2000000000","240902","0"
"2","0","2","10","0","25021","1000","2","25015","92409","500","25014","1000","2","abyss_reward_icon_masterpieces_piece","25102","3000000000","240903","0"
"2","0","2","500","0","25011","1000","2","25013","92409","1000","25012","1000","2","abyss_reward_icon_astralshard","25021","4000000000","240904","0"
"2","0","2","10","0","25021","1000","2","25015","92409","1000","25014","1000","2","abyss_reward_icon_masterpieces_piece","25102","5000000000","240905","0"
"2","0","2","1000","0","25011","1000","2","25013","92409","1000","25012","1000","2","abyss_reward_icon_astralshard","25021","6000000000","240906","0"
"2","0","2","10","0","25021","3000","2","25015","92409","1000","25014","3000","2","abyss_reward_icon_masterpieces_piece","25102","7000000000","240907","0"
"2","0","2","1000","0","25011","3000","2","25013","92409","3000","25012","3000","2","abyss_reward_icon_astralshard","25021","8000000000","240908","0"
"2","0","2","10","0","25021","3000","2","25015","92409","1000","25014","3000","2","abyss_reward_icon_masterpieces_piece","25102","9000000000","240909","0"
"2","0","2","10","0","25021","3000","2","25012","92409","1000","25011","3000","2","abyss_reward_icon_masterpieces_piece","25102","10000000000","240910","0"
"2","0","2","10","0","25021","3000","2","25015","92409","1000","25013","3000","2","abyss_reward_icon_masterpieces_piece","25102","12000000000","240911","0"
"2","0","2","1000","0","25011","3000","2","25014","92409","3000","25012","3000","2","abyss_reward_icon_astralshard","25021","16000000000","240912","0"
"2","0","2","1000","0","25013","3000","2","25015","92409","3000","25014","3000","2","abyss_reward_icon_astralshard","25021","20000000000","240913","0"
"2","0","2","1000","0","25011","3000","2","25013","92409","3000","25012","3000","2","abyss_reward_icon_astralshard","25021","25000000000","240914","0"
"0","0","2","10","0","0","0","0","0","92409","0","0","0","0","abyss_reward_icon_hiseki","90005","30000000000","240915","0"
"0","0","2","20","0","0","0","0","0","92409","0","0","0","0","abyss_reward_icon_hiseki","90005","35000000000","240916","0"
"0","0","2","30","0","0","0","0","0","92409","0","0","0","0","abyss_reward_icon_hiseki","90005","40000000000","240917","0"
"0","0","2","50","0","0","0","0","0","92409","0","0","0","0","abyss_reward_icon_hiseki","90005","50000000000","240918","0"
