649b460f6148ea7703c39407164697edbc464402aac2eeb288c08ca43d045702,ab3f410a59a7891a2becec580979da7166f1b8bac70d798f4d530d1ae68a422e,43b13dd4c394a9312fc293306fa4f0771011db881b345325e44039b49b4e0cdf,b2432203f910901f61357ba9fe0a8c3346c461734ee7d6b87ec1ef75094ffaec,e55b0d63d67d2e8f2009106a69392f8588fcc47d25e482e3166609eb2c1cd603,63fdefe78220e3ee79ed35fa678b73202dad83ed5e6353f2e257a9224433c57e,7e765725039794a446ad6adeedcbe4d6aeb7648ba1cb5f1024823e418213b230,b0031dd9d3f659c6d455c3552303e6105f9c400331e84baf7b56e4942487538f,d9323e914b1fe5941c1027728bcc5e4fcaa5a188bc1cf48096d63ed7eed15a15,918d527a156b6ea34dd8655d0b48b7b2c1fec3113e4bc3ed56cf0353fdb12f1b,7b3e034d9ad5129f6a2b361576265828e6a8dceffd6929ee5f5d97de1afdee8c,5bb659364893f98fcf1d950c421e1905350ff4e63fe0eacb19dcd7906f0afe91,dd2e6f96cc8f5c5fa0cf67492b2a78b9199acc4f8675d6a6f1a57880211e3658,adde8b2a6016ad38d75e8a9a50b9149b2f9e3aaee43f4cdcf414a8ea2068b99e,397e332e265bb6693aed6730c871a993223370b167fa1e1e86e203dae3b1a44c,87c1da5153288e82f667b85d3a90cd1598b19274d6df9c8a47dcc3d04dec5754,cb282130e840972f7216ef10488a0a75c6dcbff7ccaae061bdd21352e9c8dcb8,a4409873cdbfbca3d761f237c7e5e3e22312ffc27c00e6fde0b288c41b0916e0,e0cec5618cafd3a94ed3aa494077e090b92f3bca8a1bfb9d854fc850aaf1e2ab,3ace8b82995e3c6477e0b2608120954124c641ac83d0d1be0abe53c7e44180d1,dba0f544310256cdca334754cee01237b69771e791544f03c64b3294d24474d2,01f5bdec80682c01948d6c10a9ea1b2382105128a68b2e8f5c57bae91d42a691,6f08961cf0739b76c66b5da58f7d4b2833886210c60a735f78523279c292461b,e6a2b58f5b637017233b3d8628e96e83862a2b4fc77b68c6aee522080976c2df,f5d19e7defecc2d90e94807a32c981b6294564c1c52a784a456641eda76da65e,728141bfbfeb6c417b3744006dc9fec28528e878118c3deb8494f45f94c65140,71f7f9eb3ebc49e0ff1997fa40db5f12f1b48dde68828b1ede15b6e2c0d9e513,a435db049cef8f8cb7f6360d9f78ad73c17bf796f734305df8c5f3e3551541c5,7c6604d8b5a5aca4630d9b66407a54c5017199c2480cdcb2b2880ce4123468c6,36708bac6e2bbb4b21c816527c577fdf48c0d59508e101a699dc604fea8b7b03,d7593cfc1b6e4e87f96daf1e2348180610eb73439e18aa0bb00cd1a4189f7dae,055696ba0bcfaa8c4eb3f5c2a8af257d25834616a691e7a5937e135435ba0ca3,e9df6c3d2f1b69446c4ff42b388e5e8d16d317cf7856f4a1034bf928b7d41c92,09d6403db6ac0b92178295f54c9c14dc08c283ed8a400d1fe42866dd5f2319e4,4a29a7833b5e91ea9271379c5c4baad6ae34355ad8b56364d03424ad8ac6f784,b3180ee35d956ee218250c36a42c5a89e0fbad5601000e153303cc548a9bafaa,657239244b73fe040602ed54aced373476356448a43bf238000efad48bf7afb3,a78c97f852799e726678f2b7a86818cc9747ad5b6d3d1b72328be098ff9a847f,92df4f55577be349d20a999798b06b111d288cc77135244f174e7cc5ad17c27e,6b210b8af95d91f9e493778d9ac3c6c5e2a4293d57013595ddbe3569c814814c,e166cb7be9038808131cde5d21f2adb830bb3d8800d47f41373e85e051f71ae7
"0","1","0","0","0","0","36","0","0","620090001","600110031","3001","61001005","0","30","18","0","0","1","0","620060001","258","0","0","0","620130001","0","0","1","0","61001004","0","1","0","0","3001","0","0","61001007","1","600000003"
"0","1","0","0","0","0","36","0","0","620090001","600110041","4001","61001005","0","30","18","0","0","1","0","620060001","258","0","0","0","620130001","0","0","1","0","61001004","0","1","0","0","4001","0","0","61001007","1","600000004"
"0","1","0","0","0","0","36","0","0","620090002","600110051","5001","61001005","0","30","18","0","0","1","0","620060002","268","0","0","0","620130002","0","0","1","0","61001004","0","1","0","0","5001","0","0","61001007","1","600000005"
"0","1","0","0","0","0","36","0","0","620090003","600110061","6001","61001005","0","30","18","0","0","1","0","620060003","273","0","0","0","620130003","0","0","1","0","61001004","0","1","0","0","6001","0","0","61001007","1","600000006"
"0","1","0","0","0","0","36","0","0","620090004","600110071","7001","61001005","0","30","18","0","0","1","0","620060004","281","0","0","0","620130004","0","0","1","0","61001004","0","1","0","0","7001","0","0","61001007","1","600000007"
"0","1","0","0","0","0","36","0","0","620090005","600110081","8001","61001005","0","30","18","0","0","1","0","620060005","288","0","0","0","620130005","0","0","1","0","61001004","0","1","0","0","8001","0","0","61001007","1","600000008"
"0","1","0","0","0","0","36","0","0","620090006","600110091","9001","61001005","0","30","18","0","0","1","0","620060006","298","0","0","0","620130006","0","0","1","0","61001004","0","1","0","0","9001","0","0","61001007","1","600000009"
"0","1","0","0","0","0","36","0","0","620090007","600110101","10001","61001005","0","30","18","0","0","1","0","620060007","309","0","0","0","620130007","0","0","1","0","61001004","0","1","0","0","10001","0","0","61001007","1","600000010"
"0","1","0","0","0","0","36","0","0","620090008","600110111","11001","61001005","0","30","18","0","0","1","0","620060008","313","0","0","0","620130008","0","0","1","0","61001004","0","1","0","0","11001","0","0","61001007","1","600000011"
"0","1","0","0","0","0","36","0","0","620090009","600110121","12001","61001005","0","30","18","0","0","1","0","620060009","321","0","0","0","620130009","0","0","1","0","61001004","0","1","0","0","12001","0","0","61001007","1","600000012"
"0","1","0","0","0","0","36","0","0","620090010","600110131","13001","61001005","0","30","18","0","0","1","0","620060010","326","0","0","0","620130010","0","0","1","0","61001004","0","1","0","0","13001","0","0","61001007","1","600000013"
"0","1","0","0","0","0","36","0","0","620090011","600110141","14001","61001005","0","30","18","0","0","1","0","620060011","336","0","0","0","620130011","0","0","1","0","61001004","0","1","0","0","14001","0","0","61001007","1","600000014"
"0","1","0","0","0","0","36","0","0","620090012","600110151","15001","61001005","0","30","18","0","0","1","0","620060012","341","0","0","0","620130012","0","0","1","0","61001004","0","1","0","0","15001","0","0","61001007","1","600000015"
"0","1","0","0","0","0","36","0","0","620090013","600110161","16001","61001005","0","30","18","0","0","1","0","620060013","351","0","0","0","620130013","0","0","1","0","61001004","0","1","0","0","16001","0","0","61001007","1","600000016"
"0","1","0","0","0","0","36","0","0","620090014","600110171","17001","61001005","0","30","18","0","0","1","0","620060014","356","0","0","0","620130014","0","0","1","0","61001004","0","1","0","0","17001","0","0","61001007","1","600000017"
"0","1","0","0","0","0","36","0","0","620090015","600110181","18001","61001005","0","30","18","0","0","1","0","620060015","366","0","0","0","620130015","0","0","1","0","61001004","0","1","0","0","18001","0","0","61001007","1","600000018"
"0","1","0","0","0","0","36","0","0","620090016","600110191","19001","61001005","0","30","18","0","0","1","0","620060016","371","0","0","0","620130016","0","0","1","0","61001004","0","1","0","0","19001","0","0","61001007","1","600000019"
