2a54135e6fcc07f54380007f0ad00c491e8116a969e193d379cdb042ab12ae03,789d4701f88d7fc23da0d0ca1179a5a3f5c53e3b30b28b04f89a66ebb335a033,9e137617337e7963f9e653b27f3d516be04dd66aa2431bf8a691ebfac5dd0e51,e5b15128966bb7a69a4ddd7d544c7ba5e08d2dd511970a5e0df32ac2a6de55b7,ddd0ad9d828101d94e571cb7bab4eb42de441704c8640a0a88ae92cfd47db254,6940dcf5aedb6f845fa73ad4726f6b35ba9d735389a8b89425a865ddc6eed558,76be65cbffdff1ec42f86645af42791fd7330b83d28f45f791ea939c7cacd5f4,7996f0a41cd0a2691faf10fafd29e4ac757defee11e87cab3fd794888b1d1f36,dd3fcf323bbb4e46627010354ffa9a29147ef7d5ac01b3750edb3e8443d5abc2,3fe71a84bb2ce03b7f4a1072b580bcd15c42fec188b8352f77ba038507491007,a353b15c2452f3cb57d7f0970edaf9fc56766bc16128e48b0bb8d07eba5cfe73,4faec90a046e5695cd140a0431429ed79e43a025a319b1f99f14f78b9a1651b5,9ebebd2c01bd89e092f6f9eeb7294ed82e90680141d192ef991789867296e73d,4dd98a2fd2c2e05c708b7ebe9f7455cfd81a058b15d091d648a538c62b66fb7e,ee96524f8634f563dabf74f2a3f3d57311eb4bd89b0a72fbd35a545348f34bfc,f4bcca6002dfb4ca5b00d8e871773879f46a99ea4d2a1d7e44d7dff476e63706,328f81d3dc5296c9d6a52f23434cc482910ec608bca9de05dc5429af5200e605,537d73a99d9e5254bbef4915bc6e65d7ee1ed320a5dca5b658fda6331e0f50ac
"500","0","0","0","0","0","1","0","0","8","0","0","0","0","0","10","91002","1"
"50","0","0","0","0","0","2","0","0","8","0","0","0","0","0","100","91002","11"
"30","0","0","0","0","0","3","0","0","8","0","0","0","0","0","200","91002","101"
"10","0","0","0","0","0","4","0","0","8","0","0","0","0","0","500","91002","201"
"5","0","0","0","0","0","5","0","0","8","0","0","0","0","0","1000","91002","501"
"3","0","0","0","0","0","6","0","0","8","0","0","0","0","0","2000","91002","1001"
"2","0","0","0","0","0","7","0","0","8","0","0","0","0","0","4000","91002","2001"
"1","0","0","0","0","0","8","0","0","8","0","0","0","0","0","7999","91002","4001"
"30","0","0","0","0","0","9","0","0","8","0","0","0","0","0","8000","91002","8000"
"30","0","0","0","0","0","10","0","0","8","0","0","0","0","0","8100","91002","8100"
"30","0","0","0","0","0","11","0","0","8","0","0","0","0","0","8200","91002","8200"
"30","0","0","0","0","0","12","0","0","8","0","0","0","0","0","8300","91002","8300"
"30","0","0","0","0","0","13","0","0","8","0","0","0","0","0","8400","91002","8400"
"30","0","0","0","0","0","14","0","0","8","0","0","0","0","0","8500","91002","8500"
"30","0","0","0","0","0","15","0","0","8","0","0","0","0","0","8600","91002","8600"
"30","0","0","0","0","0","16","0","0","8","0","0","0","0","0","8700","91002","8700"
"30","0","0","0","0","0","17","0","0","8","0","0","0","0","0","8800","91002","8800"
"30","0","0","0","0","0","18","0","0","8","0","0","0","0","0","8900","91002","8900"
"30","0","0","0","0","0","19","0","0","8","0","0","0","0","0","9000","91002","9000"
"30","0","0","0","0","0","20","0","0","8","0","0","0","0","0","9100","91002","9100"
"30","0","0","0","0","0","21","0","0","8","0","0","0","0","0","9200","91002","9200"
"30","0","0","0","0","0","22","0","0","8","0","0","0","0","0","9300","91002","9300"
"30","0","0","0","0","0","23","0","0","8","0","0","0","0","0","9400","91002","9400"
"30","0","0","0","0","0","24","0","0","8","0","0","0","0","0","9500","91002","9500"
"30","0","0","0","0","0","25","0","0","8","0","0","0","0","0","9600","91002","9600"
"30","0","0","0","0","0","26","0","0","8","0","0","0","0","0","9700","91002","9700"
"30","0","0","0","0","0","27","0","0","8","0","0","0","0","0","9800","91002","9800"
"30","0","0","0","0","0","28","0","0","8","0","0","0","0","0","9900","91002","9900"
"30","0","0","0","0","0","29","0","0","8","0","0","0","0","0","10000","91002","10000"
"30","0","0","0","0","0","30","0","0","8","0","0","0","0","0","10100","91002","10100"
"30","0","0","0","0","0","31","0","0","8","0","0","0","0","0","10200","91002","10200"
"30","0","0","0","0","0","32","0","0","8","0","0","0","0","0","10300","91002","10300"
"30","0","0","0","0","0","33","0","0","8","0","0","0","0","0","10400","91002","10400"
"30","0","0","0","0","0","34","0","0","8","0","0","0","0","0","10500","91002","10500"
"30","0","0","0","0","0","35","0","0","8","0","0","0","0","0","10600","91002","10600"
"30","0","0","0","0","0","36","0","0","8","0","0","0","0","0","10700","91002","10700"
"30","0","0","0","0","0","37","0","0","8","0","0","0","0","0","10800","91002","10800"
"30","0","0","0","0","0","38","0","0","8","0","0","0","0","0","10900","91002","10900"
"30","0","0","0","0","0","39","0","0","8","0","0","0","0","0","11000","91002","11000"
"30","0","0","0","0","0","40","0","0","8","0","0","0","0","0","11100","91002","11100"
"30","0","0","0","0","0","41","0","0","8","0","0","0","0","0","11200","91002","11200"
"30","0","0","0","0","0","42","0","0","8","0","0","0","0","0","11300","91002","11300"
