eb63a06d8d9f3bbe2d5a8d7e89a03d71a0de04bec1099215b3fcd609776471de,780bb6d3eb5a15114cfdbfdc49796e8c325897940cf3720e1a47561b6eb3281e,c75fb11c049fa302e8e1c43357cdaebc9eb660e7a65954a4443b4526a98009e7,6135dcb680e4452fc04d9360942527b301b79ab358e11b79f27e92d0bb8f7981,20ced317c084934d026e47e77e08a33aa00cfe1459560cd2b2520854fe0634a3,7d16c18acb5cb2afd3b5fd21cf0560e7b062535999d964bb3a6d2ec771edc123,d62eef8b4c057da23cdf301b23d3ef888c3b23f66accd77e64dd71760911e513,d031042534a1538ff73dac9c491206f489bda2ffc709256102fc58e7609a7f77,ec264a59ef2d1d1f2431bdc14bd9c417b6c69438023a39d38d52a0dcbf733f81,0de246afde638b9e1470e89da7494c3ca650e9e4b79c2132d108f922a19df0f9,6e41569b15f9220dd8f32127e27ed6ea0fb7ddc758e6d16b9235fd31e1b31cd9,19b5062505366accd47282c9c9cfdcd0c6c0d139381d165dfd69639956c0ac30,9d71d4851967652c8ea2186951eb5683f9d1641c325ccfd3d8787b82c5a1cf01,f89382e8c672697389ff2e4c23b41f57725d412057c249cf9a7fdb0aadaf6ebb,ef6e4d541e61b3acb73883601f35552d261f0aba9a1973c90b122a718e9ed51b,31ab3c2fb9876e7ed73c399ffa1f4cc4945f14b815023805fbd2c154840e2767,dd2386798a2b6cafc97bfec9879d6fc01ac95a7048d3314a13ed88eef3098d78,b0d91d9047abd4df774dc2d5aca3dfd6d7138304eacaa9272c7fc763042dc4a2,72bf43116c798cb69cf9f212b3d122e2322091781dda019ace2c65eb1649b260
"100101","0","0","94000","0","0","0","0","120","41001","0","20000000","0","1100101","1","12","0","31001","2"
"100201","0","0","94000","0","0","0","0","120","41002","0","20000000","0","1100201","1","12","0","31002","2"
"100301","0","0","94000","0","0","0","0","120","41003","0","20000000","0","1100301","1","12","0","31003","2"
"100401","0","0","94000","0","0","0","0","120","41004","0","20000000","0","1100401","1","12","0","31004","2"
"100501","0","0","94000","0","0","0","0","120","41005","0","20000000","0","1100501","1","12","0","31005","2"
"100601","0","0","94000","0","0","0","0","120","41006","0","20000000","0","1100601","1","12","0","31006","2"
"100701","0","0","94000","0","0","0","0","120","41007","0","20000000","0","1100701","1","12","0","31007","2"
"100801","0","0","94000","0","0","0","0","120","41008","0","20000000","0","1100801","1","12","0","31008","2"
"100901","0","0","94000","0","0","0","0","120","41009","0","20000000","0","1100901","1","12","0","31009","2"
"101001","0","0","94000","0","0","0","0","120","41010","0","20000000","0","1101001","1","12","0","31010","2"
"101101","0","0","94000","0","0","0","0","120","41011","0","20000000","0","1101101","1","12","0","31011","2"
"101201","0","0","94000","0","0","0","0","120","41012","0","20000000","0","1101201","1","12","0","31012","2"
"101301","0","0","94000","0","0","0","0","120","41013","0","20000000","0","1101301","1","12","0","31013","2"
"101401","0","0","94000","0","0","0","0","120","41014","0","20000000","0","1101401","1","12","0","31014","2"
"101501","0","0","94000","0","0","0","0","120","41015","0","20000000","0","1101501","1","12","0","31015","2"
"101601","0","0","94000","0","0","0","0","120","41016","0","20000000","0","1101601","1","12","0","31016","2"
"101701","0","0","94000","0","0","0","0","120","41017","0","20000000","0","1101701","1","12","0","31017","2"
"101801","0","0","94000","0","0","0","0","120","41018","0","20000000","0","1101801","1","12","0","31018","2"
"102001","0","0","94000","0","0","0","0","120","41020","0","20000000","0","1102001","1","12","0","31020","2"
"102101","0","0","94000","0","0","0","0","120","41021","0","20000000","0","1102101","1","12","0","31021","2"
"102201","0","0","94000","0","0","0","0","120","41022","0","20000000","0","1102201","1","12","0","31022","2"
"102301","0","0","94000","0","0","0","0","120","41023","0","20000000","0","1102301","1","12","0","31023","2"
"102501","0","0","94000","0","0","0","0","120","41025","0","20000000","0","1102501","1","12","0","31025","2"
"102601","0","0","94000","0","0","0","0","120","41026","0","20000000","0","1102601","1","12","0","31026","2"
"102701","0","0","94000","0","0","0","0","120","41027","0","20000000","0","1102701","1","12","0","31027","2"
"102801","0","0","94000","0","0","0","0","120","41028","0","20000000","0","1102801","1","12","0","31028","2"
"102901","0","0","94000","0","0","0","0","120","41029","0","20000000","0","1102901","1","12","0","31029","2"
"103001","0","0","94000","0","0","0","0","120","41030","0","20000000","0","1103001","1","12","0","31030","2"
"103101","0","0","94000","0","0","0","0","120","41031","0","20000000","0","1103101","1","12","0","31031","2"
"103201","0","0","94000","0","0","0","0","120","41032","0","20000000","0","1103201","1","12","0","31032","2"
"103301","0","0","94000","0","0","0","0","120","41033","0","20000000","0","1103301","1","12","0","31033","2"
"103401","0","0","94000","0","0","0","0","120","41034","0","20000000","0","1103401","1","12","0","31034","2"
"103601","0","0","94000","0","0","0","0","120","41036","0","20000000","0","1103601","1","12","0","31036","2"
"103701","0","0","94000","0","0","0","0","120","41037","0","20000000","0","1103701","1","12","0","31037","2"
"103801","0","0","94000","0","0","0","0","120","41038","0","20000000","0","1103801","1","12","0","31038","2"
"104001","0","0","94000","0","0","0","0","120","41040","0","20000000","0","1104001","1","12","0","31040","2"
"104201","0","0","94000","0","0","0","0","120","41042","0","20000000","0","1104201","1","12","0","31042","2"
"104301","0","0","94000","0","0","0","0","120","41043","0","20000000","0","1104301","1","12","0","31043","2"
