021ae7a2abcd2b80cdc95436bfcf63af4598f80b92c24ca789fab887c4f5aabf,b6260e84feeed22d3f99018997034df8c58e9c51092830a344c3fb12d0678f03,c0440339abdc4f3425b8dc34bceff51b2ad7631623aacb880da0d9b81c3bd00c,4670ec3f7aa7829e43ae50682b3d8acb3803d179301746a83c07f204dbf1c3aa,877a40a2508dbd7463eab3e38173976507e94009f7ba8e135748e92e2dedc029,cb7ef1616529983d3c14ac78f79cdef1985f4b52b9334407d4322ee01c0cc4e9,bb67449cf2adc15f8c39f33c627733a02e1dc4a037b2e1a23d26794b24fb3c8b,8a9ec7911150cee329e2ad5b8ebfff4c0aea1a3150503ddfd7eaa585432c45f3,998180c2a9b0b97fa0c25d39d7fae51d3fecbdc32cd6849492086d23b20823fa,908ef78b4f9c0d2c256aaa0611b2dbfa89adcdc1210b208e5099658d5d2f3f43,2ace90825826f91f39e009ff5b5042362f358f5259fc8cac4538a349b056992f
"2","31","8","91002","2","25021","284001001","8","25014","10","1"
"2","31","8","91002","2","25021","284001002","8","25014","10","2"
"2","32","8","91002","2","25021","284001003","8","25014","10","3"
"2","32","8","91002","2","25021","284001004","8","25014","10","4"
"2","33","8","91002","2","25021","284001005","8","25014","10","5"
"2","33","8","91002","2","25021","284001006","9","25014","10","6"
"2","34","8","91002","2","25021","284001007","9","25014","10","7"
"2","35","8","91002","2","25021","284001008","9","25014","10","8"
"2","35","8","91002","2","25021","284001009","9","25014","10","9"
"2","37","8","91002","2","25021","284001010","10","25014","30","10"
"2","41","8","91002","2","25021","284001011","10","25014","10","11"
"2","43","8","91002","2","25021","284001012","11","25014","10","12"
"2","46","8","91002","2","25021","284001013","11","25014","10","13"
"2","48","8","91002","2","25021","284001014","12","25014","10","14"
"2","50","8","91002","2","25021","284001015","12","25014","10","15"
"2","53","8","91002","2","25021","284001016","13","25014","10","16"
"2","55","8","91002","2","25021","284001017","14","25014","10","17"
"2","58","8","91002","2","25021","284001018","14","25014","10","18"
"2","60","8","91002","2","25021","284001019","15","25014","10","19"
"2","62","8","91002","2","25021","284001020","15","25014","30","20"
"2","68","8","91002","2","25021","284001021","16","25014","10","21"
"2","70","8","91002","2","25021","284001022","16","25014","10","22"
"2","72","8","91002","2","25021","284001023","16","25014","10","23"
"2","75","8","91002","2","25021","284001024","17","25014","10","24"
"2","77","8","91002","2","25021","284001025","18","25014","10","25"
"2","79","8","91002","2","25021","284001026","18","25014","10","26"
"2","82","8","91002","2","25021","284001027","19","25014","10","27"
"2","84","8","91002","2","25021","284001028","19","25014","10","28"
"2","86","8","91002","2","25021","284001029","19","25014","10","29"
"2","89","8","91002","2","25021","284001030","20","25014","30","30"
"2","94","8","91002","2","25021","284001031","20","25014","10","31"
"2","96","8","91002","2","25021","284001032","21","25014","10","32"
"2","99","8","91002","2","25021","284001033","21","25014","10","33"
"2","101","8","91002","2","25021","284001034","22","25014","10","34"
"2","103","8","91002","2","25021","284001035","22","25014","10","35"
"2","106","8","91002","2","25021","284001036","23","25014","10","36"
"2","108","8","91002","2","25021","284001037","23","25014","10","37"
"2","111","8","91002","2","25021","284001038","24","25014","10","38"
"2","113","8","91002","2","25021","284001039","25","25014","10","39"
"2","115","8","91002","2","25021","284001040","25","25014","30","40"
"2","121","8","91002","2","25021","284001041","26","25014","10","41"
"2","123","8","91002","2","25021","284001042","27","25014","10","42"
"2","125","8","91002","2","25021","284001043","28","25014","10","43"
"2","128","8","91002","2","25021","284001044","28","25014","10","44"
"2","130","8","91002","2","25021","284001045","29","25014","10","45"
"2","132","8","91002","2","25021","284001046","30","25014","10","46"
"2","135","8","91002","2","25021","284001047","30","25014","10","47"
"2","137","8","91002","2","25021","284001048","31","25014","10","48"
"2","139","8","91002","2","25021","284001049","31","25014","10","49"
"2","142","8","91002","2","25021","284001050","31","25014","30","50"
"2","144","8","91002","2","25021","284001051","32","25014","10","51"
"2","146","8","91002","2","25021","284001052","32","25014","10","52"
"2","149","8","91002","2","25021","284001053","32","25014","10","53"
"2","152","8","91002","2","25021","284001054","33","25014","10","54"
"2","155","8","91002","2","25021","284001055","33","25014","10","55"
"2","157","8","91002","2","25021","284001056","33","25014","10","56"
"2","160","8","91002","2","25021","284001057","34","25014","10","57"
"2","163","8","91002","2","25021","284001058","34","25014","10","58"
"2","166","8","91002","2","25021","284001059","34","25014","10","59"
"2","169","8","91002","2","25021","284001060","35","25014","30","60"
"2","171","8","91002","2","25021","284001061","35","25014","10","61"
"2","174","8","91002","2","25021","284001062","35","25014","10","62"
"2","177","8","91002","2","25021","284001063","36","25014","10","63"
"2","180","8","91002","2","25021","284001064","36","25014","10","64"
"2","182","8","91002","2","25021","284001065","36","25014","10","65"
"2","185","8","91002","2","25021","284001066","37","25014","10","66"
"2","187","8","91002","2","25021","284001067","37","25014","10","67"
"2","190","8","91002","2","25021","284001068","37","25014","10","68"
"2","193","8","91002","2","25021","284001069","38","25014","10","69"
"2","196","8","91002","2","25021","284001070","38","25014","30","70"
"2","200","8","91002","2","25021","284001071","39","25014","10","71"
"2","204","8","91002","2","25021","284001072","39","25014","10","72"
"2","208","8","91002","2","25021","284001073","40","25014","10","73"
"2","212","8","91002","2","25021","284001074","40","25014","10","74"
"2","216","8","91002","2","25021","284001075","41","25014","10","75"
"2","220","8","91002","2","25021","284001076","41","25014","10","76"
"2","224","8","91002","2","25021","284001077","42","25014","10","77"
"2","228","8","91002","2","25021","284001078","42","25014","10","78"
"2","232","8","91002","2","25021","284001079","43","25014","10","79"
"2","236","8","91002","2","25021","284001080","43","25014","30","80"
"2","240","8","91002","2","25021","284001081","44","25014","10","81"
"2","244","8","91002","2","25021","284001082","44","25014","10","82"
"2","248","8","91002","2","25021","284001083","45","25014","10","83"
"2","252","8","91002","2","25021","284001084","45","25014","10","84"
"2","256","8","91002","2","25021","284001085","46","25014","10","85"
"2","260","8","91002","2","25021","284001086","46","25014","10","86"
"2","264","8","91002","2","25021","284001087","47","25014","10","87"
"2","268","8","91002","2","25021","284001088","47","25014","10","88"
"2","272","8","91002","2","25021","284001089","48","25014","10","89"
"2","276","8","91002","2","25021","284001090","48","25014","30","90"
"2","280","8","91002","2","25021","284001091","49","25014","10","91"
"2","284","8","91002","2","25021","284001092","49","25014","10","92"
"2","288","8","91002","2","25021","284001093","50","25014","10","93"
"2","292","8","91002","2","25021","284001094","50","25014","10","94"
"2","296","8","91002","2","25021","284001095","51","25014","10","95"
"2","300","8","91002","2","25021","284001096","51","25014","10","96"
"2","304","8","91002","2","25021","284001097","52","25014","10","97"
"2","308","8","91002","2","25021","284001098","52","25014","10","98"
"2","312","8","91002","2","25021","284001099","53","25014","10","99"
"2","316","8","91002","2","25021","284001100","53","25014","30","100"
