47c02b1fe9b3ab5752bd0f93160a586a0a36b11af3d3b56264ab4d36b0183320,043c91e8683fb6bf1cc2dac7563b2000b0b2cc105216415063a5d60a94c7ba3d,6653c09add33d2cb71e165f787eb05cb34a9ceebed66e96287a7d045d3ff1ba6,87e2432cc88f4719dd4455b755e4d1fd6614dd87f5024d677cca156b723c245b,8104e947ffb0265bda46085e5fd2e3b1ffc85c8e7c0edfad60928b9b7c96ba83,b55c3999569c1aff65b3a71f02c0d8b62932201414bce33ae40b1c52acc8ae73,2eb938259fe90f92df528d38a7624ed212d849f52cb17eaba4d151eaa75d3333,58e6395a186773236c368eb5d1a820c3d76312725a74eb925d2d70f27eb6d47f,8f5a1573d3daca8a3636c12d8f3067b4be27a7c0385c8dea0e9e1aa491751dfc,54ae0e23335e8c58008c338b75be836a2cb418dbf9669e0800e8bf59e6bc9c80,959cce6d86debc53d8f2893e051a164626072be7f21c90b34ae6173b4843fc9f
"0","0","0","0","10001","10002","10003","0","0","0","50047"
"0","0","0","0","10001","10002","10003","0","0","0","50051"
"0","0","0","0","10001","10002","10003","10004","0","0","50061"
"0","0","0","0","10001","10002","10003","10005","0","0","50067"
"0","0","0","10006","10001","10002","10003","10005","0","0","50079"
"10007","0","0","10006","10001","10002","10003","10005","0","0","50084"
"10007","0","10008","10006","10001","10002","10003","10005","0","0","50094"
"10007","10009","10008","10006","10001","10002","10003","10005","0","0","50108"
"10007","10009","10008","10006","10001","10002","10003","10005","0","0","50116"
"10007","10009","10008","10006","10001","10002","10003","10005","0","10010","50119"
"10007","10009","10008","10006","10001","10002","10003","10005","0","10010","50129"
"10007","10009","10008","10006","10001","10002","10003","10005","10011","10010","50140"
"10008","10010","10009","10007","10002","10003","10005","10006","10012","10011","50151"
"0","0","0","10013","10009","10010","10011","10012","0","0","50162"
"0","0","0","10014","10010","10011","10012","10013","0","0","50172"
"0","0","0","10015","10011","10012","10013","10014","0","0","50183"
"0","0","0","10005","10013","10014","10015","10007","0","0","50190"
"0","0","0","10016","10012","10013","10014","10015","0","0","50195"
"0","0","0","10002","10014","10015","10016","10003","0","0","50200"
"0","0","0","10017","10013","10014","10015","10016","0","0","50217"
"0","0","0","10009","10015","10016","10017","10010","0","0","50231"
"0","0","0","10018","10014","10015","10016","10017","0","0","50237"
"0","0","0","0","10019","0","0","0","0","0","50248"
"0","0","0","0","10011","0","0","0","0","0","50261"
"0","0","0","0","10020","0","0","0","0","0","50267"
"0","0","0","0","10021","0","0","0","0","0","50278"
"0","0","0","0","10006","0","0","0","0","0","50291"
"0","0","0","0","10022","0","0","0","0","0","50298"
"0","0","0","0","10023","0","0","0","0","0","50309"
"0","0","0","0","10024","0","0","0","0","0","50321"
"0","0","0","0","10025","0","0","0","0","0","50331"
"0","0","0","0","10026","0","0","0","0","0","50341"
"0","0","0","0","10027","0","0","0","0","0","50354"
"0","0","0","0","10028","0","0","0","0","0","50365"
"0","0","0","0","10029","0","0","0","0","0","50375"
"0","0","0","0","10030","0","0","0","0","0","50383"
"0","0","0","0","10019","0","0","0","0","0","50393"
"0","0","0","0","10031","0","0","0","0","0","50405"
"0","0","0","0","10032","0","0","0","0","0","50406"
"0","0","0","0","10033","0","0","0","0","0","50414"
"0","0","0","0","10034","0","0","0","0","0","50424"
