c1aea723949b18cebc82c6e2b7318929ce42e2d322508685c0527a761460a651,9b524a0a54caac67105de19275c4f48d1506dbce5725b54eb9dbcde00d05d06f,971db5dbbf26c06c17620f2deb9b5fd40cac494a6e927d38f4787290da465232,f0df07718118d9eb7f7736dc5968fa5891d44af4cb84b13414d8c9b694b180fd,5984a985492772123552932c6eb4d57097929caadc8583e6ac83ee650dc86d4a
"22","1","10001","10001001","53001"
"22","1","10001","10001002","53004"
"22","1","10001","10001003","53007"
"22","1","10001","10001004","53010"
"22","1","10001","10001005","53013"
"22","1","10001","10001006","53016"
"22","1","10001","10001007","53019"
"22","1","10001","10001008","53022"
"22","1","10001","10001009","53002"
"22","1","10001","10001010","53005"
"22","1","10001","10001011","53008"
"22","1","10001","10001012","53011"
"22","1","10001","10001013","53014"
"22","1","10001","10001014","53017"
"22","1","10001","10001015","53020"
"22","1","10001","10001016","53023"
"22","1","10002","10002001","53001"
"22","1","10002","10002002","53002"
"22","1","10002","10002003","53005"
"22","1","10002","10002004","53008"
"22","1","10002","10002005","53011"
"22","1","10002","10002006","53014"
"22","1","10002","10002007","53017"
"22","1","10002","10002008","53020"
"22","1","10002","10002009","53023"
"22","1","10002","10002010","53003"
"22","1","10002","10002011","53006"
"22","1","10002","10002012","53009"
"22","1","10002","10002013","53012"
"22","1","10002","10002014","53015"
"22","1","10002","10002015","53018"
"22","1","10002","10002016","53021"
"22","1","10002","10002017","53024"
"22","1","10003","10003001","53002"
"22","2","10003","10003002","53002"
"22","1","10003","10003003","53003"
"22","2","10003","10003004","53003"
"22","3","10003","10003005","53003"
"22","1","10003","10003006","53006"
"22","1","10003","10003007","53009"
"22","1","10003","10003008","53012"
"22","1","10003","10003009","53015"
"22","1","10003","10003010","53018"
"22","1","10003","10003011","53021"
"22","1","10003","10003012","53024"
"22","2","10003","10003013","53006"
"22","2","10003","10003014","53009"
"22","2","10003","10003015","53012"
"22","2","10003","10003016","53015"
"22","2","10003","10003017","53018"
"22","2","10003","10003018","53021"
"22","2","10003","10003019","53024"
"22","3","10003","10003020","53006"
"22","3","10003","10003021","53009"
"22","3","10003","10003022","53012"
"22","3","10003","10003023","53015"
"22","3","10003","10003024","53018"
"22","3","10003","10003025","53021"
"22","3","10003","10003026","53024"
