5cd5ea95c01f6a0c148873f690082c8bc571547f0a12a93a456aa3b577323cfa,b6f6b7cfbce9305439bb19e0c25e4560aadbaccbb16b46286d9d9665ddc19285,7a8df7f4e85e2a770bb78a21ac4eb4b9c35b7993e362ccc2049f84b38ab7776d,907487a7ba6487274c6f88f373ac2a015a3a235da640f7abc8fafb124cab3508,59b779335dab47859d08acf2c12730b0917819fe687b17883e9e48adc652f8d3,8355cd44d39aadb75b6f09e2ee1ee433a7cb7e079c4b4c528bbed391e94e48fa,c53053ae8427e2afc7eed13f4d8d5038d8e8b2c865a49cc4bb29dc491762ce74,43b4bf80c2125c8583c6c11cfa171513588f7972ce52e05b8c679888a52aa814,840b5064323bc994f950f8429737798d6ef9d53f3f3f84bbd84db0ad0ccc16bc,ff498c55c0375bc79cb5e8f265f5f4980657a3979a1c8bb52fb6a6172637684e,988afb0e153c73274d0d0baa5a22af062cb430ceb1ea31708a7b3bd50df3a915,4c49fee34fcc7059af2417df7bc5958d2d62c14973cf9138edfb078a2b7eedc1,77e21baabca79acec4b25855e44e7286af76e2c497df604e7537bafe47b99c2a,61cb41ee4fedf40793282ed489ffb719f631a904855caf5bbbef221bb9573d15,76b8fbb7969e20818da78fc292e508922ed4ff05f3d3add4bfa47633d8ae780b,f78e55fc452957f71698b7364e7f105b87aef27fa245bd0f5f3580c9eb9f51c7,603cb11f5c3a6a3962908e8754104119858780c663b52e5812f06f4971601631,74bf76a5d871f6d9e6f7335b821f249dc4d793d89d60122cbd76f8b7533ea5ef,83edb02e12f6730ef0e7ceadc9c37cdae4b4176cde2399a04a8be60b977e9cec
"75","16","0","0","0","100101","2","0","0","10","0","0","0","1","65","1","0","0","0"
"125","68","0","0","0","100101","3","0","0","30","0","0","0","3","185","2","0","0","0"
"260","158","0","0","0","100101","4","0","0","60","0","0","3","7","420","4","0","0","0"
"420","293","0","0","0","100101","5","0","0","100","0","0","7","12","810","7","0","0","0"
"630","486","0","3","0","100101","6","0","0","130","0","0","11","17","1340","11","0","0","0"
"1235","731","0","6","0","100101","7","0","0","155","0","0","17","26","1660","15","0","0","0"
"1795","1030","0","9","9","100101","8","0","0","180","0","0","24","35","2290","15","10","0","0"
"1795","1459","0","9","23","100101","9","0","0","205","5","0","27","46","2540","16","40","0","0"
"1795","1941","0","9","37","100101","10","0","0","205","10","0","35","51","2740","16","100","0","10"
"1795","2439","3","9","37","100101","11","0","0","205","15","0","44","55","3100","16","158","0","20"
"2045","2871","36","9","37","100101","12","0","0","205","15","0","46","66","3470","18","198","0","20"
"2045","3345","56","9","37","100101","13","0","0","230","15","0","54","79","3720","18","251","0","20"
"2045","3840","56","9","37","100101","14","0","0","255","15","0","68","97","3880","20","328","0","20"
"2045","4412","56","9","37","100101","15","0","0","255","15","0","82","111","3880","20","448","0","20"
"2045","5015","59","9","37","100101","16","0","0","255","15","0","94","124","3880","20","586","0","20"
"2045","5656","62","9","37","100101","17","0","0","255","15","0","103","142","3930","20","711","0","20"
"2045","6351","62","9","37","100101","18","0","0","255","15","0","119","157","3980","20","856","0","20"
"2045","7154","62","9","37","100101","19","0","0","255","15","0","135","173","4075","20","984","0","20"
"2045","8017","62","9","37","100101","20","0","0","255","15","0","147","203","4270","20","1065","0","20"
"2045","8971","62","9","37","100101","21","0","0","255","15","0","157","232","4580","20","1160","0","20"
"2045","10078","62","9","37","100101","22","0","0","255","15","0","176","259","4790","20","1262","0","20"
"2045","11352","62","9","37","100101","23","0","0","255","15","0","199","287","4880","20","1343","0","20"
"2045","12783","62","9","37","100101","24","0","0","255","15","0","221","308","4970","20","1416","0","20"
"2045","14334","62","9","37","100101","25","0","0","255","15","0","247","331","5230","20","1471","0","20"
"2045","15835","62","9","37","100101","26","0","0","255","15","0","280","359","6835","20","1495","0","20"
"2045","17449","62","9","37","100101","27","0","0","255","15","0","313","387","8440","20","1513","0","20"
"2045","19454","62","9","37","100101","28","0","0","255","15","0","326","400","9225","20","1538","0","20"
"2045","21599","62","9","37","100101","29","0","0","255","15","0","341","415","10010","20","1571","0","20"
"2045","23844","62","9","37","100101","30","0","0","255","15","0","366","440","10270","20","1614","0","20"
"2045","26318","62","9","37","100101","31","0","0","255","15","0","376","450","10795","20","1657","0","20"
"2045","28948","62","9","37","100101","32","0","0","255","15","0","376","450","11845","20","1690","0","20"
"2045","31669","62","9","37","100101","33","0","0","255","15","0","387","461","12370","20","1729","0","20"
"2045","34498","62","9","37","100101","34","0","0","255","15","0","409","483","12370","20","1775","0","20"
"2045","37455","62","9","37","100101","35","0","0","255","15","0","431","505","12370","20","1821","0","20"
"2045","40512","62","9","37","100101","36","0","0","255","15","0","454","528","12370","20","1867","0","20"
"75","0","0","0","0","100201","2","23","0","0","0","0","2","1","55","0","0","0","0"
"125","0","0","0","0","100201","3","81","0","0","0","0","8","1","150","0","0","0","0"
"175","0","0","0","0","100201","4","172","0","5","0","0","17","4","325","0","0","0","10"
"175","0","0","0","0","100201","5","349","0","15","0","0","33","4","505","0","0","0","10"
"175","0","0","0","0","100201","6","522","0","15","0","0","52","12","1035","0","0","0","25"
"175","0","0","0","0","100201","7","790","0","85","0","0","66","14","1395","0","0","0","30"
"175","0","0","0","4","100201","8","1089","0","85","0","0","88","19","1675","0","0","0","75"
"175","0","0","0","9","100201","9","1389","0","100","5","6","109","25","2130","0","0","0","110"
"395","0","0","0","14","100201","10","1758","0","135","10","30","126","28","2490","0","0","0","115"
"735","0","0","0","14","100201","11","2159","0","151","10","53","145","35","2910","0","0","0","129"
"955","0","0","0","17","100201","12","2471","0","177","12","63","171","56","3430","0","0","0","138"
"1175","0","0","0","20","100201","13","2705","0","199","14","63","209","94","3810","0","0","0","140"
"1295","0","0","0","20","100201","14","2982","0","199","16","71","251","133","3990","0","0","0","146"
"1395","0","0","0","20","100201","15","3310","0","199","18","81","293","168","4130","0","0","0","151"
"1495","0","0","0","20","100201","16","3658","0","199","18","81","336","208","4330","0","0","0","157"
"1495","0","0","0","20","100201","17","4008","0","214","18","81","384","250","4510","3","0","0","158"
"1495","0","0","0","20","100201","18","4353","0","229","18","81","441","295","4915","6","0","0","158"
"1590","0","0","0","20","100201","19","4719","0","229","18","81","506","349","5560","6","0","0","158"
"1685","0","0","0","20","100201","20","5176","0","229","18","93","568","406","6145","6","0","0","158"
"1685","0","0","0","20","100201","21","5618","0","229","18","93","646","472","6765","6","0","0","158"
"1685","0","0","0","20","100201","22","6142","0","229","18","93","725","541","8080","6","0","0","158"
"1685","0","0","0","20","100201","23","6707","0","229","18","93","810","619","9855","6","0","0","158"
"1685","0","0","0","20","100201","24","7347","0","229","18","93","901","704","11380","6","0","0","158"
"1685","0","0","0","20","100201","25","8212","0","229","18","103","987","784","12675","6","0","0","158"
"1685","0","0","0","20","100201","26","9328","0","229","18","118","1062","853","13965","6","0","0","158"
"1685","0","0","0","20","100201","27","10563","0","229","18","128","1132","920","15535","6","0","0","158"
"1685","0","0","0","20","100201","28","11885","0","229","18","138","1203","990","17300","6","0","0","158"
"1685","0","0","0","20","100201","29","13290","0","229","18","148","1279","1066","19295","6","0","0","158"
"1685","0","0","0","20","100201","30","14765","0","229","18","158","1360","1147","21525","6","0","0","158"
"1685","0","0","0","20","100201","31","16312","0","229","18","168","1443","1230","23915","6","0","0","158"
"1685","0","0","0","20","100201","32","17930","0","229","18","178","1528","1315","26460","6","0","0","158"
"1685","0","0","0","20","100201","33","19645","0","229","18","188","1615","1402","29250","6","0","0","158"
"1685","0","0","0","20","100201","34","21457","0","229","18","198","1704","1491","32450","6","0","0","158"
"1685","0","0","0","20","100201","35","23342","0","229","18","208","1794","1581","36060","6","0","0","158"
"1685","0","0","0","20","100201","36","25290","0","229","18","218","1885","1672","40010","6","0","0","158"
"75","22","0","0","0","100301","2","0","0","0","0","0","0","2","95","0","0","0","0"
"125","71","0","0","0","100301","3","0","0","0","0","0","2","6","310","0","0","0","0"
"155","176","0","0","0","100301","4","0","0","10","0","0","4","11","685","0","0","0","0"
"155","289","0","0","0","100301","5","0","0","20","0","0","11","20","1435","0","0","0","5"
"245","499","0","0","0","100301","6","0","0","35","0","0","13","31","2300","0","0","0","5"
"715","746","0","0","0","100301","7","0","0","35","0","0","15","43","3270","0","0","0","5"
"715","1040","0","3","0","100301","8","0","0","50","0","0","23","57","4025","0","0","0","5"
"1115","1353","0","7","9","100301","9","0","0","65","0","0","31","71","4630","0","20","0","5"
"1115","1729","0","12","18","100301","10","0","0","65","0","0","40","80","4990","5","50","0","30"
"1115","2147","13","17","18","100301","11","0","0","65","0","0","49","88","5410","7","88","0","40"
"1115","2581","29","17","21","100301","12","0","0","65","0","0","56","98","6180","7","130","0","40"
"1115","3026","42","17","24","100301","13","0","0","98","0","0","66","112","6670","7","163","0","40"
"1115","3571","42","17","24","100301","14","0","0","131","0","0","76","123","7050","7","214","0","40"
"1115","4098","42","17","24","100301","15","0","0","131","0","0","91","142","7420","7","280","0","40"
"1115","4716","45","17","24","100301","16","0","0","143","0","0","99","156","7560","7","370","0","40"
"1115","5390","48","17","24","100301","17","0","0","143","0","0","105","170","7750","7","467","0","40"
"1115","6136","48","17","24","100301","18","0","0","143","0","0","114","179","8015","7","591","0","40"
"1115","6947","48","17","24","100301","19","0","0","143","0","0","126","191","8340","7","730","0","40"
"1115","7816","48","17","24","100301","20","0","0","143","0","0","138","213","8665","7","849","0","40"
"1115","8795","48","17","24","100301","21","0","0","143","0","0","149","233","8950","7","980","0","40"
"1115","9978","48","17","24","100301","22","0","0","143","0","0","162","249","9165","7","1098","0","40"
"1115","11268","48","17","24","100301","23","0","0","143","0","0","181","273","9510","7","1169","0","40"
"1115","12629","48","17","24","100301","24","0","0","143","0","0","203","296","10190","7","1230","0","40"
"1115","14227","48","17","24","100301","25","0","0","143","0","0","222","310","10710","7","1293","0","40"
"1115","16038","48","17","24","100301","26","0","0","143","0","0","231","316","11535","7","1332","0","40"
