b7520162984bdd33a46c46b22e406d39c672b56ffc8f9715408fa4f5e8ba906a,8dd1ef2ca1c11a98f42bb1981aa8a186c1f34c16878f8d89533dad3c2af4165b,8c1142698764d2d9c660c2864c066f5d22bb7fe27362bc3b80ea828f76ba089e,00aa290a1bce5721b14333599e84c076244014ab94bbad422562a8fd9366ac33,b25b55563bcc253df9b7c46dc53ea7a7c1ebfae5b16cc5ca8ea5be91ce9a4308,d455a77f1231e53df2801654a6dec9ec73c9ec0ea8e2bc1924253ea45875b7eb,478de80400e02cd0c07d114e2497839d3bf0c781b57a66b8d6e25dc1db4d84d5,0a9b44353f4f520b580670f6d32a46f7fb59a27a3ce418aa6fee2c1b607238d3,a5bb9a465314bc8bad7bf5cb874acad04bc1cf4e73c1dcb84d74f4dae22b3e8d,65476c121c349afb148ff3000b5325ad724cf5163d951e32dc218c1676a0d2fe,ead7b7b00cd58f39bd995780a780ea18391c265d745676c09d042b698c766cd4,7ea69c3ceb253469978c972b43b5db78206224570a66a64e30dc06548c08b9e5,cf9702bc3a6f617149b64ec5ced3d1d9a51f2d886c16dda93c30c4079d16ca9d,ff9c3aa7a8749deb6adc8a3436a35310238c3801ba2f9cd51a8442dc162824df,499a2809377dfc0b962481aaa1e476adb64e3968d994f271bebd4e958e41f7f6,4bcb27da26b14878f59b6e94c3daa062471d496a04ff71b40e5c11599a8f8713,9225cc425bac489918671fe6ec7e744cb456a771705e48c9334168a49cfc86c3,23756d212028902c12ab79769c3afe8a4e9e720a4c505de30c38280df642b707,073a80fbac75b0d6e69c2d67baead9d1602dd0864288d384682e87f1a240929d,2c490522bdcda1030e9367c72af60c2786fade7cd81b74974d34d7541556d48e,13b447f5a6509520a793e0c7806ccf000fdceff6050233ebbf1b5d94a040cb0f
"1","5000","0","0","0","0","31043","1","0","91002","2","1001","2","0","30","0","8","90006","30","5000","1"
"1","4500","0","0","0","0","31043","31","0","91002","2","1001","2","0","100","0","8","90006","25","4500","2"
"1","4000","0","0","0","0","31043","101","0","91002","2","1001","2","0","300","0","8","90006","20","4000","3"
"1","3500","0","0","0","0","31043","301","0","91002","2","1001","2","0","1000","0","8","90006","18","3500","4"
"1","3000","0","0","0","0","31043","1001","0","91002","2","1001","2","0","2000","0","8","90006","16","3000","5"
"1","2000","0","0","0","0","31043","2001","0","91002","2","1001","2","0","5000","0","8","90006","14","2000","6"
"1","1500","0","0","0","0","31043","5001","0","91002","2","1001","2","0","10000","0","8","90006","12","1500","7"
"1","1000","0","0","0","0","31043","10001","0","91002","2","1001","2","0","20000","0","8","90006","10","1000","8"
"1","500","0","0","0","0","31043","20001","0","91002","2","1001","2","0","-1","0","8","90006","5","500","9"
"1","5000","0","0","0","0","31022","1","0","91002","2","1002","2","0","20","0","8","90006","30","5000","10"
"1","4500","0","0","0","0","31022","21","0","91002","2","1002","2","0","100","0","8","90006","25","4500","11"
"1","4000","0","0","0","0","31022","101","0","91002","2","1002","2","0","250","0","8","90006","20","4000","12"
"1","3500","0","0","0","0","31022","251","0","91002","2","1002","2","0","500","0","8","90006","18","3500","13"
"1","3000","0","0","0","0","31022","501","0","91002","2","1002","2","0","1000","0","8","90006","16","3000","14"
"1","2500","0","0","0","0","31022","1001","0","91002","2","1002","2","0","2000","0","8","90006","14","2500","15"
"1","2000","0","0","0","0","31022","2001","0","91002","2","1002","2","0","3000","0","8","90006","12","2000","16"
"1","1500","0","0","0","0","31022","3001","0","91002","2","1002","2","0","5000","0","8","90006","10","1500","17"
"1","1000","0","0","0","0","31022","5001","0","91002","2","1002","2","0","10000","0","8","90006","8","1000","18"
"1","500","0","0","0","0","31022","10001","0","91002","2","1002","2","0","-1","0","8","90006","5","500","19"
"1","5000","0","0","0","0","31042","1","0","91002","2","1003","2","0","20","0","8","90006","30","5000","20"
"1","4500","0","0","0","0","31042","21","0","91002","2","1003","2","0","100","0","8","90006","25","4500","21"
"1","4000","0","0","0","0","31042","101","0","91002","2","1003","2","0","250","0","8","90006","20","4000","22"
"1","3500","0","0","0","0","31042","251","0","91002","2","1003","2","0","500","0","8","90006","18","3500","23"
"1","3000","0","0","0","0","31042","501","0","91002","2","1003","2","0","1000","0","8","90006","16","3000","24"
"1","2500","0","0","0","0","31042","1001","0","91002","2","1003","2","0","2000","0","8","90006","14","2500","25"
"1","2000","0","0","0","0","31042","2001","0","91002","2","1003","2","0","3000","0","8","90006","12","2000","26"
"1","1500","0","0","0","0","31042","3001","0","91002","2","1003","2","0","5000","0","8","90006","10","1500","27"
"1","1000","0","0","0","0","31042","5001","0","91002","2","1003","2","0","10000","0","8","90006","8","1000","28"
"1","500","0","0","0","0","31042","10001","0","91002","2","1003","2","0","-1","0","8","90006","5","500","29"
"1","5000","0","0","0","0","31018","1","0","91002","2","1004","2","0","20","0","8","90006","30","5000","30"
"1","4500","0","0","0","0","31018","21","0","91002","2","1004","2","0","100","0","8","90006","25","4500","31"
"1","4000","0","0","0","0","31018","101","0","91002","2","1004","2","0","250","0","8","90006","20","4000","32"
"1","3500","0","0","0","0","31018","251","0","91002","2","1004","2","0","500","0","8","90006","18","3500","33"
"1","3000","0","0","0","0","31018","501","0","91002","2","1004","2","0","1000","0","8","90006","16","3000","34"
"1","2500","0","0","0","0","31018","1001","0","91002","2","1004","2","0","2000","0","8","90006","14","2500","35"
"1","2000","0","0","0","0","31018","2001","0","91002","2","1004","2","0","3000","0","8","90006","12","2000","36"
"1","1500","0","0","0","0","31018","3001","0","91002","2","1004","2","0","5000","0","8","90006","10","1500","37"
"1","1000","0","0","0","0","31018","5001","0","91002","2","1004","2","0","10000","0","8","90006","8","1000","38"
"1","500","0","0","0","0","31018","10001","0","91002","2","1004","2","0","-1","0","8","90006","5","500","39"
"1","5000","0","0","0","0","31025","1","0","91002","2","1005","2","0","20","0","8","90006","30","5000","40"
"1","4500","0","0","0","0","31025","21","0","91002","2","1005","2","0","100","0","8","90006","25","4500","41"
"1","4000","0","0","0","0","31025","101","0","91002","2","1005","2","0","250","0","8","90006","20","4000","42"
"1","3500","0","0","0","0","31025","251","0","91002","2","1005","2","0","500","0","8","90006","18","3500","43"
"1","3000","0","0","0","0","31025","501","0","91002","2","1005","2","0","1000","0","8","90006","16","3000","44"
