6d7820d0ac17e73ef34879f93ce598f7bea909a752e97ee3b815901a07c3abf3,8718de0167979241a882280f1fdb17a10c00a949f40c55aa4ac68eb8618008c9,8a198cf50763617789dc2047de436cb77515e869452add1fddc9ba95dbe30288,77f1358beb7ed0dadf3f3c565ed4ae6f06c74da3b458e12c0f2fce08d68ec47d,2c526c737c2056d25c1735a6311cf1498d5c3310d4a98c170d4f74f617f5b59a,09dcfc28f7cd29a490c8ce6e1750a04f1a9cf0027fc7ee4b7ff7a563599bf23c,50c5c07840637ebbc8972e1cb242505f32714fab6200e475bac2e85bc791dbcc,4b10587038fbd2355e2ed47aede5f27f7f94865ea0b76da63fa7bfebc253d3c0,d03f3109d824083f2683b066bf6f3586c425dcf81a17643e7bac77c419ac9069,7d1358895c66b3a6edd5b19ec1dc4946129ffc262d6b654aba89f6ccdb04cfb7,568f45e63d26170fd68b95b9cb16ca316144ccc2669dd6b15ffc407990f33fe0,6b8d21ef85c2ac0a1c7722c86b99c53a2e2ea401493e89d25993026d17a87626
"1000","1","1回バトルしよう","2022/12/16 12:00:00","31000101","0","0","3","7003","2022/12/23 11:59:59","10","31000101"
"1000","5","5回バトルしよう","2022/12/16 12:00:00","31000102","0","0","3","7003","2022/12/23 11:59:59","10","31000102"
"1000","10","10回バトルしよう","2022/12/16 12:00:00","31000103","0","0","3","7003","2022/12/23 11:59:59","10","31000103"
"1000","15","15回バトルしよう","2022/12/16 12:00:00","31000104","0","0","3","7003","2022/12/23 11:59:59","10","31000104"
"1000","20","20回バトルしよう","2022/12/16 12:00:00","31000105","0","0","3","7003","2022/12/23 11:59:59","10","31000105"
"1000","25","25回バトルしよう","2022/12/16 12:00:00","31000106","0","0","3","7003","2022/12/23 11:59:59","10","31000106"
"1000","30","30回バトルしよう","2022/12/16 12:00:00","31000107","0","0","3","7003","2022/12/23 11:59:59","10","31000107"
"1000","35","35回バトルしよう","2022/12/16 12:00:00","31000108","0","0","3","7003","2022/12/23 11:59:59","10","31000108"
"1000","40","40回バトルしよう","2022/12/16 12:00:00","31000109","0","0","3","7003","2022/12/23 11:59:59","10","31000109"
"1001","5000000","黒の王ジャバウォックに累積500万ダメージ与えよう","2022/12/16 12:00:00","31001101","3001","0","3","7004","2022/12/23 11:59:59","10","31001101"
"1001","7500000","黒の王ジャバウォックに累積750万ダメージ与えよう","2022/12/16 12:00:00","31001102","3001","0","3","7004","2022/12/23 11:59:59","10","31001102"
"1001","10000000","黒の王ジャバウォックに累積1000万ダメージ与えよう","2022/12/16 12:00:00","31001103","3001","0","3","7004","2022/12/23 11:59:59","10","31001103"
"1001","1","黒の王ジャバウォックに1度のバトルで250万ダメージ与えよう","2022/12/16 12:00:00","31001111","3001","2500000","3","7005","2022/12/23 11:59:59","11","31001111"
"1001","1","黒の王ジャバウォックに1度のバトルで500万ダメージ与えよう","2022/12/16 12:00:00","31001112","3001","5000000","3","7005","2022/12/23 11:59:59","11","31001112"
"1001","5000000","暴走のイノセントボウに累積500万ダメージ与えよう","2022/12/16 12:00:00","31001201","3002","0","3","7004","2022/12/23 11:59:59","20","31001201"
"1001","7500000","暴走のイノセントボウに累積750万ダメージ与えよう","2022/12/16 12:00:00","31001202","3002","0","3","7004","2022/12/23 11:59:59","20","31001202"
"1001","10000000","暴走のイノセントボウに累積1000万ダメージ与えよう","2022/12/16 12:00:00","31001203","3002","0","3","7004","2022/12/23 11:59:59","20","31001203"
"1001","1","暴走のイノセントボウに1度のバトルで250万ダメージ与えよう","2022/12/16 12:00:00","31001211","3002","2500000","3","7005","2022/12/23 11:59:59","21","31001211"
"1001","1","暴走のイノセントボウに1度のバトルで500万ダメージ与えよう","2022/12/16 12:00:00","31001212","3002","5000000","3","7005","2022/12/23 11:59:59","21","31001212"
"1001","5000000","ファントムバロンに累積500万ダメージ与えよう","2022/12/16 12:00:00","31001301","3003","0","3","7004","2022/12/23 11:59:59","30","31001301"
