d86f7205a898c9efbbed7ec6dbe1e377fd2cf46c4bd21747997ab475b0d792f4,b3e39e7c4ad42c019736ca0f22f1b33036124a9352cbda78e6fead0dd1c38928,93df45688c6029fa9c326dda687fb0ec26776e5abfbce20c3ca7984e481d4d14,a016b8fd960883dab79bd8d78e924cab21bc59e2d33b31bad989a10d11e1cc66,744753315acfbdae0625aa6eb86464d02da4d4a7d91405e3e8f871c012b6686a,944c95f2caf0b64bdc87fe2d05998f2f696c880f11d0307cf52fb9004f8d730c,d843e47fab548580e247e4e81697052c4183e2e528c79c3395a552a28598368c,dae212e95a4724cb83857021ca4c8a78961e46f639468ef25c8dcdb96466c774,39196858b14abd7852b2424596bc9ec0878546788adcd7d4e31be6694d45aa5c,ac03d51e86930172ccf7a87be726b2a8d8921e425ecf620638782baf7b164322,21f23cf10120d9dcb787f49861aaa5f89d88837c83f66e0f7c2c3828165facef,9a4bb28b41f6c3d1cdf689f07e545baa3b099b151753df89a3b7c6197e4b10c0,4957f2fbf1f36c0588249211fe267c16789648da9fe74fb21ab0a6e4e94208fd
"0","0","0","0","0","0","0","57","10010484","0","10010001","1","1"
"0","0","0","0","10010674","0","0","59","10010100","1","10010099","2","1"
"0","0","0","0","10010099","0","0","58","10010101","10001","10010100","11","1"
"0","0","0","0","10010100","0","0","57","10010102","0","10010101","12","1"
"0","0","0","0","10010101","0","0","56","10010103","1","10010102","2","1"
"0","0","0","0","10010102","0","0","55","10010104","2","10010103","2","1"
"0","0","0","0","10010103","0","0","54","10010105","0","10010104","4","1"
"0","0","0","0","10010104","0","0","53","10010106","1","10010105","3","1"
"0","0","0","0","10010105","0","0","52","10010107","0","10010106","12","1"
"0","0","0","0","10010106","0","0","51","10010559","0","10010107","5","1"
"0","0","0","0","10010560","0","0","48","10010111","2","10010110","2","1"
"0","0","0","0","10010110","0","0","47","10010561","0","10010111","6","1"
"0","0","0","0","10010561","0","0","45","10010114","3","10010113","2","1"
"0","0","0","0","10010113","0","0","44","10010562","10001","10010114","11","1"
"0","0","0","0","10010562","0","0","42","10010117","0","10010116","4","1"
"0","0","0","0","10010116","0","0","41","10010118","0","10010117","6","1"
"0","0","0","0","10010117","0","0","40","10010563","3","10010118","3","1"
"0","0","0","0","10010559","0","0","49","10010120","10001","10010119","11","1"
"0","0","0","0","10010119","0","0","48","10010121","0","10010120","4","1"
"0","0","0","0","10010120","0","0","47","10010565","3","10010121","2","1"
"0","0","0","0","10010565","0","0","45","10010566","2","10010123","2","1"
"0","0","0","0","10010566","0","0","43","10010126","10003","10010125","7","1"
"0","0","0","0","10010125","0","0","42","10010127","0","10010126","4","1"
"0","0","0","0","10010126","0","0","41","10010128","10001","10010127","7","1"
"0","0","0","0","10010127","0","0","40","10010563","2","10010128","2","1"
"0","0","0","0","10010563","0","0","38","10010131","10001","10010130","7","1"
"0","0","0","0","10010130","0","0","37","10010132","0","10010131","6","1"
"0","10010702","0","0","10010131","0","0","36","10010701","10001","10010132","11","1"
"0","0","0","0","10010701","0","0","34","10010705","0","10010153","12","1"
"0","0","0","0","10010708","0","0","29","10010161","5","10010158","14","1"
"0","0","0","0","10010158","0","0","28","10010162","0","10010161","4","1"
"0","0","0","0","10010161","0","0","27","10010163","2","10010162","2","1"
"0","0","0","0","10010162","0","0","26","10010164","1","10010163","3","1"
"0","0","0","0","10010163","0","0","25","10010165","3","10010164","14","1"
"0","0","0","0","10010164","0","0","24","10010166","10001","10010165","11","1"
"0","0","0","0","10010165","0","0","23","10010167","0","10010166","12","1"
"0","0","0","0","10010166","0","0","22","10010568","2","10010167","3","1"
"0","0","0","0","10010568","0","0","20","10010570","10002","10010169","7","1"
"0","0","0","0","10010570","0","0","18","10010174","2","10010173","3","1"
"0","0","0","0","10010173","0","0","17","10010175","10001","10010174","7","1"
"0","0","0","0","10010174","0","0","16","10010176","0","10010175","4","1"
"0","0","0","0","10010175","0","0","15","10010177","1","10010176","2","1"
"0","0","0","0","10010176","0","0","14","10010178","2","10010177","2","1"
"0","0","0","0","10010177","0","0","13","10010179","2","10010178","3","1"
"0","0","0","0","10010178","0","0","12","10010180","0","10010179","12","1"
"0","0","0","0","10010179","0","0","11","10010181","0","10010180","6","1"
"0","0","0","0","10010180","0","0","10","10010182","0","10010181","4","1"
"0","0","0","0","10010181","0","0","9","10010183","2","10010182","2","1"
